
[00:00:00.000 --> 00:00:01.180]  親愛的師父 早安
[00:00:01.180 --> 00:00:03.140]  很高興能夠在崇拜的時間
[00:00:03.140 --> 00:00:06.000]  再次和大家一起分享神的說話
[00:00:06.000 --> 00:00:09.160]  讓我們一起在聆聽主導耳聲
[00:00:09.160 --> 00:00:10.540]  再次透過禱告
[00:00:10.540 --> 00:00:14.000]  將我們心思意念交給主我們的神
[00:00:14.000 --> 00:00:15.820]  讓我們一起低頭同心禱告
[00:00:15.820 --> 00:00:17.480]  Let's bow our head and pray together
[00:00:17.480 --> 00:00:19.480]  讓我們一起低頭禱告
[00:00:19.480 --> 00:00:21.940]  親愛的師父 多謝你
[00:00:21.940 --> 00:00:24.020]  讓我們能夠再次回到
[00:00:24.020 --> 00:00:26.280]  你寶貴的說話的面前
[00:00:26.280 --> 00:00:28.280]  一起同心地學習
[00:00:28.280 --> 00:00:31.260]  求父神你的靈幫助我們
[00:00:31.260 --> 00:00:33.260]  能夠將你的啟示
[00:00:33.260 --> 00:00:35.260]  能夠更準確地去掌握
[00:00:35.260 --> 00:00:38.400]  求你也讓我們有悟性
[00:00:38.400 --> 00:00:40.400]  不單止只是明白
[00:00:40.400 --> 00:00:42.160]  聖經裏面的教訓
[00:00:42.160 --> 00:00:44.160]  並且能夠付諸於實行
[00:00:44.160 --> 00:00:46.560]  所以懇求你幫助我們
[00:00:46.560 --> 00:00:48.560]  不單止從這一刻
[00:00:48.560 --> 00:00:51.060]  並且在往後的日子當中
[00:00:51.060 --> 00:00:54.060]  能夠將你的教導
[00:00:54.060 --> 00:00:56.060]  能夠成為我們生命的一部份
[00:00:56.060 --> 00:00:59.060]  讓更多人能夠直撞我們
[00:00:59.060 --> 00:01:00.060]  能夠看到上帝你
[00:01:00.060 --> 00:01:02.060]  Amen
[00:01:02.060 --> 00:01:05.060]  今天和大家一起去看的經文
[00:01:05.060 --> 00:01:09.060]  是在《約爾書》的第二章
[00:01:09.060 --> 00:01:12.060]  第一節至第二節的經文
[00:01:12.060 --> 00:01:15.060]  今天和大家一起思想的題目就是
[00:01:15.060 --> 00:01:21.060]  「耶華華的日子響起的號角」
[00:01:21.060 --> 00:01:27.060]  Today the passage is from Joel 2:1-2
[00:01:27.060 --> 00:01:29.060]  The sermon title is
[00:01:29.060 --> 00:01:33.060]  The Trumpet on the Day of the Lord
[00:01:33.060 --> 00:01:37.060]  讓我們一起先一同打開聖經
[00:01:37.060 --> 00:01:40.060]  我們會讀一次這段經文
[00:01:40.060 --> 00:01:45.060]  我們會看第二章第一至第二節
[00:01:45.060 --> 00:01:48.060]  你們要在石安吹角
[00:01:48.060 --> 00:01:52.060]  在我聖山吹出大聲
[00:01:52.060 --> 00:01:56.060]  國中的居民都要發箭
[00:01:56.060 --> 00:01:59.060]  因為耶華的日子將到
[00:01:59.060 --> 00:02:02.060]  已經臨近
[00:02:02.060 --> 00:02:05.060]  那日是黑暗幽冥
[00:02:05.060 --> 00:02:09.060]  蜜雲污黑的日子
[00:02:09.060 --> 00:02:12.060]  好像神光鋪滿山嶺
[00:02:12.060 --> 00:02:16.060]  有的大隊蝗蟲又大又強
[00:02:16.060 --> 00:02:18.060]  從來沒有這樣的
[00:02:18.060 --> 00:02:23.060]  以後直到萬代也必沒有
[00:02:23.060 --> 00:02:25.060]  不知道大家有沒有聽過
[00:02:25.060 --> 00:02:28.060]  廣東話裏面有一句這樣的俗語
[00:02:28.060 --> 00:02:30.060]  就是說「當你無道」
[00:02:30.060 --> 00:02:33.060]  其實這句話的意思就是說
[00:02:33.060 --> 00:02:35.060]  那個人根本不理會你
[00:02:35.060 --> 00:02:38.060]  或者用英文講「I don't care」
[00:02:38.060 --> 00:02:43.060]  不要以為只有一些不相信主的人
[00:02:43.060 --> 00:02:45.060]  不相信上帝的人
[00:02:45.060 --> 00:02:49.060]  他們才說當上帝無道
[00:02:49.060 --> 00:02:53.060]  其實在今天的基督教會裏面
[00:02:53.060 --> 00:02:55.060]  其實有不少的人
[00:02:55.060 --> 00:03:00.060]  雖然他們同樣掛著一個叫做教徒的名堂
[00:03:00.060 --> 00:03:05.060]  但是其實他們同樣對上帝都是無道的
[00:03:05.060 --> 00:03:07.060]  如果你不信的話
[00:03:07.060 --> 00:03:10.060]  就不要以為那些人說
[00:03:10.060 --> 00:03:12.060]  他們因為不信才當神無道
[00:03:12.060 --> 00:03:15.060]  其實有些相信神的人
[00:03:15.060 --> 00:03:17.060]  他也當神無道的
[00:03:17.060 --> 00:03:22.060]  因為當他們以為自己做了神的子民之後
[00:03:22.060 --> 00:03:27.060]  平日的生活其實就不需要上帝去參與的
[00:03:27.060 --> 00:03:32.060]  最好上帝就不要參與在我每一天的生活裏面
[00:03:32.060 --> 00:03:34.060]  因為為什麼?
[00:03:34.060 --> 00:03:35.060]  如果上帝在這裏
[00:03:35.060 --> 00:03:37.060]  他樣樣都看得不順眼的時候
[00:03:37.060 --> 00:03:41.060]  就會阻住我去做我想做的事
[00:03:41.060 --> 00:03:43.060]  於是怎麼樣呢?
[00:03:43.060 --> 00:03:47.060]  他們很多時候就使出一個絕招
[00:03:47.060 --> 00:03:48.060]  這個絕招就是什麼呢?
[00:03:48.060 --> 00:03:52.060]  就是嘗試去安撫了上帝
[00:03:52.060 --> 00:03:53.060]  於是怎麼樣呢?
[00:03:53.060 --> 00:03:57.060]  每個禮拜或者禮拜日或者禮拜六
[00:03:57.060 --> 00:04:00.060]  然後就參與一些教會的活動
[00:04:00.060 --> 00:04:03.060]  然後藉此就和上帝表明
[00:04:03.060 --> 00:04:06.060]  上帝我已經接近了你了
[00:04:06.060 --> 00:04:09.060]  你看到我已經回來做了崇拜了
[00:04:09.060 --> 00:04:13.060]  甚至我錢都捐了給教會了
[00:04:13.060 --> 00:04:16.060]  其他的時間你不要來
[00:04:16.060 --> 00:04:19.060]  真的需要在我身邊切斷
[00:04:19.060 --> 00:04:21.060]  我自己平日我的生活
[00:04:21.060 --> 00:04:24.060]  留給我自己去處理好了
[00:04:24.060 --> 00:04:28.060]  什麼時候他們才要求上帝來呢?
[00:04:28.060 --> 00:04:33.060]  他們說上帝除非我有需要的時候
[00:04:33.060 --> 00:04:36.060]  我就會來找你的了
[00:04:36.060 --> 00:04:40.060]  或者上帝你不需要平日看顧我的了
[00:04:40.060 --> 00:04:41.060]  因為我為什麼呢?
[00:04:41.060 --> 00:04:43.060]  我搞得定的我自己
[00:04:43.060 --> 00:04:46.060]  沒事沒幹你就不要來找我了
[00:04:46.060 --> 00:04:48.060]  我會來找你
[00:04:48.060 --> 00:04:51.060]  所以因此很多的信徒
[00:04:51.060 --> 00:04:53.060]  對於上帝的理解
[00:04:53.060 --> 00:04:55.060]  就只變成了
[00:04:55.060 --> 00:04:57.060]  我搞不定的時候
[00:04:57.060 --> 00:05:01.060]  我才需要一個神在我身上
[00:05:01.060 --> 00:05:02.060]  如果不是呢
[00:05:02.060 --> 00:05:05.060]  上帝你最好平日就不要現身了
[00:05:05.060 --> 00:05:08.060]  這種心態呢
[00:05:08.060 --> 00:05:10.060]  其實不是說
[00:05:10.060 --> 00:05:12.060]  只是今天我們才有的
[00:05:12.060 --> 00:05:13.060]  其實這種心態
[00:05:13.060 --> 00:05:15.060]  源遠流長
[00:05:15.060 --> 00:05:18.060]  在很久很久以前的
[00:05:18.060 --> 00:05:19.060]  以色列文呢
[00:05:19.060 --> 00:05:21.060]  其實早就已經流露了
[00:05:21.060 --> 00:05:25.060]  這一種的思想行為
[00:05:25.060 --> 00:05:26.060]  只不過
[00:05:26.060 --> 00:05:29.060]  當我們去看看聖經的時候呢
[00:05:29.060 --> 00:05:30.060]  多一點了解
[00:05:30.060 --> 00:05:31.060]  我們就會明白到
[00:05:31.060 --> 00:05:34.060]  原來今天我們的信仰模式
[00:05:34.060 --> 00:05:37.060]  甚至我們信仰的思想
[00:05:37.060 --> 00:05:39.060]  行動
[00:05:39.060 --> 00:05:42.060]  其實原來都承襲了不少昔日
[00:05:42.060 --> 00:05:43.060]  以色列人
[00:05:43.060 --> 00:05:47.060]  那個傳統對上帝的看法
[00:05:47.060 --> 00:05:51.060]  今天我們就來到這段的聖經
[00:05:51.060 --> 00:05:56.060]  我們就去嘗試探討一下這個問題
[00:05:56.060 --> 00:05:59.060]  當上帝見到人有這樣的表現的時候
[00:05:59.060 --> 00:06:01.060]  包括無論是昔日的
[00:06:01.060 --> 00:06:02.060]  以色列文
[00:06:02.060 --> 00:06:04.060]  或者今天的我們
[00:06:04.060 --> 00:06:08.060]  上帝對這種的關係呢
[00:06:08.060 --> 00:06:11.060]  當然是非常之不滿意
[00:06:11.060 --> 00:06:13.060]  在這樣的情況之下
