
[00:00:00.000 --> 00:00:03.500]  早上好 敬請指揮
[00:00:03.500 --> 00:00:14.500]  今天和大家分享的經文是哥倫多前書第一章第十至第十七節
[00:00:14.500 --> 00:00:18.500]  當中講到一些關於教會裏面出現了紛爭
[00:00:18.500 --> 00:00:26.000]  回想我們今天其實在很多大城市的教會
[00:00:26.000 --> 00:00:30.000]  無論是東方也好西方也好
[00:00:30.000 --> 00:00:33.000]  有很多來自不同地方的人
[00:00:33.000 --> 00:00:36.000]  今天的大城市教會無論是在東方還是在西方
[00:00:36.000 --> 00:00:38.000]  都來自不同地方的人
[00:00:38.000 --> 00:00:44.000]  因為這些大城市他們除了不同的人
[00:00:44.000 --> 00:00:48.000]  由各道不同地方不同城市不同國家來的人
[00:00:48.000 --> 00:00:53.000]  他們的文化語言教育和成長背景都很不同
[00:00:53.000 --> 00:00:56.000]  就是說來自世界各地的人
[00:00:56.000 --> 00:01:01.000]  因為他的文化語言教育和成長背景都不相同
[00:01:01.000 --> 00:01:07.000]  因為這些不同很多時候都會產生很多的摩擦
[00:01:07.000 --> 00:01:10.000]  正因為這些不同可能會產生一些摩擦
[00:01:10.000 --> 00:01:15.000]  因為大家的背景不同看的東西的價值都有不同
[00:01:15.000 --> 00:01:18.000]  背景不同看到事物的價值也不同
[00:01:18.000 --> 00:01:25.000]  有些人看重可能要一個很好的屋於是就建大間屋
[00:01:25.000 --> 00:01:30.000]  有人喜歡大房子就建大一點的房子
[00:01:30.000 --> 00:01:32.000]  隔壁那個就嫌你建這麼大間屋
[00:01:32.000 --> 00:01:33.000]  搞到少了這麼多草地
[00:01:33.000 --> 00:01:38.000]  搞到我看見石屑在連串就很緊張
[00:01:38.000 --> 00:01:44.000]  比如說鄰居看到房子大了草坪少了就非常緊張
[00:01:44.000 --> 00:01:50.000]  這些的摩擦有時不單單在城市甚至在教會裏面都有出現
[00:01:50.000 --> 00:01:54.000]  這些摩擦不單止在城市上出現教會也會出現
[00:01:54.000 --> 00:01:59.000]  我們今天就看看保羅在這八節的經文裏面
[00:01:59.000 --> 00:02:03.000]  對於教會裏面產生摩擦
[00:02:03.000 --> 00:02:09.000]  以致到剛才彭爺有分擋的時候我們怎樣的態度
[00:02:09.000 --> 00:02:14.000]  我們再透過國倫頭前書在八節的經文看保羅提到
[00:02:14.000 --> 00:02:17.000]  我們作為基督徒應該採用什麼樣的態度
[00:02:17.000 --> 00:02:21.000]  所以在第十節那裏一開始就說
[00:02:21.000 --> 00:02:26.000]  弟兄們我直著我主耶穌基督的名
[00:02:26.000 --> 00:02:29.000]  勸你們都說一樣的話
[00:02:29.000 --> 00:02:30.000]  第十節講
[00:02:30.000 --> 00:02:33.000]  弟兄們我盡我主耶穌基督的名
[00:02:33.000 --> 00:02:36.000]  勸你們都說一樣的話
[00:02:36.000 --> 00:02:41.000]  這裏想講的固然保羅他不是自說自話
[00:02:41.000 --> 00:02:44.000]  他是有一個受主的差遣
[00:02:44.000 --> 00:02:48.000]  奉主的名在國倫多教會裏面去寫這一卷的書信
[00:02:48.000 --> 00:02:55.000]  保羅並不是自說自話而是受主的差遣來到國倫多教會
[00:02:55.000 --> 00:02:59.000]  特別是給國倫多教會寫這麼一封書信
[00:02:59.000 --> 00:03:06.000]  在這裏講到其實我講得比較長所以我把句子短一點
[00:03:06.000 --> 00:03:11.000]  這裏特別是講到保羅不是講一些
[00:03:11.000 --> 00:03:17.000]  不是講一些rocket science或者是一些什麼新的
[00:03:17.000 --> 00:03:21.000]  很神化的東西很前衛很新的東西
[00:03:21.000 --> 00:03:25.000]  保羅不是說一些很前衛很深的話
[00:03:25.000 --> 00:03:28.000]  而是講什麼呢就是都說一樣的話
[00:03:28.000 --> 00:03:30.000]  都說一樣的話
[00:03:30.000 --> 00:03:32.000]  什麼一樣的話呢
[00:03:32.000 --> 00:03:36.000]  就是一些其實國倫多教會的人都知道的東西
[00:03:36.000 --> 00:03:40.000]  這是國倫多教會所有弟兄姊妹都知道的事情
[00:03:40.000 --> 00:03:45.000]  並且不單止並且是已經有同意是有共識的說話
[00:03:45.000 --> 00:03:49.000]  他不但知道而且有共識都同意的話
[00:03:49.000 --> 00:03:53.000]  因此他們都是同意的時候
[00:03:53.000 --> 00:03:58.000]  第一樣東西就是他們不能說不知道
[00:03:58.000 --> 00:04:00.000]  他們如果他們同意這個事實的話
[00:04:00.000 --> 00:04:03.000]  他們就不會說我不知道這件事
[00:04:03.000 --> 00:04:07.000]  也都不可以說我不是這樣看我不同意
[00:04:07.000 --> 00:04:10.000]  又或者說我不這麼看我不同意你所說的
[00:04:10.000 --> 00:04:13.000]  因為這個一樣的話他那個就是講到
[00:04:13.000 --> 00:04:17.000]  這個是保羅和國倫多教會的信徒
[00:04:17.000 --> 00:04:20.000]  都是有一些共識的說話
[00:04:20.000 --> 00:04:25.000]  一樣的話是指保羅和國倫多教會的弟兄姊妹有共識的話
[00:04:25.000 --> 00:04:31.000]  那這裡那個共識的話還不是停留在一個華語這麼簡單
[00:04:31.000 --> 00:04:34.000]  共識的話不是停留在這個華語這種層面
[00:04:34.000 --> 00:04:37.000]  更加是可以引申到一些事
[00:04:37.000 --> 00:04:39.000]  更加可以引申到一些事
[00:04:39.000 --> 00:04:45.000]  這裡說的就是那些共識的話就是你們不可分黨
[00:04:45.000 --> 00:04:48.000]  這裡就是說你們不可分黨
[00:04:48.000 --> 00:04:52.000]  保羅不是在講一些新鮮的事情
[00:04:52.000 --> 00:04:55.000]  是在講一些國倫多教會都知道和同意的事情
[00:04:55.000 --> 00:04:57.000]  就是說國倫多教會都知道
[00:04:57.000 --> 00:04:59.000]  正所謂都知道並且同意的事情
[00:04:59.000 --> 00:05:01.000]  就是不可以去分黨
[00:05:01.000 --> 00:05:02.000]  不可分黨
[00:05:02.000 --> 00:05:05.000]  不分黨那做什麼?
[00:05:05.000 --> 00:05:06.000]  不分黨做什麼呢?
[00:05:06.000 --> 00:05:12.000]  這裡接著就是繼續講就是要去一心一意彼此相合
[00:05:12.000 --> 00:05:14.000]  就要一心一意彼此相合
[00:05:14.000 --> 00:05:20.000]  這裡和合本它比較可能就是你要知道和合本是一個接近一百年前的翻譯
[00:05:20.000 --> 00:05:24.000]  可能有些字眼我們看來都不是很
[00:05:24.000 --> 00:05:27.000]  不是好像不是很就是有些含糊
[00:05:27.000 --> 00:05:31.000]  就是和大家知道和合本是一百年以前的譯本
[00:05:31.000 --> 00:05:34.000]  和現在的詞語相比可能會有一些
[00:05:34.000 --> 00:05:38.000]  就是說有一些用詞表達不一樣的地方
[00:05:38.000 --> 00:05:41.000]  首先就是講到那種就是一心一意
[00:05:41.000 --> 00:05:43.000]  首先講到一心一意
[00:05:43.000 --> 00:05:48.000]  是講到其實是一個整個人的思維
[00:05:48.000 --> 00:05:50.000]  是指整個人的思維
[00:05:50.000 --> 00:05:53.000]  一心一意
[00:05:53.000 --> 00:05:54.000]  一心一意
[00:05:54.000 --> 00:05:56.000]  或者我們用簡單的說
[00:05:56.000 --> 00:06:01.000]  心可能是解釋到一些直覺的感受上
[00:06:01.000 --> 00:06:04.000]  心可能是講直覺和感受
[00:06:04.000 --> 00:06:08.000]  意就可能是一些不是純粹直覺的
[00:06:08.000 --> 00:06:11.000]  是思考過計劃過計算過的
[00:06:11.000 --> 00:06:18.000]  意可能是思考過規劃過
[00:06:18.000 --> 00:06:21.000]  這裡當一心一意擺在一起的時候
[00:06:21.000 --> 00:06:23.000]  當一心一意擺在一起的時候
[00:06:23.000 --> 00:06:27.000]  其實是講到一個整個人的思維
[00:06:27.000 --> 00:06:32.000]  無論是從直覺到思考的層面裡面
[00:06:32.000 --> 00:06:36.000]  都是去投入進去的
[00:06:36.000 --> 00:06:38.000]  就是說講這個人的思維
[00:06:38.000 --> 00:06:40.000]  無論是從直覺還是到思考
[00:06:40.000 --> 00:06:42.000]  都是全心的投入
[00:06:42.000 --> 00:06:44.000]  投入去做些什麼呢
[00:06:44.000 --> 00:06:51.000]  就是去達到一個彼此相合的境況
[00:06:51.000 --> 00:06:53.000]  就是說投入的目的
[00:06:53.000 --> 00:06:56.000]  是為了達到彼此相合的境況
[00:06:56.000 --> 00:06:59.000]  這個彼此相合好像是很含糊
[00:06:59.000 --> 00:07:01.000]  我們不是很知道他講什麼
[00:07:01.000 --> 00:07:03.000]  彼此相合可能很含糊
[00:07:03.000 --> 00:07:04.000]  大家不知道他講什麼
[00:07:04.000 --> 00:07:07.000]  是不是講和和氣氣呢
[00:07:07.000 --> 00:07:08.000]  是不是講和和氣氣呢
[00:07:08.000 --> 00:07:11.000]  不要吵架呢
[00:07:11.000 --> 00:07:13.000]  不單止是這樣
