
[00:00:00.000 --> 00:00:03.400]  有本書《傲慢與偏見》可能大家都看過
[00:00:03.400 --> 00:00:08.880]  這是十九世紀一本很出名的文學著作
[00:00:08.880 --> 00:00:15.840]  它本來書名叫《第一印象》
[00:00:15.840 --> 00:00:20.280]  後來改為《傲慢與偏見》
[00:00:20.280 --> 00:00:27.080]  顧名思義是講人與人之間的表達
[00:00:27.080 --> 00:00:32.120]  顧名思義是講人與人之間的表達
[00:00:32.120 --> 00:00:35.280]  譬如一個人認為我比你性格一籌的時候
[00:00:35.280 --> 00:00:38.560]  譬如說有一個人比你高一等
[00:00:38.560 --> 00:00:41.440]  我有那種優越感高高在上
[00:00:41.440 --> 00:00:43.840]  我就會有一種優越感比你高高在上
[00:00:43.840 --> 00:00:47.880]  那我就對人可能會出現一種比較傲慢輕視的態度
[00:00:47.880 --> 00:00:53.320]  那我就會表現出一種傲慢以及輕視的態度
[00:00:53.320 --> 00:00:56.760]  或者有時候我們人與人之間存在很多不同的差異
[00:00:56.760 --> 00:01:00.480]  或許我們人與人之間存在著一些不同的差異
[00:01:00.480 --> 00:01:05.320]  我們又聽見人曾經描述某個人一些負面的評價
[00:01:05.320 --> 00:01:09.960]  我們也聽說某些人會說某個人一些負面的評價
[00:01:09.960 --> 00:01:13.520]  或者我們跟人接觸的時候有一些負面不愉快的經驗
[00:01:13.520 --> 00:01:18.480]  或者是我們會跟人接觸的時候有一些負面不愉快的經驗
[00:01:18.480 --> 00:01:21.640]  我們就產生一種偏見
[00:01:21.640 --> 00:01:24.680]  這個也都影響我們跟人之間的交往
[00:01:24.680 --> 00:01:27.000]  這個也都影響我們跟人之間的交往
[00:01:27.000 --> 00:01:32.120]  其實這種偏見也都會出現在信仰的群體裏面
[00:01:32.120 --> 00:01:35.720]  其實這種偏見也都會出現在信仰的群體裏面
[00:01:35.720 --> 00:01:39.560]  早前英國王子就被人拍了一張照片
[00:01:39.560 --> 00:01:41.680]  說他做了一些不民的手勢
[00:01:41.680 --> 00:01:47.800]  前陣子報章就說出英國王子做出一些不雅的手勢
[00:01:47.800 --> 00:01:51.760]  其實如果用另一個鏡頭去看
[00:01:51.760 --> 00:01:53.440]  其實用另外一個鏡頭去看的話
[00:01:53.440 --> 00:01:54.760]  其實用另外一個鏡頭去看的話
[00:01:54.760 --> 00:01:56.040]  他只是做出OK的
[00:01:56.040 --> 00:01:58.080]  但在另一個鏡頭去拍
[00:01:58.080 --> 00:02:01.480]  他只是豎起某一隻手指
[00:02:01.480 --> 00:02:03.080]  他只是單純豎起某一根手指
[00:02:03.080 --> 00:02:07.800]  所以這種情況有時候在信仰群體裏面都會出現這種偏見
[00:02:07.800 --> 00:02:12.760]  所以這種情況在信仰群體裏面有時候會出現這種偏見
[00:02:12.760 --> 00:02:16.320]  說一個秘密給大家聽
[00:02:16.320 --> 00:02:20.840]  我跟謝姑娘都是在五旬中的十月畢業的
[00:02:20.840 --> 00:02:24.680]  我跟謝姑娘都是在五旬中的神學院畢業的
[00:02:24.680 --> 00:02:28.280]  何牧師是名門正宗浸信會十月畢業的
[00:02:28.280 --> 00:02:30.760]  何牧師就是名門正宗的神學院畢業的
[00:02:30.760 --> 00:02:34.880]  我後來為了洗底就要去浸柴那裏
[00:02:34.880 --> 00:02:38.200]  我後來為了洗底就要去淨水那邊
[00:02:38.200 --> 00:02:43.080]  但其實我跟謝姑娘都不是很所謂
[00:02:43.080 --> 00:02:46.200]  我很尊重五旬中信仰的弟兄姊妹
[00:02:46.200 --> 00:02:47.920]  但是按照道理上來說
[00:02:47.920 --> 00:02:50.720]  我跟謝姑娘也不是偏的
[00:02:50.720 --> 00:02:55.520]  我非常尊重五旬中的教會
[00:02:55.520 --> 00:02:58.400]  因為我在你們很多的等於節目的身上
[00:02:58.400 --> 00:03:01.480]  是看到對信仰那份的熱誠
[00:03:01.480 --> 00:03:07.200]  因為我在他們的弟兄姊妹身上看到對信仰的熱誠
[00:03:07.200 --> 00:03:11.160]  有時候也會有人評價我們浸信會的
[00:03:11.160 --> 00:03:12.560]  有人評價我們浸信會
[00:03:12.560 --> 00:03:13.960]  有人評價我們精信會
[00:03:13.960 --> 00:03:15.200]  是很制度化的
[00:03:15.200 --> 00:03:16.040]  非常制度化
[00:03:16.040 --> 00:03:17.760]  會有很兇的
[00:03:17.760 --> 00:03:18.880]  會有非常的兇
[00:03:18.880 --> 00:03:22.400]  其實又不明白浸信會那個發展的背景
[00:03:22.400 --> 00:03:24.600]  其實是不明白精信會的發展背景
[00:03:24.600 --> 00:03:28.240]  所以有時候這些偏見都會在信仰群體裏面產生
[00:03:28.240 --> 00:03:32.640]  所以有時候這種偏見也會在信仰群體裏面發生
[00:03:32.640 --> 00:03:38.080]  這個對人的偏見和看法這種傲慢
[00:03:38.080 --> 00:03:40.920]  這種對人的偏見以及傲慢
[00:03:40.920 --> 00:03:45.320]  其實就正正是約拿書一個很重要的核心信息
[00:03:45.320 --> 00:03:48.440]  其實這是約拿書非常重要的核心
[00:03:48.440 --> 00:03:53.640]  上帝呼召約拿去向尼尼美人傳講悔改的信息
[00:03:53.640 --> 00:04:01.240]  上帝呼召約拿去跟尼尼威臣的人去宣講信仰的訊息
[00:04:01.240 --> 00:04:06.160]  但是這個約拿卻認為尼尼美人是罪該萬死
[00:04:06.160 --> 00:04:10.240]  但是約拿卻認為尼尼威臣是罪該萬死
[00:04:10.240 --> 00:04:12.480]  他們根本不配得到神的憐憫
[00:04:12.480 --> 00:04:14.400]  他們根本不配得到神的憐憫
[00:04:14.400 --> 00:04:16.360]  所以他就展開一個逃亡之旅
[00:04:16.360 --> 00:04:18.800]  所以他就展開一個逃亡之旅
[00:04:18.800 --> 00:04:21.800]  其實舊約的學者研究約拿書
[00:04:21.800 --> 00:04:24.480]  其實舊約的學者研究約拿書
[00:04:24.480 --> 00:04:29.920]  他就發現那個背景是針對當時以希拉和尼西米
[00:04:29.920 --> 00:04:33.280]  在當時的改革運動裏面
[00:04:33.280 --> 00:04:45.160]  其實他們就發現那個背景是針對以希拉跟尼西米的改革運動裏面
[00:04:45.160 --> 00:04:49.160]  當時因為以色列人是跟外族通婚
[00:04:49.160 --> 00:04:51.840]  因為當時以色列人是跟外族通婚
[00:04:51.840 --> 00:04:56.040]  以及去受外族文化的分屠
[00:04:56.040 --> 00:04:58.520]  以及去受外族文化的分屠
[00:04:58.520 --> 00:05:03.960]  所以當時以希拉和尼西米就將他們斷絕不可以再跟外族通婚
[00:05:03.960 --> 00:05:09.680]  所以那時候以希拉跟尼西米就斷絕跟外族通婚
[00:05:09.680 --> 00:05:15.360]  這個行動本來是一個保存他們猶太人那種純正的信仰
[00:05:15.360 --> 00:05:23.560]  這個行動本來是為了保存他們以色列人的純正的信仰
[00:05:23.560 --> 00:05:26.200]  但卻引起一個很嚴重的後果
[00:05:26.200 --> 00:05:28.080]  但卻引起一個非常嚴重的後果
[00:05:28.080 --> 00:05:31.080]  就是慢慢猶太人形成一種排他主義
[00:05:31.080 --> 00:05:33.720]  就是慢慢形成排他主義
[00:05:33.720 --> 00:05:36.440]  或者對非猶太人一種抗拒的態度
[00:05:36.440 --> 00:05:39.680]  或者對非猶太人一種抗拒的態度
[00:05:39.680 --> 00:05:42.080]  有一種敵視的態度
[00:05:42.080 --> 00:05:48.080]  結果舊約學者認為這是約拿書寫作的背景
[00:05:48.080 --> 00:05:53.880]  結果舊約學者認為這是約拿書寫作的背景
[00:05:53.880 --> 00:05:57.160]  他想喚醒當時以色列的群體
[00:05:57.160 --> 00:05:59.920]  他想喚醒當時以色列的群體
[00:05:59.920 --> 00:06:03.440]  原來救恩不只是猶太人獨享的
[00:06:03.440 --> 00:06:06.000]  原來救恩不是猶太人獨享的
[00:06:06.000 --> 00:06:10.440]  這個救恩可以普及全世界每一個人
[00:06:10.440 --> 00:06:13.040]  這個救恩是可以普及全世界每一個人
[00:06:13.040 --> 00:06:16.880]  所以就用了當時最極端的一個例子
[00:06:16.880 --> 00:06:19.960]  所以當時就用了非常極端的例子
[00:06:19.960 --> 00:06:22.800]  就是選了一個民族亞述
[00:06:22.800 --> 00:06:25.040]  就是選擇了一個民族亞述
[00:06:25.040 --> 00:06:30.080]  一個非常殘暴、兇殘成性的民族
[00:06:30.080 --> 00:06:30.080]  一個非常殘暴、兇殘成性的民族
[00:06:30.080 --> 00:06:30.080]  一個非常殘暴、兇殘成性的民族
[00:06:30.080 --> 00:06:34.760]  一個非常殘暴、兇殘成性的民族
