
[00:00:00.000 --> 00:00:02.980]  討神喜悅,弟兄姐妹你有沒有討神喜悅?
[00:00:02.980 --> 00:00:06.980]  做一些神喜歡你做的事,令到神開心
[00:00:06.980 --> 00:00:11.640]  在標榜人生40天,有一本書
[00:00:11.640 --> 00:00:15.080]  華麗黑牧師這樣說,神定下了一個計劃
[00:00:15.080 --> 00:00:18.900]  要你討祂,討神的喜悅
[00:00:18.900 --> 00:00:21.720]  得神的歡心,由你出生開始
[00:00:21.720 --> 00:00:24.680]  神就看著你,笑著出生
[00:00:24.680 --> 00:00:28.500]  你一直生活,其實是令到神很開心的
[00:00:28.500 --> 00:00:33.540]  你在地上的存活,是為了神的好處
[00:00:33.540 --> 00:00:38.880]  榮耀神,為了要得到神的歡愉,神的開心
[00:00:38.880 --> 00:00:43.520]  你人生第一個目的,就是要給神滿足和歡心
[00:00:43.520 --> 00:00:46.660]  你是有價值的,你在神的眼裡是有價值的
[00:00:46.660 --> 00:00:49.580]  神要和你一起同享永生
[00:00:49.580 --> 00:00:53.480]  我不知道你聽完這段說話之後,有什麼感受呢?
[00:00:53.480 --> 00:00:56.660]  可能有一些未信耶穌的人會覺得
[00:00:56.660 --> 00:00:59.120]  哇,這個神這麼煩
[00:00:59.120 --> 00:01:02.500]  樣樣東西都要他喜歡,樣樣東西都要給他喜歡
[00:01:02.500 --> 00:01:05.540]  他做事要令到他開心快樂才行
[00:01:05.540 --> 00:01:08.080]  做基督徒,好像有這麼多束縛
[00:01:08.080 --> 00:01:10.920]  這個世界我已經生活得很忙碌
[00:01:10.920 --> 00:01:14.900]  在家裡又要令到我的父母開心
[00:01:14.900 --> 00:01:18.200]  在工作又要令到我的同事老闆開心
[00:01:18.200 --> 00:01:21.300]  在學校又要令到我的同學老師開心
[00:01:21.300 --> 00:01:23.560]  我才能夠生存
[00:01:23.560 --> 00:01:25.040]  我自己不用開心嗎?
[00:01:25.040 --> 00:01:28.860]  我為什麼要平靜其他人,還要平靜上帝開心呢?
[00:01:28.860 --> 00:01:32.300]  可能有一些不信耶穌的人會這樣想
[00:01:32.300 --> 00:01:34.680]  今天是什麼節日呢?
[00:01:34.680 --> 00:01:38.200]  是這裡的父親節
[00:01:38.200 --> 00:01:40.400]  做爸爸的
[00:01:40.400 --> 00:01:46.920]  你想要一個頂心疼的子女,還是要事事都很關心你
[00:01:46.920 --> 00:01:49.200]  很體恤你,很明白你
[00:01:49.200 --> 00:01:54.520]  還有做很多事情能夠令到你這個爸爸開心快樂的
[00:01:55.740 --> 00:01:57.740]  很明顯吧,是吧?
[00:01:57.740 --> 00:02:02.040]  沒有一個有爸爸想要一個頂心疼又不聽話又叛逆的子女
[00:02:02.040 --> 00:02:07.040]  相反你做爸爸的,你也是很想為自己的子女
[00:02:07.040 --> 00:02:10.220]  幫他想很多事情,預備很多事情
[00:02:10.220 --> 00:02:11.320]  你也想他好
[00:02:11.320 --> 00:02:14.660]  同樣你也想你的子女對你有些好的回應
[00:02:14.660 --> 00:02:19.420]  所以其實今天我們不需要說為什麼要討神的喜悅
[00:02:19.420 --> 00:02:22.360]  這個神是創造我們,創天造地
[00:02:22.360 --> 00:02:25.920]  要我們在這個地上經歷祂的豐盛的神
[00:02:25.920 --> 00:02:31.540]  我們能夠按神創造我們的計劃去生活
[00:02:31.540 --> 00:02:34.720]  討神喜悅是我們應該要做的
[00:02:34.720 --> 00:02:39.360]  不過今天我們就要說我們怎樣才能做到討神的喜悅呢?
[00:02:39.360 --> 00:02:42.960]  我們經常說我們聽神的話就討神喜悅了
[00:02:42.960 --> 00:02:47.560]  聽神什麼話,怎樣聽法去做就令到神開心呢?
[00:02:47.560 --> 00:02:50.680]  我們不如開始的時候,我們一起再有個節目
[00:02:50.680 --> 00:02:54.160]  我們不如開始的時候,我們一起再有個祈禱
[00:02:54.160 --> 00:02:59.400]  天父今天我們去到你自己的私人寶座面前
[00:02:59.400 --> 00:03:03.560]  求主你再一次開我們的心眼
[00:03:03.560 --> 00:03:08.320]  讓我們也能夠謙卑地聽神的說話
[00:03:08.320 --> 00:03:12.520]  領受神的說話,接受神的教導
[00:03:12.520 --> 00:03:15.840]  教訓,督責,鼓勵
[00:03:15.840 --> 00:03:20.840]  幫助我們明白,以致我們能夠執行在我們生活當中
[00:03:20.840 --> 00:03:23.800]  真是去做討神的喜悅的事情
[00:03:23.800 --> 00:03:27.360]  聽我們的祈禱,奉耶穌基督聖名求,阿們
[00:03:27.360 --> 00:03:29.480]  在鐵撒羅尼加前書
[00:03:29.480 --> 00:03:33.960]  前面那三章都說到保羅其實很掛念鐵撒羅尼加這個教會
[00:03:33.960 --> 00:03:36.800]  他不能夠回到鐵撒羅尼加教會那裡
[00:03:36.800 --> 00:03:41.040]  即是探望信徒和和他們有聚會,栽培他們
[00:03:41.040 --> 00:03:43.600]  但是他的心很掛念他們
[00:03:43.600 --> 00:03:47.240]  所以他不斷寫信,鼓勵他們
[00:03:47.240 --> 00:03:50.760]  叫他們能夠在神的愛和聖潔當中去成長
[00:03:50.760 --> 00:03:54.120]  在第四章,剛才大家讀這段經文裡面
[00:03:54.120 --> 00:03:56.640]  其實就是直接教他們
[00:03:56.640 --> 00:04:01.160]  在生活裡面,怎樣能夠得到神的喜悅
[00:04:01.160 --> 00:04:03.400]  我們今天看兩點
[00:04:03.400 --> 00:04:05.240]  第一點
[00:04:05.240 --> 00:04:08.920]  我們原來是可以在身體上面
[00:04:08.920 --> 00:04:12.320]  追求聖潔,以致得神的喜悅
[00:04:12.320 --> 00:04:17.600]  我再說一次,在身體上面追求聖潔,得神的喜悅
[00:04:17.600 --> 00:04:19.800]  在第三節到第八節
[00:04:19.800 --> 00:04:23.000]  我們很快地再讀一次,第三節到第八節
[00:04:23.000 --> 00:04:26.000]  我們請姊妹幫我們讀,預備,一二三
[00:04:42.320 --> 00:04:44.320]  (念經)
[00:05:13.320 --> 00:05:15.000]  好
[00:05:15.000 --> 00:05:18.160]  弟兄姊妹,我們說聖潔
[00:05:18.160 --> 00:05:20.320]  我們經常想一個思想,什麼是聖潔呢?
[00:05:20.320 --> 00:05:22.600]  通常就是覺得很純潔
[00:05:22.600 --> 00:05:28.040]  那些人不亂搞男女關係,那些就是聖潔
[00:05:28.040 --> 00:05:31.280]  的確在某一個程度上,是的
[00:05:31.280 --> 00:05:36.800]  但是這個在聖經裡面,又不是完全完全
[00:05:36.800 --> 00:05:40.440]  在聖經裡面,特別說聖潔是什麼意思呢?
[00:05:40.440 --> 00:05:44.920]  有三樣東西,特別當時的猶太人說聖,聖潔的聖
[00:05:44.920 --> 00:05:47.560]  有什麼特別呢?這個聖,第一就是
[00:05:47.560 --> 00:05:49.800]  是分辨出來的意思
[00:05:49.800 --> 00:05:52.120]  分辨出來
[00:05:52.120 --> 00:05:54.320]  所以第一就是我們要看一下
[00:05:54.320 --> 00:05:57.280]  神,祂本身是聖潔的
