
[00:00:00.000 --> 00:00:09.760]  弟兄姊妹,今天我想和大家分享的經文是在約拿書一章十七節至到二章第十節
[00:00:09.760 --> 00:00:12.560]  「走佬先知獲救」
[00:00:12.560 --> 00:00:16.880]  上一次陳全道和我們分享第一章的時候
[00:00:16.880 --> 00:00:19.600]  我們看到約拿去逃避神
[00:00:19.600 --> 00:00:22.640]  神叫他去東,他就去西
[00:00:22.640 --> 00:00:25.720]  神將一個大浪扔在海裏面
[00:00:25.720 --> 00:00:29.040]  使得約拿要面對這個抉擇
[00:00:29.040 --> 00:00:33.280]  他實在知道這位神是創天造地的神
[00:00:33.280 --> 00:00:36.680]  是創造滄海旱地的神
[00:00:36.680 --> 00:00:43.440]  但約拿寧願死也要逃避神的吩咐
[00:00:43.440 --> 00:00:46.800]  寧願死也要逃避神的吩咐
[00:00:46.800 --> 00:00:50.440]  我不知道弟兄姊妹有沒有經歷過
[00:00:50.440 --> 00:00:54.800]  我寧願死也不會聽神這樣說
[00:00:54.800 --> 00:00:56.800]  也不會做這些事
[00:00:56.800 --> 00:00:58.560]  你有沒有這樣試過呢?
[00:00:58.560 --> 00:01:03.400]  所以在一章的第十五節和第十六節
[00:01:03.400 --> 00:01:05.680]  好像拍電影一樣
[00:01:05.680 --> 00:01:09.800]  鏡頭一拍到約拿的時候
[00:01:09.800 --> 00:01:12.560]  「咚」一聲,進入了大海
[00:01:12.560 --> 00:01:14.840]  然後靜了
[00:01:14.840 --> 00:01:20.840]  全場的觀眾可以完全的不呼吸
[00:01:20.840 --> 00:01:22.960]  究竟約拿會怎樣?
[00:01:22.960 --> 00:01:27.120]  究竟約拿會死還是還有生機?
[00:01:27.120 --> 00:01:29.240]  可能都是凶多吉少
[00:01:29.240 --> 00:01:32.280]  在一個這麼圓耳的氣氛裡面
[00:01:32.280 --> 00:01:35.600]  接著另一個鏡頭就看到
[00:01:35.600 --> 00:01:37.440]  風平浪靜
[00:01:37.440 --> 00:01:41.880]  眾人就向耶和華敬拜
[00:01:41.880 --> 00:01:45.160]  齊歡唱同慶賀
[00:01:45.160 --> 00:01:49.400]  其實故事就可以在這個第十六節就停了
[00:01:49.400 --> 00:01:51.240]  可以就這樣結束
[00:01:51.240 --> 00:01:54.200]  而實在在舊約瑪瑟拉抄本
[00:01:54.200 --> 00:02:00.760]  的第一章的十六節就是最後一節
[00:02:00.760 --> 00:02:04.320]  但是神沒有放棄約拿
[00:02:04.320 --> 00:02:09.320]  在瑪瑟拉抄本的第二章的第一節開始
[00:02:09.320 --> 00:02:14.040]  神安排了另外一個大自然的生物
[00:02:14.040 --> 00:02:17.800]  來幫助約拿
[00:02:17.800 --> 00:02:24.640]  就是一條大魚吞了約拿
[00:02:24.640 --> 00:02:27.200]  為甚麼是大魚呢?
[00:02:27.200 --> 00:02:29.080]  為甚麼要大呢?
[00:02:29.080 --> 00:02:32.080]  大魚才可以吞一個人
[00:02:32.080 --> 00:02:34.920]  小魚就不可以吞
[00:02:34.920 --> 00:02:36.760]  究竟是鯨魚呢?
[00:02:36.760 --> 00:02:38.320]  有些人說是鯨魚
[00:02:38.320 --> 00:02:41.480]  鯨魚夠大,可以吞一個人
[00:02:41.480 --> 00:02:44.840]  鯊魚夠大,當然是鯊魚
[00:02:44.840 --> 00:02:49.120]  或者有些人說是海怪
[00:02:49.120 --> 00:02:52.920]  有些人說其實是船的名字
[00:02:52.920 --> 00:02:56.600]  叫大魚,怎麼會呢?
[00:02:56.600 --> 00:02:59.960]  又或者有些人不相信神蹟
[00:02:59.960 --> 00:03:04.960]  其實是約拿做夢,怎麼會有這些事情呢?
[00:03:04.960 --> 00:03:06.680]  又或者上個星期
[00:03:06.680 --> 00:03:09.480]  陳全造去講這個故事的時候
[00:03:09.480 --> 00:03:12.280]  一班小朋友就異口同聲
[00:03:12.280 --> 00:03:14.840]  一起回答:「這條是什麼魚?」
[00:03:14.840 --> 00:03:17.400]  小朋友說:「這條是吞拿魚」
[00:03:17.400 --> 00:03:19.800]  因為吞了約拿
[00:03:19.800 --> 00:03:24.120]  其實這個海洋的生物是神差遣的工具
[00:03:24.120 --> 00:03:26.360]  就好像大風一樣
[00:03:26.360 --> 00:03:28.680]  是神安排的
[00:03:28.680 --> 00:03:31.320]  安排就是神差派的
[00:03:31.320 --> 00:03:34.040]  是受神的控制和掌管
[00:03:34.040 --> 00:03:36.280]  這絕對是一個神蹟
[00:03:36.280 --> 00:03:38.680]  記得三月尾的時候
[00:03:38.680 --> 00:03:40.520]  印尼有一個地方
[00:03:40.520 --> 00:03:45.480]  出現了一條7公尺長的大蟒蛇
[00:03:45.480 --> 00:03:51.400]  吞了一個25歲的農民進去
[00:03:51.400 --> 00:03:55.560]  這個7公尺長的蟒蛇吞了一個25歲的農民
[00:03:55.560 --> 00:03:58.200]  當然那個農民死了
[00:03:58.200 --> 00:04:01.080]  但是這條魚吞了約拿
[00:04:01.080 --> 00:04:03.800]  不是吃了約拿,只是吞了約拿
[00:04:03.800 --> 00:04:06.120]  並且在漁福裡面
[00:04:06.120 --> 00:04:10.520]  是三日三夜,牠沒有死
[00:04:10.520 --> 00:04:13.240]  這絕對是一個神蹟
[00:04:13.240 --> 00:04:24.360]  所以在第二章的第一節至第十節
[00:04:24.360 --> 00:04:29.400]  我今天會和大家讀這篇詩篇
[00:04:29.400 --> 00:04:36.200]  時間關係,我們等一下再讀
[00:04:36.200 --> 00:04:39.960]  究竟耶和華安排一條大魚吞了約拿
[00:04:39.960 --> 00:04:43.160]  牠在漁福裡面三日三夜
[00:04:43.160 --> 00:04:51.240]  我們看到神是那位呼風喚雨的神
[00:04:51.240 --> 00:04:55.720]  大風大雨聽命無所不知無所不在
[00:04:55.720 --> 00:04:58.920]  掌管萬有的神的差遣
[00:04:58.920 --> 00:05:04.520]  但是才知道約拿卻是刻意的不聽從
[00:05:04.520 --> 00:05:13.640]  逃避牠,這是多麼諷刺的事情
[00:05:13.640 --> 00:05:17.880]  神差派大魚來管教約拿
[00:05:17.880 --> 00:05:20.440]  在這段經文裡面我們看到
[00:05:20.440 --> 00:05:23.160]  原來在約拿書安排這個字
[00:05:23.160 --> 00:05:25.480]  是出現了四次這麼多
[00:05:25.480 --> 00:05:27.560]  而是安排之前
[00:05:27.560 --> 00:05:30.040]  講到耶和華安排一條大魚吞了約拿
[00:05:30.040 --> 00:05:32.120]  這是神拯救的行動
[00:05:32.120 --> 00:05:33.800]  然後二章十節講到
[00:05:33.800 --> 00:05:38.200]  耶和華吩咐宇宙把約拿套在旱地上
[00:05:38.200 --> 00:05:40.760]  這同樣是神拯救的行動
[00:05:40.760 --> 00:05:41.880]  到四章六節
[00:05:41.880 --> 00:05:45.480]  耶和華神安排一火悲罵
[00:05:45.480 --> 00:05:48.440]  也是神拯救的行動
[00:05:48.440 --> 00:05:52.280]  所以這個安排是神拯救的行動
[00:05:52.280 --> 00:05:55.160]  但是在四章的第七和第八節
[00:05:55.160 --> 00:05:56.920]  也有安排這個字
[00:05:56.920 --> 00:05:59.240]  但是那個是一個審判
[00:05:59.240 --> 00:06:02.040]  不是用耶和華,是用神
[00:06:02.040 --> 00:06:04.840]  神卻安排一條蟲
[00:06:04.840 --> 00:06:10.120]  神安排炎熱的東風
[00:06:10.120 --> 00:06:13.640]  為什麼是三日三夜呢?
[00:06:13.640 --> 00:06:17.000]  原來三日三夜在舊約裡面
[00:06:17.000 --> 00:06:18.840]  是講到一個旅程
[00:06:18.840 --> 00:06:22.040]  約拿從死裡得到生命
[00:06:22.040 --> 00:06:24.600]  從陰間去到活人之地
[00:06:24.600 --> 00:06:26.920]  從洋海去到旱地
[00:06:26.920 --> 00:06:30.280]  是一個出死入生的拯救經歷
[00:06:30.280 --> 00:06:34.520]  當主耶穌在馬達科三十六章二十一節講到
[00:06:34.520 --> 00:06:36.520]  提到約拿的神蹟的時候
[00:06:36.520 --> 00:06:39.800]  祂說三日三夜是預言了
[00:06:39.800 --> 00:06:42.600]  耶穌基督祂自己死亡的經歷
[00:06:42.600 --> 00:06:45.400]  三日之後從死裡復活
[00:06:45.400 --> 00:06:47.320]  所以這三日三夜
[00:06:47.320 --> 00:06:52.760]  就已經埋下了神主動拯救的伏線
[00:06:52.760 --> 00:06:55.960]  丁子夢我想你想像一下
[00:06:55.960 --> 00:07:00.920]  你現在在一個大魚的肚子裡面
[00:07:00.920 --> 00:07:02.440]  三日三夜
[00:07:02.440 --> 00:07:04.040]  你現在想像一下
[00:07:04.040 --> 00:07:06.680]  你現在在魚肚裡面
[00:07:06.680 --> 00:07:07.800]  是怎樣的
[00:07:07.800 --> 00:07:09.640]  你聞到什麼呢?
[00:07:09.640 --> 00:07:11.800]  你見到什麼呢?
[00:07:11.800 --> 00:07:16.520]  你整個身體會被什麼貼著呢?
[00:07:16.520 --> 00:07:18.120]  你想像一下
[00:07:18.120 --> 00:07:22.840]  我相信又濕又黑又腥又臭
[00:07:22.840 --> 00:07:25.560]  真的挺難受的
[00:07:25.560 --> 00:07:27.800]  還要三日三夜
[00:07:27.800 --> 00:07:29.400]  我劏過魚
[00:07:29.400 --> 00:07:30.600]  我劏過小魚而已
[00:07:30.600 --> 00:07:32.840]  我沒劏過這些大魚
[00:07:32.840 --> 00:07:34.520]  廚房呢
[00:07:34.520 --> 00:07:38.040]  其實我都沒怎麼在廚房工作了
[00:07:38.040 --> 00:07:40.680]  我劏過魚的時候
[00:07:40.680 --> 00:07:44.440]  其實我都挺怕那種腥臭的味
[00:07:44.440 --> 00:07:46.280]  但是在魚肚裡面
[00:07:46.280 --> 00:07:49.080]  我不知道有沒有腥臭
[00:07:49.080 --> 00:07:53.000]  可能沒有也說不定
[00:07:53.000 --> 00:07:55.000]  三日三夜
[00:07:55.000 --> 00:07:57.560]  先知硬頸
[00:07:57.560 --> 00:08:00.120]  先知的剛硬的銳氣
[00:08:00.120 --> 00:08:03.560]  和自尊被迫失去
[00:08:03.560 --> 00:08:08.360]  神圈住了這個偏行幾路的走路先知
[00:08:08.360 --> 00:08:09.880]  廢了他的武功
[00:08:09.880 --> 00:08:12.200]  使他陷在絕望的困境
[00:08:12.200 --> 00:08:13.480]  沒有出路
[00:08:13.480 --> 00:08:16.200]  就在這個時間
[00:08:16.200 --> 00:08:18.680]  神迫使若蘭停下來
[00:08:18.680 --> 00:08:23.880]  回顧反省生命的路軌
[00:08:23.880 --> 00:08:26.680]  單單的要面對神
[00:08:26.680 --> 00:08:29.480]  迫使他要單單面對自己
[00:08:29.480 --> 00:08:30.920]  面對神
[00:08:30.920 --> 00:08:33.480]  當神介入洞宮的時候
[00:08:33.480 --> 00:08:37.720]  是不是願意讓神放棄我們?
[00:08:37.720 --> 00:08:38.840]  你會選擇
[00:08:38.840 --> 00:08:42.280]  神啊,你介入在我的生命做點事吧
[00:08:42.280 --> 00:08:43.480]  還是你會選擇
[00:08:43.480 --> 00:08:46.520]  神你不要理我了,你放棄我吧
[00:08:46.520 --> 00:08:48.280]  你任憑我吧
[00:08:48.280 --> 00:08:50.760]  你不要鬥我的生命
[00:08:50.760 --> 00:08:52.040]  哪樣好一點?
[00:08:52.040 --> 00:08:53.880]  這個是你選擇的
[00:08:53.880 --> 00:08:56.520]  總之神介入洞宮
[00:08:56.520 --> 00:08:59.480]  就有希望,就有生機
[00:08:59.480 --> 00:09:01.240]  我相信信徒如是
[00:09:01.240 --> 00:09:03.240]  教會也如是
[00:09:03.240 --> 00:09:04.360]  但是很多時候
[00:09:04.360 --> 00:09:08.920]  我們會拒絕上帝的介入
[00:09:08.920 --> 00:09:12.680]  今天可能有弟兄姊妹在婚姻上
[00:09:12.680 --> 00:09:18.680]  或者出現第三者
[00:09:18.680 --> 00:09:21.000]  或者有不忠
[00:09:21.000 --> 00:09:24.120]  他不想神介入
[00:09:24.120 --> 00:09:26.520]  他甚至在教會消失
[00:09:26.520 --> 00:09:29.240]  甚至在神的面前消失
[00:09:29.240 --> 00:09:31.400]  你不要理我了
[00:09:31.400 --> 00:09:33.480]  我要走路
[00:09:33.480 --> 00:09:34.760]  我不想面對自己
[00:09:34.760 --> 00:09:36.120]  我不想面對神
[00:09:36.120 --> 00:09:38.040]  我不想面對我現在
[00:09:38.040 --> 00:09:40.280]  就是喜歡走自己的路
[00:09:40.280 --> 00:09:44.200]  又或者在侍奉的裏面
[00:09:44.200 --> 00:09:45.800]  神你不要鬥我了
[00:09:45.800 --> 00:09:46.920]  我現在都很好
[00:09:46.920 --> 00:09:49.000]  我工作很忙
[00:09:49.000 --> 00:09:50.840]  我什麼都搞不定
[00:09:50.840 --> 00:09:53.320]  我怎麼搞這些呢?
[00:09:53.320 --> 00:09:54.280]  神你不要理我
[00:09:54.280 --> 00:09:56.840]  你不要介入在我的生命做事了
[00:09:56.840 --> 00:10:01.560]  我走回我自己的路就行了
[00:10:01.560 --> 00:10:04.280]  這位日本的牧師
[00:10:04.280 --> 00:10:05.720]  他這樣問
[00:10:05.720 --> 00:10:09.240]  當侍奉的弟兄姊妹在耗盡抑鬱
[00:10:09.240 --> 00:10:12.280]  絕望和沮喪的時候
[00:10:12.280 --> 00:10:15.160]  他們最需要什麼幫助
[00:10:15.160 --> 00:10:18.680]  使他們能夠康復過來呢?
[00:10:18.680 --> 00:10:20.440]  答案就是第一步
