
[00:00:00.000 --> 00:00:01.720]  好 開始進入訊息
[00:00:01.720 --> 00:00:04.360]  我們開始今天的訊息
[00:00:04.360 --> 00:00:08.080]  今早的重點就是這節的經文
[00:00:08.080 --> 00:00:11.200]  今天早上的重點就是這一節的經文
[00:00:11.200 --> 00:00:14.560]  「我父做事,直到如今我也做事」
[00:00:14.560 --> 00:00:18.360]  「我父做事,直到如今我也做事」
[00:00:18.360 --> 00:00:21.000]  剛才主席幫我們讀了一段經文
[00:00:21.000 --> 00:00:26.160]  大致上說耶穌如何去遇到一個患了38年的癱子
[00:00:26.160 --> 00:00:27.960]  剛才主席唸的經文
[00:00:27.960 --> 00:00:33.240]  就是告訴我們這段經文是有一個患了38年的癱子
[00:00:33.240 --> 00:00:35.000]  他怎樣去找耶穌
[00:00:35.000 --> 00:00:37.440]  大家留意他在安息日裏面
[00:00:37.440 --> 00:00:39.640]  犯安息日裏面去做這件事
[00:00:39.640 --> 00:00:43.640]  大家留意他是在安息日裏面做這件事情
[00:00:43.640 --> 00:00:45.520]  接著這個癱子醫好了
[00:00:45.520 --> 00:00:48.080]  很多的宗教領袖就質問他
[00:00:48.080 --> 00:00:50.600]  耶穌把這個癱子醫好了
[00:00:50.600 --> 00:00:53.440]  有很多宗教的領袖就質問他
[00:00:53.440 --> 00:00:54.920]  為甚麼你拿起玉子走呢
[00:00:54.920 --> 00:00:56.360]  安息日是不可以的
[00:00:56.360 --> 00:00:58.880]  為甚麼你拿起玉子走呢
[00:00:58.880 --> 00:01:01.240]  因為安息日是不能這樣做的
[00:01:01.240 --> 00:01:02.240]  他不知道是誰
[00:01:02.240 --> 00:01:07.360]  所以他在會堂裏面再次遇到耶穌
[00:01:07.360 --> 00:01:08.640]  他不曉得是誰
[00:01:08.640 --> 00:01:11.640]  後來在會堂裏面再次遇到耶穌
[00:01:11.640 --> 00:01:13.120]  怎知遇到耶穌之後
[00:01:13.120 --> 00:01:15.560]  他就告訴這個宗教領袖
[00:01:15.560 --> 00:01:16.960]  戳一下耶穌的背脊
[00:01:16.960 --> 00:01:19.080]  誰知道他遇到耶穌之後
[00:01:19.080 --> 00:01:21.720]  他就跑去告訴猶太人
[00:01:21.720 --> 00:01:27.200]  耶穌就是醫好他的人
[00:01:27.200 --> 00:01:28.440]  戳背脊
[00:01:28.440 --> 00:01:34.040]  戳了他的背後一下
[00:01:34.040 --> 00:01:35.320]  就打小報告了
[00:01:35.320 --> 00:01:39.200]  是呀 差不多
[00:01:39.200 --> 00:01:43.680]  他很害怕宗教領袖說這番安息日
[00:01:43.680 --> 00:01:48.440]  於是就爆料出來
[00:01:48.440 --> 00:01:54.800]  他很害怕那些宗教領袖說他犯了安息日的罪
[00:01:54.800 --> 00:01:59.400]  所以他唯有把耶穌告狀了
[00:01:59.400 --> 00:02:04.280]  接著猶太人就開始質問耶穌為甚麼要這樣做
[00:02:04.280 --> 00:02:07.080]  後來猶太人就開始質問耶穌
[00:02:07.080 --> 00:02:08.840]  你為甚麼要這樣做
[00:02:08.840 --> 00:02:10.200]  耶穌就說了這句話
[00:02:10.200 --> 00:02:12.960]  耶穌就說了這句話
[00:02:12.960 --> 00:02:15.240]  在今早的講道裏面我問了三個問題
[00:02:15.240 --> 00:02:19.600]  在今早的講道裏面我問了三個問題
[00:02:19.600 --> 00:02:21.560]  第一條問題是
[00:02:21.560 --> 00:02:25.040]  為甚麼耶穌要犯安息日
[00:02:25.040 --> 00:02:29.560]  因為如果他犯了三十八年癱子
[00:02:29.560 --> 00:02:30.960]  他只要遲一天
[00:02:30.960 --> 00:02:32.200]  或者早一天
[00:02:32.200 --> 00:02:33.720]  他不需要犯安息日
[00:02:33.720 --> 00:02:37.360]  為甚麼耶穌要在安息日醫好癱子呢
[00:02:37.360 --> 00:02:39.600]  因為晚一天
[00:02:39.600 --> 00:02:45.160]  他就不會犯了安息日罪了
[00:02:45.160 --> 00:02:54.400]  但是你會發現耶穌是故意在這一天
[00:02:54.400 --> 00:02:58.040]  在安息日去醫好癱子
[00:02:58.040 --> 00:03:04.800]  耶穌是以身犯險去破這個安息日的規矩
[00:03:04.800 --> 00:03:10.120]  耶穌是以身犯險去破這個安息日的規矩
[00:03:10.120 --> 00:03:12.640]  因為經文說他會受迫害
[00:03:12.640 --> 00:03:15.480]  因為經文說他會受迫害
[00:03:15.480 --> 00:03:17.360]  我想問在座的弟兄姊妹
[00:03:17.360 --> 00:03:19.920]  你覺得為甚麼耶穌偏偏要隔安息日
[00:03:19.920 --> 00:03:22.440]  去醫好三十八年癱子呢
[00:03:22.440 --> 00:03:26.880]  我想問大家為甚麼耶穌要偏偏選這一天
[00:03:26.880 --> 00:03:30.640]  安息日去醫好癱子呢
[00:03:30.640 --> 00:03:32.960]  如果你知道的你舉手
[00:03:32.960 --> 00:03:41.240]  如果你知道的請你舉手
[00:03:41.240 --> 00:03:43.240]  耶穌回答了這個問題
[00:03:43.240 --> 00:03:47.080]  我父作事直到如今我也作事
[00:03:47.080 --> 00:03:52.360]  耶穌就回答我父作事直到如今我也作事
[00:03:52.360 --> 00:03:55.880]  其實他知道父神在安息日的心意是甚麼
[00:03:55.880 --> 00:03:59.400]  他知道父神在安息日的心意是甚麼
[00:03:59.400 --> 00:04:01.520]  大家知不知道安息日的意義是甚麼
[00:04:01.520 --> 00:04:05.920]  大家知不知道安息日的意義是甚麼
[00:04:05.920 --> 00:04:07.320]  我們回教會這麼久
[00:04:07.320 --> 00:04:09.400]  你會不會看過聖經
[00:04:09.400 --> 00:04:13.200]  安息日是甚麼意思
[00:04:13.200 --> 00:04:15.480]  你回教會這麼久了
[00:04:15.480 --> 00:04:19.760]  有沒有留意看到安息日的意思是甚麼
[00:04:19.760 --> 00:04:22.880]  在馬可福音第二章二十七節
[00:04:22.880 --> 00:04:27.200]  在馬可福音第二章二十七節
[00:04:27.200 --> 00:04:30.080]  耶穌說「安息日是為人而設立的
[00:04:30.080 --> 00:04:33.120]  人不是為安息日設立的」
[00:04:33.120 --> 00:04:36.280]  耶穌說「安息日是為人設立的
[00:04:36.280 --> 00:04:40.520]  人不是為安息日設立的」
[00:04:40.520 --> 00:04:41.520]  就是這段經文
[00:04:41.520 --> 00:04:45.520]  就是這段經文
[00:04:45.520 --> 00:04:48.520]  猶太人宗教領袖不會為了
[00:04:48.520 --> 00:04:51.520]  一個患了三十八年的癱子而開心
[00:04:51.520 --> 00:04:56.320]  猶太人不會因為一個患了三十八年的癱子
[00:04:56.320 --> 00:04:58.960]  被醫好了而開心
[00:04:58.960 --> 00:05:01.120]  那種冷漠和無情
[00:05:01.120 --> 00:05:06.080]  完全是反映出他們那種守一個宗教的條例
[00:05:06.080 --> 00:05:08.160]  那種冷漠和無情
[00:05:08.160 --> 00:05:12.880]  就反映出他們守宗教條例的那種態度
[00:05:12.880 --> 00:05:16.600]  一種律法主義已經去到一個極端的錯誤
[00:05:16.600 --> 00:05:20.840]  律法主義已經去到一個極端的錯誤
[00:05:20.840 --> 00:05:24.720]  耶穌知道天父設立安息日的意思是甚麼
[00:05:24.720 --> 00:05:28.440]  耶穌知道天父設立安息日的意思是甚麼
[00:05:28.440 --> 00:05:30.560]  當時宗教領袖本沒有導致
[00:05:30.560 --> 00:05:36.440]  當時宗教領袖本沒有導致
[00:05:36.440 --> 00:05:39.600]  耶穌已經去到一個忍無可忍的地步
[00:05:39.600 --> 00:05:42.400]  在安息日裏面醫好這個三十八年的癱子
[00:05:42.400 --> 00:05:46.000]  耶穌已經去到一個不能再忍耐的時刻
[00:05:46.000 --> 00:05:50.120]  去醫好這個患了三十八年的癱子
[00:05:50.120 --> 00:05:51.920]  在這段經文裏面他怎樣說呢
[00:05:51.920 --> 00:05:55.560]  他說在安息日行善行惡
[00:05:55.560 --> 00:05:58.320]  救命害命哪樣是可以呢
[00:05:58.320 --> 00:06:02.160]  他們都不作聲 耶穌露目周圍看他們
[00:06:02.160 --> 00:06:04.600]  憂愁他們的心肝壓
[00:06:04.600 --> 00:06:08.480]  在這段經文耶穌說在安息日行善行惡
