
[00:00:00.000 --> 00:00:02.000]  我們先有個祈禱
[00:00:02.000 --> 00:00:05.580]  天父我們將以下時間帶到主的面前
[00:00:05.580 --> 00:00:07.580]  當我們要講到福音的時候
[00:00:07.580 --> 00:00:10.440]  我們求祢讓我們的心真的能夠靜下來
[00:00:10.440 --> 00:00:12.940]  讓我們的心眼能夠張開
[00:00:12.940 --> 00:00:14.940]  讓我們的耳朵能夠聽見
[00:00:14.940 --> 00:00:17.300]  讓我們的心能夠作出回應
[00:00:17.300 --> 00:00:20.100]  就將以下這篇信息帶到主的面前
[00:00:20.100 --> 00:00:21.340]  求主祢帶領我們
[00:00:21.340 --> 00:00:22.140]  聽我們祈禱
[00:00:22.140 --> 00:00:23.300]  奉耶穌的名祈禱
[00:00:23.300 --> 00:00:24.300]  阿們
[00:00:24.300 --> 00:00:27.020]  剛才讀《路加福音》第十二章
[00:00:27.020 --> 00:00:30.740]  其實就是今天所說的信息的一個引言
[00:00:30.740 --> 00:00:32.340]  提到人說
[00:00:32.340 --> 00:00:34.040]  你積蓄財富
[00:00:34.040 --> 00:00:36.200]  但是在神面前不富足的話
[00:00:36.200 --> 00:00:37.860]  這是可惜的
[00:00:37.860 --> 00:00:41.660]  他說人的生命不在乎家道豐富
[00:00:41.660 --> 00:00:45.180]  其實今天要講的是第十六章
[00:00:45.180 --> 00:00:48.000]  那個財主和拉薩路
[00:00:48.000 --> 00:00:49.980]  財主和拉薩路這個故事
[00:00:49.980 --> 00:00:52.180]  說到有個財主和拉薩路
[00:00:52.180 --> 00:00:53.860]  兩種不同的人
[00:00:53.860 --> 00:00:55.500]  兩個不同的人
[00:00:55.500 --> 00:00:57.900]  一種的人就是財主
[00:00:57.900 --> 00:00:59.540]  一生享受
[00:00:59.540 --> 00:01:01.340]  永遠受苦
[00:01:01.340 --> 00:01:03.180]  一個就是拉薩路
[00:01:03.180 --> 00:01:05.020]  他一生窮乏
[00:01:05.020 --> 00:01:06.700]  永遠享受
[00:01:06.700 --> 00:01:08.540]  我想問問在座的人
[00:01:08.540 --> 00:01:10.540]  如果讓你選擇的話
[00:01:10.540 --> 00:01:12.540]  你會選擇做哪一種的人
[00:01:12.540 --> 00:01:14.300]  你願意一生享受
[00:01:14.300 --> 00:01:15.500]  永遠受苦
[00:01:15.500 --> 00:01:16.940]  還是一生受苦
[00:01:16.940 --> 00:01:18.940]  永遠享受呢?
[00:01:18.940 --> 00:01:20.580]  我想問第一種人
[00:01:20.580 --> 00:01:24.300]  有多少人想做財主這一種人呢?
[00:01:24.300 --> 00:01:26.580]  可不可以舉手給我看看
[00:01:26.580 --> 00:01:28.580]  希望大家不要舉手
[00:01:28.580 --> 00:01:29.860]  是不是?
[00:01:29.860 --> 00:01:31.860]  如果舉手就要去看醫生
[00:01:31.860 --> 00:01:34.060]  我想沒有人想說
[00:01:34.060 --> 00:01:36.260]  一生享受永遠受苦
[00:01:36.260 --> 00:01:36.940]  為什麼呢?
[00:01:36.940 --> 00:01:39.380]  一生和永遠是無法比較的
[00:01:39.380 --> 00:01:41.900]  永遠和一生是無法比較的
[00:01:41.900 --> 00:01:46.020]  人都喜歡有永遠享受的人
[00:01:46.020 --> 00:01:48.260]  有些人說其實兩種都不想做
[00:01:48.260 --> 00:01:48.740]  為什麼呢?
[00:01:48.740 --> 00:01:51.940]  他想做一生享受永遠享受的人
[00:01:51.940 --> 00:01:53.940]  這一種的人不是貪心
[00:01:53.940 --> 00:01:55.940]  這一種的人是聰明人
[00:01:55.940 --> 00:01:58.740]  聰明人都是希望一生享受
[00:01:58.740 --> 00:02:00.140]  永遠享受
[00:02:00.140 --> 00:02:02.540]  這是一個很簡單的數學題
[00:02:02.540 --> 00:02:03.740]  其實我相信
[00:02:03.740 --> 00:02:04.740]  我知道
[00:02:04.740 --> 00:02:05.700]  我經歷過
[00:02:05.700 --> 00:02:06.620]  信耶穌
[00:02:06.620 --> 00:02:08.620]  不只是永遠享受
[00:02:08.620 --> 00:02:11.740]  不只是將來我們能夠回到天家
[00:02:11.740 --> 00:02:13.220]  而是一生當中
[00:02:13.220 --> 00:02:15.460]  都能夠享受人生
[00:02:15.460 --> 00:02:17.100]  其實不只是有這兩種人
[00:02:17.100 --> 00:02:18.460]  其實有四種人
[00:02:18.460 --> 00:02:20.460]  一種是一生享受永遠受苦
[00:02:20.460 --> 00:02:21.740]  一種是一生受苦永遠享受
[00:02:21.740 --> 00:02:24.060]  一種是一生受苦永遠受苦
[00:02:24.060 --> 00:02:27.140]  一種是一生享受永遠享受的人
[00:02:27.140 --> 00:02:28.860]  重點在於最後
[00:02:28.860 --> 00:02:32.220]  永遠到底是受苦還是享受
[00:02:32.220 --> 00:02:36.140]  人不要為了一生而忘記永遠
[00:02:36.140 --> 00:02:37.620]  人有了永遠
[00:02:37.620 --> 00:02:40.220]  一生無論受苦或者享受
[00:02:40.220 --> 00:02:42.220]  變得不再重要
[00:02:42.220 --> 00:02:46.740]  最重要是人的永恆當中能夠享受
[00:02:46.740 --> 00:02:49.740]  人生享福是沒有問題的
[00:02:49.740 --> 00:02:53.220]  但是人生不要沒有永遠的福分
[00:02:53.220 --> 00:02:55.860]  在《一生何求》的小冊子裏面
[00:02:55.860 --> 00:02:58.300]  在那篇信息裏我曾經提及過
[00:02:58.300 --> 00:03:03.020]  有一次我太太請我去買麵包
[00:03:03.020 --> 00:03:04.460]  其實我說錯了
[00:03:04.460 --> 00:03:08.100]  是我太太吩咐我去買麵包
[00:03:08.100 --> 00:03:09.700]  當我去到超市的時候
[00:03:09.700 --> 00:03:12.500]  發現超市五週年夾價
[00:03:12.500 --> 00:03:16.540]  很多太太都很討厭丈夫不懂得買減價的東西
[00:03:16.540 --> 00:03:18.060]  只懂得買東西
[00:03:18.060 --> 00:03:22.700]  所以那次我突然之間記得我太太所好是什麼
[00:03:22.700 --> 00:03:25.660]  我那天就買了很多減價的東西回家
[00:03:25.660 --> 00:03:28.620]  買完回去之後就和我太太演戲
[00:03:28.620 --> 00:03:30.220]  我買了這個便宜那個便宜
[00:03:30.220 --> 00:03:31.620]  買一送一買一送二
[00:03:31.620 --> 00:03:33.060]  這個五折這個四折
[00:03:33.060 --> 00:03:34.500]  買了很多東西
[00:03:34.500 --> 00:03:36.260]  我太太只是問我一個問題
[00:03:36.260 --> 00:03:38.060]  你有沒有買麵包
[00:03:38.060 --> 00:03:42.860]  我那天買了很多東西
[00:03:42.860 --> 00:03:45.220]  但是我真的沒有買麵包
[00:03:45.220 --> 00:03:46.980]  我太太就彈了一句說話給我
[00:03:46.980 --> 00:03:48.860]  到今天我都不會忘記
[00:03:48.860 --> 00:03:51.060]  她說其他東西是可以買
[00:03:51.060 --> 00:03:53.740]  但是麵包不可以不買
[00:03:53.740 --> 00:03:55.820]  因為這個是我太太的吩咐
[00:03:55.820 --> 00:03:59.060]  終於我要回到超市再去買麵包
[00:03:59.060 --> 00:04:01.740]  人生享受不是一個問題
[00:04:01.740 --> 00:04:04.140]  人生享福不是一個問題
[00:04:04.140 --> 00:04:06.860]  但是人生不可以忘記永恆
[00:04:06.860 --> 00:04:08.100]  放棄永恆
[00:04:08.100 --> 00:04:10.780]  而貪圖今生的享受
[00:04:10.780 --> 00:04:12.780]  神其實沒有反對我們享福
[00:04:12.780 --> 00:04:15.180]  神沒有反對我們享受今生
[00:04:15.180 --> 00:04:17.460]  但是神不要我們不想我們
[00:04:17.460 --> 00:04:20.460]  為了享受今生而忘記永恆
[00:04:20.460 --> 00:04:22.180]  或者放棄永恆
[00:04:22.180 --> 00:04:24.300]  人一生要享受沒有問題
[00:04:24.300 --> 00:04:26.300]  不要忘記永遠的福分
[00:04:26.300 --> 00:04:29.180]  人不要為了享福而不顧一切
