
[00:00:00.000 --> 00:00:04.320]  我們就看今天要看的經文
[00:00:04.320 --> 00:00:08.440]  《爾弗所書》第二章
[00:00:08.440 --> 00:00:11.840]  有二十二節的經文
[00:00:11.840 --> 00:00:14.640]  頭十節其實我們都很熟悉
[00:00:14.640 --> 00:00:18.160]  我們昔日從前是死在罪惡過犯之中
[00:00:18.160 --> 00:00:21.680]  接着保羅華大恩着上帝的恩典
[00:00:21.680 --> 00:00:23.360]  我們得蒙救贖
[00:00:23.360 --> 00:00:24.840]  我們很熟悉的金句
[00:00:24.840 --> 00:00:26.520]  你們得救是本乎恩
[00:00:26.520 --> 00:00:27.640]  接着那個是什麼呢?
[00:00:27.640 --> 00:00:29.240]  也恩着信
[00:00:29.240 --> 00:00:32.000]  這個不是出於自己
[00:00:32.000 --> 00:00:33.280]  也不是出於行爲
[00:00:33.280 --> 00:00:34.640]  這個是神的恩典
[00:00:34.640 --> 00:00:36.320]  去到第十一節
[00:00:36.320 --> 00:00:37.760]  就是我們剛纔默想
[00:00:37.760 --> 00:00:39.680]  或者一會兒我們會看的經文
[00:00:39.680 --> 00:00:41.600]  就是講到在基督裏面
[00:00:41.600 --> 00:00:43.800]  其實我們成爲神家裏面的人
[00:00:43.800 --> 00:00:46.840]  特別是一會兒你看到紅色的章節
[00:00:46.840 --> 00:00:48.960]  是會和大家一起去分享的
[00:00:48.960 --> 00:00:50.920]  就是剛纔默想的部分
[00:00:50.920 --> 00:00:52.960]  從前和現在的一個對比
[00:00:52.960 --> 00:00:56.040]  也講到基督成就
[00:00:56.040 --> 00:00:57.120]  復和
[00:00:57.120 --> 00:00:58.720]  神人的復和
[00:00:59.000 --> 00:01:00.520]  人和人的復和
[00:01:00.520 --> 00:01:01.840]  合一的裏面
[00:01:01.840 --> 00:01:03.960]  特別在最後十七、十八節
[00:01:03.960 --> 00:01:07.440]  是在呼應十一、十三節要講的內容
[00:01:07.440 --> 00:01:10.840]  所以讓大家有一個概括的瞭解
[00:01:10.840 --> 00:01:13.640]  如果你說我想一窺全怕
[00:01:13.640 --> 00:01:14.920]  一會兒完了崇拜
[00:01:14.920 --> 00:01:16.520]  記得回去看這一章聖經
[00:01:16.520 --> 00:01:18.360]  好,我們就進入
[00:01:18.360 --> 00:01:20.440]  今天要分享的經文
[00:01:20.440 --> 00:01:21.760]  我們先看的是
[00:01:21.760 --> 00:01:23.280]  看回第十一節
[00:01:23.280 --> 00:01:25.160]  我們剛纔由第十二節看起
[00:01:25.160 --> 00:01:28.160]  第十一節
[00:01:29.800 --> 00:01:32.520]  原來你們要記得是在這裏出現的
[00:01:32.520 --> 00:01:34.600]  第十一節保羅說
[00:01:34.600 --> 00:01:36.240]  所以你們要記得
[00:01:36.240 --> 00:01:38.800]  這是一個吩咐的字眼
[00:01:38.800 --> 00:01:40.040]  要記得什麼呢?
[00:01:40.040 --> 00:01:42.760]  你們從前按肉體來說
[00:01:42.760 --> 00:01:44.080]  是外族人
[00:01:44.080 --> 00:01:46.760]  接着再補充
[00:01:46.760 --> 00:01:49.320]  那些稱爲受了國禮的人
[00:01:49.320 --> 00:01:51.480]  就是那些在肉體上
[00:01:51.480 --> 00:01:54.200]  受過人手所行的國禮的人
[00:01:54.200 --> 00:01:55.720]  稱你們爲
[00:01:55.720 --> 00:01:57.560]  沒有受國禮的人
[00:02:00.000 --> 00:02:02.360]  保羅要提醒這一羣
[00:02:02.360 --> 00:02:04.280]  剛剛在上文提到他們
[00:02:04.280 --> 00:02:06.240]  靠着基督的恩典
[00:02:06.240 --> 00:02:07.640]  而得救的人
[00:02:07.640 --> 00:02:10.440]  你們記得你們從前是不得救的
[00:02:10.440 --> 00:02:12.840]  你們從前按着肉體
[00:02:12.840 --> 00:02:14.080]  我們的身體來說
[00:02:14.080 --> 00:02:15.360]  是外族人
[00:02:15.360 --> 00:02:16.760]  是外邦人
[00:02:16.760 --> 00:02:18.320]  或者是
[00:02:18.320 --> 00:02:20.320]  那些受了國禮的人
[00:02:20.320 --> 00:02:21.920]  他們叫你們
[00:02:21.920 --> 00:02:23.600]  做沒有受國禮的人
[00:02:23.600 --> 00:02:26.840]  其實大家在字裏行間
[00:02:26.840 --> 00:02:28.640]  可能隱約都感受到
[00:02:28.640 --> 00:02:30.480]  好像有點貶義
[00:02:30.480 --> 00:02:31.960]  是的
[00:02:31.960 --> 00:02:34.160]  在當時的猶太人來說
[00:02:34.160 --> 00:02:35.160]  這裏不是寫猶太人
[00:02:35.160 --> 00:02:36.040]  在當時的猶太人來說
[00:02:36.040 --> 00:02:36.640]  他覺得
[00:02:36.640 --> 00:02:37.960]  我們是一個
[00:02:37.960 --> 00:02:40.720]  比起那些不信耶和華的人
[00:02:40.720 --> 00:02:43.320]  我們是聖潔的國民
[00:02:43.320 --> 00:02:45.640]  而我們是用
[00:02:45.640 --> 00:02:46.960]  受了國禮
[00:02:46.960 --> 00:02:49.160]  有一個肉身的記號
[00:02:49.160 --> 00:02:50.760]  去將我們和一些
[00:02:50.760 --> 00:02:52.640]  你們沒有受過國禮的人
[00:02:52.640 --> 00:02:54.000]  分道揚鑣的
[00:02:54.000 --> 00:02:55.400]  是沒有關係的
[00:02:57.640 --> 00:02:59.640]  所以用我們今天的說話來說
[00:02:59.640 --> 00:03:01.240]  其實他們的種族
[00:03:01.240 --> 00:03:03.240]  民族的觀念是很強的
[00:03:03.240 --> 00:03:04.920]  他們就是用
[00:03:04.920 --> 00:03:06.240]  受了國禮沒有
[00:03:06.240 --> 00:03:07.360]  有沒有受過國禮
[00:03:07.360 --> 00:03:09.360]  去做一個這樣的劃分
[00:03:09.360 --> 00:03:11.360]  其實我們都會明白的
[00:03:11.360 --> 00:03:13.160]  如果我們看回
[00:03:13.160 --> 00:03:14.160]  中國的歷史
[00:03:14.160 --> 00:03:15.640]  我以前讀中國歷史的
[00:03:15.640 --> 00:03:17.560]  當我預備的時候就想起
[00:03:17.560 --> 00:03:18.360]  是的
[00:03:18.360 --> 00:03:19.960]  漢族人
[00:03:19.960 --> 00:03:22.960]  你就會相對講其他那些叫做什麼
[00:03:22.960 --> 00:03:23.640]  蔓延
[00:03:23.640 --> 00:03:23.920]  是的
[00:03:23.920 --> 00:03:25.920]  你也有讀中國歷史我知道
[00:03:26.560 --> 00:03:28.560]  又或者再後一點
[00:03:28.560 --> 00:03:31.240]  去到滿清的時候
[00:03:31.240 --> 00:03:35.040]  滿清的人的記號是什麼
[00:03:35.040 --> 00:03:39.920]  那條辮
[00:03:39.920 --> 00:03:41.920]  如果猶太人是國禮
[00:03:41.920 --> 00:03:43.920]  對於滿清時代的人
[00:03:43.920 --> 00:03:45.920]  那個記號就是那條辮
[00:03:45.920 --> 00:03:47.920]  所以你看那些劇集也是這樣
[00:03:47.920 --> 00:03:49.920]  叫他剪了條辮
[00:03:49.920 --> 00:03:50.920]  好像要他去死一樣
[00:03:50.920 --> 00:03:52.920]  是很難接受的事情
[00:03:52.920 --> 00:03:55.920]  那個是他民族的身份的記號
[00:03:56.920 --> 00:03:58.920]  其實對於猶太人來講他都很明白的
[00:03:58.920 --> 00:04:01.920]  在這裏寫好像他覺得自己是高人一等的
[00:04:01.920 --> 00:04:04.920]  你們這些未受國禮的人和我們是異類來的
[00:04:04.920 --> 00:04:06.920]  上個世紀
[00:04:06.920 --> 00:04:09.920]  在德國
[00:04:09.920 --> 00:04:11.920]  有一個民族
[00:04:11.920 --> 00:04:13.920]  都是信主的
[00:04:13.920 --> 00:04:16.920]  他覺得自己是比其他人更加優越
[00:04:16.920 --> 00:04:18.920]  比猶太人更加優越
[00:04:18.920 --> 00:04:20.920]  那個是什麼民族啊
[00:04:20.920 --> 00:04:21.920]  日耳曼
[00:04:21.920 --> 00:04:23.920]  德意志
[00:04:23.920 --> 00:04:26.920]  所以我們知道第二次世界大戰
[00:04:26.920 --> 00:04:27.920]  希特勒
[00:04:27.920 --> 00:04:29.920]  屠殺了幾十萬的猶太人
[00:04:29.920 --> 00:04:32.920]  我想這些記憶幫助我們
[00:04:32.920 --> 00:04:34.920]  可能更加明白原來當時
[00:04:34.920 --> 00:04:36.920]  他不是要除去那些外邦人
[00:04:36.920 --> 00:04:37.920]  不過
[00:04:37.920 --> 00:04:39.920]  你不要走那麼近
[00:04:39.920 --> 00:04:41.920]  我和你是不同的
[00:04:41.920 --> 00:04:42.920]  我們是受了國禮
[00:04:42.920 --> 00:04:44.920]  你們是未受國禮
[00:04:44.920 --> 00:04:46.920]  本來這裏說你要記得原來
[00:04:46.920 --> 00:04:49.920]  以往你們的身份上是這樣被人說的
[00:04:49.920 --> 00:04:51.920]  在第十二節
[00:04:51.920 --> 00:04:52.920]  我們剛纔默想的經文裏面
[00:04:52.920 --> 00:04:54.920]  再說多一點
[00:04:54.920 --> 00:04:56.920]  爲什麼要用受不受國禮呢
[00:04:56.920 --> 00:04:58.920]  爲什麼要用這個記號呢
[00:04:58.920 --> 00:05:00.920]  背後有什麼含義呢
[00:05:00.920 --> 00:05:04.920]  原來當時
[00:05:04.920 --> 00:05:05.920]  說的是
[00:05:05.920 --> 00:05:06.920]  你見到中間說
[00:05:06.920 --> 00:05:08.920]  應許之約
[00:05:08.920 --> 00:05:12.920]  大家記得創世紀
[00:05:12.920 --> 00:05:13.920]  是吧
[00:05:13.920 --> 00:05:14.920]  如果沒記錯是十七章
[00:05:14.920 --> 00:05:16.920]  說到國禮
[00:05:16.920 --> 00:05:18.920]  是一個納約的記號
[00:05:18.920 --> 00:05:20.920]  是亞伯拉罕的子孫
[00:05:20.920 --> 00:05:23.920]  是選民來的
[00:05:23.920 --> 00:05:24.920]  也就是說
[00:05:24.920 --> 00:05:27.920]  國禮等於和神納約
[00:05:27.920 --> 00:05:29.920]  等於我們是神的選民
[00:05:29.920 --> 00:05:31.920]  所以你明白了
[00:05:31.920 --> 00:05:33.920]  這羣沒有受到國禮的人
[00:05:33.920 --> 00:05:35.920]  你和亞伯拉罕的約是沒有分的
[00:05:35.920 --> 00:05:37.920]  你是外人來的
[00:05:37.920 --> 00:05:39.920]  你不是自家人來的
[00:05:39.920 --> 00:05:43.920]  甚至再說得決絕一點的是
[00:05:43.920 --> 00:05:46.920]  你們和基督無關的
[00:05:46.920 --> 00:05:48.920]  沒有基督的
[00:05:48.920 --> 00:05:49.920]  當然我們今天會明白
[00:05:49.920 --> 00:05:50.920]  基督好像是在說
[00:05:50.920 --> 00:05:51.920]  新約
[00:05:51.920 --> 00:05:52.920]  耶穌基督
[00:05:52.920 --> 00:05:53.920]  在當時泰人來說
