
[00:00:00.000 --> 00:00:02.000]  不知道你們有沒有被人騙過
[00:00:02.000 --> 00:00:04.000]  我不知道你們有沒有被人騙過
[00:00:04.000 --> 00:00:09.000]  我做人有一個很底線
[00:00:09.000 --> 00:00:11.000]  我做人有一個底線
[00:00:11.000 --> 00:00:13.000]  我是很討厭被人騙過的
[00:00:13.000 --> 00:00:16.000]  我很討厭那些騙我的
[00:00:16.000 --> 00:00:20.000]  因為我有隻牙已經斷了牙腳兩年了
[00:00:20.000 --> 00:00:23.000]  我有一個牙齒斷了牙就已經兩年了
[00:00:23.000 --> 00:00:26.000]  最近爛到不斷出牙瘡
[00:00:26.000 --> 00:00:30.000]  吃很強的消炎藥都消不了炎
[00:00:30.000 --> 00:00:34.000]  吃很強烈的消炎藥都不能消炎
[00:00:34.000 --> 00:00:36.000]  我於是就去牙醫那裡
[00:00:36.000 --> 00:00:38.000]  我於是去牙醫那裡就跟他說
[00:00:38.000 --> 00:00:40.000]  就說那隻你給我剝掉它
[00:00:40.000 --> 00:00:42.000]  你給我剝了吧
[00:00:42.000 --> 00:00:46.000]  當那個牙醫聽見我這個要求的時候
[00:00:46.000 --> 00:00:47.000]  我聽到牙醫
[00:00:47.000 --> 00:00:49.000]  當牙醫聽到我這個要求的時候
[00:00:49.000 --> 00:00:52.000]  我就看到他嘴角微微上升
[00:00:52.000 --> 00:00:58.000]  我就看到他嘴角微微上升
[00:00:58.000 --> 00:01:01.000]  露出他很喜悅的表情
[00:01:01.000 --> 00:01:03.000]  露出很甜蜜的表情
[00:01:03.000 --> 00:01:05.000]  接著他就回答我
[00:01:05.000 --> 00:01:10.000]  你斷了牙之後是不是立刻去種牙
[00:01:10.000 --> 00:01:16.000]  我當然不會這麼快做
[00:01:16.000 --> 00:01:18.000]  我當然不會這麼快做
[00:01:18.000 --> 00:01:21.000]  因為種一隻牙坐底三千五百元加幣
[00:01:21.000 --> 00:01:24.000]  我這個牙至少要三千五百元加幣
[00:01:24.000 --> 00:01:26.000]  而之前他曾經跟我說過
[00:01:26.000 --> 00:01:31.000]  原來種一隻牙不是你說種就種的
[00:01:31.000 --> 00:01:33.000]  有沒有人種過牙
[00:01:33.000 --> 00:01:34.000]  有沒有人種過牙
[00:01:34.000 --> 00:01:35.000]  因為年輕人未必知道
[00:01:35.000 --> 00:01:37.000]  年紀大的有沒有種過
[00:01:37.000 --> 00:01:40.000]  種牙原來是很恐怖的
[00:01:40.000 --> 00:01:41.000]  種牙非常恐怖
[00:01:41.000 --> 00:01:43.000]  那我都走上去YouTube
[00:01:43.000 --> 00:01:45.000]  看看原來種牙的過程是怎樣
[00:01:45.000 --> 00:01:46.000]  真的很恐怖
[00:01:46.000 --> 00:01:49.000]  我在YouTube上看過種牙的過程非常恐怖
[00:01:49.000 --> 00:01:53.000]  我說醫生我之前都看過你的
[00:01:53.000 --> 00:01:55.000]  醫生我之前都看過你的
[00:01:55.000 --> 00:01:59.000]  你說種一隻牙要由剝了牙到可以種牙
[00:01:59.000 --> 00:02:01.000]  至少要等半年的時間
[00:02:01.000 --> 00:02:05.000]  你說過從把牙到種牙至少要等半年時間
[00:02:05.000 --> 00:02:07.000]  你說要等牙肉長好
[00:02:07.000 --> 00:02:09.000]  你說要等牙肉長好
[00:02:09.000 --> 00:02:11.000]  要等牙骨長好
[00:02:11.000 --> 00:02:12.000]  要等牙骨長好
[00:02:12.000 --> 00:02:14.000]  然後再鑽一個洞下去
[00:02:14.000 --> 00:02:16.000]  然後再一個洞
[00:02:16.000 --> 00:02:18.000]  然後上一隻假牙下去
[00:02:18.000 --> 00:02:20.000]  至少半年之後的時間
[00:02:20.000 --> 00:02:24.000]  我說不要想那麼多了現在
[00:02:24.000 --> 00:02:27.000]  錢又沒有
[00:02:27.000 --> 00:02:29.000]  時間又不多
[00:02:29.000 --> 00:02:30.000]  你給我剝了牙算了
[00:02:30.000 --> 00:02:32.000]  後話再說
[00:02:32.000 --> 00:02:33.000]  你說把牙到種牙
[00:02:33.000 --> 00:02:36.000]  我就看見他從笑的嘴唇
[00:02:36.000 --> 00:02:38.000]  我看他從笑的嘴唇
[00:02:38.000 --> 00:02:40.000]  變成失望的表情
[00:02:40.000 --> 00:02:42.000]  變成失望的表情
[00:02:42.000 --> 00:02:46.000]  他說都不用等六個月的
[00:02:46.000 --> 00:02:48.000]  都不用等六個月的
[00:02:48.000 --> 00:02:50.000]  一個多兩個月都可以了
[00:02:50.000 --> 00:02:51.000]  一個多兩個月都可以了
[00:02:51.000 --> 00:02:54.000]  因為他希望力挽狂瀾
[00:02:54.000 --> 00:02:56.000]  力挽狂瀾
[00:02:56.000 --> 00:02:57.000]  我說不是啊
[00:02:57.000 --> 00:02:58.000]  你說六個月的啊之前
[00:02:58.000 --> 00:03:00.000]  你說過是六個月的
[00:03:00.000 --> 00:03:02.000]  他說現在兩個月就可以了
[00:03:02.000 --> 00:03:03.000]  現在兩個月就行了
[00:03:03.000 --> 00:03:04.000]  你什麼都不要說了
[00:03:04.000 --> 00:03:06.000]  現在給我馬上剝了牙
[00:03:06.000 --> 00:03:08.000]  你先不要說
[00:03:08.000 --> 00:03:09.000]  待會再說
[00:03:09.000 --> 00:03:11.000]  因為我心裏面很憤怒
[00:03:11.000 --> 00:03:12.000]  我心裏非常憤怒
[00:03:12.000 --> 00:03:14.000]  我其實想離開過他很多次
[00:03:14.000 --> 00:03:16.000]  因為他欺騙我很多次
[00:03:16.000 --> 00:03:17.000]  因為他欺騙我很多次
[00:03:17.000 --> 00:03:19.000]  這次我肯定不會讓他弄我的牙
[00:03:19.000 --> 00:03:21.000]  因為我肯定不會讓他弄我的牙
[00:03:21.000 --> 00:03:23.000]  究竟弄我的牙多久呢我不知道
[00:03:23.000 --> 00:03:25.000]  弄他的牙多久我不知道
[00:03:25.000 --> 00:03:26.000]  不過欺騙我的人
[00:03:26.000 --> 00:03:27.000]  欺騙過我一次
[00:03:27.000 --> 00:03:28.000]  我不會相信
[00:03:28.000 --> 00:03:30.000]  只不過我一次就相信了
[00:03:30.000 --> 00:03:31.000]  這是我做人的底線
[00:03:31.000 --> 00:03:33.000]  這是我做人的底線
[00:03:33.000 --> 00:03:34.000]  除了我家裏的人
[00:03:34.000 --> 00:03:36.000]  除了我家裏的人
[00:03:36.000 --> 00:03:40.000]  但是不知道你有沒有同樣的經驗
[00:03:40.000 --> 00:03:44.000]  但是不知道你有沒有同樣的經驗
