
[00:00:00.000 --> 00:00:01.680]  我們是應該明白
[00:00:01.680 --> 00:00:03.560]  神對我們的應許
[00:00:03.560 --> 00:00:05.720]  神對我們教會的應許
[00:00:05.720 --> 00:00:07.520]  在末後的日子
[00:00:07.520 --> 00:00:09.400]  今天2021年的香港
[00:00:09.400 --> 00:00:10.640]  我們怎樣回應
[00:00:10.640 --> 00:00:11.960]  怎樣等候呢
[00:00:11.960 --> 00:00:13.960]  所以我們有個禱告開始
[00:00:13.960 --> 00:00:16.760]  祝我們獻上極大的感恩
[00:00:16.760 --> 00:00:19.320]  因為今天我們見到很多的面孔
[00:00:19.320 --> 00:00:21.040]  我們來到這個地方
[00:00:21.040 --> 00:00:23.320]  合一很用力的去敬拜祢
[00:00:23.320 --> 00:00:25.320]  並且感受到祢的同在
[00:00:25.320 --> 00:00:27.320]  祢的真實 祢的榮耀
[00:00:27.320 --> 00:00:29.080]  所以祝我們獻上感恩
[00:00:29.080 --> 00:00:33.080]  因為祢讓我們今天可以很自由地去敬拜祢
[00:00:33.080 --> 00:00:36.520]  很自由地在祢的話語裏面去回應祢
[00:00:36.520 --> 00:00:38.040]  所以主求神祢
[00:00:38.040 --> 00:00:41.320]  教導我們學習 確信祢的應許
[00:00:41.320 --> 00:00:43.720]  教導我們去等待
[00:00:43.720 --> 00:00:45.720]  等待祢的時間
[00:00:45.720 --> 00:00:48.040]  並且我們相信
[00:00:48.040 --> 00:00:50.840]  祢是個公義信實的主
[00:00:50.840 --> 00:00:53.560]  祢會再來在這個地上
[00:00:53.560 --> 00:00:56.760]  隨著我們去等候祢
[00:00:56.760 --> 00:00:59.720]  我們在面前的禱告奉主明求 阿門
[00:00:59.720 --> 00:01:01.720]  好 我們說今天的訊息
[00:01:01.720 --> 00:01:03.720]  話說下半年
[00:01:03.720 --> 00:01:06.200]  如果你有支教會年曆
[00:01:06.200 --> 00:01:08.200]  下半年是一個節期
[00:01:08.200 --> 00:01:09.400]  就看看黑鷺鷥
[00:01:09.400 --> 00:01:11.400]  有沒有人知道甚麼是教會年曆
[00:01:11.400 --> 00:01:12.280]  認真問的
[00:01:12.280 --> 00:01:14.280]  如果你知道的舉一舉手
[00:01:14.280 --> 00:01:16.280]  不知道的舉一舉手
[00:01:16.280 --> 00:01:18.280]  Hello
[00:01:18.280 --> 00:01:20.280]  大部份都不知道
[00:01:20.280 --> 00:01:22.280]  這個也對 因為特別我成長
[00:01:22.280 --> 00:01:24.280]  教會也沒甚麼說
[00:01:24.280 --> 00:01:26.280]  而是讀神學的時候
[00:01:26.280 --> 00:01:28.280]  有一樣東西叫做教會年曆
[00:01:28.280 --> 00:01:30.280]  教會年曆有甚麼意思呢
[00:01:30.280 --> 00:01:32.280]  就是這個圓圈
[00:01:32.280 --> 00:01:34.280]  你去想像頂就是
[00:01:34.280 --> 00:01:37.320]  1至12點一個鐘的月份
[00:01:37.320 --> 00:01:39.320]  最頂就是12月
[00:01:39.320 --> 00:01:41.320]  最底下面就是6月
[00:01:41.320 --> 00:01:43.320]  有三個大的節期
[00:01:43.320 --> 00:01:45.320]  有三個圖案
[00:01:45.320 --> 00:01:47.320]  大家看到字或看不到
[00:01:47.320 --> 00:01:49.320]  圖案粒星星代表甚麼
[00:01:49.320 --> 00:01:51.320]  猜猜看 看到了很明顯
[00:01:51.320 --> 00:01:53.320]  就是聖誕節
[00:01:53.320 --> 00:01:55.320]  十字架是代表甚麼節期
[00:01:55.320 --> 00:01:57.320]  復活節
[00:01:57.320 --> 00:01:59.320]  非常聰明
[00:01:59.320 --> 00:02:01.320]  而這個
[00:02:01.320 --> 00:02:03.320]  一個船的勾是代表甚麼
[00:02:03.320 --> 00:02:05.320]  其實是白鴿
[00:02:05.320 --> 00:02:07.320]  大家都好聰明
[00:02:07.320 --> 00:02:09.320]  就是一個叫聖靈降臨節
[00:02:09.320 --> 00:02:11.320]  或叫五旬節期
[00:02:11.320 --> 00:02:13.320]  所以你看到由12月至3月
[00:02:13.320 --> 00:02:15.320]  就是聖誕節期
[00:02:15.320 --> 00:02:17.320]  3月至5月
[00:02:17.320 --> 00:02:19.320]  就是復活節期
[00:02:19.320 --> 00:02:21.320]  而5月至12月
[00:02:21.320 --> 00:02:23.320]  就是聖靈降臨節期
[00:02:23.320 --> 00:02:25.320]  包括有時聽過的
[00:02:25.320 --> 00:02:27.320]  將臨期 壽苦期
[00:02:27.320 --> 00:02:29.320]  中之主日 聖灰日 顯然期
[00:02:29.320 --> 00:02:31.320]  這些都是一些教會
[00:02:31.320 --> 00:02:33.320]  他們很重視這個節期
[00:02:33.320 --> 00:02:35.320]  我們就去問
[00:02:35.320 --> 00:02:37.320]  節期有甚麼用
[00:02:37.320 --> 00:02:39.320]  每一年都提醒我們的節期
[00:02:39.320 --> 00:02:41.320]  有甚麼意思對我們今天
[00:02:41.320 --> 00:02:43.320]  其實
[00:02:43.320 --> 00:02:45.320]  教會的節期就是給我們
[00:02:45.320 --> 00:02:47.320]  有焦點去紀念主
[00:02:47.320 --> 00:02:49.320]  和反思我們的
[00:02:49.320 --> 00:02:51.320]  屬靈生命 就好像復活節期
[00:02:51.320 --> 00:02:53.320]  馬上想到
[00:02:53.320 --> 00:02:55.320]  我們有壽苦節崇拜
[00:02:55.320 --> 00:02:57.320]  我們有復活節崇拜
[00:02:57.320 --> 00:02:59.320]  可能有復活節浸禮
[00:02:59.320 --> 00:03:01.320]  可能有不同的活動
[00:03:01.320 --> 00:03:03.320]  而聖誕節期又有很多
[00:03:03.320 --> 00:03:05.320]  難道只是復活節期
[00:03:05.320 --> 00:03:07.320]  才紀念主復活嗎
[00:03:07.320 --> 00:03:09.320]  不是的 我們平時都會
[00:03:09.320 --> 00:03:11.320]  唱詩敬拜主 讚美主的復活
[00:03:11.320 --> 00:03:13.320]  讚美祂的偉大
[00:03:13.320 --> 00:03:15.320]  但是這個節期
[00:03:15.320 --> 00:03:17.320]  是給我們每一年
[00:03:17.320 --> 00:03:19.320]  很有焦點
[00:03:19.320 --> 00:03:21.320]  去思想 反思
[00:03:21.320 --> 00:03:23.320]  我們神為我們
[00:03:23.320 --> 00:03:25.320]  怎樣去做 經歷過甚麼事
[00:03:25.320 --> 00:03:27.320]  而我們這個群體
[00:03:27.320 --> 00:03:29.320]  怎樣去回應 我再說一次
[00:03:29.320 --> 00:03:31.320]  節期就是給我們一年又一年
[00:03:31.320 --> 00:03:33.320]  去反思一個
[00:03:33.320 --> 00:03:35.320]  重點 一個焦點
[00:03:35.320 --> 00:03:37.320]  譬如主受苦
[00:03:37.320 --> 00:03:39.320]  譬如主復活 譬如主降生
[00:03:39.320 --> 00:03:41.320]  譬如聖靈降臨
[00:03:41.320 --> 00:03:43.320]  每一年都去有
[00:03:43.320 --> 00:03:45.320]  焦點 叫我們不要
[00:03:45.320 --> 00:03:47.320]  忘卻了這個
[00:03:47.320 --> 00:03:49.320]  在歷史裏面 在信仰裏面
[00:03:49.320 --> 00:03:51.320]  很重要的事 並且
[00:03:51.320 --> 00:03:53.320]  是帶來一個行動
[00:03:53.320 --> 00:03:55.320]  除了我們知道之外
[00:03:55.320 --> 00:03:57.320]  我們的群體要有一個行動
[00:03:57.320 --> 00:03:59.320]  在這個適當的
[00:03:59.320 --> 00:04:01.320]  節期做適當的事
[00:04:01.320 --> 00:04:03.320]  就好像母親節
[00:04:03.320 --> 00:04:05.320]  明天是父親節 母親節
[00:04:05.320 --> 00:04:07.320]  每年都發生的
[00:04:07.320 --> 00:04:09.320]  個個都要 或者一個商業社會
[00:04:09.320 --> 00:04:11.320]  就會塑造我們要
[00:04:11.320 --> 00:04:13.320]  花錢的母親節 要去
[00:04:13.320 --> 00:04:15.320]  哄媽媽開心的 而這個
[00:04:15.320 --> 00:04:17.320]  每年都提示給我們知道
[00:04:17.320 --> 00:04:19.320]  我們這個群體
[00:04:19.320 --> 00:04:21.320]  要怎樣回應母親的愛
[00:04:21.320 --> 00:04:23.320]  當然不只是母親節
[00:04:23.320 --> 00:04:25.320]  才做 如果母親節以外
[00:04:25.320 --> 00:04:27.320]  是否就可以不用理會
[00:04:27.320 --> 00:04:29.320]  就當它死的 當它透明
[00:04:29.320 --> 00:04:31.320]  這樣不行的 而是每一年的
[00:04:31.320 --> 00:04:33.320]  母親節 或者每一年的節期
[00:04:33.320 --> 00:04:35.320]  去提醒我們
[00:04:35.320 --> 00:04:37.320]  這個群體 我們要
[00:04:37.320 --> 00:04:39.320]  怎樣回應主呢
[00:04:39.320 --> 00:04:41.320]  是一個行動
[00:04:41.320 --> 00:04:43.320]  一定是一個行動
[00:04:43.320 --> 00:04:45.320]  所以今天就說聖靈降臨
[00:04:45.320 --> 00:04:47.320]  節期 我們六月份
[00:04:47.320 --> 00:04:49.320]  至十二月 都是一個
[00:04:49.320 --> 00:04:51.320]  聖靈降臨節期 所以我們就去
[00:04:51.320 --> 00:04:53.320]  想聖靈降臨節
[00:04:53.320 --> 00:04:55.320]  五旬節這個階段
[00:04:55.320 --> 00:04:57.320]  我們的群體
[00:04:57.320 --> 00:04:59.320]  要怎樣回應主 我們有什麼行動呢
[00:04:59.320 --> 00:05:01.320]  所以今天就會用
[00:05:01.320 --> 00:05:03.320]  兩個很關鍵的主題
[00:05:03.320 --> 00:05:05.320]  分享 就是剛才說的
[00:05:05.320 --> 00:05:07.320]  應許和等候
[00:05:07.320 --> 00:05:09.320]  應許和等候
[00:05:09.320 --> 00:05:11.320]  是五旬節 聖靈降臨
[00:05:11.320 --> 00:05:13.320]  是一個很重要的訊息
[00:05:13.320 --> 00:05:15.320]  所以我們就回到耶穌的年代
[00:05:15.320 --> 00:05:17.320]  耶穌釘十字架復活之後
[00:05:17.320 --> 00:05:19.320]  門徒面對很大的困難
[00:05:19.320 --> 00:05:21.320]  一來跟了三年的
[00:05:21.320 --> 00:05:23.320]  耶穌走了 二來就是
[00:05:23.320 --> 00:05:25.320]  逼伯殺到埋身了 如果你們知道
[00:05:25.320 --> 00:05:27.320]  就是當時外在
[00:05:27.320 --> 00:05:29.320]  有羅馬政權的逼伯
[00:05:29.320 --> 00:05:31.320]  內在有傳統的
[00:05:31.320 --> 00:05:33.320]  猶太教 即是那些宗教領袖
[00:05:33.320 --> 00:05:35.320]  法理賽人 文士 他們的逼伯
[00:05:35.320 --> 00:05:37.320]  門徒在一個
[00:05:37.320 --> 00:05:39.320]  水深火熱 內外受
[00:05:39.320 --> 00:05:41.320]  壓迫的情況之下
[00:05:41.320 --> 00:05:43.320]  而耶穌又竟然釘了十字架
[00:05:43.320 --> 00:05:45.320]  復活了 走了
[00:05:45.320 --> 00:05:47.320]  他們那一刻
[00:05:47.320 --> 00:05:49.320]  要做的就是
[00:05:49.320 --> 00:05:51.320]  一個等候 而我們看
[00:05:51.320 --> 00:05:53.320]  《使徒行傳》一章四字五字
[00:05:53.320 --> 00:05:55.320]  剛才說到
[00:05:55.320 --> 00:05:57.320]  門徒在大逼伯
[00:05:57.320 --> 00:05:59.320]  即將來到節仙
[00:05:59.320 --> 00:06:01.320]  他們面對一個很大難關
[00:06:01.320 --> 00:06:03.320]  耶穌又走了 跟了
[00:06:03.320 --> 00:06:05.320]  三年的耶穌 那個
[00:06:05.320 --> 00:06:07.320]  行神蹟騎士的耶穌走了
[00:06:07.320 --> 00:06:09.320]  那一刻他們
[00:06:09.320 --> 00:06:11.320]  要做的耶穌升天前
[00:06:11.320 --> 00:06:13.320]  最後的吩咐
[00:06:13.320 --> 00:06:15.320]  叫他們等候
[00:06:15.320 --> 00:06:17.320]  應許的聖靈 當他們面對
[00:06:17.320 --> 00:06:19.320]  一個又一個的難關的時候
[00:06:19.320 --> 00:06:21.320]  那個吩咐是
[00:06:21.320 --> 00:06:23.320]  等候 所應許的
[00:06:23.320 --> 00:06:25.320]  聖靈 每年的
[00:06:25.320 --> 00:06:27.320]  聖靈降臨期
[00:06:27.320 --> 00:06:29.320]  是提醒我們要紀念
[00:06:29.320 --> 00:06:31.320]  聖靈降臨 聖靈
[00:06:31.320 --> 00:06:33.320]  降臨在我們身上
[00:06:33.320 --> 00:06:35.320]  叫我們有能力將福音傳到
[00:06:35.320 --> 00:06:37.320]  耶路撒冷 猶太 全地
[00:06:37.320 --> 00:06:39.320]  撒瑪利亞 直到地極
[00:06:39.320 --> 00:06:41.320]  而在這個這麼偉大的行動之先
[00:06:41.320 --> 00:06:43.320]  我們要學習
[00:06:43.320 --> 00:06:45.320]  什麼是等候 應許
[00:06:45.320 --> 00:06:47.320]  所以我會用
[00:06:47.320 --> 00:06:49.320]  亞伯拉罕的事蹟 特別用
[00:06:49.320 --> 00:06:51.320]  亞伯拉罕的事蹟 讓我們去思想
[00:06:51.320 --> 00:06:53.320]  等候和應許
[00:06:53.320 --> 00:06:55.320]  所以我們正式開始
[00:06:55.320 --> 00:06:57.320]  我們看《創世紀》十五章一至六節
[00:06:57.320 --> 00:06:59.320]  這裡說到
[00:06:59.320 --> 00:07:01.320]  第一節說 這是
[00:07:01.320 --> 00:07:03.320]  以後 之後神就叫他
[00:07:03.320 --> 00:07:05.320]  不要懼怕 所以我會用少許時間
[00:07:05.320 --> 00:07:07.320]  說一下 究竟這個
[00:07:07.320 --> 00:07:09.320]  應許之先 亞伯拉罕
[00:07:09.320 --> 00:07:11.320]  即是亞伯蘭 改名之前
[00:07:11.320 --> 00:07:13.320]  他經歷過什麼事
[00:07:13.320 --> 00:07:15.320]  神要他不要懼怕呢
[00:07:15.320 --> 00:07:17.320]  所以聽故事的時間
[00:07:17.320 --> 00:07:19.320]  聽聽 話說
[00:07:19.320 --> 00:07:21.320]  亞伯蘭的所在地就是
[00:07:21.320 --> 00:07:23.320]  是那 當時發生戰爭
[00:07:23.320 --> 00:07:25.320]  我們看一幅相 長話短說
[00:07:25.320 --> 00:07:27.320]  就是那裡有很多族群
[00:07:27.320 --> 00:07:29.320]  去自立為王 成為很多
[00:07:29.320 --> 00:07:31.320]  國 就好像可能
[00:07:31.320 --> 00:07:33.320]  歷史的三國
[00:07:33.320 --> 00:07:35.320]  其實我不懂歷史
[00:07:35.320 --> 00:07:37.320]  就好像歷史
[00:07:37.320 --> 00:07:39.320]  就好像以色列的歷史
[00:07:39.320 --> 00:07:41.320]  當時遍地的人都自立為王
[00:07:41.320 --> 00:07:43.320]  但是當中有
[00:07:43.320 --> 00:07:45.320]  四個王去結盟
[00:07:45.320 --> 00:07:47.320]  就是你看到 那四個王
[00:07:47.320 --> 00:07:49.320]  他們結盟並且去統治
[00:07:49.320 --> 00:07:51.320]  那個地方 你就可以想像到
[00:07:51.320 --> 00:07:53.320]  他們是很能打
[00:07:53.320 --> 00:07:55.320]  很有財力
[00:07:55.320 --> 00:07:57.320]  很有軍事力量 他就去統治
[00:07:57.320 --> 00:07:59.320]  而其他地方的小王
[00:07:59.320 --> 00:08:01.320]  要怎樣呢 就是進貢
[00:08:01.320 --> 00:08:03.320]  每年要進貢的
[00:08:03.320 --> 00:08:05.320]  可能是一些不合理的進貢
[00:08:05.320 --> 00:08:07.320]  但是因為他打輸仗
[00:08:07.320 --> 00:08:09.320]  就要成為 要俯首稱臣
[00:08:09.320 --> 00:08:11.320]  要去進貢
[00:08:11.320 --> 00:08:13.320]  所以這個一直以來都是這樣發生
[00:08:13.320 --> 00:08:15.320]  直至有一天
[00:08:15.320 --> 00:08:17.320]  有五個小國
[00:08:17.320 --> 00:08:19.320]  他們覺得不對勁
[00:08:19.320 --> 00:08:21.320]  每年進貢給這四個王
[00:08:21.320 --> 00:08:23.320]  不是辦法 很吃虧
[00:08:23.320 --> 00:08:25.320]  所以他們就聯合了
[00:08:25.320 --> 00:08:27.320]  這五個小王
[00:08:27.320 --> 00:08:29.320]  去打仗 對抗那四個王
[00:08:29.320 --> 00:08:31.320]  而在這九個王裏
[00:08:31.320 --> 00:08:33.320]  我們唯一相對認識的
[00:08:33.320 --> 00:08:35.320]  可能就是 所多瑪和 俄摩拉
[00:08:35.320 --> 00:08:37.320]  之後因為聖經裏面
[00:08:37.320 --> 00:08:39.320]  有他們的歷史記載
[00:08:39.320 --> 00:08:41.320]  所以我們認識多一些 稍後也有關於
[00:08:41.320 --> 00:08:43.320]  四王和五王
[00:08:43.320 --> 00:08:45.320]  就去打仗 你們猜猜
[00:08:45.320 --> 00:08:47.320]  究竟是一直在統治大地的
[00:08:47.320 --> 00:08:49.320]  四王打贏
[00:08:49.320 --> 00:08:51.320]  還是那五個要去
[00:08:51.320 --> 00:08:53.320]  推翻的人去打贏呢
[00:08:53.320 --> 00:08:55.320]  答案是
[00:08:55.320 --> 00:08:57.320]  他們推翻失敗
[00:08:57.320 --> 00:08:59.320]  四王是繼續
[00:08:59.320 --> 00:09:01.320]  打贏的 所以他們
[00:09:01.320 --> 00:09:03.320]  繼續去統治那地方
[00:09:03.320 --> 00:09:05.320]  而和阿伯蘭有什麼關係呢
[00:09:05.320 --> 00:09:07.320]  這就是重點
[00:09:07.320 --> 00:09:09.320]  而在五王裏面 就是這個
[00:09:09.320 --> 00:09:11.320]  所多瑪城 就住了
[00:09:11.320 --> 00:09:13.320]  阿伯蘭的侄子 叫什麼名字呢
[00:09:13.320 --> 00:09:15.320]  羅德
[00:09:15.320 --> 00:09:17.320]  他太太會變成
[00:09:17.320 --> 00:09:19.320]  柱子
[00:09:19.320 --> 00:09:21.320]  不要笑 羅德
[00:09:21.320 --> 00:09:23.320]  住在所多瑪城
[00:09:23.320 --> 00:09:25.320]  他打輸了仗
[00:09:25.320 --> 00:09:27.320]  四王就去俘虜了
[00:09:27.320 --> 00:09:29.320]  羅德一家 因為羅德也有些
[00:09:29.320 --> 00:09:31.320]  才勢
[00:09:31.320 --> 00:09:33.320]  羅德一家就成為
[00:09:33.320 --> 00:09:35.320]  俘虜 被四王捉了
[00:09:35.320 --> 00:09:37.320]  而阿伯蘭
[00:09:37.320 --> 00:09:39.320]  他的侄子被人捉了
[00:09:39.320 --> 00:09:41.320]  他就出手了 聖經說到
[00:09:41.320 --> 00:09:43.320]  他很勇猛 夜晚
[00:09:43.320 --> 00:09:45.320]  漏夜帶齊人馬
[00:09:45.320 --> 00:09:47.320]  成功營救了羅德一家
[00:09:47.320 --> 00:09:49.320]  故事還沒完
[00:09:49.320 --> 00:09:51.320]  如果你看武俠小說
[00:09:51.320 --> 00:09:53.320]  你會發現這是一個很大的伏筆
[00:09:53.320 --> 00:09:55.320]  阿伯蘭這個行動
[00:09:55.320 --> 00:09:57.320]  簡單來說
[00:09:57.320 --> 00:09:59.320]  就是拯救了羅德一家
[00:09:59.320 --> 00:10:01.320]  但他就陷入了
[00:10:01.320 --> 00:10:03.320]  四王和五王的戰爭裏面
[00:10:03.320 --> 00:10:05.320]  為什麼呢
[00:10:05.320 --> 00:10:07.320]  四王一定很憎恨他
[00:10:07.320 --> 00:10:09.320]  他明明拿了很多錢
[00:10:09.320 --> 00:10:11.320]  去俘虜了羅德一家
[00:10:11.320 --> 00:10:13.320]  很多財物 很多牛羊
[00:10:13.320 --> 00:10:15.320]  但是阿伯蘭竟然搶回來
[00:10:15.320 --> 00:10:17.320]  所以四王一定會
[00:10:17.320 --> 00:10:19.320]  討伐阿伯蘭
[00:10:19.320 --> 00:10:21.320]  因為阿伯蘭也是一個家族
[00:10:21.320 --> 00:10:23.320]  他有他的財力 雖然他不至於
[00:10:23.320 --> 00:10:25.320]  是一個王那麼大的陣仗
[00:10:25.320 --> 00:10:27.320]  但他也是一個
[00:10:27.320 --> 00:10:29.320]  有勢力的人
[00:10:29.320 --> 00:10:31.320]  所以四王就要去討伐阿伯蘭
[00:10:31.320 --> 00:10:33.320]  同樣原來阿伯蘭
[00:10:33.320 --> 00:10:35.320]  也得失了五王 為什麼呢
[00:10:35.320 --> 00:10:37.320]  明明他幫他們搶回來
[00:10:37.320 --> 00:10:39.320]  在十四章尾節
[00:10:39.320 --> 00:10:41.320]  記載 原來
[00:10:41.320 --> 00:10:43.320]  五王 包括所多瑪王
[00:10:43.320 --> 00:10:45.320]  他很想去
[00:10:45.320 --> 00:10:47.320]  籠略阿伯蘭
[00:10:47.320 --> 00:10:49.320]  把財物送給阿伯蘭
[00:10:49.320 --> 00:10:51.320]  去拉攏他 結盟
[00:10:51.320 --> 00:10:53.320]  但是聖經記載阿伯蘭
[00:10:53.320 --> 00:10:55.320]  他怎樣做呢 他拒絕了
[00:10:55.320 --> 00:10:57.320]  這個行動
[00:10:57.320 --> 00:10:59.320]  阿伯蘭的描述是
[00:10:59.320 --> 00:11:01.320]  我不會因為人
[00:11:01.320 --> 00:11:03.320]  使我付足 因為我相信耶和華
[00:11:03.320 --> 00:11:05.320]  才使我付足的原因
[00:11:05.320 --> 00:11:07.320]  就是這樣 阿伯蘭
[00:11:07.320 --> 00:11:09.320]  拒絕了五王的一個拉攏
[00:11:09.320 --> 00:11:11.320]  那你就知道了
[00:11:11.320 --> 00:11:13.320]  在這個結果
[00:11:13.320 --> 00:11:15.320]  發生一晚之後
[00:11:15.320 --> 00:11:17.320]  他得罪了四王 四王要去殲滅他
[00:11:17.320 --> 00:11:19.320]  同樣他得失了五王
[00:11:19.320 --> 00:11:21.320]  因為他拒絕了和他結盟
[00:11:21.320 --> 00:11:23.320]  而在這個背景
[00:11:23.320 --> 00:11:25.320]  十四章的背景
[00:11:25.320 --> 00:11:27.320]  我就去看回十五章的經文
[00:11:27.320 --> 00:11:29.320]  再看回十五章一節
[00:11:29.320 --> 00:11:31.320]  我們就會明白
[00:11:31.320 --> 00:11:33.320]  為什麼阿伯蘭這麼懼怕
[00:11:33.320 --> 00:11:35.320]  神去安慰他
[00:11:35.320 --> 00:11:37.320]  我們再看第一節 聽我讀
[00:11:37.320 --> 00:11:39.320]  這事以後 即是剛才那件事
[00:11:39.320 --> 00:11:41.320]  這事以後 耶和華在
[00:11:41.320 --> 00:11:43.320]  異象中有話對阿伯蘭說
[00:11:43.320 --> 00:11:45.320]  阿伯蘭 你不要懼怕
[00:11:45.320 --> 00:11:47.320]  我是你的盾牌
[00:11:47.320 --> 00:11:49.320]  必大大的賞賜你
[00:11:49.320 --> 00:11:51.320]  你發現這三句
[00:11:51.320 --> 00:11:53.320]  的應許 這一句的應許
[00:11:53.320 --> 00:11:55.320]  三節是完全對應
[00:11:55.320 --> 00:11:57.320]  阿伯蘭正在經歷的事
[00:11:57.320 --> 00:11:59.320]  他一來很害怕
[00:11:59.320 --> 00:12:01.320]  因為他被人殲滅
[00:12:01.320 --> 00:12:03.320]  並且神說
[00:12:03.320 --> 00:12:05.320]  我是你的盾牌 為什麼
[00:12:05.320 --> 00:12:07.320]  即使五王和你打仗 即使四王打你
[00:12:07.320 --> 00:12:09.320]  我是你的盾牌
[00:12:09.320 --> 00:12:11.320]  並且我會大大賞賜你
[00:12:11.320 --> 00:12:13.320]  縱然你拒絕了
[00:12:13.320 --> 00:12:15.320]  五王很豐厚的賞賜
[00:12:15.320 --> 00:12:17.320]  但我會親自賞賜你
[00:12:17.320 --> 00:12:19.320]  所以你在這段經文中
[00:12:19.320 --> 00:12:21.320]  我們就發現
[00:12:21.320 --> 00:12:23.320]  神對人的應許
[00:12:23.320 --> 00:12:25.320]  是一個很獨特
[00:12:25.320 --> 00:12:27.320]  而是一個很特殊的情況之下
[00:12:27.320 --> 00:12:29.320]  發出的應許
[00:12:29.320 --> 00:12:31.320]  是對應著他所面對的事
[00:12:31.320 --> 00:12:33.320]  如果你認識阿伯蘭
[00:12:33.320 --> 00:12:35.320]  你知道他是一個很怕事的人
[00:12:35.320 --> 00:12:37.320]  為什麼呢
[00:12:37.320 --> 00:12:39.320]  就是當他去到埃及的時候
[00:12:39.320 --> 00:12:41.320]  法羅去見他的時候
[00:12:41.320 --> 00:12:43.320]  他說他的老婆是誰
