
[00:00:00.000 --> 00:00:06.000]  聖經在最後一卷書如何形容神和世界的關係呢?
[00:00:06.000 --> 00:00:13.000]  今天我們讀的啟示錄的選段是這樣描繪將來的情景的
[00:00:13.000 --> 00:00:23.000]  那裡說二十四位長老就伏伏在寶座前的那位面前
[00:00:23.000 --> 00:00:25.000]  敬拜那位活到永遠遠遠的
[00:00:25.000 --> 00:00:30.000]  又把自己的冠冕放在寶座前說,就是十一節前面你看到的
[00:00:30.000 --> 00:00:34.000]  我們的主,我們的神,你是配得榮耀尊貴的權能
[00:00:34.000 --> 00:00:42.000]  因為你所創造了萬有,萬有是藉著你的旨意而存在,而被創造的
[00:00:42.000 --> 00:00:46.000]  這二十四位由神所揀選,他忠心的僕人
[00:00:46.000 --> 00:00:51.000]  這二十四位對神的稱眾,清楚表達了一個信念
[00:00:51.000 --> 00:00:54.000]  就是創造的觀念
[00:00:54.000 --> 00:00:59.000]  創造論就是宇宙和世界系神所做的
[00:00:59.000 --> 00:01:03.000]  這個可能你小時候主一學也學過
[00:01:03.000 --> 00:01:07.000]  但這裡更加說出,他是眷顧保守和帶領受造物的主宰
[00:01:07.000 --> 00:01:11.000]  一切都是他的旨意,下邊受創造運轉
[00:01:11.000 --> 00:01:15.000]  就是說,萬物不是沒有意義
[00:01:15.000 --> 00:01:18.000]  萬物不是由或然率所產生
[00:01:18.000 --> 00:01:23.000]  世界也不是受到莫名其妙的命運所左右
[00:01:23.000 --> 00:01:26.000]  萬物既是因為神的旨意而受造
[00:01:26.000 --> 00:01:32.000]  就是說,接著所發生的事,包括人類的歷史,你個人所遭遇的
[00:01:32.000 --> 00:01:36.000]  都可以按照他所想的而前行
[00:01:36.000 --> 00:01:42.000]  宇宙和萬物,甚至世界,這樣聽好像很闊的範圍
[00:01:42.000 --> 00:01:49.000]  大聖經是寫給你和我看的,寫給人類看的
[00:01:49.000 --> 00:01:53.000]  作為一個人生的地圖
[00:01:53.000 --> 00:01:55.000]  這是以古的楊穆古牧師所說的
[00:01:55.000 --> 00:01:59.000]  他說,創造論就是一張人生正確的地圖
[00:01:59.000 --> 00:02:04.000]  他在書裡這樣說,人如何立身處世,就是取決於很多的因素
[00:02:04.000 --> 00:02:10.000]  其中最決定的是他怎樣對這個世界有甚麼看法
[00:02:10.000 --> 00:02:14.000]  他怎樣看這個世界,就直接影響他的處事為人
[00:02:14.000 --> 00:02:23.000]  而創造論所提供的就是一張按我們被創造的用意,那個purpose而製成的一個地圖
[00:02:23.000 --> 00:02:26.000]  頂著我們的確要承認,每每我們讀關於創世紀的技術
[00:02:26.000 --> 00:02:30.000]  我們很自然會按照現今我們的思想的訓練
[00:02:30.000 --> 00:02:35.000]  意圖從聖經中間問出一個科學的理據來
[00:02:35.000 --> 00:02:40.000]  不過你都知道,聖經不是科學重書,也不是bikipedia
[00:02:40.000 --> 00:02:44.000]  更加不是google,讓你輸入任何的視窮中榨取答案
[00:02:44.000 --> 00:02:50.000]  近代的色經學者已經指出,創世紀的重點不在於這個世界的物質是怎樣造成
[00:02:50.000 --> 00:02:52.000]  不是那個how
[00:02:52.000 --> 00:02:55.000]  我們說,不是,明明創世紀一章一節就是這樣說的
[00:02:55.000 --> 00:02:57.000]  起初神創造天地
[00:02:57.000 --> 00:03:00.000]  不是就是在說天和地是怎樣來的嗎
[00:03:00.000 --> 00:03:03.000]  how,世界是怎樣來的嗎
[00:03:03.000 --> 00:03:08.000]  how,這個一章一節真的好像一個標題
[00:03:08.000 --> 00:03:12.000]  當然這裡所說的天地是象徵整個的受造界
[00:03:12.000 --> 00:03:17.000]  若果按照經文脈絡,是去到第八節才說天出現,即是第二天
[00:03:17.000 --> 00:03:21.000]  去到第十節,即是第三天,地才出現
[00:03:21.000 --> 00:03:25.000]  反而我要問你,讀經的時候會不會這樣去問
[00:03:25.000 --> 00:03:31.000]  在這個第一天以前,為甚麼已經有深淵
[00:03:31.000 --> 00:03:35.000]  為甚麼有空虛混沌的地和黑暗
[00:03:35.000 --> 00:03:42.000]  看來這個經文不是要討論那個哲學上說的那些從無造有的問題
[00:03:42.000 --> 00:03:47.000]  而是強調上帝在一片混亂荒涼的狀態
[00:03:47.000 --> 00:03:52.000]  包括面對希伯來人體為邪惡象徵的大水的深淵
[00:03:52.000 --> 00:03:56.000]  在一片的黑暗裡面,神有甚麼作為
[00:03:56.000 --> 00:04:00.000]  幾天前新聞才報導,美國太空總署的科學家呼籲
[00:04:00.000 --> 00:04:04.000]  盡快再度前往探索天王星
[00:04:04.000 --> 00:04:10.000]  天王星若果你有些理解,是以氣體、冰和水所組成的星球
[00:04:10.000 --> 00:04:14.000]  只有它的地核,即是最中間的地方是岩石
[00:04:14.000 --> 00:04:16.000]  其他全部都被水所包圍著
[00:04:16.000 --> 00:04:20.000]  基本上太空船是沒有辦法有陸地可以降落的
[00:04:20.000 --> 00:04:25.000]  而且天王星上面的風速,根據之前的航行者2號所探測
[00:04:25.000 --> 00:04:29.000]  這個星球的平均風速是每小時300公里
[00:04:29.000 --> 00:04:32.000]  即是風有多強
[00:04:32.000 --> 00:04:36.000]  2018年的時候,10號超級颱風山竹襲港
[00:04:36.000 --> 00:04:39.000]  你應該歷歷在目的,你記得你樓下的樹是怎樣塌的
[00:04:39.000 --> 00:04:41.000]  你家裡的窗是怎樣噴噴噴的
[00:04:41.000 --> 00:04:49.000]  它那時候那麼強的颱風,最高的風力是每小時250公里
[00:04:49.000 --> 00:04:55.000]  剛才說天王星是平均,一路都是300公里
[00:04:55.000 --> 00:05:00.000]  所以你可以想像,即是一個完全沒有辦法居住的狀態
[00:05:00.000 --> 00:05:04.000]  我們大概可以用這些去猜想
[00:05:04.000 --> 00:05:10.000]  在創造前的空虛混沌的狀態,完全不能居住的情景
[00:05:10.000 --> 00:05:15.000]  經過六日的創造,學者都指出,這六日分為三組
[00:05:15.000 --> 00:05:19.000]  很簡單說,對應著創造的三個問題
[00:05:19.000 --> 00:05:22.000]  空虛混沌的地,深淵和黑暗
[00:05:22.000 --> 00:05:26.000]  第一日和第四日的光和光體是針對著黑暗
[00:05:26.000 --> 00:05:29.000]  第二日和第五日的窮倉,天上的鳥
[00:05:29.000 --> 00:05:32.000]  海裡的魚是針對深淵
[00:05:32.000 --> 00:05:38.000]  第三和第六日的陸地和其上的動物是針對著空虛混沌,不能居住的地
[00:05:38.000 --> 00:05:46.000]  這樣經過神的創造之後,這個世界變為井井有條界線分明,各從其類有秩序
[00:05:46.000 --> 00:05:49.000]  我們說這個不是在說孝,牧師
[00:05:49.000 --> 00:05:51.000]  世界是怎樣來的
[00:05:51.000 --> 00:05:58.000]  但你想想,從一章一節開始,創世的技術是否真的讓你一探世界形成的過程
[00:05:58.000 --> 00:06:03.000]  其實,若果你是孩子的時候,你都可能問過裡面有沒有恐龍,恐龍在哪一段時間出現
[00:06:03.000 --> 00:06:07.000]  長大後,你可能去問黑洞在哪裏來的
[00:06:07.000 --> 00:06:09.000]  這些全部都沒有說
[00:06:09.000 --> 00:06:14.000]  反而創世的焦點從頭到尾都是在說誰
[00:06:14.000 --> 00:06:16.000]  Who
[00:06:16.000 --> 00:06:18.000]  我們常常留在表面的「How」
[00:06:18.000 --> 00:06:20.000]  去問「Creation」
[00:06:20.000 --> 00:06:25.000]  但其實更重要的是,創世的一開始一章一節,以此為標題是誰
[00:06:25.000 --> 00:06:28.000]  Who創造、掌管天地
[00:06:28.000 --> 00:06:30.000]  誰是當中的「主」
[00:06:30.000 --> 00:06:32.000]  Who
[00:06:32.000 --> 00:06:36.000]  當然,我們從《信經》很理解,記得神
[00:06:36.000 --> 00:06:41.000]  而《信經》從開頭結尾兩卷書,首尾呼應這個主子
[00:06:41.000 --> 00:06:43.000]  誰是主?誰是掌管?
[00:06:43.000 --> 00:06:52.000]  從起初到末後,從以前,今天到未來,誰仍然在主宰?
[00:06:52.000 --> 00:06:57.000]  創天造地的主,我們的神
[00:06:57.000 --> 00:07:01.000]  這樣去看的時候,的確仍然是可以很遙遠的
[00:07:01.000 --> 00:07:06.000]  神可以高高在上,遙不可及
[00:07:06.000 --> 00:07:09.000]  前見道院長梁家倫博士說得好
[00:07:09.000 --> 00:07:14.000]  他說,其實我們毋須相信上帝的存在
[00:07:14.000 --> 00:07:16.000]  你聽清楚
[00:07:16.000 --> 00:07:20.000]  卻是要相信存在著的上帝
[00:07:20.000 --> 00:07:22.000]  我再說多一次
[00:07:22.000 --> 00:07:24.000]  我們毋須相信上帝的存在
[00:07:24.000 --> 00:07:27.000]  卻是要相信存在著的上帝
[00:07:27.000 --> 00:07:30.000]  相信並不是一個理論
[00:07:30.000 --> 00:07:34.000]  相信是否能夠投入與祂的來往
[00:07:34.000 --> 00:07:38.000]  按照這個對象的決定而接著行動
[00:07:38.000 --> 00:07:41.000]  有一次我和孩子去到一個地方旅行
[00:07:41.000 --> 00:07:47.000]  在公園的樹林裡,樹林區有一個攀爬的設施
[00:07:47.000 --> 00:07:51.000]  是以繩、車輪、木條所組成的
[00:07:51.000 --> 00:07:53.000]  它不是普通的繩網
[00:07:53.000 --> 00:07:56.000]  而是一個在很多棵樹
[00:07:56.000 --> 00:08:00.000]  用這些繩、車輪、木條串連成的一條通道
[00:08:00.000 --> 00:08:05.000]  在三米高的樹頂上行走
[00:08:05.000 --> 00:08:08.000]  在上面爬人要扶著一條繩
[00:08:08.000 --> 00:08:10.000]  然後走在那些繩
[00:08:10.000 --> 00:08:13.000]  或者只是一個搖搖晃晃的車輪
[00:08:13.000 --> 00:08:15.000]  或者搖來搖去的木板條
[00:08:15.000 --> 00:08:17.000]  從這棵樹走到那棵樹
[00:08:17.000 --> 00:08:20.000]  然後再從另一棵樹走到那棵樹
[00:08:20.000 --> 00:08:24.000]  整個過程大約是二十至三十分鐘
[00:08:24.000 --> 00:08:26.000]  當然有安全設備
[00:08:26.000 --> 00:08:29.000]  不過當爬在上面的時候
[00:08:29.000 --> 00:08:32.000]  我們在下面觀看的人其實覺得不難
[00:08:32.000 --> 00:08:33.000]  你還不知道?
[00:08:33.000 --> 00:08:34.000]  跟上面的人說
[00:08:34.000 --> 00:08:36.000]  你就踩著腳過旁邊的木板就可以了
[00:08:36.000 --> 00:08:39.000]  然後換另一隻手去捉另一條繩
[00:08:39.000 --> 00:08:40.000]  就可以過去了
[00:08:40.000 --> 00:08:41.000]  如果你見到一個車輪
[00:08:41.000 --> 00:08:46.000]  然後踩著另一個車輪就可以爬過去了
[00:08:46.000 --> 00:08:48.000]  一路一路去表達
[00:08:48.000 --> 00:08:52.000]  我想藉著這個例子去形容什麼叫相信
[00:08:52.000 --> 00:08:54.000]  就是當我告訴我的孩子
[00:08:54.000 --> 00:08:56.000]  一個不知道怎樣前行的孩子
[00:08:56.000 --> 00:08:58.000]  他要踏前一步
[00:08:58.000 --> 00:09:02.000]  踩著那條看來搖搖晃晃的木條的時候
[00:09:02.000 --> 00:09:04.000]  這個孩子就要決定
[00:09:04.000 --> 00:09:06.000]  他聽還是不聽
[00:09:06.000 --> 00:09:08.000]  他聽還是不聽
[00:09:08.000 --> 00:09:11.000]  這不是戰狼一個無關痛癢的建議
[00:09:11.000 --> 00:09:13.000]  而是他在一個高空三米的地方
[00:09:13.000 --> 00:09:15.000]  腳下只有麻繩一條的時候
[00:09:15.000 --> 00:09:16.000]  他願不願意
[00:09:16.000 --> 00:09:20.000]  好像把他的生命很害怕掉下去的情況
[00:09:20.000 --> 00:09:24.000]  來按照我給他的說話
[00:09:24.000 --> 00:09:26.000]  願意這樣去做呢?
[00:09:26.000 --> 00:09:28.000]  去行動呢?
[00:09:28.000 --> 00:09:30.000]  當他願意踏出那一步的時候
[00:09:30.000 --> 00:09:32.000]  這個就是相信
[00:09:32.000 --> 00:09:34.000]  至少在那一刻
[00:09:34.000 --> 00:09:36.000]  對於我這個人
[00:09:36.000 --> 00:09:38.000]  對於他發出指示的人
[00:09:38.000 --> 00:09:40.000]  是他可以信任的
[00:09:40.000 --> 00:09:41.000]  為什麼?
[00:09:41.000 --> 00:09:46.000]  因為我們是父子的關係
[00:09:46.000 --> 00:09:49.000]  他認識我這個父親
[00:09:49.000 --> 00:09:50.000]  加上尤其那一次
[00:09:50.000 --> 00:09:54.000]  我是和這個十歲的孩子一起在上面爬的
[00:09:54.000 --> 00:09:56.000]  不過我承認我是有限制的父親
[00:09:56.000 --> 00:09:57.000]  我們沒有辦法用這個形象
[00:09:57.000 --> 00:10:01.000]  完全去投射在全能的父上面
[00:10:01.000 --> 00:10:03.000]  神是全能的
[00:10:03.000 --> 00:10:04.000]  祂是全能的父
[00:10:04.000 --> 00:10:05.000]  那又是什麼意思呢?
[00:10:05.000 --> 00:10:07.000]  我們常常都從神做到些什麼
[00:10:07.000 --> 00:10:08.000]  做不到些什麼
[00:10:08.000 --> 00:10:10.000]  去理解這句說話
[00:10:10.000 --> 00:10:13.000]  於是有人會開出一個邏輯不通的笑談
[00:10:13.000 --> 00:10:15.000]  問神能不能夠做出一顆
[00:10:15.000 --> 00:10:17.000]  祂不能夠搬動的石頭
[00:10:17.000 --> 00:10:18.000]  以為論證到了
[00:10:18.000 --> 00:10:19.000]  無論做出或者做不出
[00:10:19.000 --> 00:10:22.000]  都否定了神的全能
[00:10:22.000 --> 00:10:23.000]  其實這一類的問題
[00:10:23.000 --> 00:10:24.000]  就好像在問人
[00:10:24.000 --> 00:10:27.000]  你可不可以畫出一個圓的三角形一樣
[00:10:27.000 --> 00:10:32.000]  或者你去畫出一個黑色的白兔一樣
[00:10:32.000 --> 00:10:34.000]  不通的
[00:10:34.000 --> 00:10:35.000]  理解全能的父頂智慧
[00:10:35.000 --> 00:10:39.000]  不是從這個角度去理解的能力
[00:10:39.000 --> 00:10:41.000]  那可以怎麼理解呢?
[00:10:41.000 --> 00:10:43.000]  大概我們可以試試從今天的選段
[00:10:43.000 --> 00:10:46.000]  《創世紀》的十六章入手
[00:10:46.000 --> 00:10:50.000]  這一段的技術並沒有遙陷天地的神蹟
[00:10:50.000 --> 00:10:53.000]  它有點像今天我們所看到的那些爭產劇
[00:10:53.000 --> 00:10:56.000]  皇室爭寵的家庭糾紛
[00:10:56.000 --> 00:10:59.000]  事情的前因你都知道
[00:10:59.000 --> 00:11:01.000]  總之上帝呼召阿伯蘭
[00:11:01.000 --> 00:11:02.000]  那時候他七十五歲
