
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,願你們平安
[00:00:04.000 --> 00:00:08.000]  我相信大家都會記得主耶穌曾經說
[00:00:08.000 --> 00:00:12.000]  「我將我的平安賜給你們」
[00:00:12.000 --> 00:00:16.000]  因此我們在今天無論我們的環境如何
[00:00:16.000 --> 00:00:18.000]  我們都可以放膽
[00:00:18.000 --> 00:00:23.000]  憑著在我們裡面這一份屬於主的平安
[00:00:23.000 --> 00:00:26.000]  我們可以坦然去面對
[00:00:26.000 --> 00:00:29.000]  面對一切叫我們不安的事
[00:00:29.000 --> 00:00:33.000]  因為主的平安已經在我們心裡面
[00:00:33.000 --> 00:00:35.000]  各位弟兄姊妹在不同的地方
[00:00:35.000 --> 00:00:36.000]  一起在網上崇拜
[00:00:36.000 --> 00:00:37.000]  或者你在家中
[00:00:37.000 --> 00:00:39.000]  或者你在不同的角落
[00:00:39.000 --> 00:00:40.000]  這個時候
[00:00:40.000 --> 00:00:42.000]  如果你身邊有一些家人、朋友
[00:00:42.000 --> 00:00:44.000]  你都跟他們說一句
[00:00:44.000 --> 00:00:46.000]  願你平安,好嗎?
[00:00:46.000 --> 00:00:49.000]  大家彼此的,你都去勉勵
[00:00:49.000 --> 00:00:56.000]  我們再一起動心祈禱
[00:00:59.000 --> 00:01:01.000]  主耶穌,我們感謝祢
[00:01:01.000 --> 00:01:03.000]  祢的確是那位
[00:01:03.000 --> 00:01:07.000]  掌管天地萬有的主宰
[00:01:07.000 --> 00:01:10.000]  主耶穌,祢在世上
[00:01:10.000 --> 00:01:13.000]  當祢發覺祢的門徒
[00:01:13.000 --> 00:01:16.000]  有擔憂、有恐懼的時候
[00:01:16.000 --> 00:01:18.000]  祢很清楚告訴我們
[00:01:18.000 --> 00:01:22.000]  祢留下平安給我們
[00:01:22.000 --> 00:01:25.000]  主耶穌,讓我們不忘記祢這份英許
[00:01:25.000 --> 00:01:29.000]  我們都常常靠著祢所賜給我們
[00:01:29.000 --> 00:01:32.000]  屬於祢的一份心中的平安
[00:01:32.000 --> 00:01:35.000]  去面對一切的挑戰
[00:01:35.000 --> 00:01:36.000]  如今我們到祢面前
[00:01:36.000 --> 00:01:39.000]  感謝祢讓我們可以敬拜祢
[00:01:39.000 --> 00:01:40.000]  也感謝祢賜下
[00:01:40.000 --> 00:01:42.000]  祢自己聖經的恩言
[00:01:42.000 --> 00:01:45.000]  祢自己聖靈的工作
[00:01:45.000 --> 00:01:48.000]  讓我們在祢面前可以領受恩惠
[00:01:48.000 --> 00:01:51.000]  如今求主除去一切的障礙
[00:01:51.000 --> 00:01:52.000]  無論環境的
[00:01:52.000 --> 00:01:54.000]  或者我們心靈裡面的
[00:01:54.000 --> 00:01:57.000]  祢抹去一切的阻礙
[00:01:57.000 --> 00:01:59.000]  讓我們在祢恩典裡面
[00:01:59.000 --> 00:02:02.000]  我們一同領受祢自己的教導
[00:02:02.000 --> 00:02:04.000]  求祢施恩
[00:02:04.000 --> 00:02:05.000]  我們仰望祈禱
[00:02:05.000 --> 00:02:08.000]  奉耶穌基督的聖名求
[00:02:08.000 --> 00:02:09.000]  阿們
[00:02:24.000 --> 00:02:27.000]  我留意疫情的發展的時候
[00:02:27.000 --> 00:02:30.000]  都留意到一個很意外的事情
[00:02:30.000 --> 00:02:33.000]  就是原來新冠肺炎的疫情
[00:02:33.000 --> 00:02:35.000]  也引發了很多
[00:02:35.000 --> 00:02:38.000]  世界不同地方糧食供應的問題
[00:02:38.000 --> 00:02:39.000]  我想開始的時候
[00:02:39.000 --> 00:02:41.000]  稍微講一講這方面
[00:02:41.000 --> 00:02:42.000]  看到很多不同的報導
[00:02:42.000 --> 00:02:44.000]  講到在世界不同的地方
[00:02:44.000 --> 00:02:46.000]  不單止有肺炎的問題
[00:02:46.000 --> 00:02:48.000]  也都有很多國家
