
[00:00:00.000 --> 00:00:02.000]  丁兄姐妹早安
[00:00:02.000 --> 00:00:05.000]  我渴望了這個日子很久了
[00:00:05.000 --> 00:00:10.000]  就是不需要戴口罩
[00:00:10.000 --> 00:00:16.000]  但是會不會再戴上呢
[00:00:16.000 --> 00:00:19.000]  大家認為呢
[00:00:19.000 --> 00:00:21.000]  你們認為怎麼樣呢
[00:00:21.000 --> 00:00:25.000]  會不會可能又要強迫再戴口罩呢
[00:00:28.000 --> 00:00:30.000]  神知道的
[00:00:30.000 --> 00:00:32.000]  神知道的
[00:00:32.000 --> 00:00:38.000]  使徒保羅創立了以夫所教會
[00:00:38.000 --> 00:00:41.000]  使徒保羅創立了以夫所教會
[00:00:41.000 --> 00:00:46.000]  他對這個他花了三年多去教導信徒的教會
[00:00:46.000 --> 00:00:49.000]  是有很恩賜的期望
[00:00:49.000 --> 00:00:54.000]  他對這個他花了三年去成立的以夫所教會
[00:00:54.000 --> 00:00:57.000]  是有很殷切的期望的
[00:00:57.000 --> 00:00:59.000]  今天我們就讓我們一起看
[00:00:59.000 --> 00:01:03.000]  以夫所書的第三章十四至二十一節
[00:01:03.000 --> 00:01:05.000]  今天就讓我們一同來看看
[00:01:05.000 --> 00:01:08.000]  以夫所書三章十四到二十一節
[00:01:08.000 --> 00:01:13.000]  這個保羅是為以夫所信徒向神作出的禱告
[00:01:13.000 --> 00:01:17.000]  這個是保羅向以夫所的信徒所作出的禱告
[00:01:17.000 --> 00:01:20.000]  有兩個重要的問題一定要問
[00:01:20.000 --> 00:01:22.000]  有兩個重要的問題一定要問
[00:01:22.000 --> 00:01:27.000]  使徒保羅是為信徒向神求什麼呢
[00:01:27.000 --> 00:01:29.000]  第一個問題就是問
[00:01:29.000 --> 00:01:33.000]  使徒保羅為信徒向神祈求什麼呢
[00:01:33.000 --> 00:01:34.000]  第二個問題就是說
[00:01:34.000 --> 00:01:38.000]  他希望神在信徒身上成就什麼事情呢
[00:01:38.000 --> 00:01:40.000]  第二個問題是問他
[00:01:40.000 --> 00:01:44.000]  希望神在信徒身上成就了什麼事情呢
[00:01:44.000 --> 00:01:49.000]  這段經文基本上可以分成三個部份的
[00:01:49.000 --> 00:01:52.000]  這段經文基本上可以分成三個部份的
[00:01:52.000 --> 00:01:57.000]  第一個就是禱告的引言
[00:01:57.000 --> 00:02:00.000]  第一個就是禱告的引言
[00:02:00.000 --> 00:02:04.000]  請讀出十四節至十五節
[00:02:04.000 --> 00:02:05.000]  三章十四節
[00:02:05.000 --> 00:02:10.000]  因此我在我父面前屈膝十五節
[00:02:10.000 --> 00:02:14.000]  天上地上的各家都是從他得名
[00:02:14.000 --> 00:02:17.000]  使徒保羅向父祈禱
[00:02:17.000 --> 00:02:19.000]  使徒保羅向父祈禱
[00:02:19.000 --> 00:02:23.000]  留意祂的禱告的姿勢
[00:02:23.000 --> 00:02:25.000]  留意祂的禱告的姿勢
[00:02:25.000 --> 00:02:28.000]  祂不是一般的站起來的
[00:02:28.000 --> 00:02:29.000]  祂不是一般的站起來的
[00:02:29.000 --> 00:02:34.000]  而是跪下來的
[00:02:34.000 --> 00:02:38.000]  而是跪下來的
[00:02:38.000 --> 00:02:41.000]  如果我們看第十三節
[00:02:41.000 --> 00:02:43.000]  如果我們看第十三節
[00:02:43.000 --> 00:02:48.000]  所以我求你們不要因為我為你們所受的患難而喪膽
[00:02:48.000 --> 00:02:50.000]  這原是你們的榮耀
[00:02:50.000 --> 00:02:55.000]  保羅是為福音忍受了很多的患難
[00:02:55.000 --> 00:02:58.000]  保羅是為福音忍受了很多的患難
[00:02:58.000 --> 00:03:06.000]  但是祂求你們不要因為保羅所受的患難而喪膽
[00:03:06.000 --> 00:03:10.000]  但是祂求你們不要因為祂所受的患難而喪膽
[00:03:10.000 --> 00:03:15.000]  因為祂的祈禱是不受苦難的影響的
[00:03:15.000 --> 00:03:19.000]  因為祂的祈禱是不受苦難的影響的
[00:03:19.000 --> 00:03:22.000]  使徒保羅是一個很敬虔的人
[00:03:22.000 --> 00:03:25.000]  使徒保羅是一個非常敬虔的人
[00:03:25.000 --> 00:03:30.000]  所以祂就跪下向神祈禱
[00:03:30.000 --> 00:03:32.000]  所以祂就跪下來向神禱告
[00:03:32.000 --> 00:03:33.000]  為甚麼呢
[00:03:33.000 --> 00:03:34.000]  為甚麼呢
[00:03:34.000 --> 00:03:37.000]  因為父是全世界的父
[00:03:37.000 --> 00:03:39.000]  因為父是全世界的父
[00:03:39.000 --> 00:03:41.000]  是超過男女的性別
[00:03:41.000 --> 00:03:43.000]  是超過男女的性別
[00:03:43.000 --> 00:03:45.000]  高高在上的神
[00:03:45.000 --> 00:03:46.000]  高高在上的神
[00:03:46.000 --> 00:03:50.000]  天上地上的每一個教會
[00:03:50.000 --> 00:03:52.000]  天上地上的每一個教會
[00:03:52.000 --> 00:03:55.000]  每一個人類的群體
[00:03:55.000 --> 00:03:58.000]  每一個人類的群體
[00:03:58.000 --> 00:04:00.000]  以及一切的受造物
[00:04:00.000 --> 00:04:02.000]  父都有祂的主權
[00:04:02.000 --> 00:04:04.000]  以及一切的受造物
[00:04:04.000 --> 00:04:06.000]  父都有祂的主權
[00:04:06.000 --> 00:04:08.000]  因為祂是至高無上的
[00:04:08.000 --> 00:04:10.000]  因為祂是至高無上的
[00:04:10.000 --> 00:04:13.000]  難怪先知義塞亞
[00:04:13.000 --> 00:04:17.000]  在義塞亞書45章23節這樣說
[00:04:17.000 --> 00:04:19.000]  難怪以塞亞書是在
[00:04:19.000 --> 00:04:21.000]  難怪以塞亞書是在
[00:04:21.000 --> 00:04:25.000]  以塞亞書這麼說的
[00:04:25.000 --> 00:04:27.000]  45章23節這樣子說
[00:04:27.000 --> 00:04:31.000]  萬失必向祂跪拜
