
[00:00:00.000 --> 00:00:04.840]  有一對退休的夫婦在澳洲
[00:00:04.840 --> 00:00:08.040]  他們想申請老人金
[00:00:08.040 --> 00:00:10.280]  不過大家都知道老人金是有上限的
[00:00:10.280 --> 00:00:12.680]  他們的房子的價錢過了上限
[00:00:12.680 --> 00:00:14.080]  就是申請不到
[00:00:14.080 --> 00:00:15.140]  他們就說
[00:00:15.140 --> 00:00:17.640]  我們反正將來房子都是給兒子的
[00:00:17.640 --> 00:00:18.880]  不如早點給他吧
[00:00:18.880 --> 00:00:20.440]  給了他之後
[00:00:20.440 --> 00:00:23.440]  我們就可以申請澳洲的老人金
[00:00:23.440 --> 00:00:24.640]  大家都知道
[00:00:24.640 --> 00:00:26.480]  如果是這樣安排的話
[00:00:26.480 --> 00:00:28.800]  你給的那間房子要等五年
[00:00:28.800 --> 00:00:29.840]  等五年
[00:00:29.840 --> 00:00:33.280]  你給出去的那間房子才不當是你自己的資產
[00:00:33.280 --> 00:00:36.240]  在等候期的裡面
[00:00:36.240 --> 00:00:39.120]  兒子一家人就搬進去住了
[00:00:39.120 --> 00:00:41.040]  搬進去跟他的父母住了
[00:00:41.040 --> 00:00:43.200]  不過搬進去住之後沒多久
[00:00:43.200 --> 00:00:47.840]  慢慢他們對老人家的態度開始改變了
[00:00:47.840 --> 00:00:55.160]  漸漸這對夫婦就感受不到兒子的關心
[00:00:55.160 --> 00:00:58.040]  感受不到兒子對他的尊重
[00:00:58.040 --> 00:01:00.160]  更加不要說愛了
[00:01:00.160 --> 00:01:03.440]  每一次當他們回到家裡的時候
[00:01:03.440 --> 00:01:05.440]  沒錯是回到自己的家裡
[00:01:05.440 --> 00:01:06.560]  不過
[00:01:06.560 --> 00:01:10.640]  卻是感受不到他們回到自己的地方
[00:01:10.640 --> 00:01:15.720]  不知道大家能不能夠體驗或者感受到這種感覺
[00:01:15.720 --> 00:01:17.320]  這種感覺我可以告訴大家
[00:01:17.320 --> 00:01:20.320]  是一種很傷感的感覺
[00:01:20.320 --> 00:01:21.440]  不過
[00:01:21.440 --> 00:01:22.840]  雖然是傷感
[00:01:22.840 --> 00:01:28.080]  不過這確是時有發生的真實個案
[00:01:28.080 --> 00:01:29.760]  這種不安的情緒
[00:01:29.760 --> 00:01:32.840]  或者甚至可以說是困惑
[00:01:32.840 --> 00:01:35.960]  甚至可能說是憤怒的感覺
[00:01:35.960 --> 00:01:36.760]  今天
[00:01:36.760 --> 00:01:38.960]  剛才我所讀的經文裡面
[00:01:38.960 --> 00:01:42.480]  我們大概都可以感受到那種感受
[00:01:42.480 --> 00:01:43.840]  這段經文告訴我們
[00:01:43.840 --> 00:01:45.920]  神創造這個世界
[00:01:45.920 --> 00:01:47.960]  當神成為肉身
[00:01:47.960 --> 00:01:51.160]  進入祂所創造的世界的時候
[00:01:51.160 --> 00:01:59.360]  不過神卻是沒有受到被造的世人的接待
[00:01:59.360 --> 00:02:00.800]  雖然
[00:02:00.800 --> 00:02:03.920]  祂是創造世界的神
[00:02:03.920 --> 00:02:05.520]  這段經文告訴我們
[00:02:05.520 --> 00:02:08.800]  祂卻不受到世界的接納
[00:02:08.800 --> 00:02:11.520]  反而是被抗拒
[00:02:11.520 --> 00:02:13.080]  我們不禁要問一個問題
[00:02:13.080 --> 00:02:14.360]  不是的
[00:02:14.360 --> 00:02:16.680]  神是全知的
[00:02:16.680 --> 00:02:17.920]  神應該知道
[00:02:17.920 --> 00:02:19.800]  祂這樣來到這個世界的時候
[00:02:19.800 --> 00:02:22.600]  世界是不會歡迎祂的
[00:02:22.600 --> 00:02:24.440]  既然如此
[00:02:24.440 --> 00:02:26.320]  為什麼神還要來呢?
[00:02:26.320 --> 00:02:28.080]  有沒有問過這個問題?
[00:02:28.080 --> 00:02:30.640]  既然祂知道這樣來到這個世界的時候
[00:02:30.640 --> 00:02:34.240]  是不會被世界所歡迎與接受的時候
[00:02:34.240 --> 00:02:39.680]  為什麼仍然要選擇用這樣的方式來到這個世界呢?
[00:02:39.680 --> 00:02:41.960]  今天讓我們通過這段經文
[00:02:41.960 --> 00:02:45.680]  來看看道成肉身的真理
[00:02:45.680 --> 00:02:51.200]  經文一開始的時候
[00:02:51.200 --> 00:02:53.840]  就說太初有道
[00:02:53.840 --> 00:02:56.240]  聽起來好像文言文一樣
[00:02:56.240 --> 00:02:58.480]  太初有道
[00:02:58.480 --> 00:03:01.280]  這四個這麼簡單的字
[00:03:01.280 --> 00:03:03.040]  太初是指什麼呢?
[00:03:03.040 --> 00:03:04.960]  道又是指什麼呢?
[00:03:04.960 --> 00:03:06.840]  如果我們再看下去的時候
[00:03:06.840 --> 00:03:08.080]  經文告訴我們
[00:03:08.080 --> 00:03:11.040]  道與神同在
[00:03:11.040 --> 00:03:12.280]  道就是神
[00:03:12.280 --> 00:03:15.680]  而且整個世界我們今天所見到的物質世界
[00:03:15.680 --> 00:03:19.280]  都是通過道而被造而成的
[00:03:19.280 --> 00:03:21.280]  這樣的描述的時候
[00:03:21.280 --> 00:03:25.680]  我們很難不聯想到另外一節的經文
[00:03:25.680 --> 00:03:26.680]  什麼經文呢?
[00:03:26.680 --> 00:03:28.480]  《創世紀》的一章一節
[00:03:28.480 --> 00:03:29.840]  那裡不是告訴我們
[00:03:29.840 --> 00:03:33.280]  起初神創造天地嗎?
[00:03:33.280 --> 00:03:35.760]  不過這裡約翰所告訴我們
[00:03:35.760 --> 00:03:37.560]  在太初的時候
[00:03:37.560 --> 00:03:41.640]  這個道創造了世界
[00:03:41.640 --> 00:03:43.480]  那這個道是什麼呢?
[00:03:43.480 --> 00:03:47.600]  如果這個世界是被道所創造的時候
[00:03:47.600 --> 00:03:48.400]  很明顯
[00:03:48.400 --> 00:03:53.560]  道在這個世界被造之前已經存在
[00:03:53.560 --> 00:03:56.000]  這個被造包括什麼呢?
[00:03:56.000 --> 00:04:00.560]  神的創造包括我們今天所見到的所有物質的東西
[00:04:00.560 --> 00:04:01.760]  不僅如此
[00:04:01.760 --> 00:04:05.560]  神的創造也包括時間和空間
[00:04:05.560 --> 00:04:06.280]  沒錯
[00:04:06.280 --> 00:04:08.800]  不僅神創造了這個物質的世界
[00:04:08.800 --> 00:04:12.160]  神也造了時間與空間
[00:04:12.160 --> 00:04:15.200]  所以我不知道大家怎麼理解永恆呢?
[00:04:15.200 --> 00:04:16.280]  這樣也要問
[00:04:16.280 --> 00:04:18.600]  永恆就是無盡無窮的歲月
[00:04:18.600 --> 00:04:21.720]  我們揭日曆的時候揭都揭不完
[00:04:21.720 --> 00:04:23.640]  永恆是不是這樣呢?
[00:04:23.640 --> 00:04:24.800]  可以告訴大家
[00:04:24.800 --> 00:04:30.160]  永恆其實並不是無窮無盡的歲月
[00:04:30.160 --> 00:04:33.720]  大家這樣理解有一點不太準確
[00:04:33.720 --> 00:04:40.000]  永恆其實是沒有時間的現在
[00:04:40.000 --> 00:04:42.200]  沒有窮盡的現在
[00:04:42.200 --> 00:04:43.560]  大家可不可以想像到
[00:04:43.560 --> 00:04:47.920]  活在一個世界裡面是沒有時間的世界
[00:04:47.920 --> 00:04:49.160]  今天我們也有時間
[00:04:49.160 --> 00:04:52.640]  有昨天明天與今天
[00:04:52.640 --> 00:04:56.320]  大家想不想像到一個沒有時間的世界是怎樣的呢?
[00:04:56.320 --> 00:04:57.240]  摸不著頭腦
[00:04:57.240 --> 00:04:59.160]  目前想不通
[00:04:59.160 --> 00:05:02.000]  一個沒有時間的世界是怎樣的呢?
[00:05:02.000 --> 00:05:04.200]  如果大家想不通是什麼時候呢?
[00:05:04.200 --> 00:05:05.000]  正常
[00:05:05.000 --> 00:05:07.320]  你是健康精神沒問題的人
[00:05:07.320 --> 00:05:09.360]  因為我們是不應該明白的
[00:05:09.360 --> 00:05:14.520]  因為沒有時間的世界是超乎我們的認知和經驗
[00:05:14.520 --> 00:05:19.200]  我們沒辦法想像到一個如此的世界是怎樣的
[00:05:19.200 --> 00:05:23.600]  不過
[00:05:23.600 --> 00:05:26.680]  聖經告訴我們道卻是知道
[00:05:26.680 --> 00:05:30.480]  為什麼道是在這個時間未創造之前已經存在
[00:05:30.480 --> 00:05:34.200]  它也是來自一個沒有時間的世界裡面
[00:05:34.200 --> 00:05:38.880]  所以他很清楚知道沒有時間的世界是怎樣的
[00:05:38.880 --> 00:05:41.560]  就是說道是永恆的
[00:05:41.560 --> 00:05:45.560]  道是沒有開始也沒有終結
[00:05:45.560 --> 00:05:48.560]  若何就很簡單直接告訴我們
[00:05:48.560 --> 00:05:50.760]  道就是神
[00:05:50.760 --> 00:05:55.520]  這一句其實第一節的經文很精簡地告訴我們一個很重要的
[00:05:55.520 --> 00:05:56.320]  聖經的真理
[00:05:56.320 --> 00:05:58.560]  就是什麼叫做三位一體的真理
[00:05:58.560 --> 00:06:00.920]  什麼叫做三位一體的
[00:06:00.920 --> 00:06:04.280]  玉汗就說道與神同在
[00:06:04.280 --> 00:06:05.960]  道就是神
[00:06:05.960 --> 00:06:08.520]  在這個沒有時間的永恆裡面
[00:06:08.520 --> 00:06:10.880]  道和神就在一起
[00:06:10.880 --> 00:06:14.200]  雖然道與神是不同的位格
[00:06:14.200 --> 00:06:17.880]  但是這兩者是在一個完美的契合當中
[00:06:17.880 --> 00:06:20.600]  也都是一個愛的關係裡面
[00:06:20.600 --> 00:06:23.400]  雖然人永遠沒辦法完全的理解
[00:06:23.400 --> 00:06:25.680]  但是我們應該可以感受得到
[00:06:25.680 --> 00:06:28.000]  這裡所講的那種完美的契合
[00:06:28.000 --> 00:06:30.120]  愛的親密的關係
[00:06:30.120 --> 00:06:38.200]  給我們一種很寧靜、很完美、很親密的感覺
[00:06:38.200 --> 00:06:43.040]  我腦海突然間出現一個很平靜的湖面
[00:06:43.040 --> 00:06:44.800]  平滑如鏡
[00:06:44.800 --> 00:06:47.200]  沒有風浪、沒有絲毫的波紋
[00:06:47.200 --> 00:06:49.720]  很安靜、很恬靜
[00:06:49.720 --> 00:06:51.760]  不過突然之間
[00:06:51.760 --> 00:06:55.680]  一個大石丟到湖中心那裡
[00:06:55.680 --> 00:06:57.240]  會有什麼情況發生
[00:06:57.240 --> 00:06:58.760]  水花四濺
[00:06:58.760 --> 00:06:59.720]  接著呢
[00:06:59.720 --> 00:07:04.480]  漣漪一路的來到擴散整個湖面
[00:07:04.480 --> 00:07:09.840]  約翰告訴我們
[00:07:09.840 --> 00:07:12.280]  道創造世界
[00:07:12.280 --> 00:07:14.240]  成為
[00:07:14.240 --> 00:07:16.760]  有一天成為人的樣式
[00:07:16.760 --> 00:07:18.880]  進入人的世界
[00:07:18.880 --> 00:07:20.280]  這個世界
[00:07:20.280 --> 00:07:24.720]  由於這個道進入的原因
[00:07:24.720 --> 00:07:26.200]  不再一樣
[00:07:26.200 --> 00:07:28.040]  從此不再一樣
[00:07:28.040 --> 00:07:31.040]  就像我們剛才所講的一個漣漪
[00:07:31.040 --> 00:07:35.200]  一路的來到劃破整個平靜的湖面一樣
[00:07:35.200 --> 00:07:37.680]  如果告訴我這個不一樣就是
[00:07:37.680 --> 00:07:38.640]  為什麼
[00:07:38.640 --> 00:07:46.040]  因為這個道將因典和真理帶入這個世界裡面
[00:07:46.040 --> 00:07:48.320]  約翰在這裡也告訴我們
[00:07:48.320 --> 00:07:52.200]  我見過這個道的
[00:07:52.200 --> 00:07:56.040]  榮美
[00:07:56.040 --> 00:08:04.040]  因為他見過這個道進入人間時候所帶來的因典和真理
[00:08:04.040 --> 00:08:07.920]  連這個榮光就是獨生子的榮光
[00:08:07.920 --> 00:08:08.920]  有人說
[00:08:08.920 --> 00:08:15.880]  這個是耶穌基督將神的因典與真理帶入這個世界
[00:08:15.880 --> 00:08:17.480]  接著我們問的就是
[00:08:17.480 --> 00:08:22.520]  耶穌是不是真的帶因典與真理進入世界
[00:08:22.520 --> 00:08:24.360]  有沒有?
[00:08:24.360 --> 00:08:26.800]  有一次一個瑞麗
[00:08:26.800 --> 00:08:30.040]  路加坊記載一個瑞麗叫撒該
[00:08:30.040 --> 00:08:32.360]  他見到耶穌的時候就跟耶穌說
[00:08:32.360 --> 00:08:35.440]  主啊,我會將我所有一半的給窮人
[00:08:35.440 --> 00:08:38.680]  如果我騙過誰的話,我給他四倍
[00:08:38.680 --> 00:08:40.480]  耶穌接著就說
[00:08:40.480 --> 00:08:43.760]  今天救恩會來到你的家
[00:08:43.760 --> 00:08:44.240]  為什麼?
[00:08:44.240 --> 00:08:46.160]  因為你就是阿巴拉罕的子孫
[00:08:46.160 --> 00:08:50.840]  人子來就是要拯救失喪的人
[00:08:50.840 --> 00:08:56.040]  救恩是主耶穌帶來一個重要的因典
[00:08:56.040 --> 00:08:58.760]  而不單止是給撒該
[00:08:58.760 --> 00:09:02.840]  也給所有繁信主名的人
[00:09:02.840 --> 00:09:07.120]  所以耶穌是將因典與救恩帶進這個世界
[00:09:07.120 --> 00:09:08.200]  那真理呢?
[00:09:08.200 --> 00:09:10.800]  耶穌有沒有將真理帶入世界呢?
[00:09:10.800 --> 00:09:12.680]  耶穌有一次直接的說
[00:09:12.680 --> 00:09:13.560]  他的宣告就是
