
[00:00:00.000 --> 00:00:02.140]  今天是《聖經》主日
[00:00:02.140 --> 00:00:06.520]  我選了一段經文是剛才我們所讀的
[00:00:06.520 --> 00:00:08.000]  很特別的一段經文
[00:00:08.000 --> 00:00:11.720]  保羅最後的一封遺書裏面
[00:00:11.720 --> 00:00:15.880]  一個很感動的訊息
[00:00:15.880 --> 00:00:19.520]  傳給他的承繼人提摩泰
[00:00:19.520 --> 00:00:25.560]  我們剛才讀的經文是提摩泰後書第三章十節至四章八節
[00:00:25.560 --> 00:00:31.480]  我今天講到的題目是讀《聖經》贏具獎
[00:00:31.480 --> 00:00:34.520]  如果我問你對於一個基督徒而言
[00:00:34.520 --> 00:00:36.280]  對於一間教會而言
[00:00:36.280 --> 00:00:39.200]  《聖經》重要嗎?
[00:00:39.200 --> 00:00:41.040]  你會怎麼說?
[00:00:41.040 --> 00:00:42.840]  可能你心裏會想
[00:00:42.840 --> 00:00:44.640]  林牧師你這樣還要問?
[00:00:44.640 --> 00:00:46.560]  你是不是做牧師的?
[00:00:46.560 --> 00:00:47.840]  我做一個評訊徒
[00:00:47.840 --> 00:00:49.520]  我都知道《聖經》重要
[00:00:49.520 --> 00:00:51.440]  《聖經》當然重要
[00:00:51.440 --> 00:00:53.040]  《聖經》非常重要
[00:00:53.040 --> 00:00:54.760]  《聖經》極之重要
[00:00:54.760 --> 00:00:57.640]  沒有一樣東西比《聖經》更加重要
[00:00:57.640 --> 00:00:59.520]  是不是?
[00:00:59.520 --> 00:01:00.480]  是的
[00:01:00.480 --> 00:01:06.920]  所以今天我們有特別的《聖經》主日
[00:01:06.920 --> 00:01:09.680]  我很喜歡這個封面的設計
[00:01:09.680 --> 00:01:13.480]  這個封面設計裏面那個人應該是施洗約翰
[00:01:13.480 --> 00:01:16.040]  施洗約翰在舊約去到新約裏面
[00:01:16.040 --> 00:01:19.120]  是四百年來第一個真的先知
[00:01:19.120 --> 00:01:21.440]  四百年來沒有道可聽
[00:01:21.440 --> 00:01:26.400]  四百年來沒有上帝的話語直至施洗約翰的出現
[00:01:26.400 --> 00:01:30.000]  於是施洗約翰來到宣講上帝的道
[00:01:30.000 --> 00:01:33.280]  宣講悔改的福音
[00:01:33.280 --> 00:01:36.240]  施洗約翰的信息是天國近了
[00:01:36.240 --> 00:01:38.560]  你們應當悔改
[00:01:38.560 --> 00:01:40.560]  施洗約翰和大家說
[00:01:40.560 --> 00:01:42.200]  你將你的工作扔下
[00:01:42.200 --> 00:01:45.560]  你將你的學業暫時拋下
[00:01:45.560 --> 00:01:48.120]  因為有一樣東西你從來沒有想過的
[00:01:48.120 --> 00:01:51.720]  但是是你必須要思想的
[00:01:51.720 --> 00:01:56.960]  就是上帝的國要臨在上帝對罪的審判要來到你的當中
[00:01:56.960 --> 00:02:00.640]  你們必須要悔改
[00:02:00.640 --> 00:02:02.840]  這件事你上學聽不到的
[00:02:02.840 --> 00:02:05.120]  這件事你上班聽不到的
[00:02:05.120 --> 00:02:08.080]  這件事你打開電視你上網
[00:02:08.080 --> 00:02:09.120]  沒有人會跟你說的
[00:02:09.120 --> 00:02:11.480]  但是這件事是最重要的一件事
[00:02:11.480 --> 00:02:15.080]  施洗約翰傳的是獨有的福音
[00:02:15.080 --> 00:02:20.520]  施洗約翰傳的是上帝的話語
[00:02:20.520 --> 00:02:21.480]  我很喜歡這幅畫
[00:02:21.480 --> 00:02:28.680]  因為這幅畫裏面施洗約翰是拿著一支十字架的利劍
[00:02:28.680 --> 00:02:32.360]  因為施洗約翰所傳的是上帝的福音
[00:02:32.360 --> 00:02:35.160]  保羅在這份所書第六章裏面說
[00:02:35.160 --> 00:02:39.400]  你們每一個基督徒都要拿著聖靈的寶劍
[00:02:39.400 --> 00:02:41.520]  聖靈的寶劍是甚麼
[00:02:41.520 --> 00:02:45.640]  是上帝的話語
[00:02:45.640 --> 00:02:49.040]  我想我們這裏大部分人就算你未信耶穌
[00:02:49.040 --> 00:02:52.600]  你都會覺得聖經是很重要的
[00:02:52.600 --> 00:03:00.920]  但是假如今天上帝差派幾個天使在我們當中做神秘顧客
[00:03:00.920 --> 00:03:03.520]  知不知道甚麼是神秘顧客
[00:03:03.520 --> 00:03:09.720]  他派一個人來其實是在評價你的店
[00:03:09.720 --> 00:03:13.040]  如果上帝差派一些天使在我們當中
[00:03:13.040 --> 00:03:14.560]  今天走進來清崇
[00:03:14.560 --> 00:03:17.160]  走進來公理堂做神秘顧客
[00:03:17.160 --> 00:03:19.160]  去看看我們的崇拜
[00:03:19.160 --> 00:03:21.200]  去聽聽我們所選的歌
[00:03:21.200 --> 00:03:26.200]  我們選的歌是以人為中心還是以上帝為中心
[00:03:26.200 --> 00:03:33.480]  我們的祈禱是貼近上帝的心意還是貼近我們的心意呢
[00:03:33.480 --> 00:03:37.680]  我們所傳的道有沒有天國的大能呢
[00:03:37.680 --> 00:03:45.760]  再講我們當中的聽眾有沒有用心去期待
[00:03:45.760 --> 00:03:48.640]  有沒有執意去聽聽上帝的道
[00:03:48.640 --> 00:03:51.600]  如果我們當中真的有這些天使
[00:03:51.600 --> 00:03:53.880]  真的有這些神秘的顧客
[00:03:53.880 --> 00:03:59.520]  他會怎樣評分我們的教會我們的崇拜
[00:03:59.520 --> 00:04:02.320]  假如這些天使不單止在這裏出現
[00:04:02.320 --> 00:04:05.600]  也跟著你回到你的家
[00:04:05.600 --> 00:04:08.480]  不單止是在星期日裏面做神秘的顧客
[00:04:08.480 --> 00:04:14.000]  星期一至六都是在做你自己個人的神秘顧客
