
[00:00:00.000 --> 00:00:08.620]  今天我想就跟大家開始再繼續地來分享《格洛西書》
[00:00:08.620 --> 00:00:17.860]  我們在去年底我們講到《格洛西書》的第一章了
[00:00:17.860 --> 00:00:21.580]  《格洛西書》裡面在講的是什麼呢
[00:00:21.580 --> 00:00:24.300]  其實《格洛西書》是非常重要的
[00:00:24.300 --> 00:00:28.260]  在整個可以說是保羅書信的裡面
[00:00:28.260 --> 00:00:31.620]  它是講到有關基督論的
[00:00:31.620 --> 00:00:33.620]  基督論
[00:00:33.620 --> 00:00:36.080]  所以《格洛西書》裡面讓我們看見
[00:00:36.080 --> 00:00:38.540]  到底基督是誰
[00:00:38.540 --> 00:00:39.940]  前幾公子妹
[00:00:39.940 --> 00:00:43.780]  整本聖經裡面不管是舊約聖經或者新約聖經
[00:00:43.780 --> 00:00:45.820]  都讓我們看見一件事情
[00:00:45.820 --> 00:00:49.580]  舊約在預表基督
[00:00:49.580 --> 00:00:52.980]  新約告訴我們基督是誰
[00:00:52.980 --> 00:00:55.460]  讓我們認識耶穌基督
[00:00:55.460 --> 00:01:00.460]  所以前幾公子妹你讀聖經的時候
[00:01:00.460 --> 00:01:02.620]  不是只是讀自具
[00:01:02.620 --> 00:01:10.580]  更重要的是讓我們因此更多地認識耶穌基督
[00:01:10.580 --> 00:01:15.460]  跟你旁邊說你要專心聽
[00:01:15.460 --> 00:01:20.860]  阿門
[00:01:20.860 --> 00:01:23.500]  前幾公子妹
[00:01:23.500 --> 00:01:28.740]  我們一起來讀格洛西書第二章一到五節
[00:01:28.740 --> 00:01:44.500]  格洛西書第二章一到五節
[00:01:44.500 --> 00:01:52.820]  我們的 PowerPoint 去哪裡了
[00:01:52.820 --> 00:01:54.940]  前幾公子妹
[00:01:54.940 --> 00:01:58.260]  你有帶聖經嗎
[00:01:58.260 --> 00:02:01.420]  有沒有
[00:02:01.420 --> 00:02:04.300]  那個不要指望這個好不好
[00:02:04.300 --> 00:02:10.740]  今天其實我就是那個先關掉
[00:02:10.740 --> 00:02:13.060]  你的聖經在哪裡
[00:02:13.060 --> 00:02:17.260]  如果沒有紙本聖經有手機的有沒有
[00:02:17.260 --> 00:02:21.140]  如果你什麼都沒有
[00:02:21.140 --> 00:02:27.820]  你跟你旁邊的說可不可以借我看一下
[00:02:27.820 --> 00:02:34.860]  前幾公子妹我覺得現在媒體太發達到一個地步
[00:02:34.860 --> 00:02:39.780]  我們都變懶了有沒有
[00:02:39.780 --> 00:02:42.580]  哪一天 AI 出來了
[00:02:42.580 --> 00:02:46.140]  也不必背聖經了
[00:02:46.140 --> 00:02:49.100]  你剛才講說格洛西書第一章一到五節
[00:02:49.100 --> 00:02:51.540]  他馬上唸給你聽
[00:02:51.540 --> 00:02:52.380]  他現在說什麼
[00:02:52.380 --> 00:02:54.300]  那個沒有辦法代替的
[00:02:54.300 --> 00:02:55.780]  你一定要自己讀聖經
[00:02:55.780 --> 00:02:59.140]  你一定要自己背聖經
[00:02:59.140 --> 00:03:02.460]  除非你的腦袋變成是 AI
[00:03:02.460 --> 00:03:06.220]  否則你的腦袋需要神的話
[00:03:06.220 --> 00:03:08.580]  我們一起來讀第一節到第五節
[00:03:08.580 --> 00:03:09.820]  來 預備
[00:03:09.820 --> 00:03:11.220]  請弟兄姐妹一節
[00:03:11.220 --> 00:03:11.780]  輪流來
[00:03:11.780 --> 00:03:12.580]  弟兄先來
[00:03:12.580 --> 00:03:13.780]  第一節 請
[00:03:13.780 --> 00:03:15.940]  我願意你們曉得
[00:03:15.940 --> 00:03:18.980]  我為你們和腦底家人
[00:03:18.980 --> 00:03:23.300]  並一切沒有與我親自見面的人
[00:03:23.300 --> 00:03:26.260]  是何等的盡心竭力
[00:03:26.260 --> 00:03:27.180]  姐妹
[00:03:27.180 --> 00:03:46.780]  所積蓄的一切智慧知識
[00:03:46.780 --> 00:03:49.940]  都在它裡面藏著
[00:03:49.940 --> 00:03:58.580]  我生子雖與你們相離
[00:03:58.580 --> 00:04:01.220]  心卻與你們同在
[00:04:01.220 --> 00:04:03.820]  借你們循規蹈矩
[00:04:03.820 --> 00:04:06.820]  信基督的心也兼顧
[00:04:06.820 --> 00:04:09.220]  我就歡喜了
[00:04:09.220 --> 00:04:10.220]  Amen
[00:04:10.220 --> 00:04:14.620]  保羅在這裡他寫說
[00:04:14.620 --> 00:04:18.300]  他說我為你們和腦底家人
[00:04:18.300 --> 00:04:20.700]  並一切沒有與我親自見面的人
[00:04:20.700 --> 00:04:23.900]  下面說是何等的怎麼樣
[00:04:23.900 --> 00:04:27.220]  盡心竭力
[00:04:27.220 --> 00:04:30.780]  保羅說我為你們盡心竭力
[00:04:30.780 --> 00:04:32.820]  保羅盡心竭力做什麼
[00:04:32.820 --> 00:04:35.900]  他說要教他們的心得安慰
[00:04:35.900 --> 00:04:37.660]  因愛心互相聯絡
[00:04:37.660 --> 00:04:40.180]  以致豐豐足足在悟性中
[00:04:40.180 --> 00:04:41.420]  有充足的信心
[00:04:41.420 --> 00:04:44.700]  使他們真知神的奧秘
[00:04:44.700 --> 00:04:46.700]  就是
[00:04:46.700 --> 00:04:48.740]  就是
[00:04:48.740 --> 00:04:50.420]  就是
[00:04:50.420 --> 00:04:52.180]  Amen
[00:04:52.180 --> 00:04:54.780]  保羅說教我們真知神的奧秘
[00:04:54.780 --> 00:04:55.780]  就是基督
[00:04:55.780 --> 00:04:58.860]  保羅說我何等的盡心竭力
[00:04:58.860 --> 00:05:00.220]  我努力地在那邊
[00:05:00.220 --> 00:05:03.380]  真知原文這個字是翻譯成真讚
[00:05:03.380 --> 00:05:05.740]  他在那邊好像是在征戰一樣
[00:05:05.740 --> 00:05:08.020]  他說我要做一件事情
[00:05:08.020 --> 00:05:12.740]  就是要你們真知道耶穌基督
[00:05:12.740 --> 00:05:17.300]  Amen
[00:05:17.300 --> 00:05:18.980]  先讀準備
[00:05:18.980 --> 00:05:26.140]  保羅為什麼要我們真知道耶穌基督
[00:05:26.140 --> 00:05:28.100]  保羅說第四節他說
[00:05:28.100 --> 00:05:29.980]  免得有人
[00:05:29.980 --> 00:05:34.900]  怎麼樣
[00:05:34.900 --> 00:05:38.380]  用花言巧語迷惑你們
[00:05:38.380 --> 00:05:39.820]  保羅在講誰呀
[00:05:39.820 --> 00:05:45.980]  誰在用花言巧語迷惑這個哥羅西的人呢
[00:05:45.980 --> 00:05:49.940]  哥羅西當時候的教會
[00:05:49.940 --> 00:05:53.580]  流行一種異端
[00:05:53.580 --> 00:05:58.140]  叫做洛斯底主義
[00:05:58.140 --> 00:06:01.900]  所以保羅說有人就指的是這些人
[00:06:01.900 --> 00:06:03.740]  這些洛斯底主義的
[00:06:03.740 --> 00:06:08.060]  他們用花言巧語迷惑你們
[00:06:08.060 --> 00:06:10.740]  迷惑這個字就是欺騙
[00:06:10.740 --> 00:06:15.780]  或者是說歪曲事實
[00:06:15.780 --> 00:06:17.660]  你會發現在伊甸園的時候
[00:06:17.660 --> 00:06:23.340]  蛇跟亞當夏娃怎麼說話
[00:06:23.340 --> 00:06:27.540]  記不記得
[00:06:27.540 --> 00:06:36.660]  蛇跟夏娃說什麼
[00:06:36.660 --> 00:06:38.580]  她就叫他吃對不對
[00:06:38.580 --> 00:06:42.380]  然後夏娃說什麼
[00:06:42.380 --> 00:06:45.500]  神說不可以吃
[00:06:45.500 --> 00:06:46.980]  那麼撒旦怎麼說
[00:06:46.980 --> 00:06:49.580]  蛇怎麼說
[00:06:49.580 --> 00:06:56.180]  上帝啟示真說
[00:06:56.180 --> 00:06:57.740]  然後說了什麼
[00:06:57.740 --> 00:07:01.140]  你們吃了不一定死
[00:07:01.140 --> 00:07:03.220]  看到沒有
[00:07:03.220 --> 00:07:04.780]  親愛的丘子妹
[00:07:04.780 --> 00:07:08.700]  撒旦他有時候不一定是直接說謊
[00:07:08.700 --> 00:07:10.740]  但是他會怎麼樣
[00:07:10.740 --> 00:07:14.380]  他會扭曲事實有沒有
[00:07:14.380 --> 00:07:17.860]  親愛的丘子妹
[00:07:17.860 --> 00:07:21.500]  今天很多的異端出來
[00:07:21.500 --> 00:07:23.460]  你如果看它
[00:07:23.460 --> 00:07:25.460]  網頁上面去看它
[00:07:25.460 --> 00:07:29.100]  你根本沒有辦法分辨
[00:07:29.100 --> 00:07:33.140]  格洛西當時候這個異端叫做洛斯底主義
[00:07:33.140 --> 00:07:38.100]  洛斯底主義他們用花言巧語
[00:07:38.100 --> 00:07:41.620]  花言巧語它的意思是
[00:07:41.620 --> 00:07:48.140]  動聽的具有說服力的話
[00:07:48.140 --> 00:07:50.020]  奇怪
[00:07:50.020 --> 00:07:52.500]  你會發現這些異端
[00:07:52.500 --> 00:07:56.140]  你會覺得怎麼會有人跟從它
[00:07:56.140 --> 00:07:58.900]  它如果沒有說服力的話
[00:07:58.900 --> 00:08:02.620]  不會有人跟從它是嗎
[00:08:02.620 --> 00:08:05.660]  今天這個網路上面許許多多
[00:08:05.660 --> 00:08:09.220]  你打開來到處講佛教
[00:08:09.220 --> 00:08:11.700]  有佛教的法師在講法
[00:08:11.700 --> 00:08:13.460]  各式各樣的東西都有
[00:08:13.460 --> 00:08:16.500]  講政治的還有名嘴一大堆
[00:08:16.500 --> 00:08:20.180]  請問你會不會找一個口才很差的人去講
[00:08:20.180 --> 00:08:21.500]  會不會不會
[00:08:21.500 --> 00:08:25.220]  上電視台的會在YouTube網紅的
[00:08:25.220 --> 00:08:31.060]  不管他講哪一個每一個都很能講是不是
[00:08:31.060 --> 00:08:34.580]  異端會用花言巧語
[00:08:34.580 --> 00:08:38.900]  親愛的丘子妹
[00:08:38.900 --> 00:08:42.820]  洛斯底主義這個異端
[00:08:42.820 --> 00:08:46.940]  因為你在讀《新約聖經》的時候
[00:08:46.940 --> 00:08:51.220]  這是一個當時候所面臨的一個普遍的異端
[00:08:51.220 --> 00:08:53.980]  所以你一定要對它有瞭解
