
[00:00:00.000 --> 00:00:02.440]  平安,我們先一起祈禱
[00:00:02.440 --> 00:00:05.040]  天父,我們感謝祢自己的恩典
[00:00:05.040 --> 00:00:07.040]  讓我們有主日的清晨
[00:00:07.040 --> 00:00:09.040]  可以一起來敬拜祢
[00:00:09.040 --> 00:00:11.040]  一起來聆聽祢的說話
[00:00:11.040 --> 00:00:13.040]  求聖靈在我們中間幫助我們
[00:00:13.040 --> 00:00:15.040]  讓我們講的講得清楚
[00:00:15.040 --> 00:00:17.040]  聽的也會明白
[00:00:17.040 --> 00:00:19.040]  並且願意進行真道
[00:00:19.040 --> 00:00:21.040]  奉主耶穌基督的名祈禱
[00:00:21.040 --> 00:00:23.040]  阿們
[00:00:23.040 --> 00:00:29.040]  今日未思想路德記的經文之前
[00:00:29.040 --> 00:00:31.040]  我想和大家思想一下
[00:00:31.040 --> 00:00:33.040]  人的誠信
[00:00:33.040 --> 00:00:35.040]  英文是integrity
[00:00:35.040 --> 00:00:37.040]  這個字除了包括
[00:00:37.040 --> 00:00:39.040]  講真話之外
[00:00:39.040 --> 00:00:41.040]  還包括了有正義
[00:00:41.040 --> 00:00:43.040]  和道德的立場
[00:00:43.040 --> 00:00:45.040]  有一位英國的
[00:00:45.040 --> 00:00:47.040]  基督徒思想家
[00:00:47.040 --> 00:00:49.040]  C.S.Lewis就這樣說
[00:00:49.040 --> 00:00:51.040]  誠信就是在
[00:00:51.040 --> 00:00:53.040]  沒有人看見的時候
[00:00:53.040 --> 00:00:55.040]  仍然做正直的事
[00:00:57.040 --> 00:00:59.040]  integrity is doing the right thing
[00:00:59.040 --> 00:01:01.040]  even when no one is watching
[00:01:01.040 --> 00:01:05.040]  在1991年有兩個美國人
[00:01:05.040 --> 00:01:07.040]  James Patterson和Peter Kim
[00:01:07.040 --> 00:01:09.040]  撰寫了一本書
[00:01:09.040 --> 00:01:11.040]  書名就是
[00:01:11.040 --> 00:01:13.040]  美國說真話的日子
[00:01:13.040 --> 00:01:15.040]  the day America told the truth
[00:01:15.040 --> 00:01:19.040]  他們先進行了一項調查
[00:01:19.040 --> 00:01:21.040]  問美國人
[00:01:21.040 --> 00:01:23.040]  如果有人給一千萬
[00:01:23.040 --> 00:01:25.040]  一千萬
[00:01:25.040 --> 00:01:27.040]  美金的報酬
[00:01:27.040 --> 00:01:29.040]  你願意做些什麼呢
[00:01:29.040 --> 00:01:33.040]  結果很有趣
[00:01:33.040 --> 00:01:35.040]  有25%的人
[00:01:35.040 --> 00:01:37.040]  可以拋棄全家人
[00:01:37.040 --> 00:01:39.040]  有25%的人可以拋棄教會
[00:01:39.040 --> 00:01:43.040]  有23%的人可以成為一個妓女
[00:01:43.040 --> 00:01:45.040]  一星期或以上
[00:01:45.040 --> 00:01:49.040]  有16%的人可以放棄美國公民的身份
[00:01:49.040 --> 00:01:53.040]  有16%的人會離棄他們的配偶
[00:01:55.040 --> 00:01:57.040]  有10%的人會拒絕作證
[00:01:57.040 --> 00:01:59.040]  讓兇手可以逍遙法外
[00:01:59.040 --> 00:02:03.040]  有7%的人會願意去殺一個陌生的人
[00:02:03.040 --> 00:02:07.040]  還有3%的人會將自己的兒子
[00:02:07.040 --> 00:02:09.040]  給別人去收養
[00:02:09.040 --> 00:02:13.040]  美國是一個以基督教立國的國家
[00:02:13.040 --> 00:02:17.040]  但是今時今日
[00:02:17.040 --> 00:02:19.040]  大部分美國人
[00:02:19.040 --> 00:02:21.040]  早已經將上帝拋諸腦後
[00:02:21.040 --> 00:02:23.040]  以致道德敗壞
[00:02:23.040 --> 00:02:25.040]  誠信是不值錢的
[00:02:25.040 --> 00:02:27.040]  誠信是不值錢的
[00:02:27.040 --> 00:02:29.040]  這個調查已經是四分一世紀之前做的
[00:02:29.040 --> 00:02:31.040]  這個調查已經是四分一世紀之前做的
[00:02:31.040 --> 00:02:33.040]  我相信如果今天再做這個調查的話
[00:02:33.040 --> 00:02:35.040]  我相信如果今天再做這個調查的話
[00:02:35.040 --> 00:02:37.040]  情況是只會更加的差
[00:02:37.040 --> 00:02:39.040]  這個調查裏面
[00:02:39.040 --> 00:02:41.040]  我覺得有一點是挺奇怪的
[00:02:41.040 --> 00:02:43.040]  我覺得有一點是挺奇怪的
[00:02:43.040 --> 00:02:45.040]  第二條就是說
[00:02:45.040 --> 00:02:47.040]  只有25%的人會拋棄他們的教會
[00:02:47.040 --> 00:02:49.040]  只有25%的人會拋棄他們的教會
[00:02:49.040 --> 00:02:51.040]  我相信今天如果有人給1000元
[00:02:51.040 --> 00:02:53.040]  都可能會有很多人願意
[00:02:53.040 --> 00:02:55.040]  我相信這個問題
[00:02:55.040 --> 00:02:57.040]  含義不是說
[00:02:57.040 --> 00:02:59.040]  轉教會那麼簡單
[00:02:59.040 --> 00:03:01.040]  可能從此要離開基督教會
[00:03:01.040 --> 00:03:03.040]  不要他們的信仰
[00:03:03.040 --> 00:03:05.040]  如果我們
[00:03:05.040 --> 00:03:07.040]  責罵美國人道德低落
[00:03:07.040 --> 00:03:09.040]  不講誠信的話
[00:03:09.040 --> 00:03:11.040]  連自己的家人
[00:03:11.040 --> 00:03:13.040]  肉體 妻子 兒女
[00:03:13.040 --> 00:03:15.040]  全部都可以拋棄
[00:03:15.040 --> 00:03:17.040]  我們要想一想
[00:03:17.040 --> 00:03:19.040]  為了要1000萬
[00:03:19.040 --> 00:03:21.040]  為了要1000萬
[00:03:21.040 --> 00:03:23.040]  我都想過
[00:03:23.040 --> 00:03:25.040]  我都會考慮放棄澳洲公民的身份
[00:03:25.040 --> 00:03:27.040]  我都會考慮放棄澳洲公民的身份
[00:03:27.040 --> 00:03:29.040]  可能1000萬都值的
[00:03:29.040 --> 00:03:31.040]  其他就不行了
[00:03:31.040 --> 00:03:33.040]  一切不能夠為了錢而出賣
[00:03:33.040 --> 00:03:35.040]  一切不能夠為了錢而出賣
[00:03:35.040 --> 00:03:37.040]  上個星期我們提到路德
[00:03:37.040 --> 00:03:39.040]  上個星期我們提到路德
[00:03:39.040 --> 00:03:41.040]  是一個有好明星的人
[00:03:41.040 --> 00:03:43.040]  他是很孝順婆婆的
[00:03:43.040 --> 00:03:45.040]  他是很孝順婆婆的
[00:03:45.040 --> 00:03:47.040]  他對人又很有禮貌
[00:03:47.040 --> 00:03:49.040]  他是一位勤力工作的人
[00:03:49.040 --> 00:03:51.040]  路德記第二章
[00:03:51.040 --> 00:03:53.040]  路德記第二章
[00:03:53.040 --> 00:03:55.040]  有一位近親救贖者波亞斯出場
[00:03:55.040 --> 00:03:57.040]  他對路德
[00:03:57.040 --> 00:03:59.040]  他對路德
[00:03:59.040 --> 00:04:01.040]  有人有意照顧他
[00:04:01.040 --> 00:04:03.040]  今天第三章
[00:04:03.040 --> 00:04:05.040]  今天第三章
[00:04:05.040 --> 00:04:07.040]  讓我們看到波亞斯這位近親救贖者
[00:04:07.040 --> 00:04:09.040]  讓我們看到波亞斯這位近親救贖者
[00:04:09.040 --> 00:04:11.040]  和路德都是有誠信
[00:04:11.040 --> 00:04:13.040]  和路德都是有誠信
[00:04:13.040 --> 00:04:15.040]  有品格的人
[00:04:15.040 --> 00:04:17.040]  這是原文聖經文
[00:04:17.040 --> 00:04:19.040]  三章一節一開始就說
[00:04:19.040 --> 00:04:21.040]  有一天
[00:04:21.040 --> 00:04:23.040]  俄美對路德說
[00:04:23.040 --> 00:04:25.040]  女兒我必須替你找個丈夫
[00:04:25.040 --> 00:04:27.040]  保佑你有個歸宿
[00:04:27.040 --> 00:04:29.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:29.040 --> 00:04:31.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:31.040 --> 00:04:33.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:33.040 --> 00:04:35.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:35.040 --> 00:04:37.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:37.040 --> 00:04:39.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:39.040 --> 00:04:41.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:41.040 --> 00:04:43.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:43.040 --> 00:04:45.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:45.040 --> 00:04:47.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:47.040 --> 00:04:49.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:49.040 --> 00:04:51.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:51.040 --> 00:04:53.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:53.040 --> 00:04:55.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:55.040 --> 00:04:57.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:57.040 --> 00:04:59.040]  在原文聖經裡是沒有「有一天」這三個字
[00:04:59.040 --> 00:05:01.040]  在原文聖經裡是沒有「有一天」這三個字
[00:05:01.040 --> 00:05:03.040]  在原文聖經裡是沒有「有一天」這三個字
[00:05:03.040 --> 00:05:05.040]  在原文聖經裡是沒有「有一天」這三個字
[00:05:05.040 --> 00:05:13.040]  在原文聖經裡是沒有「有一天」這三個字
[00:05:13.040 --> 00:05:15.040]  在原文聖經裡是沒有「有一天」這三個字
