
[00:00:00.000 --> 00:00:03.000]  讓我們再次低頭禱告
[00:00:03.000 --> 00:00:05.000]  親愛的天父
[00:00:05.000 --> 00:00:08.000]  願祢在我們生命裏作王
[00:00:08.000 --> 00:00:11.000]  願以我們單單降服祢
[00:00:11.000 --> 00:00:15.000]  求祢的亮光光照我們
[00:00:15.000 --> 00:00:19.000]  仿若我們仍然有隱然未見的罪
[00:00:19.000 --> 00:00:22.000]  仍然心裏有私慾
[00:00:22.000 --> 00:00:25.000]  仍然有自己一些想法
[00:00:25.000 --> 00:00:34.000]  主啊 求祢此刻來叫我們學識 教託 仰望
[00:00:34.000 --> 00:00:38.000]  因為祢的意念高過我們的意念
[00:00:38.000 --> 00:00:40.000]  祢的道路高過我們的道路
[00:00:40.000 --> 00:00:45.000]  願我們只是單單一生降服在祢裏面
[00:00:45.000 --> 00:00:48.000]  當我們願意來到去放開的時候
[00:00:48.000 --> 00:00:51.000]  我深信上帝祢要在我們生命裏面
[00:00:51.000 --> 00:00:56.000]  來去到去成就祢美好的旨意和計劃
[00:00:56.000 --> 00:00:59.000]  願以我們都是能夠在其中
[00:00:59.000 --> 00:01:03.000]  在當中去學習 去謙卑 去等候
[00:01:03.000 --> 00:01:06.000]  主啊 求祢也開我們眼睛 開我們耳朵
[00:01:06.000 --> 00:01:11.000]  以至到祢的話語再一次來向我們說話
[00:01:11.000 --> 00:01:15.000]  叫我們生命能夠更加像主耶穌基督祢自己
[00:01:15.000 --> 00:01:18.000]  求聖靈掌管大靈
[00:01:18.000 --> 00:01:22.000]  聽我們的禱告 奉耶穌基督得聖的名求 阿們
[00:01:48.000 --> 00:01:51.000]  回轉來到去過得勝的生命
[00:01:51.000 --> 00:01:56.000]  很多人都會相信並且有一個這樣的想法
[00:01:56.000 --> 00:02:01.000]  好人就有好報 壞人就有惡報
[00:02:01.000 --> 00:02:07.000]  有時可能我們都會這樣去理解我們此刻的一些際遇
[00:02:07.000 --> 00:02:10.000]  究竟是不是好報就是好人
[00:02:10.000 --> 00:02:14.000]  見到人有惡報就是壞人呢
[00:02:14.000 --> 00:02:18.000]  當我們在上星期章林奇講道系列
[00:02:18.000 --> 00:02:20.000]  我們開始了彌加書
[00:02:20.000 --> 00:02:23.000]  在全書七章的裏面
[00:02:23.000 --> 00:02:28.000]  我很盼望大家真的能夠可以在你平時閱讀的時候
[00:02:28.000 --> 00:02:30.000]  特別是在靈修的時候
[00:02:30.000 --> 00:02:31.000]  我們都嘗試一下
[00:02:31.000 --> 00:02:33.000]  七章而已 不是很長 七章
[00:02:33.000 --> 00:02:39.000]  我們會留意到在整個七章的裏面都用了一個「聽」字
[00:02:39.000 --> 00:02:43.000]  將這一篇的信息串連起來
[00:02:43.000 --> 00:02:47.000]  彌加先知一而再再而三地跟當時的以色列人說
[00:02:47.000 --> 00:02:51.000]  你要聽 你要聽 你要聽
[00:02:51.000 --> 00:02:57.000]  整本書的氣氛一直都好像在催迫提醒我們要留心地去聽
[00:02:57.000 --> 00:03:01.000]  專心去聽 提起精神去聽
[00:03:01.000 --> 00:03:04.000]  不是聽完就算了 而是聽完
[00:03:04.000 --> 00:03:07.000]  就好像一輛入錯線的車
[00:03:07.000 --> 00:03:10.000]  當聽到迎面而來響安聲的時候
[00:03:10.000 --> 00:03:12.000]  司機就要馬上去醒覺
[00:03:12.000 --> 00:03:17.000]  立刻去扭軚 轉回一條正確的路
[00:03:17.000 --> 00:03:24.000]  彌加書是一本超過接近2700年前所寫成的書
[00:03:24.000 --> 00:03:26.000]  當我們一路讀的時候
[00:03:26.000 --> 00:03:28.000]  令我們都很驚訝
[00:03:28.000 --> 00:03:33.000]  當時社會的狀況竟然和今天相差無幾
[00:03:33.000 --> 00:03:37.000]  上個星期梁珮珍傳道正道的時候有提及到
[00:03:37.000 --> 00:03:42.000]  彌加的時代正值是一個道德淪亡
[00:03:42.000 --> 00:03:47.000]  人只是為自己的利益而活
[00:03:47.000 --> 00:03:49.000]  這本書有一個規律
[00:03:49.000 --> 00:03:52.000]  並且出現了三次
[00:03:52.000 --> 00:03:55.000]  上個星期我們就看第一至二章
[00:03:55.000 --> 00:03:57.000]  今個星期就看三至五章
[00:03:57.000 --> 00:04:00.000]  下個星期我們就看六至七章
[00:04:00.000 --> 00:04:02.000]  當我們這樣看的時候
[00:04:02.000 --> 00:04:05.000]  我們就發現有一個相同的部分
[00:04:05.000 --> 00:04:07.000]  先講一個壞消息來聽
[00:04:07.000 --> 00:04:09.000]  之後就告訴你一個好消息
[00:04:09.000 --> 00:04:11.000]  壞消息就是
[00:04:11.000 --> 00:04:17.000]  一開始的時候都會講到神的懲罰和審判的訊息
[00:04:17.000 --> 00:04:24.000]  最後總有安慰和盼望的訊息帶出來
[00:04:24.000 --> 00:04:28.000]  來到第三章這個部分裡面
[00:04:28.000 --> 00:04:32.000]  彌加先師的說話對象
[00:04:32.000 --> 00:04:38.000]  就是當時以色列的領袖、官長、祭司和先師
[00:04:38.000 --> 00:04:43.000]  彌加對他們發出非常非常嚴厲的控告
[00:04:43.000 --> 00:04:46.000]  究竟是什麼事呢?
[00:04:46.000 --> 00:04:47.000]  聽清楚
[00:04:47.000 --> 00:04:49.000]  讓我們一起讀出來
[00:04:49.000 --> 00:04:50.000]  預備起
[00:04:50.000 --> 00:04:55.000]  「我說,雅各的首領,以色列家的官長,
[00:04:55.000 --> 00:05:00.000]  你們要聽,你們不當知道公平嗎?
[00:05:00.000 --> 00:05:05.000]  你們惡善好惡,從人身上剝皮,
[00:05:05.000 --> 00:05:09.000]  從人骨頭上削肉,吃我們的肉,
[00:05:09.000 --> 00:05:13.000]  剝他們的皮,打折他們的骨頭,
[00:05:13.000 --> 00:05:19.000]  分成筷子,將要下鍋,又將苦中的肉。」
[00:05:19.000 --> 00:05:22.000]  這個景象要PG
[00:05:22.000 --> 00:05:24.000]  家長指引
[00:05:24.000 --> 00:05:27.000]  煎皮、拆骨、落油鍋
[00:05:27.000 --> 00:05:29.000]  當我們這樣看到的時候
[00:05:29.000 --> 00:05:30.000]  我們就會說
[00:05:30.000 --> 00:05:32.000]  這些喪盡天良的事
[00:05:32.000 --> 00:05:35.000]  究竟有沒有人性呢?
[00:05:35.000 --> 00:05:38.000]  彌加在跟哪些人說呢?
[00:05:38.000 --> 00:05:41.000]  是在跟當時的首領、官長
[00:05:41.000 --> 00:05:43.000]  彌加先師質問他們
[00:05:43.000 --> 00:05:47.000]  究竟你們知不知道什麼叫做公平?
[00:05:47.000 --> 00:05:50.000]  在聖經裏面
[00:05:50.000 --> 00:05:51.000]  公平
[00:05:51.000 --> 00:05:52.000]  Justice
[00:05:52.000 --> 00:05:53.000]  原文的字根
[00:05:53.000 --> 00:05:57.000]  是跟審判、裁決很有關
[00:05:57.000 --> 00:06:01.000]  理解成為法庭是按照著神的律法
[00:06:01.000 --> 00:06:05.000]  作出公正正確的裁判
[00:06:05.000 --> 00:06:07.000]  這班以色列的領袖
[00:06:07.000 --> 00:06:11.000]  不單止沒有施行公平公正的判斷
[00:06:11.000 --> 00:06:14.000]  更加是食人不掠骨
[00:06:14.000 --> 00:06:17.000]  為著自己的利益
[00:06:17.000 --> 00:06:19.000]  好惡而惡善
[00:06:19.000 --> 00:06:21.000]  欺壓百姓
[00:06:21.000 --> 00:06:22.000]  不單止這樣
[00:06:22.000 --> 00:06:25.000]  在九節和十一節裏面
[00:06:25.000 --> 00:06:28.000]  經文說他們厭惡公平
[00:06:28.000 --> 00:06:32.000]  在一切的事上屈枉正直
[00:06:32.000 --> 00:06:34.000]  在十一節更加說
[00:06:34.000 --> 00:06:38.000]  這班首領為賄賂行審判
[00:06:38.000 --> 00:06:42.000]  當時這班所謂的國家級領袖
[00:06:42.000 --> 00:06:44.000]  不單止不去行義
[00:06:44.000 --> 00:06:46.000]  並且接受賄賂
[00:06:46.000 --> 00:06:51.000]  他們不單止不行公義或者正直的事不得此
[00:06:51.000 --> 00:06:54.000]  而且還厭惡這些事情
[00:06:54.000 --> 00:06:58.000]  在一切的事上屈枉正直
[00:06:58.000 --> 00:07:04.000]  現代中文翻譯為顛倒黑白是非
[00:07:04.000 --> 00:07:08.000]  我不知道當我們在其中的時候
[00:07:08.000 --> 00:07:11.000]  你有什麼感受呢?
[00:07:11.000 --> 00:07:17.000]  如果當時你是在這班官長的帶領之下的平民百姓
[00:07:17.000 --> 00:07:20.000]  我們又會怎樣呢?
[00:07:20.000 --> 00:07:23.000]  神對他們的審判是很嚴厲的
[00:07:23.000 --> 00:07:29.000]  他們既然不去聽求助者的呼聲
[00:07:29.000 --> 00:07:30.000]  經文就告訴我們
[00:07:30.000 --> 00:07:33.000]  在第四節到了他們遭遇災禍
[00:07:33.000 --> 00:07:35.000]  向神哀求的時候
[00:07:35.000 --> 00:07:37.000]  神是不會垂聽
[00:07:37.000 --> 00:07:41.000]  並且向他們掩面
[00:07:41.000 --> 00:07:44.000]  你有沒有想過當神向人掩面的時候
[00:07:44.000 --> 00:07:47.000]  是一個什麼樣的境況?
[00:07:47.000 --> 00:07:50.000]  我覺得很可怕
[00:07:50.000 --> 00:07:55.000]  即是說神不會再紀念你
[00:07:55.000 --> 00:07:58.000]  忘記你,遺棄我們
[00:07:58.000 --> 00:08:00.000]  所以在這裡
[00:08:00.000 --> 00:08:05.000]  神對他們的懲治是相當相當之嚴重
[00:08:05.000 --> 00:08:07.000]  當我們繼續看經文的時候
[00:08:07.000 --> 00:08:09.000]  更加震撼的
[00:08:09.000 --> 00:08:12.000]  現在從對這班政治領袖的批判
[00:08:12.000 --> 00:08:16.000]  轉到當時宗教領袖的身上
[00:08:16.000 --> 00:08:18.000]  我們一起來讀出
[00:08:18.000 --> 00:08:23.000]  「守撒路的先知
