
[00:00:00.000 --> 00:00:01.560]  先看一段經文
[00:00:01.560 --> 00:00:04.600]  剛才主席跟我們去讀了
[00:00:04.600 --> 00:00:07.100]  我們看回前少少
[00:00:07.100 --> 00:00:12.360]  前少少第二第三節
[00:00:12.360 --> 00:00:15.040]  他講到
[00:00:15.040 --> 00:00:16.040]  撕洗約翰
[00:00:16.040 --> 00:00:17.760]  他是撒加利亞兒子約翰
[00:00:17.760 --> 00:00:18.840]  撕洗約翰
[00:00:18.840 --> 00:00:21.440]  他出來傳道
[00:00:21.440 --> 00:00:23.960]  宣講悔改的洗禮
[00:00:23.960 --> 00:00:25.560]  洗罪得赦
[00:00:25.560 --> 00:00:27.560]  可能你要想一想
[00:00:27.560 --> 00:00:29.900]  約翰雖然他的名字叫撕洗約翰
[00:00:29.900 --> 00:00:32.360]  他的工作就是撕洗
[00:00:32.360 --> 00:00:35.640]  但是他憑什麼為人撕洗呢?
[00:00:35.640 --> 00:00:38.000]  他又不是基督
[00:00:38.000 --> 00:00:39.900]  第二節他很清楚說
[00:00:39.900 --> 00:00:43.160]  因為上帝的話臨到他
[00:00:43.160 --> 00:00:46.900]  不是因為他自己很想幫人洗禮
[00:00:46.900 --> 00:00:49.540]  而是上帝特別揀選他
[00:00:49.540 --> 00:00:51.460]  上帝怎樣揀選他呢?
[00:00:51.460 --> 00:00:54.340]  其實在舊約的時候已經預言了
[00:00:54.340 --> 00:00:56.000]  在舊約馬拉基書
[00:00:56.000 --> 00:00:57.900]  就是最後一卷的舊約
[00:00:57.900 --> 00:00:59.240]  四章五節六節
[00:00:59.240 --> 00:01:01.400]  那裡已經預言撕洗約翰
[00:01:01.400 --> 00:01:04.440]  他將來就好像伊利亞先知那樣
[00:01:04.440 --> 00:01:06.560]  伊利亞其實在舊約裡面
[00:01:06.560 --> 00:01:09.160]  你可以說是先知的代表
[00:01:09.160 --> 00:01:10.640]  就好像伊利亞先知那樣
[00:01:10.640 --> 00:01:13.100]  是洗到人的心悔改
[00:01:13.100 --> 00:01:15.500]  就是為父的心轉向兒女
[00:01:15.500 --> 00:01:18.660]  就是人的心要迴轉
[00:01:18.660 --> 00:01:21.700]  這裡他講到約翰的洗禮
[00:01:21.700 --> 00:01:23.860]  是一個悔改的洗禮
[00:01:23.860 --> 00:01:25.660]  是洗罪得赦
[00:01:25.660 --> 00:01:28.400]  不是約翰他自己有什麼能力可以赦罪
[00:01:28.400 --> 00:01:30.800]  不過上帝揀選他
[00:01:30.800 --> 00:01:34.100]  讓他有權柄來施行洗禮
[00:01:34.100 --> 00:01:36.540]  我們知道一點這個背景
[00:01:36.540 --> 00:01:40.200]  現在有一幫人來接受他的洗禮
[00:01:40.200 --> 00:01:43.100]  這幫人好像都挺好的
[00:01:43.100 --> 00:01:44.700]  聽約翰的話
[00:01:44.700 --> 00:01:47.640]  一起來受洗
[00:01:47.640 --> 00:01:51.360]  但是約翰一開口就趕客
[00:01:51.360 --> 00:01:52.460]  一開口就罵人
[00:01:52.460 --> 00:01:54.700]  他說毒蛇的業種
[00:01:54.700 --> 00:01:58.500]  毒蛇和業種這兩個字真的不太好
[00:01:58.500 --> 00:02:01.600]  業種罵人也罵得挺進的
[00:02:01.600 --> 00:02:02.900]  不只是罵他自己
[00:02:02.900 --> 00:02:06.100]  可能也罵他父母
[00:02:06.100 --> 00:02:08.400]  毒蛇也不是好事
[00:02:08.400 --> 00:02:11.000]  毒蛇在舊約裡面
[00:02:11.000 --> 00:02:16.700]  其實是形容對上帝不忠的指紋
[00:02:16.700 --> 00:02:19.440]  在二塞亞書裡面
[00:02:19.440 --> 00:02:24.540]  這幫人好像也挺好的態度去找約翰
[00:02:24.540 --> 00:02:28.200]  但是約翰現在七字到九字
[00:02:28.200 --> 00:02:31.500]  其實語氣不是太好
[00:02:31.500 --> 00:02:34.000]  我們讀的時候好像沒什麼
[00:02:34.000 --> 00:02:35.900]  你將它變成廣東話的時候
[00:02:35.900 --> 00:02:37.400]  就真的有點東西了
[00:02:37.400 --> 00:02:38.600]  毒蛇的業種
[00:02:38.600 --> 00:02:40.200]  你們這幫人
[00:02:40.200 --> 00:02:42.400]  怎樣怎樣
[00:02:42.400 --> 00:02:43.600]  誰指示你們
[00:02:43.600 --> 00:02:48.500]  誰叫你們去逃避張耀尼的憤怒
[00:02:48.500 --> 00:02:53.200]  張耀尼的憤怒就是講上帝的審判
[00:02:53.200 --> 00:02:55.600]  他們有一種心態
[00:02:55.600 --> 00:02:58.200]  就是覺得他們是猶太人
[00:02:58.200 --> 00:03:02.800]  他恃著自己血緣上是阿伯拉罕的後裔
[00:03:02.800 --> 00:03:07.000]  阿伯拉罕就是以色列人的先祖
[00:03:07.000 --> 00:03:08.600]  在創世紀裡面
[00:03:08.600 --> 00:03:11.600]  上帝也特別去講到
[00:03:11.600 --> 00:03:14.200]  阿伯拉罕是稱他為異的
[00:03:14.200 --> 00:03:16.600]  上帝稱他為異的
[00:03:16.600 --> 00:03:18.700]  上帝揀選他的
[00:03:18.700 --> 00:03:23.700]  他的後裔好像天上的星海這麼多沙
[00:03:23.700 --> 00:03:25.300]  猶太人就覺得
[00:03:25.300 --> 00:03:26.700]  我的祖宗
[00:03:26.700 --> 00:03:28.900]  我數上我的族譜
[00:03:28.900 --> 00:03:31.500]  就是阿伯拉罕
[00:03:31.500 --> 00:03:34.800]  我們當然是上帝的子民
[00:03:34.800 --> 00:03:37.600]  但是上帝說不是
[00:03:37.600 --> 00:03:40.400]  不是你血緣上是就是了
[00:03:40.400 --> 00:03:45.100]  我在石頭也可以變成阿伯拉罕的子孫
[00:03:45.100 --> 00:03:47.900]  這句通常是什麼時候講的
[00:03:47.900 --> 00:03:51.400]  通常是小孩子很頑皮的時候
[00:03:51.400 --> 00:03:52.700]  爸爸媽媽就說
[00:03:52.700 --> 00:03:54.500]  你在石頭爆出來的
[00:03:54.500 --> 00:03:56.800]  你不是我生的
[00:03:56.800 --> 00:04:01.100]  不是因為血緣上他們是阿伯拉罕的後裔
[00:04:01.100 --> 00:04:03.200]  就真的是他們的後裔
[00:04:03.200 --> 00:04:07.700]  而是看看他們是不是對上帝忠誠
[00:04:07.700 --> 00:04:12.700]  是不是看看他們有悔改的心
[00:04:12.700 --> 00:04:18.300]  這段經文說的是上帝的審判
