
[00:00:00.000 --> 00:00:02.880]  請姐妹們午安
[00:00:02.880 --> 00:00:07.480]  我相信大家應該在這幾個星期
[00:00:07.480 --> 00:00:10.040]  有留意到一段新聞
[00:00:10.040 --> 00:00:14.680]  就是講到中國的神舟十二號
[00:00:14.680 --> 00:00:19.120]  將三個太空人送進太空
[00:00:19.120 --> 00:00:22.720]  進入他們自己建造的太空站
[00:00:22.720 --> 00:00:24.720]  這段新聞
[00:00:24.720 --> 00:00:30.600]  究竟去到太空的感覺是怎樣的呢?
[00:00:30.600 --> 00:00:32.400]  大家都沒有去過
[00:00:32.400 --> 00:00:37.280]  其實早在1968年的時候
[00:00:37.280 --> 00:00:41.880]  美國曾經在阿波羅八號
[00:00:41.880 --> 00:00:48.280]  10月24號剛剛在聖誕節前夕
[00:00:48.280 --> 00:00:52.760]  就成功進入了月球的軌道
[00:00:52.760 --> 00:00:57.240]  當時他們有三個太空人
[00:00:57.240 --> 00:00:58.760]  他們的名字叫做
[00:00:58.760 --> 00:01:03.080]  博爾曼、洛弗爾和安德斯
[00:01:03.080 --> 00:01:06.120]  這三個人透過電視直播
[00:01:06.120 --> 00:01:10.640]  將在太空裏面看下去
[00:01:10.640 --> 00:01:18.760]  地球、月球的美麗畫面傳送下來
[00:01:18.760 --> 00:01:24.280]  在他們結束廣播之前
[00:01:24.280 --> 00:01:28.320]  其中一位太空人安德斯就這樣說
[00:01:28.320 --> 00:01:31.120]  對於在地球上所有的人
[00:01:31.120 --> 00:01:34.240]  阿波羅八號的太空船員
[00:01:34.240 --> 00:01:37.280]  有一個信息送給你們
[00:01:37.280 --> 00:01:39.680]  然後原來這三個太空人
[00:01:39.680 --> 00:01:44.960]  就輪流讀出《創世紀》的第一章
[00:01:44.960 --> 00:01:47.440]  《起初神創造天地》
[00:01:47.440 --> 00:01:49.680]  讀完之後
[00:01:49.680 --> 00:01:52.000]  博爾曼就這樣說
[00:01:52.000 --> 00:01:54.760]  「晚安!祝大家聖誕快樂!
[00:01:54.760 --> 00:01:57.360]  願神保佑你們每一個
[00:01:57.360 --> 00:02:01.760]  在美好的地球上生活的人」
[00:02:01.760 --> 00:02:06.120]  但在1968年之前的那麼多
[00:02:06.120 --> 00:02:11.040]  其實第一個進入太空的航天員
[00:02:11.040 --> 00:02:16.400]  其實是蘇聯的航天員加加林
[00:02:16.400 --> 00:02:19.680]  他同樣爲地球真的很美
[00:02:19.680 --> 00:02:22.360]  然後表示讚歎
[00:02:22.360 --> 00:02:23.840]  他就這樣說
[00:02:23.840 --> 00:02:29.320]  「當我乘坐飛船在地球的軌道上運行的時候
[00:02:29.320 --> 00:02:33.040]  我爲地球的美麗而感到驚訝
[00:02:33.040 --> 00:02:36.840]  地球上的人讓我們保護
[00:02:36.840 --> 00:02:39.360]  並且增加它的美麗
[00:02:39.360 --> 00:02:41.960]  不要破壞它」
[00:02:41.960 --> 00:02:44.640]  不過接着他就這樣說
[00:02:44.640 --> 00:02:46.840]  「在天上是沒有神的
[00:02:46.840 --> 00:02:50.800]  我拼命周圍去找
[00:02:50.800 --> 00:02:52.960]  硬是看不到」
[00:02:52.960 --> 00:02:55.200]  爲什麼會這樣呢?
[00:02:55.200 --> 00:02:57.320]  大家都是上太空
[00:02:57.320 --> 00:03:00.800]  同樣認爲地球很美
[00:03:00.800 --> 00:03:05.360]  但是爲什麼有人會看到神
[00:03:05.360 --> 00:03:09.120]  有人就說他看不到呢?
[00:03:09.120 --> 00:03:14.960]  今天我要跟大家去看的是以色列書的第十二章
[00:03:14.960 --> 00:03:16.680]  我給了一個講題
[00:03:16.680 --> 00:03:20.200]  叫做「視若無睹,聽而不聞」
[00:03:20.200 --> 00:03:21.880]  很明顯
[00:03:21.880 --> 00:03:26.040]  有人看不到又聽不到
[00:03:26.040 --> 00:03:28.440]  到底發生了什麼事呢?
[00:03:28.440 --> 00:03:33.480]  第一個的大段落是記述在第一至第十六節
[00:03:33.480 --> 00:03:38.000]  請聽我先讀出頭七節
[00:03:38.000 --> 00:03:40.000]  經文是這樣說
[00:03:40.000 --> 00:03:42.480]  耶和華的話又臨到我說
[00:03:42.480 --> 00:03:46.160]  「人子啊,你住在博弈的家中
[00:03:46.160 --> 00:03:48.880]  他們有眼睛看不見
[00:03:48.880 --> 00:03:51.040]  有耳朵聽不見
[00:03:51.040 --> 00:03:54.560]  因爲他們是博弈之家
[00:03:54.560 --> 00:03:56.040]  所以人子啊
[00:03:56.040 --> 00:03:59.360]  你要預備老去使用的物件
[00:03:59.360 --> 00:04:02.080]  在白日當他們眼前
[00:04:02.080 --> 00:04:06.080]  從你所住的地方移到別處去
[00:04:06.080 --> 00:04:08.600]  他們雖是博弈之家
[00:04:08.600 --> 00:04:12.360]  或者可以揣摩思想
[00:04:12.360 --> 00:04:15.040]  你要在白日當他們眼前
[00:04:15.040 --> 00:04:17.280]  帶出你的物件去
[00:04:17.280 --> 00:04:20.800]  好像預備老去使用的物件
[00:04:20.800 --> 00:04:22.080]  到了晚上
[00:04:22.080 --> 00:04:25.240]  你要在他們眼前親自出去
[00:04:25.240 --> 00:04:28.840]  像被老的人出去一樣
[00:04:28.840 --> 00:04:32.280]  你要在他們眼前挖通了牆
[00:04:32.280 --> 00:04:36.400]  從其中將物件帶出去
[00:04:36.400 --> 00:04:37.920]  到天黑時
[00:04:37.920 --> 00:04:40.440]  你要當他們眼前
[00:04:40.440 --> 00:04:43.280]  搭在肩頭上帶出去
[00:04:43.280 --> 00:04:46.760]  並要蒙着臉看不見地
[00:04:46.760 --> 00:04:51.960]  因爲我立你作以色列家的預兆
[00:04:51.960 --> 00:04:54.920]  我就照着所吩咐的去行
[00:04:54.920 --> 00:04:57.720]  白日帶出我的物件
[00:04:57.720 --> 00:05:01.080]  好像預備老去使用的物件
[00:05:01.080 --> 00:05:02.400]  到了晚上
[00:05:02.400 --> 00:05:05.440]  我用手挖通了牆
[00:05:05.440 --> 00:05:06.760]  天黑時
[00:05:06.760 --> 00:05:08.680]  就當他們眼前
[00:05:08.680 --> 00:05:12.560]  搭在肩頭上帶出去
[00:05:12.560 --> 00:05:15.240]  經文在第一節的時候
[00:05:15.240 --> 00:05:20.240]  就說「耀武博的話又臨到我說」
[00:05:20.240 --> 00:05:23.520]  這個說法在整卷的以色列書裏面
[00:05:23.520 --> 00:05:26.160]  重複了很多很多次
[00:05:26.160 --> 00:05:27.720]  整個學者數過
[00:05:27.720 --> 00:05:29.880]  三十一次這麼多
[00:05:29.880 --> 00:05:32.560]  可想而知神是接二連三的
[00:05:32.560 --> 00:05:36.280]  要和以細傑講
