
[00:00:00.000 --> 00:00:04.040]  頂至平安 讓我們一起祈禱
[00:00:04.040 --> 00:00:05.120]  天父 多謝祢
[00:00:05.120 --> 00:00:07.760]  讓我們可以聚集敬拜祢
[00:00:07.760 --> 00:00:10.400]  藉著在祢的殿裏聽祢的說話
[00:00:10.400 --> 00:00:11.840]  唱讚美祢的詩歌
[00:00:11.840 --> 00:00:15.760]  讓我們真的體會到祢與我們同在
[00:00:15.760 --> 00:00:19.320]  願祢賜福讓我們學習思考祢話語的時間
[00:00:19.320 --> 00:00:24.320]  讓我們心裏被祢的說話造就我們的生命
[00:00:24.320 --> 00:00:25.920]  多謝祢聽我們祈禱
[00:00:25.920 --> 00:00:28.040]  奉耶穌名字而求
[00:00:28.040 --> 00:00:29.120]  阿門
[00:00:29.120 --> 00:00:32.120]  你看到這幅畫的畫面
[00:00:32.120 --> 00:00:34.960]  會否覺得很不對題
[00:00:34.960 --> 00:00:38.200]  通常我們想起爐火是甚麼顏色
[00:00:38.200 --> 00:00:39.360]  紅色
[00:00:39.360 --> 00:00:41.880]  但這幅畫是綠色的
[00:00:41.880 --> 00:00:47.360]  這就是人的想法和人工智能的想法的不同
[00:00:47.360 --> 00:00:50.520]  因為這幅圖是人工智能幫我畫的
[00:00:50.520 --> 00:00:52.680]  事實上人工智能告訴我
[00:00:52.680 --> 00:00:53.600]  老亦有老
[00:00:53.600 --> 00:00:54.920]  他就想起這幅圖畫
[00:00:54.920 --> 00:01:00.880]  因為當你看到一片紅色像火海一樣的環境
[00:01:00.880 --> 00:01:03.960]  其實可以看到清脆的陸地
[00:01:03.960 --> 00:01:05.520]  能夠平息我們的爐火
[00:01:05.520 --> 00:01:07.560]  以致我們找到出路
[00:01:07.560 --> 00:01:09.720]  所以今日我們都藉著
[00:01:09.720 --> 00:01:14.760]  今日經文《馬達福音》第五章二十一至二十六節段落
[00:01:14.760 --> 00:01:18.120]  我們思考著耶穌給我們的教訓
[00:01:18.120 --> 00:01:20.680]  事實上我們都是承接著上星期
[00:01:20.680 --> 00:01:24.480]  我們說到耶穌在登山部分告訴我們
[00:01:24.480 --> 00:01:26.120]  真的要做一個有福的人
[00:01:26.120 --> 00:01:27.880]  我們是炎是光
[00:01:27.880 --> 00:01:32.960]  原來我們要理解如何能夠成為一個有福的人
[00:01:32.960 --> 00:01:35.160]  是需要我們正確去理解律法
[00:01:35.160 --> 00:01:37.160]  包括新約和舊約
[00:01:37.160 --> 00:01:39.440]  我們理解聖經正確
[00:01:39.440 --> 00:01:41.640]  我們就找到神給我們的出路
[00:01:41.640 --> 00:01:44.040]  所以今日我們都是藉著
[00:01:44.040 --> 00:01:47.800]  繼續理解耶穌如何去理解舊約
[00:01:47.800 --> 00:01:51.400]  或者我們如何從耶穌的眼光去理解舊約
[00:01:51.400 --> 00:01:56.200]  去明白今日我們如何去用聖經的說話
[00:01:56.200 --> 00:01:59.080]  在開始之前我們都去看一看
[00:01:59.080 --> 00:02:01.080]  原來我上網找到一些資料
[00:02:01.080 --> 00:02:06.640]  他們說情緒是有毒害的
[00:02:06.640 --> 00:02:10.040]  通常我們有時候說有些人有癌症
[00:02:10.040 --> 00:02:11.840]  其中一個可能的因素就是
[00:02:11.840 --> 00:02:14.520]  你的情緒太負面、太強烈
[00:02:14.520 --> 00:02:19.200]  所以我上網找都說有十大有毒情緒
[00:02:19.200 --> 00:02:21.200]  有十種有毒的情緒
[00:02:21.200 --> 00:02:25.080]  不知道你身上有沒有毒素
[00:02:25.080 --> 00:02:32.360]  按照台灣基金會的一個報告
[00:02:32.360 --> 00:02:36.760]  有毒的情緒包括什麼呢
[00:02:36.760 --> 00:02:40.040]  包括了憤怒
[00:02:40.040 --> 00:02:42.600]  過度的憤怒、無法控制的憤怒
[00:02:42.600 --> 00:02:46.920]  原來會對自己、對別人帶來很大的傷害
[00:02:46.920 --> 00:02:48.720]  另外除了憤怒
[00:02:48.720 --> 00:02:49.480]  還有什麼呢
[00:02:49.480 --> 00:02:52.160]  窒道、妒忌別人
[00:02:52.160 --> 00:02:54.280]  都會令我們有很多負面的情緒
[00:02:54.280 --> 00:02:55.760]  一些有毒的情緒
[00:02:55.760 --> 00:02:58.080]  特別是你比我帥
[00:02:58.080 --> 00:02:59.880]  又不值得
[00:02:59.880 --> 00:03:01.080]  這些是沒有辦法的
[00:03:01.080 --> 00:03:03.040]  媽媽把我生得這麼帥有什麼辦法
[00:03:03.040 --> 00:03:04.240]  你不要妒忌別人
[00:03:04.240 --> 00:03:06.480]  你不夠帥也不用這樣
[00:03:06.480 --> 00:03:09.040]  但是裏面那種窒道
[00:03:09.040 --> 00:03:11.480]  會令我們經常不舒服
[00:03:11.480 --> 00:03:13.840]  另外一種就是憂慮
[00:03:13.840 --> 00:03:17.200]  未發生的事經常都很擔心
[00:03:17.200 --> 00:03:21.480]  以為自己就是古代的大官一樣
[00:03:21.480 --> 00:03:23.280]  先天下之憂而憂
[00:03:23.280 --> 00:03:24.400]  什麼都憂
[00:03:24.400 --> 00:03:26.400]  這樣就過了禍了
[00:03:26.400 --> 00:03:28.360]  還有自卑
[00:03:28.360 --> 00:03:31.080]  看自己看得不合乎中度
[00:03:31.080 --> 00:03:33.840]  還有經常都很傷心
[00:03:33.840 --> 00:03:35.600]  怨恨一個人
[00:03:35.600 --> 00:03:38.600]  厭惡什麼都不喜歡
[00:03:38.600 --> 00:03:39.920]  挫折感
[00:03:39.920 --> 00:03:43.280]  經常做什麼都不成功、很失敗
[00:03:43.280 --> 00:03:46.040]  還有一些悲觀主義
[00:03:46.040 --> 00:03:48.320]  什麼都從負面的角度去想
[00:03:48.320 --> 00:03:51.080]  最後第十樣就是恐懼
[00:03:51.080 --> 00:03:55.840]  對一些事情無法控制的時候
[00:03:55.840 --> 00:04:00.600]  令自己看的東西都很害怕
[00:04:00.600 --> 00:04:03.200]  裏面是一種震撼
[00:04:03.200 --> 00:04:06.240]  不知道你十個裏面有多少
[00:04:06.240 --> 00:04:09.000]  如果你中毒太深
[00:04:09.000 --> 00:04:10.280]  就找我聊聊天
[00:04:10.280 --> 00:04:13.040]  或者多看聖經都有幫助
[00:04:13.040 --> 00:04:15.840]  實在我們要從毒素裏面走出來
[00:04:15.840 --> 00:04:17.200]  為什麼呢?
[00:04:17.200 --> 00:04:20.680]  事實上這些情緒困擾我們
[00:04:20.680 --> 00:04:22.840]  阻礙了我們成為
[00:04:22.840 --> 00:04:25.360]  耶穌所說的有福的人
[00:04:25.360 --> 00:04:27.640]  而事實上無論在舊約的社會
[00:04:27.640 --> 00:04:29.960]  或者在今時今日的社會裏面
[00:04:29.960 --> 00:04:32.560]  很多時候這些負面的想法
[00:04:32.560 --> 00:04:33.880]  一些錯誤的想法
[00:04:33.880 --> 00:04:37.640]  將我們帶到和神的關係越來越遠離
[00:04:37.640 --> 00:04:40.640]  所以上次我們看到第五章二十節
[00:04:40.640 --> 00:04:42.520]  最後的時候說
[00:04:42.520 --> 00:04:44.480]  教導門徒就是你們的義
[00:04:44.480 --> 00:04:48.040]  要勝過民事和法理錯人的義
[00:04:48.040 --> 00:04:49.960]  因為法理錯人和民事
[00:04:49.960 --> 00:04:52.360]  他們只是執著舊約的一些東西
[00:04:52.360 --> 00:04:55.600]  以致他們看事物不準確
[00:04:55.600 --> 00:04:59.360]  以致他們有很多錯誤的觀點理解
[00:04:59.360 --> 00:05:01.680]  或者令當時的以色列人
[00:05:01.680 --> 00:05:04.120]  都同樣有這些情況
[00:05:04.120 --> 00:05:05.840]  所以耶穌在之後
[00:05:05.840 --> 00:05:08.240]  當我們要去明白成為有福的人的時候
[00:05:08.240 --> 00:05:09.920]  耶穌都藉著很多片段
[00:05:09.920 --> 00:05:13.640]  說一些位置是需要調整的
[00:05:13.640 --> 00:05:17.240]  其中有很多情緒的位置
[00:05:17.240 --> 00:05:20.600]  耶穌都教我們用一個新的眼光去看事物
[00:05:20.600 --> 00:05:24.080]  今天我們特別看到關於「路」這個問題
[00:05:24.080 --> 00:05:28.800]  今天和大家有三點去分析思考這個段落
[00:05:28.800 --> 00:05:32.240]  第一個段落是「路言相向」
[00:05:32.240 --> 00:05:33.320]  我再讀一次
[00:05:33.320 --> 00:05:34.720]  21-22節
[00:05:34.720 --> 00:05:36.760]  你們聽過有對古人說
[00:05:36.760 --> 00:05:37.920]  不可殺人
[00:05:37.920 --> 00:05:40.440]  凡殺人的必受審判
[00:05:40.440 --> 00:05:43.840]  但是我告訴你們 凡向弟兄動怒的
[00:05:43.840 --> 00:05:45.440]  必須受審判
[00:05:45.440 --> 00:05:47.200]  凡罵弟兄是廢物的
[00:05:47.200 --> 00:05:49.080]  必須受議會的審判
[00:05:49.080 --> 00:05:51.000]  凡罵弟兄是白癡的
[00:05:51.000 --> 00:05:53.680]  必須受地獄的審判
[00:05:53.680 --> 00:05:56.680]  第一個分題就是「路言相向」
[00:05:56.680 --> 00:05:59.840]  「路」和「言」有什麼相關呢?
[00:05:59.840 --> 00:06:01.040]  我們來看看
[00:06:01.040 --> 00:06:01.920]  一開始的時候
[00:06:01.920 --> 00:06:05.360]  耶穌用了拉比常用的教導方式
[00:06:05.360 --> 00:06:07.040]  因為耶穌作為一個老師
[00:06:07.040 --> 00:06:08.640]  一個猶太人的教師
[00:06:08.640 --> 00:06:09.960]  教導門徒的時候
[00:06:09.960 --> 00:06:11.880]  他也用了當時社會裡面
[00:06:11.880 --> 00:06:14.320]  一些老師的教導人的方式
[00:06:14.320 --> 00:06:18.560]  就是說出你們聽過有什麼錯誤的教導
[00:06:18.560 --> 00:06:23.880]  然後就由拉比老師提出正確的教導
[00:06:23.880 --> 00:06:25.400]  所以你看回耶穌這裡
[00:06:25.400 --> 00:06:26.960]  在第五章的段落裡面
[00:06:26.960 --> 00:06:29.200]  也用了很多次這種模式
[00:06:29.200 --> 00:06:32.680]  就是你們聽過一些什麼什麼的說話
[00:06:32.680 --> 00:06:34.560]  但是耶穌就說
[00:06:34.560 --> 00:06:35.880]  我告訴你
[00:06:35.880 --> 00:06:37.480]  從我的角度告訴你
[00:06:37.480 --> 00:06:39.440]  其實應該這樣理解
[00:06:39.440 --> 00:06:41.920]  所以耶穌也好像在拉比裡面
[00:06:41.920 --> 00:06:44.560]  表達出教導
[00:06:44.560 --> 00:06:49.080]  和他在山上的那些跟隨者的門徒
[00:06:49.080 --> 00:06:51.880]  而第一個我們今天看到的
[00:06:51.880 --> 00:06:53.720]  就是在21-26節裡面
[00:06:53.720 --> 00:06:57.280]  特別是耶穌說的一個很重要的問題就是
[00:06:57.280 --> 00:06:58.440]  究竟舊約裡面怎麼說
[00:06:58.440 --> 00:07:00.280]  或者問事和法理錯人
[00:07:00.280 --> 00:07:04.160]  怎麼說這個律法的概念呢?
[00:07:04.160 --> 00:07:06.320]  這裡說古人
[00:07:06.320 --> 00:07:07.720]  古人是什麼人呢?
[00:07:07.720 --> 00:07:09.560]  如果你看回我們接著說的
[00:07:09.560 --> 00:07:12.400]  不可殺人 凡殺人必須受審判
[00:07:12.400 --> 00:07:17.520]  就是在摩西五經裡面的教導
[00:07:17.520 --> 00:07:21.840]  所以古人可能就是摩西時代的那些以色列人
[00:07:21.840 --> 00:07:23.960]  直到今天 耶穌的年代
[00:07:23.960 --> 00:07:25.280]  問事 法理 錯人
[00:07:25.280 --> 00:07:27.640]  都是這樣教導
[00:07:27.640 --> 00:07:28.480]  就是說什麼呢?
[00:07:28.480 --> 00:07:30.360]  就是不可殺人
[00:07:30.360 --> 00:07:32.160]  不可殺人如果大家熟悉聖經
[00:07:32.160 --> 00:07:34.480]  你都會知道是來自十誡的
