
[00:00:00.000 --> 00:00:03.540]  第3課的大英姊妹,大家好!
[00:00:03.540 --> 00:00:13.680]  今天那個經文是在《耶利米書》第7章21至28節
[00:00:13.680 --> 00:00:27.520]  在《耶利米書》第7章第8章和第26章的1至24節
[00:00:28.180 --> 00:00:34.400]  是耶利米才知道在聖殿的講道,講道集
[00:00:34.400 --> 00:00:39.400]  楊牧谷博士他指出
[00:00:39.400 --> 00:00:45.540]  這些是耶利米一生最重要的工作和訊息
[00:00:45.540 --> 00:00:50.220]  但是在第26章第8節
[00:00:50.220 --> 00:00:53.140]  他告訴我們
[00:00:53.880 --> 00:00:58.300]  他這些訊息得來的結果就是
[00:00:58.300 --> 00:01:05.920]  在這個經文,他說:祭司,先知,以眾聞,都來抓住他,說:你必要死!
[00:01:05.920 --> 00:01:15.080]  我們都知道耶利米先知幾乎是沒了用命的
[00:01:15.080 --> 00:01:18.500]  起碼知道耶利米書最終結局
[00:01:18.500 --> 00:01:21.800]  最後他有沒有死,我們不知道
[00:01:21.800 --> 00:01:23.900]  但真的很苦
[00:01:23.900 --> 00:01:27.420]  到底耶利米講了什麼
[00:01:27.420 --> 00:01:30.080]  那麼觸怒這位百姓
[00:01:30.080 --> 00:01:35.960]  相信他的講論一定是碰觸到
[00:01:35.960 --> 00:01:41.120]  這班末期的猶大國子民的一些最深的痛處
[00:01:41.120 --> 00:01:46.240]  以至將他們的一些自我保護
[00:01:46.240 --> 00:01:50.240]  和自以為意的假面具粉碎了
[00:01:50.320 --> 00:01:53.020]  他們才會這麼難以忍受這個人
[00:01:53.020 --> 00:01:57.020]  正如我們做傳道人
[00:01:57.020 --> 00:02:03.740]  很多時候我們都需要做一些紀律的個案
[00:02:03.740 --> 00:02:11.220]  通常大兄姊妹做錯事
[00:02:11.220 --> 00:02:15.260]  他們很多都不會跟傳道人說
[00:02:15.260 --> 00:02:17.420]  我們都是聽回來的
[00:02:18.240 --> 00:02:22.580]  我自己也有很大掙扎
[00:02:22.580 --> 00:02:26.120]  究竟我應該假裝不知道
[00:02:26.120 --> 00:02:29.280]  還是去跟他們談談
[00:02:29.280 --> 00:02:34.820]  而當一旦對方知道你知道的時候
[00:02:34.820 --> 00:02:37.760]  你去找他談的時候
[00:02:37.760 --> 00:02:41.680]  都還沒找到,有好些情況
[00:02:41.680 --> 00:02:43.220]  他已經消失了
[00:02:43.220 --> 00:02:45.480]  離開了教會
[00:02:46.480 --> 00:02:50.740]  有些情況是我們很想再去關心一下他
[00:02:50.740 --> 00:02:54.040]  有時候真的心裡覺得
[00:02:54.040 --> 00:02:57.360]  不要這樣,教會也不回
[00:02:57.360 --> 00:03:01.040]  用一個朋友的身份去關心他們的時候
[00:03:01.040 --> 00:03:04.540]  很多時候我們還沒說第一句
[00:03:04.540 --> 00:03:07.440]  在WhatsApp上打招呼
[00:03:07.440 --> 00:03:10.280]  他們已經一輪子不斷地罵
[00:03:10.280 --> 00:03:14.800]  你們這些牧師,當然是,叫我不要離婚
[00:03:16.600 --> 00:03:22.180]  當他覺得他有些事情隱藏
[00:03:22.180 --> 00:03:25.980]  讓你知道的時候,他就會很重地反擊
[00:03:25.980 --> 00:03:30.900]  當時
[00:03:30.900 --> 00:03:42.120]  當時以色列民他們的敬拜
[00:03:42.120 --> 00:03:43.780]  以及憲制
[00:03:44.140 --> 00:03:46.700]  已經遠離了神的原意
[00:03:46.700 --> 00:03:52.940]  神的原意是要他們心裡有那種誠實
[00:03:52.940 --> 00:03:54.540]  生活的聖潔
[00:03:54.540 --> 00:03:57.860]  人們只是以為
[00:03:57.860 --> 00:04:01.300]  履行了神的敬拜的命令
[00:04:01.300 --> 00:04:04.800]  就可以應酬了神,過了骨就算了
[00:04:04.800 --> 00:04:09.680]  主席爵耶利米在十一章十五節這樣說的
[00:04:09.680 --> 00:04:13.920]  我所愛的,既然行了罪惡最大惡極事
[00:04:14.160 --> 00:04:17.500]  還有什麼資格可以在我聖殿裡面
[00:04:17.500 --> 00:04:22.040]  難道祭奴可以消除你的災禍
[00:04:22.040 --> 00:04:23.680]  才能得著歡樂
[00:04:23.680 --> 00:04:29.780]  其實是當我們去敬拜的時候
[00:04:29.780 --> 00:04:31.740]  心都不在那裡的時候
[00:04:31.740 --> 00:04:34.360]  而是在一些形式的時候
[00:04:34.360 --> 00:04:38.440]  而你可能在外面做很多慰慰神的事的時候
[00:04:38.440 --> 00:04:41.620]  其實就好像這段經文說的
[00:04:42.080 --> 00:04:44.840]  你有什麼資格在我的殿裡面
[00:04:44.840 --> 00:04:49.260]  我們會不會有一些想法
[00:04:49.260 --> 00:04:55.300]  就是我只要執行了一些表面的指定動作
[00:04:55.300 --> 00:04:57.600]  譬如說我回崇拜
[00:04:57.600 --> 00:04:59.880]  我參加團契
[00:04:59.880 --> 00:05:02.420]  就完成了神的吩咐
[00:05:02.420 --> 00:05:06.500]  就已經算聽從神的命令了
[00:05:06.500 --> 00:05:12.020]  很多年前我還在俗世打滾的時候
[00:05:12.360 --> 00:05:15.800]  有一天部門來了一位新同事
[00:05:15.800 --> 00:05:17.660]  他剛剛大學畢業
[00:05:17.660 --> 00:05:20.080]  很清新的
[00:05:20.080 --> 00:05:23.080]  肥肥白白的,很有趣
[00:05:23.080 --> 00:05:25.920]  我跟他好好聊天
[00:05:25.920 --> 00:05:28.900]  他知道我們的團隊剛好有很多基督徒
[00:05:28.900 --> 00:05:33.460]  他就提出一件事
[00:05:33.460 --> 00:05:36.520]  做基督徒要十一奉獻的
[00:05:36.520 --> 00:05:41.580]  他說很厲害,又要納稅又要十一奉獻
[00:05:41.580 --> 00:05:44.780]  就像二十多個百分比一樣
[00:05:44.780 --> 00:05:49.640]  其實我是不覺得的,因為已經習慣了
[00:05:49.640 --> 00:05:53.060]  但他這樣提出,我也覺得是
[00:05:53.060 --> 00:05:56.040]  不過他很有趣的,他又這樣說
[00:05:56.040 --> 00:05:59.300]  如果我只是十一奉獻
[00:05:59.300 --> 00:06:02.060]  回崇拜就已經成為一個好基督徒
[00:06:02.060 --> 00:06:03.480]  那就很划算的
[00:06:03.480 --> 00:06:07.960]  想想是不是,其實是
[00:06:12.480 --> 00:06:17.960]  究竟那些百姓怎樣得罪耶和華呢?
[00:06:17.960 --> 00:06:21.560]  在第七章八節,前少少經文裡說
[00:06:21.560 --> 00:06:25.000]  那時你們竟然依靠虛荒無益
[00:06:25.000 --> 00:06:29.260]  你們怎可以偷渡、兇殺、姦淫、起誓
[00:06:29.260 --> 00:06:32.220]  以及向巴力燒香
[00:06:32.220 --> 00:06:35.520]  跟著不止,還跟從你們數不認識的神
[00:06:35.520 --> 00:06:38.020]  然後怎樣呢?
[00:06:38.020 --> 00:06:42.060]  很奇怪,你來到這個稱為我名下的殿
[00:06:42.060 --> 00:06:44.060]  站在我面前說
[00:06:44.060 --> 00:06:47.620]  我們安全了,或者我們自由了
[00:06:47.620 --> 00:06:51.840]  你們這樣就可以行這一切可生的事嗎?
[00:06:51.840 --> 00:06:53.580]  意思是
[00:06:53.580 --> 00:06:59.020]  他做了很多事情,根本就離經半道
[00:06:59.020 --> 00:07:01.420]  但跟著他就回聖殿
[00:07:01.420 --> 00:07:03.920]  繼續的敬拜,繼續的祭祀
[00:07:03.920 --> 00:07:07.520]  以為這樣就已經可以彌補了他犯的錯
[00:07:07.520 --> 00:07:09.600]  然後繼續犯錯
[00:07:09.600 --> 00:07:11.800]  其實
[00:07:11.800 --> 00:07:15.040]  神就用了一個名詞
[00:07:15.040 --> 00:07:17.520]  難道你眼中看為賊窩嗎?
[00:07:17.520 --> 00:07:20.540]  即是把聖殿看為一個賊窩
[00:07:20.540 --> 00:07:27.220]  這個其實我們說是一些在信仰上的人格分裂
[00:07:27.220 --> 00:07:33.120]  很久之前有個電影叫《教父》
[00:07:33.800 --> 00:07:38.180]  裏面講到那位意大利黑幫的首領
[00:07:38.180 --> 00:07:40.100]  就是那個教父
[00:07:40.100 --> 00:07:46.220]  他會去教堂做禮拜
[00:07:46.220 --> 00:07:48.720]  他女兒結婚
[00:07:48.720 --> 00:07:51.620]  他也會在教堂行禮
[00:07:51.620 --> 00:07:56.680]  同時他們家族跟那個教堂的神父是很好的朋友
[00:07:56.680 --> 00:07:58.500]  但是呢
[00:07:58.500 --> 00:08:00.280]  他平時
[00:08:00.280 --> 00:08:02.740]  就殺人不眨眼
[00:08:04.800 --> 00:08:06.800]  其實我們再去想一想
[00:08:06.800 --> 00:08:08.800]  其實這些是什麼?
[00:08:08.800 --> 00:08:11.700]  這些就是宗教的教義
[00:08:11.700 --> 00:08:16.100]  我來拜祭你,你就要保佑我
[00:08:16.100 --> 00:08:20.400]  事實上我經常聽到
[00:08:20.400 --> 00:08:23.600]  有很多信徒雖然信神
[00:08:23.600 --> 00:08:25.100]  但是呢
[00:08:25.100 --> 00:08:28.420]  他們也信風水、命理
[00:08:28.420 --> 00:08:32.620]  我們想一想,其實我們有神
[00:08:32.620 --> 00:08:36.000]  我們就覺得,一切都已經足夠了
[00:08:36.000 --> 00:08:38.620]  信神是全包宴來的
[00:08:38.620 --> 00:08:40.960]  什麼都不用再依靠
[00:08:40.960 --> 00:08:42.380]  但是呢
[00:08:42.380 --> 00:08:44.780]  我們
