
[00:00:00.000 --> 00:00:05.120]  大概還是想跟各位來在我們當中做一些信仰的反省
[00:00:05.120 --> 00:00:07.680]  我之前如果你還記得的話我
[00:00:07.680 --> 00:00:13.820]  跟各位在講道當中講到我真懂得敬拜神敬畏神嗎
[00:00:13.820 --> 00:00:18.700]  專崇神然後我真的健康嗎這大概是我前
[00:00:18.700 --> 00:00:21.760]  幾次在講道當中跟各位來講的
[00:00:21.760 --> 00:00:28.160]  今天我想跟各位來看一個我覺得是很有意思的一個題目啦對我來說
[00:00:28.160 --> 00:00:30.200]  最近也是我常常在
[00:00:30.200 --> 00:00:34.820]  自己去思想去反思的一個題目
[00:00:34.820 --> 00:00:37.380]  我真懂得禱告嗎
[00:00:37.380 --> 00:00:42.740]  我不知道對你來說這個題目太淺
[00:00:42.740 --> 00:00:45.320]  其實對你來說沒有什麼難度
[00:00:45.320 --> 00:00:49.160]  有誰有誰你覺得你很懂
[00:00:49.160 --> 00:00:51.200]  很會禱告嗎
[00:00:51.200 --> 00:00:53.240]  你有禱告嗎
[00:00:53.240 --> 00:00:56.820]  我猜大部分人都有吧
[00:00:57.080 --> 00:01:01.180]  就是你還沒有相信耶穌基金大概你也會禱告了
[00:01:01.180 --> 00:01:07.060]  這個禱告其實在一般來說我們還沒有信耶穌基金我們家裡面的我家裡面為例子
[00:01:07.060 --> 00:01:13.460]  就是我家裡面有拜拜嘛就是那個祖先啊那些有些偶像我家我父母
[00:01:13.460 --> 00:01:19.860]  那時候還是要拜那個拜拜大概就是跟禱告差不多就是有那樣的意思
[00:01:19.860 --> 00:01:20.880]  就是禱告
[00:01:20.880 --> 00:01:23.960]  就是祈求嘛就是那個所以
[00:01:24.220 --> 00:01:30.360]  我猜我們在座所有人都有這個禱告的一個經驗無論你是在基督教
[00:01:30.360 --> 00:01:32.160]  你作為基督徒的禱告
[00:01:32.160 --> 00:01:38.560]  你還沒有信主你不是基督徒你大概也會有這樣子的祈求禱告的那個
[00:01:38.560 --> 00:01:40.100]  時間那個機會
[00:01:40.100 --> 00:01:43.940]  所以還是問大家你會禱告嗎
[00:01:43.940 --> 00:01:48.800]  就是會的意思你覺得你還不錯你禱告
[00:01:48.800 --> 00:01:51.620]  而且在我們基督徒的生活當中
[00:01:51.620 --> 00:01:52.900]  我們
[00:01:53.400 --> 00:01:54.680]  從基督徒來講
[00:01:54.680 --> 00:02:00.820]  大概我們基督徒的生活裡面我們每個禮拜都會有機會是來教會嘛
[00:02:00.820 --> 00:02:03.900]  這是我們教會的生活我們來聚會
[00:02:03.900 --> 00:02:10.300]  然後我們基督徒的生活當中我們要提醒弟兄姐妹我們要有一個叫靈修的生活嘛
[00:02:10.300 --> 00:02:12.340]  靈修生活是包括什麼
[00:02:12.340 --> 00:02:16.440]  你不知道靈修生活是包括
[00:02:18.480 --> 00:02:23.600]  我們靈修生活包括我們基本的是讀聖經然後是
[00:02:23.600 --> 00:02:27.960]  禱告然後你可以唱詩歌你默想經文
[00:02:27.960 --> 00:02:28.980]  所以
[00:02:28.980 --> 00:02:35.380]  在我們這些提醒弟兄姐妹我們都有基督徒的生活靈修生活當中
[00:02:35.380 --> 00:02:37.180]  讀聖經跟禱告
[00:02:37.180 --> 00:02:39.220]  你做哪一樣比較多
[00:02:39.220 --> 00:02:42.040]  你讀聖經比較多還是禱告比較多
[00:02:42.040 --> 00:02:45.880]  還是禱告比較多吧我猜
[00:02:46.140 --> 00:02:49.980]  你覺得因為禱告比較容易嗎讀聖經好像有點
[00:02:49.980 --> 00:02:51.260]  難度吧
[00:02:51.260 --> 00:02:55.860]  所以你大概我們基督徒禱告的時間會比較多
[00:02:55.860 --> 00:03:01.500]  你在教會聚會當中也會一定有禱告這個環節
[00:03:01.500 --> 00:03:06.620]  好那個所以大概我們禱告的經驗也不少吧
[00:03:06.620 --> 00:03:09.440]  在你基督徒的生活當中
[00:03:09.440 --> 00:03:11.480]  但我剛才說
[00:03:11.480 --> 00:03:13.520]  如果不是基督教
[00:03:13.780 --> 00:03:17.120]  在其他的宗教當中我們能夠有聽過的
[00:03:17.120 --> 00:03:20.180]  他們的宗教當中的生活
[00:03:20.180 --> 00:03:24.540]  他們的禱告生活也是也蠻多的吧
[00:03:24.540 --> 00:03:28.880]  我們比較熟悉的就是回教穆辛林的時候
[00:03:28.880 --> 00:03:30.940]  你知道他們天要禱告幾次
[00:03:30.940 --> 00:03:38.360]  五次嘛就如果你有聽過穆辛林他們大概他們在禱告那種
[00:03:38.360 --> 00:03:40.660]  禱告的生活當中他們真的很
[00:03:40.920 --> 00:03:43.980]  很厲害的 有點一天有五次禱告嗎你
[00:03:43.980 --> 00:03:50.640]  可能有啦你可能超過五次也不錯吧也比他們更厲害
[00:03:50.640 --> 00:03:52.180]  所以我相信
[00:03:52.180 --> 00:03:54.480]  禱告祈禱
[00:03:54.480 --> 00:03:56.280]  就是對很多的
[00:03:56.280 --> 00:04:00.120]  人啦無論是基督徒或是其他宗教的信徒
[00:04:00.120 --> 00:04:06.520]  他們大概也是在這方面也蠻熟識或者說也會常做的啦
[00:04:08.060 --> 00:04:14.200]  但我是不是真的很懂禱告呢我自己反思是最近也是因為我
[00:04:14.200 --> 00:04:20.600]  家裡面的一些家人他們突然發現有那個重病了
[00:04:20.600 --> 00:04:24.700]  那有時候跟他們在一起的他們也是基督徒
[00:04:24.700 --> 00:04:28.020]  但跟他們在一起的時候他們大概也是想
[00:04:28.020 --> 00:04:31.360]  我作為牧師為他們禱告
[00:04:31.360 --> 00:04:33.920]  其實我覺得也是對我來說真的
[00:04:34.180 --> 00:04:40.320]  我大概也會有很多機會跟為我的會友啊他們有時候是
[00:04:40.320 --> 00:04:41.860]  需要牧師來禱告
[00:04:41.860 --> 00:04:45.200]  但我這段時間我跟我家人他們
[00:04:45.200 --> 00:04:48.260]  那種關係有點不一樣我跟
[00:04:48.260 --> 00:04:52.360]  他要我為他禱告的時候有時候我也覺得真的
[00:04:52.360 --> 00:04:55.680]  有時候我為病人為會友
[00:04:55.680 --> 00:04:58.500]  患病的會友禱告也是有時候覺得
[00:04:58.760 --> 00:05:04.140]  也是不容易啦這些更是我的家人他們要就是
[00:05:04.140 --> 00:05:10.540]  有時候我覺得這個禱告對我來說原來真的是要不斷的去在神面前來
[00:05:10.540 --> 00:05:11.560]  學習
[00:05:11.560 --> 00:05:16.420]  禱告大概我是覺得真的是繼續要去仰望神
[00:05:16.420 --> 00:05:19.240]  禱告是我仰望神的憐憫
[00:05:19.240 --> 00:05:25.900]  所以我很想跟各位來分享一下那個如果你覺得你真的很懂禱告有機會你可以跟我們
[00:05:25.900 --> 00:05:26.660]  分享
[00:05:26.920 --> 00:05:30.760]  但我覺得真的也是我也要承認其實我
[00:05:30.760 --> 00:05:33.320]  在禱告當中還是在不斷的學習
[00:05:33.320 --> 00:05:37.160]  我先跟各位來看一段的經文
[00:05:37.160 --> 00:05:44.840]  第一節經文我不曉得你有機會有聽過大概是耶穌跟門徒在一起的時候
[00:05:44.840 --> 00:05:50.720]  我們來讀一遍這個陸上復興十一章一節我們來讀一遍這節經文預備來
[00:05:50.720 --> 00:05:53.800]  耶穌在一個地方禱告
[00:05:53.800 --> 00:05:55.080]  禱告完了
[00:05:55.340 --> 00:05:57.400]  有個門徒對他說
[00:05:57.400 --> 00:06:00.200]  仇主教導我們禱告
[00:06:00.200 --> 00:06:03.520]  上約翰教導他的門徒
[00:06:03.520 --> 00:06:10.700]  耶穌的門徒來到耶穌的面前請耶穌教導他們禱告
[00:06:10.700 --> 00:06:12.500]  你知道那個
[00:06:12.500 --> 00:06:16.080]  在猶太人他們的背景當中
[00:06:16.080 --> 00:06:19.920]  猶太人其實是一個很會禱告的一個民族
[00:06:19.920 --> 00:06:23.240]  因為你看聖經他們
[00:06:23.500 --> 00:06:28.360]  就是記載那個猶太人西伯來人或是以色列人的歷史
[00:06:28.360 --> 00:06:30.660]  猶太人他們很懂
[00:06:30.660 --> 00:06:37.060]  在猶太人他們的那個家庭的教育當中或是他們的宗教教育當中
[00:06:37.060 --> 00:06:39.620]  他們是很看重禱告
[00:06:39.620 --> 00:06:41.680]  所以猶太人從小
[00:06:41.680 --> 00:06:43.980]  他們就會很會禱告
[00:06:43.980 --> 00:06:49.360]  但他們禱告有些特色你又看福音書的時候你就會知道
[00:06:49.360 --> 00:06:51.920]  他們耶穌有時候就是
[00:06:52.680 --> 00:06:55.240]  教導那個禱告的時候就
[00:06:55.240 --> 00:06:59.080]  指出猶太人他們的禱告那種
[00:06:59.080 --> 00:07:00.360]  他們大概
[00:07:00.360 --> 00:07:06.760]  是一種就是跟那個我們剛才有提到有穆斯林他們那個禱告五次猶太人也是一樣
[00:07:06.760 --> 00:07:09.060]  他們有一個規矩
[00:07:09.060 --> 00:07:15.720]  你要每天一天禱告多少次當然不同的時代也有不同的調整
[00:07:15.720 --> 00:07:20.320]  他們有經歷過三次五次七次他們有常有不同
[00:07:20.580 --> 00:07:26.720]  就是他們那個一定他們是很講那個次數一定要禱告多少次
[00:07:26.720 --> 00:07:33.380]  一定要做的有點像我現代人我們說是例行公事他就是要做這個
[00:07:33.380 --> 00:07:37.480]  有點像我們在基督徒以後你做基督徒以後
[00:07:37.480 --> 00:07:42.340]  有人有教導過你說每次吃飯前要做什麼
[00:07:42.340 --> 00:07:49.240]  謝飯禱告我們每次愛言的時候我們都一定有一個人要出來帶領我們禱告
[00:07:49.500 --> 00:07:54.120]  其實就有點像那個例行公事就是這個一定要做的
[00:07:54.120 --> 00:07:56.420]  所以這些猶太人他們很懂
[00:07:56.420 --> 00:07:58.720]  所以他們常常要禱告
[00:07:58.720 --> 00:08:04.600]  然後他們的禱告是怎麼樣呢有一個格式就是有一個公式
[00:08:04.600 --> 00:08:08.960]  就是他們有一個很固定的你要講一段的禱告文
[00:08:08.960 --> 00:08:10.240]  他們就是這樣子
[00:08:10.240 --> 00:08:17.400]  我小時候是在聖公會的教會學校念書
[00:08:17.400 --> 00:08:19.200]  有誰是這樣子的
[00:08:19.700 --> 00:08:21.240]  香港的聖公會
[00:08:21.240 --> 00:08:26.120]  這個聖公會跟一些中派的教會他們
[00:08:26.120 --> 00:08:27.900]  比較喜歡用是什麼
[00:08:27.900 --> 00:08:31.740]  他們的禱告當中有一段禱告文祈禱文
[00:08:31.740 --> 00:08:38.660]  我們小時候有一本書就是記下很多不同的禱告文
[00:08:38.660 --> 00:08:44.540]  謝飯啊什麼參加聚會開始的時候認罪啊那個很多的這些禱告文
[00:08:44.540 --> 00:08:47.100]  所以猶太人也是這樣子
[00:08:47.600 --> 00:08:51.940]  他們有一個很祈禱的格式一個公式在當中
[00:08:51.940 --> 00:08:54.000]  你就照著讀就好了
[00:08:54.000 --> 00:08:55.280]  你就不用想
[00:08:55.280 --> 00:08:57.320]  這是他們其中一個特色
[00:08:57.320 --> 00:09:02.700]  也是我們的當然這個對我們一般基督徒來說在進行會的中派裡面
[00:09:02.700 --> 00:09:05.780]  我們最熟悉的一個禱告文是什麼
[00:09:05.780 --> 00:09:07.820]  主禱文
[00:09:07.820 --> 00:09:09.360]  這有點像這樣子
[00:09:09.360 --> 00:09:11.420]  就是主禱文就有點像
[00:09:11.420 --> 00:09:15.760]  但這個我們覺得我們只是把那個主禱文
[00:09:16.020 --> 00:09:19.100]  成為我們一個很常用的禱告的格式
[00:09:19.100 --> 00:09:21.660]  但我們其他的禱告其實是
[00:09:21.660 --> 00:09:24.720]  就是真的是另外不像猶太人
[00:09:24.720 --> 00:09:27.540]  也不像我在聖公會當中的那種
[00:09:27.540 --> 00:09:29.840]  比較背誦那種禱告文
[00:09:29.840 --> 00:09:33.940]  然後另外猶太人的禱告的特色是什麼呢
[00:09:33.940 --> 00:09:36.500]  我說這上一個叫死纏難打
[00:09:36.500 --> 00:09:38.300]  你知道什麼意思嗎
[00:09:38.300 --> 00:09:42.900]  就是簡單來講是死囚
[00:09:42.900 --> 00:09:45.460]  死纏難打就是說
[00:09:45.720 --> 00:09:46.740]  你要
[00:09:46.740 --> 00:09:49.820]  拼命的在神面前不斷的囚
