
[00:00:00.000 --> 00:00:03.840]  讀一段《聖經》在以色列書六章第一到第四節
[00:00:03.840 --> 00:00:06.960]  這裡說當烏西亞王崩的那年
[00:00:06.960 --> 00:00:09.580]  我見主坐在高高的寶座上
[00:00:09.580 --> 00:00:12.260]  他的衣裳垂下 遮滿聖殿
[00:00:12.260 --> 00:00:14.120]  其上有撒拉弗勢力
[00:00:14.120 --> 00:00:15.280]  各有六個翅膀
[00:00:15.280 --> 00:00:16.900]  用兩個翅膀遮臉
[00:00:16.900 --> 00:00:18.120]  兩個翅膀遮腳
[00:00:18.120 --> 00:00:19.680]  兩個翅膀飛翔
[00:00:19.680 --> 00:00:21.080]  彼此呼喊說
[00:00:21.080 --> 00:00:22.720]  聖哉 聖哉 聖哉
[00:00:22.720 --> 00:00:23.680]  萬聚之耶華
[00:00:23.680 --> 00:00:25.640]  他的榮光充滿全地
[00:00:25.640 --> 00:00:27.240]  因呼喊者的聲音
[00:00:27.240 --> 00:00:29.240]  門檻的根基震動
[00:00:29.480 --> 00:00:31.200]  殿充滿了煙雲
[00:00:31.200 --> 00:00:32.000]  第八節
[00:00:32.000 --> 00:00:33.920]  我又聽見主的聲音說
[00:00:33.920 --> 00:00:35.800]  我可以差遣誰呢
[00:00:35.800 --> 00:00:37.400]  誰肯為我們去呢
[00:00:37.400 --> 00:00:38.840]  我說我在這裡
[00:00:38.840 --> 00:00:40.560]  請差遣我
[00:00:40.560 --> 00:00:41.480]  就讀到這裡
[00:00:41.480 --> 00:00:45.360]  上禮拜我們教會同宮門
[00:00:45.360 --> 00:00:47.000]  花了兩天的時間
[00:00:47.000 --> 00:00:49.200]  我們舉行了年度計劃會議
[00:00:49.200 --> 00:00:51.400]  在年度計劃會議當中
[00:00:51.400 --> 00:00:53.640]  我們定下明年的主題
[00:00:53.640 --> 00:00:57.360]  就是興起一支屬神的大軍
[00:00:57.800 --> 00:01:01.520]  最主要原因就是當我們在慶祝完三十週年之後
[00:01:01.520 --> 00:01:03.320]  我們看見擺在我們面前
[00:01:03.320 --> 00:01:07.480]  真的是一個擴展神國的新季節來到
[00:01:07.480 --> 00:01:09.120]  神的心意
[00:01:09.120 --> 00:01:11.240]  不但是要我們全面性的
[00:01:11.240 --> 00:01:13.320]  來建造神榮耀的教會
[00:01:13.320 --> 00:01:15.880]  不但是要我們進入萬國萬民
[00:01:15.880 --> 00:01:18.640]  繼續做執堂宣教的工作
[00:01:18.640 --> 00:01:21.280]  更是要我們在這樣一個世代
[00:01:21.280 --> 00:01:23.160]  能夠轉化城市
[00:01:23.160 --> 00:01:24.600]  影響世界
[00:01:24.880 --> 00:01:29.360]  而這個使命跟託付是不是光光靠
[00:01:29.360 --> 00:01:31.440]  牧者或教會的同工
[00:01:31.440 --> 00:01:34.760]  必須是每一位弟兄姐妹
[00:01:34.760 --> 00:01:37.000]  都要一同站立起來
[00:01:37.000 --> 00:01:37.800]  Amen
[00:01:37.800 --> 00:01:42.920]  這樣我們才能夠在這樣彎曲背謬的世代
[00:01:42.920 --> 00:01:44.280]  帶來影響力
[00:01:44.280 --> 00:01:48.280]  弟兄姐今天我相信我們每一個人來到神面前
[00:01:48.280 --> 00:01:51.800]  我們在神面前都有同樣的經驗
[00:01:51.800 --> 00:01:55.800]  我們在神面前都有同樣的一個渴望
[00:01:55.800 --> 00:01:58.200]  主啊求你使用我
[00:01:58.200 --> 00:02:00.920]  讓我成為你手中的契冥
[00:02:00.920 --> 00:02:01.680]  不是嗎
[00:02:01.680 --> 00:02:04.560]  我相信我們在神面前都有這個渴望
[00:02:04.560 --> 00:02:07.280]  我們怎麼樣能夠在神手中
[00:02:07.280 --> 00:02:09.680]  成為神手中的契冥呢
[00:02:09.680 --> 00:02:12.480]  從今天這段聖經當中我們看見三方面
[00:02:12.480 --> 00:02:13.520]  首先第一個
[00:02:13.520 --> 00:02:16.120]  你需要看見神的國度
[00:02:16.120 --> 00:02:18.280]  跟你們說你需要看見神的國度
[00:02:18.280 --> 00:02:22.720]  在剛才我們所讀的聖經當中
[00:02:22.720 --> 00:02:25.360]  我們看見以賽亞所處的環境
[00:02:25.360 --> 00:02:27.640]  其實不是一個很容易的環境
[00:02:27.640 --> 00:02:29.960]  第一節特別講到這是什麼時候呢
[00:02:29.960 --> 00:02:32.920]  這是烏西亞王崩的那一年
[00:02:32.920 --> 00:02:36.840]  你知道烏西亞王是當時非常好的一個君王
[00:02:36.840 --> 00:02:38.280]  當他死的時候
[00:02:38.280 --> 00:02:42.040]  帶給整個國家社會很大的不安
[00:02:42.040 --> 00:02:45.920]  因為不知道前面的道路將會如何
[00:02:45.920 --> 00:02:50.080]  其實很多時候就好像今天我們所處的環境也是這樣
[00:02:50.080 --> 00:02:54.160]  我們看見不但現在全世界的政局在動盪
[00:02:54.160 --> 00:02:55.480]  經濟不穩定
[00:02:55.480 --> 00:02:58.800]  社會也常常充滿很多的亂象
[00:02:58.800 --> 00:03:02.080]  很多時候我們也不知道何去何從不是嗎
[00:03:02.080 --> 00:03:04.080]  然而就在這個時候
[00:03:04.080 --> 00:03:05.840]  你看見以賽亞
[00:03:05.840 --> 00:03:08.400]  看見一個異象
[00:03:08.400 --> 00:03:13.520]  他看見我們的主坐在高高的寶座上
[00:03:13.520 --> 00:03:17.360]  換句話說以賽亞不只是看見一個圖畫而已
[00:03:17.360 --> 00:03:20.240]  他看見的是一個國度
[00:03:20.240 --> 00:03:24.080]  這個國度是從亙古到永遠的國度
[00:03:24.080 --> 00:03:28.320]  這個國度是我們的神正在掌權的國度
[00:03:28.320 --> 00:03:31.120]  無論這個世界怎麼樣的改變
[00:03:31.120 --> 00:03:35.360]  我們神的國度是一個永遠不能夠被震動的國度
[00:03:35.360 --> 00:03:36.720]  你們
[00:03:36.720 --> 00:03:40.400]  雖然你看見歷世歷代魔鬼撒旦
[00:03:40.400 --> 00:03:42.480]  想盡各樣的詭計
[00:03:42.480 --> 00:03:46.320]  用盡各樣的犯法來破壞神的工作
[00:03:46.320 --> 00:03:48.160]  你看在舊約時代
[00:03:48.160 --> 00:03:50.480]  多少次他讓選民
[00:03:50.480 --> 00:03:53.920]  神的選民失敗跌倒
[00:03:53.920 --> 00:03:59.360]  多少次魔鬼撒旦想要把神的選民趕盡殺絕
[00:03:59.360 --> 00:04:03.280]  甚至後來把耶穌基督釘在十字架上
[00:04:03.280 --> 00:04:06.160]  但至終耶穌從死裡復活了
[00:04:06.160 --> 00:04:08.320]  戰勝仇敵一切的詭計
[00:04:08.320 --> 00:04:09.200]  Amen
[00:04:09.200 --> 00:04:10.720]  Hallelujah
[00:04:10.720 --> 00:04:14.720]  在人類歷史當中我們看見人的權勢
[00:04:14.720 --> 00:04:18.400]  也想盡辦法攔阻神的工作不是嗎
[00:04:18.400 --> 00:04:21.920]  從羅馬政權到共產的政權
[00:04:21.920 --> 00:04:25.120]  甚至到現今回教對教會的逼迫
[00:04:25.120 --> 00:04:29.200]  但是無論多少的人的權勢的迫害
[00:04:29.200 --> 00:04:32.880]  神的權柄永遠高過這一切
[00:04:32.880 --> 00:04:35.840]  至終萬國都要來稱頌
[00:04:35.840 --> 00:04:40.800]  萬民都要來讚美唯有耶穌基督是主
[00:04:40.800 --> 00:04:42.000]  Hallelujah
[00:04:42.000 --> 00:04:44.000]  第二點今天做一個基督徒
[00:04:44.000 --> 00:04:46.320]  當我們生活在這個地上的時候
[00:04:46.320 --> 00:04:50.720]  我告訴你我們一定要有一個國度性的眼光
[00:04:50.720 --> 00:04:53.520]  你不能只是看你的需要
[00:04:53.520 --> 00:04:56.480]  或只看你身旁周圍的環境
[00:04:56.480 --> 00:04:59.280]  你需要看見神的國度
[00:04:59.280 --> 00:05:02.560]  你需要看見無論這個世界怎麼樣的改變
[00:05:02.560 --> 00:05:06.240]  神的國度永遠長存
[00:05:06.240 --> 00:05:09.360]  這為什麼主耶穌在馬太福音6章33節
[00:05:09.360 --> 00:05:10.720]  我們非常熟悉的聖經
[00:05:10.720 --> 00:05:14.000]  主說你們要先求祂的國和祂的義
[00:05:14.000 --> 00:05:17.040]  這些東西都要加給你們
[00:05:17.040 --> 00:05:19.120]  這句聖經很有意思的
[00:05:19.120 --> 00:05:20.880]  為什麼主這樣說
[00:05:20.880 --> 00:05:22.960]  因為這裡講這些東西我告訴你
[00:05:22.960 --> 00:05:26.000]  這些東西都是暫時的
[00:05:26.000 --> 00:05:29.360]  這些東西都是會過去的
[00:05:29.360 --> 00:05:33.520]  但只有神的國度就是永遠長存
[00:05:33.520 --> 00:05:37.840]  所以主耶穌才說你要先求這個永遠長存
[00:05:37.840 --> 00:05:43.040]  其他這些暫時的會改變的事物都會加給你們
[00:05:43.040 --> 00:05:43.840]  換句話說
[00:05:43.840 --> 00:05:48.080]  只有當你先抓住那個永恆不變的真理的時候
[00:05:48.080 --> 00:05:50.640]  你才能夠得到智慧跟力量
[00:05:50.640 --> 00:05:54.560]  面對每天生活不斷在改變的事物
[00:05:54.560 --> 00:05:55.920]  Amen
[00:05:55.920 --> 00:05:59.760]  事實上只有當你看見神的國度的時候
[00:05:59.760 --> 00:06:02.320]  你才能明白神的心意
[00:06:02.320 --> 00:06:04.400]  是這樣的迫切
[00:06:04.400 --> 00:06:07.120]  原來神願意萬人得救
[00:06:07.120 --> 00:06:09.920]  不願意一人沉淪
[00:06:09.920 --> 00:06:12.960]  所以在馬太福音9章36節裡面
[00:06:12.960 --> 00:06:15.680]  你看見主耶穌在這裡看見許多人
[00:06:15.680 --> 00:06:18.720]  主就憐憫他們
[00:06:18.720 --> 00:06:21.360]  因為他們困苦流離
[00:06:21.360 --> 00:06:23.920]  像羊沒有牧人一般
[00:06:23.920 --> 00:06:25.840]  我好喜歡在這裡
[00:06:25.840 --> 00:06:28.000]  還有困苦流離
[00:06:28.000 --> 00:06:30.560]  來形容這個世代的人
[00:06:30.560 --> 00:06:34.480]  第二點這世代人不就是這樣困苦流離嗎
[00:06:34.480 --> 00:06:35.840]  什麼是困苦流離
[00:06:35.840 --> 00:06:38.320]  就是找不到出路
[00:06:38.320 --> 00:06:40.080]  找不到答案
[00:06:40.080 --> 00:06:42.560]  這就是世代人的寫照
[00:06:42.560 --> 00:06:47.680]  第二點這些年當我走在世界各地做宣教的工作
[00:06:47.680 --> 00:06:49.920]  從現代化的城市
[00:06:49.920 --> 00:06:51.840]  到窮鄉僻壤
[00:06:51.840 --> 00:06:55.280]  我遇到過不同文化族群的人類
[00:06:55.280 --> 00:06:57.120]  但無論我走到哪裡
[00:06:57.120 --> 00:07:00.080]  我越來越明白一件事情
[00:07:00.080 --> 00:07:03.840]  那就今年無論人多麼的悖逆抵擋神
[00:07:03.840 --> 00:07:09.600]  至終唯有耶穌的救恩才是人類真正的答案
[00:07:09.600 --> 00:07:11.040]  不是教育
[00:07:11.040 --> 00:07:12.720]  不是福利
[00:07:12.720 --> 00:07:16.720]  是唯有耶穌的救恩才能夠帶給我們答案
[00:07:16.720 --> 00:07:18.160]  Amen
[00:07:18.160 --> 00:07:22.320]  第二問題為今天你看見神的國度嗎
[00:07:22.320 --> 00:07:24.320]  如果你沒有看見
[00:07:24.320 --> 00:07:29.280]  那你只能在生活的需求當中打轉而已
[00:07:29.280 --> 00:07:32.160]  但什麼時候你看見了神的國度
[00:07:32.160 --> 00:07:34.800]  你心中就有那種渴望
[00:07:34.800 --> 00:07:36.960]  要在每天的生活當中
[00:07:36.960 --> 00:07:38.560]  你來跟隨神
[00:07:38.560 --> 00:07:43.120]  與他同工來擴展神的國度
[00:07:43.120 --> 00:07:44.080]  Amen
[00:07:44.080 --> 00:07:45.040]  第二
[00:07:45.040 --> 00:07:47.280]  你需要聽見神的呼召了
[00:07:47.280 --> 00:07:51.120]  跟你說你需要聽見神的呼召
[00:07:51.120 --> 00:07:53.200]  第八節以賽爾在這裡說
[00:07:53.200 --> 00:07:54.560]  我聽見主的聲音
[00:07:54.560 --> 00:07:58.560]  所以我猜一猜誰肯為我們去呢
[00:07:58.560 --> 00:08:02.640]  在這裡主說誰肯為我們而去
[00:08:02.640 --> 00:08:04.960]  他講到我們
[00:08:04.960 --> 00:08:10.080]  可見這是三位一體真神之間的對話
[00:08:10.080 --> 00:08:12.080]  當你讀到這句話的時候
[00:08:12.080 --> 00:08:18.160]  你是不是感覺到神有一點歎息的口氣在這裡
[00:08:18.160 --> 00:08:19.360]  好像神在那裡說
[00:08:19.360 --> 00:08:23.360]  為什麼沒有人肯為我們而去呢
[00:08:23.360 --> 00:08:25.600]  你知道以前每次我讀這段話的時候
[00:08:25.600 --> 00:08:27.280]  我就心裡想
[00:08:27.280 --> 00:08:30.400]  難道在那個時候沒有人服侍神嗎
[00:08:30.400 --> 00:08:34.560]  難道那個時代沒有先知沒有祭司嗎
[00:08:34.560 --> 00:08:37.040]  可是我現在明白了
[00:08:37.040 --> 00:08:39.840]  其實不是當時沒有人在服侍
[00:08:39.840 --> 00:08:43.360]  事實上當時代很多人在服侍
[00:08:43.360 --> 00:08:45.840]  而且到處在奔跑
[00:08:45.840 --> 00:08:47.840]  就好像今天一樣
[00:08:47.840 --> 00:08:52.080]  今天有很多人想擺上自己來服侍神
[00:08:52.080 --> 00:08:59.280]  但卻很少人肯單單的為神而去
[00:08:59.280 --> 00:09:01.040]  很多人想去
[00:09:01.040 --> 00:09:03.440]  但是帶著自己的想法
[00:09:03.440 --> 00:09:05.840]  帶著自己的條件而去
[00:09:05.840 --> 00:09:07.520]  很多人想服侍
[00:09:07.520 --> 00:09:12.640]  是按照自己的方式去自己想要的地方服侍
[00:09:12.640 --> 00:09:13.920]  在聖經裡面
[00:09:13.920 --> 00:09:16.720]  我們看年輕的摩西不就是如此嗎
[00:09:16.720 --> 00:09:19.680]  年輕的摩西也很想服侍神
[00:09:19.680 --> 00:09:22.480]  那個時候他不是一拳就把埃及人打死了嗎
[00:09:22.480 --> 00:09:23.840]  你看多麼想服侍
[00:09:23.840 --> 00:09:25.120]  一拳就可以把人家打死
[00:09:25.120 --> 00:09:27.360]  很想啊
