
[00:00:00.000 --> 00:00:07.040]  感謝神賜福給我們香港和我們的祖國中國
[00:00:07.040 --> 00:00:11.320]  富有的人越來越多
[00:00:11.320 --> 00:00:14.960]  他們的身家財富那些零你數不到那麼多
[00:00:14.960 --> 00:00:18.520]  他們的身家財富你數不盡那麼多
[00:00:18.520 --> 00:00:23.360]  年輕的時候我們以為定點前一個位,定點後一個位已經很好了
[00:00:23.360 --> 00:00:27.880]  年輕的時候我們以為在點號的前面多一個位置就很好了
[00:00:27.880 --> 00:00:31.560]  現在定點前不知道有多少個位,定點後兩個位
[00:00:31.560 --> 00:00:35.480]  現在在那個點之前不知道有多少個位
[00:00:35.480 --> 00:00:39.800]  有人說如果我們在中環一個個月擺一次
[00:00:39.800 --> 00:00:45.800]  有人說我們打一個柯次在中環
[00:00:45.800 --> 00:00:49.080]  就會噴濕了十個八個千萬富翁
[00:00:49.080 --> 00:00:53.560]  就會把十個千萬的富翁噴濕了
[00:00:53.560 --> 00:00:56.520]  但是不見得香港人是安居樂業
[00:00:56.520 --> 00:01:00.120]  但這也看不到香港人是安居樂業的
[00:01:00.120 --> 00:01:02.360]  貧富的差距越來越大
[00:01:02.360 --> 00:01:04.360]  貧富的差距越來越大
[00:01:04.360 --> 00:01:06.480]  社會的怨氣越來越重
[00:01:06.480 --> 00:01:09.360]  社會的怨氣越來越重
[00:01:09.360 --> 00:01:10.600]  想改變嗎?
[00:01:10.600 --> 00:01:11.640]  想改變
[00:01:11.640 --> 00:01:14.000]  就靠那班富足的人
[00:01:14.000 --> 00:01:16.640]  就靠那一些富足的人
[00:01:16.640 --> 00:01:18.520]  有啟導性的改變
[00:01:18.520 --> 00:01:21.000]  有啟導性的改變
[00:01:21.000 --> 00:01:21.960]  我們一起祈禱
[00:01:21.960 --> 00:01:23.240]  我們一同禱告
[00:01:23.240 --> 00:01:27.200]  天父我們謝謝你 因為你的恩典是豐富的
[00:01:27.200 --> 00:01:30.160]  你特別是很愛惜中國人
[00:01:30.160 --> 00:01:33.880]  無論在國內或者香港或者海外
[00:01:33.880 --> 00:01:38.160]  你都令到中國人慢慢慢慢的自負
[00:01:38.160 --> 00:01:41.720]  但我們對你來說是很虧欠的
[00:01:41.720 --> 00:01:43.600]  每一次當我們用一元錢
[00:01:43.600 --> 00:01:46.840]  或者我們簽一張賬單的時候
[00:01:46.840 --> 00:01:51.240]  我們從不考慮到天父你怎麼看
[00:01:51.240 --> 00:01:55.280]  這是我們做你的管家的虧欠
[00:01:55.280 --> 00:01:59.960]  我們求你的靈教導我們怎樣面對財富
[00:01:59.960 --> 00:02:02.680]  怎樣做一個好的管家
[00:02:02.680 --> 00:02:06.720]  祈禱奉耶穌的名叩 阿門
[00:02:06.720 --> 00:02:08.440]  崇拜之前我們一起祈禱
[00:02:08.440 --> 00:02:10.840]  崇拜之前我們一同禱告
[00:02:10.840 --> 00:02:14.200]  祈禱之前聖靈提醒我
[00:02:14.200 --> 00:02:17.080]  祈禱之前聖靈提醒我
[00:02:17.080 --> 00:02:18.840]  你這次講到要講慢一點
[00:02:18.840 --> 00:02:21.080]  你這次講到要講慢一點
[00:02:21.080 --> 00:02:23.680]  多謝首兄 祝你生日快樂
[00:02:23.680 --> 00:02:26.920]  首先我要祝首兄
[00:02:26.920 --> 00:02:29.720]  Lucy 生日快樂
[00:02:29.720 --> 00:02:31.520]  他提醒我
[00:02:31.520 --> 00:02:33.920]  希望他快點康復
[00:02:33.920 --> 00:02:36.120]  希望他的咳嗽很快就好
[00:02:36.120 --> 00:02:38.480]  回到聖經裡面
[00:02:38.480 --> 00:02:41.680]  提摩太前書第六章
[00:02:41.680 --> 00:02:44.280]  大家翻開來看
[00:02:44.280 --> 00:02:47.280]  今天看三節
[00:02:47.280 --> 00:02:52.520]  先看提摩太前書第六章十七到十九節
[00:02:52.520 --> 00:02:53.760]  大概講什麼呢?
[00:02:53.760 --> 00:02:56.720]  先看第六章第十七到十九章
[00:02:56.720 --> 00:02:59.080]  究竟他在講什麼呢?
[00:02:59.080 --> 00:03:01.440]  他提到今世富足的人
[00:03:01.440 --> 00:03:03.400]  一定有些事情要知道
[00:03:03.400 --> 00:03:05.480]  他提到今世富足的人
[00:03:05.480 --> 00:03:07.080]  你們一定要知道的
[00:03:07.080 --> 00:03:08.760]  第一
[00:03:08.760 --> 00:03:10.840]  不要自高
[00:03:10.840 --> 00:03:11.840]  第二
[00:03:11.840 --> 00:03:15.520]  不要依靠無定的錢財
[00:03:15.520 --> 00:03:16.720]  第三
[00:03:16.720 --> 00:03:19.560]  要依靠厚此百物被享受的神
[00:03:19.560 --> 00:03:23.320]  要依靠那厚此百物給人享受的神
[00:03:23.320 --> 00:03:24.600]  第四
[00:03:24.600 --> 00:03:28.880]  要行善甘心施捨
[00:03:28.880 --> 00:03:31.520]  樂意的供給人
[00:03:31.520 --> 00:03:32.800]  第五
[00:03:32.800 --> 00:03:38.360]  要為自己的將來繼承美好的根基
[00:03:38.360 --> 00:03:39.400]  第六
[00:03:39.400 --> 00:03:43.720]  要持定那真正的生命
[00:03:43.720 --> 00:03:46.120]  講完了
[00:03:46.120 --> 00:03:48.400]  可以下台了
[00:03:48.400 --> 00:03:52.960]  不過希望大家能夠明白多一點
[00:03:52.960 --> 00:03:55.880]  大家忍耐多一點
[00:03:55.880 --> 00:03:58.760]  先看第十七節
[00:03:58.760 --> 00:04:05.320]  你們要祝福那些今世富足的人
[00:04:05.320 --> 00:04:06.600]  不要自高
[00:04:06.600 --> 00:04:09.520]  也不要依靠無定的錢財
[00:04:09.520 --> 00:04:13.880]  只要依靠那厚此百物給我們享受的神
[00:04:13.880 --> 00:04:20.320]  如果將財富當作是神的託管
[00:04:20.320 --> 00:04:27.120]  將有錢當為一種恩賜
[00:04:27.120 --> 00:04:31.600]  慷慨就是應該富有的人家有的服事心態
[00:04:31.600 --> 00:04:35.200]  那個慷慨就是富有人家的一種心態
[00:04:35.200 --> 00:04:38.600]  我們夠不夠慷慨呢
[00:04:38.600 --> 00:04:43.160]  我們是不是將我們的安全感放在銀行的存款上面
[00:04:43.160 --> 00:04:48.240]  我們是不是將我們的安全感放在銀行的存款上面
[00:04:48.240 --> 00:04:51.160]  曾幾何時香港的存款百分百保證
[00:04:51.160 --> 00:04:55.720]  曾幾何時香港的存款百分之百保證
[00:04:55.720 --> 00:04:58.080]  現在都保證不過幾十萬
[00:04:58.080 --> 00:05:00.960]  現在是保證只有幾十萬而已
[00:05:00.960 --> 00:05:02.080]  都開心的
[00:05:02.080 --> 00:05:03.960]  也很開心
[00:05:03.960 --> 00:05:05.200]  如果我們這樣的話
[00:05:05.200 --> 00:05:08.000]  我們就不是將我們的安全感放在神的身上
[00:05:08.000 --> 00:05:09.240]  如果我們這樣子的話
[00:05:09.240 --> 00:05:13.080]  我們就不是把我們的安全感放在神的身上
[00:05:13.080 --> 00:05:16.520]  錢用得有真正的意義才有真正的價值
[00:05:16.520 --> 00:05:19.800]  金錢用得有真正的意義才有真正的價值
[00:05:19.800 --> 00:05:25.400]  否則留下來就是誘惑貪婪的一種試探
[00:05:25.400 --> 00:05:29.280]  否則留下來就是一些貪婪誘惑的試探
[00:05:29.280 --> 00:05:30.800]  誘惑貪婪的試探
[00:05:30.800 --> 00:05:32.280]  誘惑貪婪的試探
[00:05:32.280 --> 00:05:34.000]  我再講一次
[00:05:34.000 --> 00:05:35.280]  我再多講一次
[00:05:35.280 --> 00:05:38.880]  錢用得有意義才有真正的價值
[00:05:38.880 --> 00:05:42.400]  錢用得有意義才有真正的價值
[00:05:42.400 --> 00:05:49.680]  否則留下來就是誘惑貪婪的一種試探
[00:05:49.680 --> 00:05:49.680]  否則留下來就是誘惑貪婪的一種試探
[00:05:49.680 --> 00:05:53.680]  就是那些貪婪誘惑的試探
[00:05:53.680 --> 00:05:54.480]  大家看新聞
[00:05:54.480 --> 00:05:57.000]  你都看到很多富二代的增產
[00:05:57.000 --> 00:05:58.560]  大家看到新聞
[00:05:58.560 --> 00:06:00.480]  富二代的增產事件
[00:06:00.480 --> 00:06:02.560]  兄弟之間就增身家
[00:06:02.560 --> 00:06:04.680]  兄弟之間增家產
[00:06:04.680 --> 00:06:08.240]  我是親自體驗過一個家族
[00:06:08.240 --> 00:06:10.840]  我親自體驗過一個家族
[00:06:10.840 --> 00:06:13.000]  孩童的時候我們住在樓上
[00:06:13.000 --> 00:06:16.880]  有間珠寶店在中環
[00:06:16.880 --> 00:06:22.600]  我小時候住在樓上有一個店舖在中環珠寶
[00:06:22.600 --> 00:06:25.920]  六七十年前在中環開珠寶店
[00:06:25.920 --> 00:06:29.120]  六七十年前在中環開珠寶店
[00:06:29.120 --> 00:06:30.720]  他們相當富有
[00:06:30.720 --> 00:06:32.680]  他們相當富有
[00:06:32.680 --> 00:06:35.080]  兩個兒子
[00:06:35.080 --> 00:06:36.440]  錢又有,兒子又有
[00:06:36.440 --> 00:06:38.520]  金錢又有,兒子又有
[00:06:38.520 --> 00:06:44.680]  那個太太非常的豪邁不得了
[00:06:44.680 --> 00:06:48.040]  那位太太她的態度非常的傲慢
[00:06:48.040 --> 00:06:49.560]  我們的身家
[00:06:49.560 --> 00:06:51.000]  我們的家財
[00:06:51.000 --> 00:06:53.040]  打跛腳三輩子都花不完
[00:06:53.040 --> 00:06:58.480]  打瘸我的腿幾次都吃不完
[00:06:58.480 --> 00:07:01.120]  打跛腳什麼都不用做了
[00:07:01.120 --> 00:07:02.240]  三輩子都花不完
[00:07:02.240 --> 00:07:05.800]  打瘸我的腿三次都不用做了
[00:07:05.800 --> 00:07:09.400]  結果是怎樣?
[00:07:09.400 --> 00:07:12.960]  丈夫一死了
[00:07:12.960 --> 00:07:20.360]  小的兒子謀殺了大兒子
[00:07:20.360 --> 00:07:24.320]  小的兒子判了死刑
[00:07:24.320 --> 00:07:26.920]  小的兒子判了死刑
[00:07:26.920 --> 00:07:32.840]  小的兒子判了死刑
[00:07:32.840 --> 00:07:35.800]  所以我們看到我們應該怎樣把握呢?
[00:07:35.800 --> 00:07:38.440]  我們看到我們應該怎樣去把握呢?
[00:07:38.440 --> 00:07:39.840]  不是嚇大家不要有錢了
[00:07:39.840 --> 00:07:41.080]  馬上捐給教會
[00:07:41.080 --> 00:07:45.160]  不是,為啥大家要把你的金錢捐出來?
[00:07:45.160 --> 00:07:49.040]  基督徒的家財富不是罪來的
[00:07:49.040 --> 00:07:51.560]  基督徒富有不是罪來的
