
[00:00:00.000 --> 00:00:03.060]  在雅各書第一章第二節裡面,
[00:00:03.060 --> 00:00:04.860]  我們看見雅各在這裡說,
[00:00:04.860 --> 00:00:08.700]  我的弟兄們,你們落在百般的試煉中,
[00:00:08.700 --> 00:00:10.740]  都要以為大喜了。
[00:00:10.740 --> 00:00:13.400]  這裡講到我們人常常就落在
[00:00:13.400 --> 00:00:16.900]  百般的試煉當中,不是嗎?
[00:00:16.900 --> 00:00:19.200]  當我們看見我們一生的道路,
[00:00:19.200 --> 00:00:24.560]  就看見人生真的常常充滿各式各樣的試煉,
[00:00:24.560 --> 00:00:27.900]  有的時候是在環境上的變動,
[00:00:27.900 --> 00:00:31.240]  有的時候是在人情上的改變,
[00:00:31.240 --> 00:00:34.200]  有的時候是在疾病上的攻擊,
[00:00:34.200 --> 00:00:36.800]  甚至有些時候是忽然來的驚恐,
[00:00:36.800 --> 00:00:41.200]  譬如說意外事件或者是天災人禍。
[00:00:41.200 --> 00:00:43.340]  但雖然是如此,
[00:00:43.340 --> 00:00:45.200]  彼得前書第五章第十節
[00:00:45.200 --> 00:00:47.500]  卻告訴我們另外一件事情,
[00:00:47.500 --> 00:00:51.300]  這裡講那次諸般恩典的神,
[00:00:51.300 --> 00:00:56.640]  這裡說我們的神是一位是諸般恩典的神,
[00:00:56.640 --> 00:00:58.000]  感謝神了,
[00:00:58.000 --> 00:01:02.300]  人生的試煉是百般的試煉,
[00:01:02.300 --> 00:01:07.700]  但神的恩典卻是諸般的恩典,
[00:01:07.700 --> 00:01:11.900]  換句話說,在每一個神的試煉當中,
[00:01:11.900 --> 00:01:16.500]  都有一個神特別的恩典是為你所預備的,
[00:01:16.500 --> 00:01:18.900]  所以今天當我們,也許你今天坐在這裡,
[00:01:18.900 --> 00:01:23.200]  正在走在人生的試煉跟苦難當中,
[00:01:23.200 --> 00:01:26.400]  我們一點不需要驚惶跟害怕,
[00:01:26.400 --> 00:01:31.100]  我們所需要做的是重新回轉到神面前來依靠神,
[00:01:31.100 --> 00:01:36.900]  好讓我們在每一次的試煉當中都能夠靠主來得勝。
[00:01:36.900 --> 00:01:40.400]  那你說我們怎麼樣能夠在試煉當中靠主得勝呢?
[00:01:40.400 --> 00:01:43.900]  在今天這本經文當中我們看見三方面,
[00:01:43.900 --> 00:01:47.900]  第一個要將一切的憂慮謝給神,
[00:01:47.900 --> 00:01:52.300]  跟林毛說要將一切的憂慮謝給神跟他說,
[00:01:52.300 --> 00:01:56.500]  第七節講得很清楚,彼得說要將一切的憂慮謝給神,
[00:01:56.500 --> 00:02:00.700]  因為什麼?因為祂顧念你啊,
[00:02:00.700 --> 00:02:05.000]  的確今天我們人生總是充滿各樣的憂慮不是嗎?
[00:02:05.000 --> 00:02:09.500]  面對我們人生的前途,我們心中常常不知何去何從,
[00:02:09.500 --> 00:02:11.200]  心中憂慮,
[00:02:11.200 --> 00:02:14.500]  面對我們的兒女不知道他們前面路何去何從,
[00:02:14.500 --> 00:02:17.700]  我們心中也常常充滿憂慮,
[00:02:17.700 --> 00:02:23.400]  面對艱難的環境不知道如何解決,我們心中更是充滿憂慮,
[00:02:23.400 --> 00:02:27.900]  什麼是憂慮呢?我給他一個非常簡單的定義,
[00:02:27.900 --> 00:02:32.200]  那就是該想的你不去想,不該想你拼命想,
[00:02:32.200 --> 00:02:34.000]  那就是憂慮,
[00:02:34.000 --> 00:02:38.200]  難怪你越想心中就越沒有平安嘛,
[00:02:38.200 --> 00:02:41.100]  那什麼是該想的呢?
[00:02:41.100 --> 00:02:43.400]  作為一個神的兒女,
[00:02:43.400 --> 00:02:46.000]  你需要確信一件事情,
[00:02:46.000 --> 00:02:49.100]  那就無論你的環境是如何,
[00:02:49.100 --> 00:02:52.100]  你有一位眷顧你的神,
[00:02:52.100 --> 00:02:56.700]  Amen,跟你媽說你的神是眷顧你的跟他說,
[00:02:56.700 --> 00:02:59.600]  馬太福音第六章二十六節裡面講的主耶穌說,
[00:02:59.600 --> 00:03:02.800]  你們看那天上的飛鳥也不種也不收,
[00:03:02.800 --> 00:03:06.800]  也不收積聚在倉裡,你們的天父尚且養活他,
[00:03:06.800 --> 00:03:10.100]  您不比飛鳥貴重的多嗎?
[00:03:10.100 --> 00:03:12.600]  我請問你今天坐在這裡,
[00:03:12.600 --> 00:03:16.200]  請問你比飛鳥貴重嗎?
[00:03:16.200 --> 00:03:17.800]  那麼小聲啊,
[00:03:17.800 --> 00:03:20.400]  你比飛鳥貴重嗎?
[00:03:20.400 --> 00:03:22.500]  當然是更加貴重,
[00:03:22.500 --> 00:03:24.800]  你是神的兒女啊,
[00:03:24.800 --> 00:03:28.500]  若是神連天上的飛鳥都眷顧,
[00:03:28.500 --> 00:03:32.300]  神豈不更眷顧你嗎?
[00:03:32.300 --> 00:03:35.800]  這次在師母的整個生病的過程當中,
[00:03:35.800 --> 00:03:41.900]  我們真的從頭到末了都看見充滿了上帝的眷顧,
[00:03:41.900 --> 00:03:43.400]  首先我們感謝神的是,
[00:03:43.400 --> 00:03:47.000]  祂沒有在中國服侍的時候發病,
[00:03:47.000 --> 00:03:49.800]  是回到台北才發病,
[00:03:49.800 --> 00:03:54.100]  在台北祂的弟弟妹妹家人都在旁邊可以照顧祂,
[00:03:54.100 --> 00:03:58.400]  而且很多很熟悉的弟兄姐妹在旁邊為祂禱告,
[00:03:58.400 --> 00:04:03.400]  否則一個人在人生地不熟的地方生病住院,
[00:04:03.400 --> 00:04:07.600]  都是一個非常令人擔憂的事情,不是嗎?
[00:04:07.600 --> 00:04:09.800]  第二我們要感謝的,
[00:04:09.800 --> 00:04:15.000]  當他在發病的時候,他正好是住在中山北路一間旅館,
[00:04:15.000 --> 00:04:17.000]  回頭想想也是很特別,
[00:04:17.000 --> 00:04:19.800]  你知道我們從來沒有住過那間旅館過,
[00:04:19.800 --> 00:04:23.400]  事實上我們這麼多次每次回台灣也從來沒有住過中山北路過,
[00:04:23.400 --> 00:04:26.200]  我們都住在另外一邊,從來沒有往那邊住過,
[00:04:26.200 --> 00:04:27.700]  那為什麼會住在那個旅館,
[00:04:27.700 --> 00:04:30.700]  因為我還記得他在訂旅館的時候就跟我說,
[00:04:30.700 --> 00:04:33.900]  很特別,這間旅館平常很貴,
[00:04:33.900 --> 00:04:37.400]  但這段時間是半價的,
[00:04:37.400 --> 00:04:40.300]  我說真的嗎?那你就試試看吧,
[00:04:40.300 --> 00:04:42.300]  所以他就住進這間旅館,
[00:04:42.300 --> 00:04:48.600]  沒想到這間旅館就是在中山北路馬偕醫院的附近,
[00:04:48.600 --> 00:04:51.700]  所以在師母發病的時候,
[00:04:51.700 --> 00:04:54.100]  就去找一間醫院吧,
[00:04:54.100 --> 00:04:55.600]  那就直接沒想別的,
[00:04:55.600 --> 00:04:59.900]  附近醫院就只有馬偕,就去了馬偕醫院檢查,
[00:04:59.900 --> 00:05:03.900]  你們都知道馬偕醫院是個非常好的基督教的醫院,
[00:05:03.900 --> 00:05:07.300]  而且聽說平常他們病床是一床難求,
[00:05:07.300 --> 00:05:10.400]  可那天晚上當醫生要求他住院的時候,
[00:05:10.400 --> 00:05:13.600]  居然有一個病房是空著的,
[00:05:13.600 --> 00:05:16.700]  不但空著而且是單人房,
[00:05:16.700 --> 00:05:21.800]  哇,那真是上帝的恩典,我告訴你,
[00:05:21.800 --> 00:05:27.000]  因為頭幾天師母的疼痛是二十四小時的疼痛,
[00:05:27.000 --> 00:05:33.200]  他說他從來沒有這種二十四小時與疼痛掙扎的經驗,
[00:05:33.200 --> 00:05:37.400]  但是那兩天他只是二十四小時不停的疼痛,
[00:05:37.400 --> 00:05:39.900]  所以如果旁邊還有一個病人,
[00:05:39.900 --> 00:05:43.000]  其他病人在旁邊的話就非常的不方便,
[00:05:43.000 --> 00:05:46.100]  感謝神為他預備最好的醫院,
[00:05:46.100 --> 00:05:47.800]  一個最好的房間,
[00:05:47.800 --> 00:05:53.600]  而且最好的醫生真的幫助他做各式各樣全身的檢查,
[00:05:53.600 --> 00:05:59.800]  我告訴你這絕對是比他如果回到美國用我們的保險開始的醫院,
[00:05:59.800 --> 00:06:02.800]  是更好更完備的檢查,我告訴你,
[00:06:02.800 --> 00:06:05.400]  所以我就對師母說,哎呀,好啦,
[00:06:05.400 --> 00:06:11.200]  平常忙碌沒時間檢查,這次徹底檢查一遍吧,
[00:06:11.200 --> 00:06:13.900]  第三個感謝神的,
[00:06:13.900 --> 00:06:20.400]  本來就早就我自己安排好是要去緬甸去看我們的分堂,
[00:06:20.400 --> 00:06:24.600]  當時一點都不知道師母會待在台北這麼久,
[00:06:24.600 --> 00:06:30.600]  那個時候在買機票也不知道為什麼就選擇要在台北機場過一夜,
[00:06:30.600 --> 00:06:33.600]  第二天再飛到緬甸去,
[00:06:33.600 --> 00:06:38.700]  所以剛好有機會那一天晚上到醫院去看望他一下,
[00:06:38.700 --> 00:06:42.300]  然後緬甸回來的時候也會在台北待一個晚上,
[00:06:42.300 --> 00:06:46.600]  正好就希望在禱告希望他那個時候已經出院,
[00:06:46.600 --> 00:06:49.900]  我能夠陪他一起回到美國來,
[00:06:49.900 --> 00:06:51.700]  那心中的渴望呢,
[00:06:51.700 --> 00:06:58.100]  但結果真的神垂聽禱告,
[00:06:58.100 --> 00:07:02.000]  他在禮拜二下午四點半出的院,
[00:07:02.000 --> 00:07:06.400]  我們禮拜三一早就搭飛機回了美國,
[00:07:06.400 --> 00:07:10.600]  現在回想起來神早就為我們安排了這樣一個行程,
[00:07:10.600 --> 00:07:12.600]  是當初根本沒想到的,
[00:07:12.600 --> 00:07:14.400]  我還記得當我打電話跟師母說,
[00:07:14.400 --> 00:07:16.000]  嘿,我要來台灣看你的時候,
[00:07:16.000 --> 00:07:20.400]  她嚇一跳,以為我特別安排一個special trip,
[00:07:20.400 --> 00:07:22.600]  當然我也會特別安排啦,
[00:07:22.600 --> 00:07:28.900]  不過我就跟她說沒有特別安排,是上帝早有安排啦,
[00:07:28.900 --> 00:07:30.400]  Hallelujah!
[00:07:30.400 --> 00:07:34.800]  第二點我們的神真的是一位眷顧我們的神,
[00:07:34.800 --> 00:07:39.500]  甚至連我們自己都還不知道我們有需要的時候,
[00:07:39.500 --> 00:07:43.900]  神都早就為我們安排預備,Amen!
[00:07:43.900 --> 00:07:47.200]  所以你真的可以將一切憂慮卸給神,
[00:07:47.200 --> 00:07:50.900]  神的道路意念還是高過我們的道路跟意念,
[00:07:50.900 --> 00:07:52.400]  Hallelujah!
[00:07:52.400 --> 00:07:55.800]  第二件事情我們當作是勿要警醒禱告,
[00:07:55.800 --> 00:07:59.300]  跟著說勿要警醒禱告,
[00:07:59.300 --> 00:08:00.700]  為什麼呢?第八節講到,
[00:08:00.700 --> 00:08:04.200]  因為說我們的仇敵如同吼叫的獅子,
[00:08:04.200 --> 00:08:07.300]  遍地遊行尋找可吞吃的人,
[00:08:07.300 --> 00:08:11.000]  雖然第七節彼得說不要憂慮啦,
[00:08:11.000 --> 00:08:13.600]  但意思不是叫我們什麼都不做,
[00:08:13.600 --> 00:08:16.400]  第七節彼得說不要憂慮,
[00:08:16.400 --> 00:08:18.600]  但第八節彼得就告訴我們,
[00:08:18.600 --> 00:08:22.100]  嘿,但你仍要警醒禱告啦,
[00:08:22.100 --> 00:08:26.900]  因為仇敵總是千方百計要來攔阻神的工作,
[00:08:26.900 --> 00:08:30.500]  我們需要起來藉著禱告與神同工,
[00:08:30.500 --> 00:08:33.400]  特別是當今天我們看見我們所處的世代,
[00:08:33.400 --> 00:08:36.000]  真的是這樣一個險惡的世代,
[00:08:36.000 --> 00:08:39.100]  不但是到處充滿了暴動,
[00:08:39.100 --> 00:08:43.400]  甚至我們自己的生活也充滿了各樣的難處,
[00:08:43.400 --> 00:08:47.200]  所以當我們看見這樣一個險惡的世代跟環境的時候,
[00:08:47.200 --> 00:08:49.800]  難免我們會灰心失望,
[00:08:49.800 --> 00:08:53.200]  甚至心中對神充滿懷疑嘛,
[00:08:53.200 --> 00:08:55.500]  這為什麼主耶穌在受難的時候,
[00:08:55.500 --> 00:08:59.200]  你還記得那個時候是兵荒馬亂的時候,
[00:08:59.200 --> 00:09:01.500]  祂就對門徒們怎麼說呢?
[00:09:01.500 --> 00:09:04.700]  對門徒說你們總要警醒禱告,
[00:09:04.700 --> 00:09:07.700]  免得你們入了迷惑,
[00:09:07.700 --> 00:09:11.100]  如果你不警醒禱告就很容易迷惑嘛,
[00:09:11.100 --> 00:09:15.000]  你會心中懷疑失望灰心嘛,
[00:09:15.000 --> 00:09:18.200]  那你說我們要怎麼樣警醒禱告呢?
[00:09:18.200 --> 00:09:21.700]  保羅在以佛所說的六章十八節裡面清楚的教導,
[00:09:21.700 --> 00:09:23.100]  我們一同來念好不好?
[00:09:23.100 --> 00:09:27.300]  靠著聖靈要隨時多方禱告祈求,
[00:09:27.300 --> 00:09:32.200]  並要在此警醒不倦,為眾聖徒祈求,
[00:09:32.200 --> 00:09:36.600]  保羅教導我們怎麼樣能夠警醒禱告?
[00:09:36.600 --> 00:09:42.000]  首先保羅說要我們靠著聖靈來禱告,
[00:09:42.000 --> 00:09:46.100]  禱告一定要在聖靈的裡面,弟兄姊妹,
[00:09:46.100 --> 00:09:48.500]  怎麼樣靠著聖靈來禱告呢?
[00:09:48.500 --> 00:09:52.300]  羅馬書第八章二十六節保羅告訴我們,
[00:09:52.300 --> 00:09:53.700]  羅馬書八章二十六節說,
[00:09:53.700 --> 00:09:56.800]  況且我們的軟弱有聖靈來幫助,
[00:09:56.800 --> 00:09:59.600]  我們本不曉得當怎樣禱告,
[00:09:59.600 --> 00:10:04.700]  只是聖靈親自用說不出來的嘆息替我們禱告,
[00:10:04.700 --> 00:10:07.700]  這裡說況且我們的軟弱,
[00:10:07.700 --> 00:10:12.100]  你知道這個軟弱在原文是掙扎的意思,
[00:10:12.100 --> 00:10:14.000]  每當試煉來臨的時候,
[00:10:14.000 --> 00:10:17.500]  其實在我們心中有一種掙扎你知道嗎?
[00:10:17.500 --> 00:10:22.000]  那就是一方面我們知道在我們裡面是有神的應許的,
[00:10:22.000 --> 00:10:23.400]  我們知道做一個神的兒女,
[00:10:23.400 --> 00:10:26.100]  我們有神的權柄在我們身上,
[00:10:26.100 --> 00:10:29.700]  但另一方面你要面對卻是個現實的環境,
[00:10:29.700 --> 00:10:32.100]  你要面對一個苦難的環境,
[00:10:32.100 --> 00:10:34.300]  那是我們心中的掙扎,
[00:10:34.300 --> 00:10:38.400]  是一種來信靠神或者是信靠自己的掙扎,
[00:10:38.400 --> 00:10:40.300]  那是在我們心中的掙扎,
[00:10:40.300 --> 00:10:44.800]  是我們在每天的生活當中我們常常經歷到的,
[00:10:44.800 --> 00:10:48.400]  所以保羅在這裡說我們本不曉得當如何禱告嗎?
[00:10:48.400 --> 00:10:50.200]  不是嗎?的確的,
