
[00:00:00.000 --> 00:00:04.000]  有冇人知道呢一個雕像係咩嘅地方呀
[00:00:04.000 --> 00:00:07.000]  有冇人去過旅行呀呢個地方
[00:00:07.000 --> 00:00:09.000]  係美國嘅
[00:00:09.000 --> 00:00:12.000]  就係哈佛大學
[00:00:12.000 --> 00:00:16.000]  一個謠傳嘅迷信就係
[00:00:16.000 --> 00:00:20.000]  當你摸一摸呢個哈佛大學呢一個出名嘅雕像嘅左腳
[00:00:20.000 --> 00:00:22.000]  其實係左腳
[00:00:22.000 --> 00:00:27.000]  咁呢個嘅細路呢入去呢個哈佛大學嘅機會就會大增㗎啦
[00:00:27.000 --> 00:00:31.000]  咁好可惜我去到嚟到呢個地方嘅時候
[00:00:31.000 --> 00:00:32.000]  我已經係大學畢業
[00:00:32.000 --> 00:00:34.000]  亦都係喺神學院嗰度已經讀緊書㗎啦
[00:00:34.000 --> 00:00:36.000]  咁呀冇咁嘅機會
[00:00:36.000 --> 00:00:39.000]  即係諗下好唔好帶個仔去呢遲啲
[00:00:39.000 --> 00:00:43.000]  好似我哋覺得
[00:00:43.000 --> 00:00:46.000]  能夠去到讀出名嘅大學
[00:00:46.000 --> 00:00:48.000]  係一個好光榮嘅事
[00:00:48.000 --> 00:00:50.000]  亦都可以得到智慧呀
[00:00:50.000 --> 00:00:54.000]  其實講近啲我哋自己中華文化
[00:00:54.000 --> 00:00:57.000]  你知我哋成日都係聽埋以前睇電視
[00:00:57.000 --> 00:01:00.000]  亦都講嗰啲嘅上經附考呀
[00:01:00.000 --> 00:01:02.000]  要飽讀聖賢書四書五經
[00:01:02.000 --> 00:01:05.000]  大家知唔知四書係乜嘢呀已經講埋畀大家聽啦
[00:01:05.000 --> 00:01:07.000]  就係論語孟子大學中庸
[00:01:07.000 --> 00:01:09.000]  其中一卷呢叫大學呀
[00:01:09.000 --> 00:01:11.000]  呢個大學呢好有意思喎
[00:01:11.000 --> 00:01:13.000]  原來我哋嘅國父孫中山先生呢
[00:01:13.000 --> 00:01:16.000]  都係從當中領略呢個三民主義
[00:01:16.000 --> 00:01:19.000]  原來大學嘅哲學思想主要係咩呢
[00:01:19.000 --> 00:01:23.000]  傳授做人做事最根本嘅道理
[00:01:23.000 --> 00:01:26.000]  傳書融合咗論理哲學政治為一體
[00:01:26.000 --> 00:01:28.000]  即係我哋俗語所謂嘅咩呀
[00:01:28.000 --> 00:01:30.000]  修身
[00:01:30.000 --> 00:01:34.000]  大家知道嘅齊家治國平天下嘅道理呀
[00:01:34.000 --> 00:01:37.000]  咁一個開始嚟㗎咋喎只係
[00:01:37.000 --> 00:01:43.000]  咁係咪讀過大學讀過呢啲聖賢書嘅人就係有智慧呢
[00:01:43.000 --> 00:01:46.000]  我又舉兩個例子呀
[00:01:46.000 --> 00:01:51.000]  2013年福布斯公佈咗呢個財富榜同埋權力榜
[00:01:51.000 --> 00:01:54.000]  呢個大家應該都唔陌生呀係咪
[00:01:54.000 --> 00:01:56.000]  蓋茨呀微軟嘅創辦人
[00:01:56.000 --> 00:01:59.000]  佢係2013年全世界嘅首富
[00:01:59.000 --> 00:02:01.000]  670億嘅美金
[00:02:01.000 --> 00:02:06.000]  佢權力榜係排行全球嘅第六個最有影響力嘅人
[00:02:06.000 --> 00:02:08.000]  有智慧瓜係咩呀
[00:02:08.000 --> 00:02:10.000]  起碼佢所創辦嘅微軟
[00:02:10.000 --> 00:02:11.000]  喺佢嘅世代
[00:02:11.000 --> 00:02:14.000]  我當佢成一個世代啦成一個嘅年代啦
[00:02:14.000 --> 00:02:15.000]  呢個年代嘅人
[00:02:15.000 --> 00:02:19.000]  仲有往後好多代嘅人億萬嘅人都受住
[00:02:19.000 --> 00:02:22.000]  佢嘅範圍嚟嚟影響
[00:02:22.000 --> 00:02:26.000]  除非遲啲有另外一個更勁抽嘅平台啦係咪
[00:02:26.000 --> 00:02:30.000]  原來佢係喺哈佛讀咗兩年嘅
[00:02:30.000 --> 00:02:31.000]  未畢業嘅
[00:02:31.000 --> 00:02:34.000]  你話佢都係哈佛嘅學子呀
[00:02:34.000 --> 00:02:36.000]  即係呢個新生嘅哈佛學子之一
[00:02:36.000 --> 00:02:38.000]  不過係未畢業嘅
[00:02:38.000 --> 00:02:39.000]  咁我講近啲啦
[00:02:39.000 --> 00:02:41.000]  李生
[00:02:41.000 --> 00:02:46.000]  全球富有榜第八名亞洲首富
[00:02:46.000 --> 00:02:48.000]  310億嘅美金
[00:02:48.000 --> 00:02:53.000]  全球嘅權力榜排第三十
[00:02:53.000 --> 00:02:54.000]  西尼瓜係咪
[00:02:54.000 --> 00:02:56.000]  即係我哋香港人之光呀
[00:02:56.000 --> 00:02:58.000]  你話有冇智慧呢
[00:02:58.000 --> 00:03:02.000]  據聞係中學都未讀過好似係咪
[00:03:02.000 --> 00:03:05.000]  有智慧嘅瓜係咪
[00:03:05.000 --> 00:03:10.000]  起碼佢有個智慧就係賺你錢賺到盡呀嘛
[00:03:10.000 --> 00:03:16.000]  呢度在座唔少都去嗰度嗰間超級市場呢
[00:03:16.000 --> 00:03:20.000]  或者住緊李生啲樓㗎嘛係咪
[00:03:20.000 --> 00:03:29.000]  好似讀大學或者呢個學識唔等於有智慧係咪
[00:03:29.000 --> 00:03:33.000]  冇學識嘅亦都我哋所謂冇咁多學識啦
[00:03:33.000 --> 00:03:35.000]  都好似佢有智慧
[00:03:35.000 --> 00:03:38.000]  咁我哋喺呢個會喺21世紀呢個
[00:03:38.000 --> 00:03:40.000]  而家講到資訊科技發達啦
[00:03:40.000 --> 00:03:44.000]  咁係咪有多啲嘅資訊就會令你更加有智慧嘅人生呢
[00:03:44.000 --> 00:03:47.000]  啱啱聽到個香港政府嘅宣傳
[00:03:47.000 --> 00:03:50.000]  可能大家當中我打開你都未聽過嘅
[00:03:50.000 --> 00:03:55.000]  2014年有冇聽過數碼21資訊科技策略
[00:03:55.000 --> 00:03:59.000]  香港啲宣傳不嬲香港政府宣傳不嬲都麻煩畀㗎
[00:03:59.000 --> 00:04:02.000]  智慧香港自由生活
[00:04:02.000 --> 00:04:05.000]  佢就覺得如果搞好啲香港嘅資訊科技呢
[00:04:05.000 --> 00:04:08.000]  就會有一個智慧嘅香港
[00:04:08.000 --> 00:04:12.000]  但今日資訊氾濫呢個世代
[00:04:12.000 --> 00:04:16.000]  其實你收到資訊有人統計呢
[00:04:16.000 --> 00:04:19.000]  大部分都係垃圾嚟㗎
[00:04:19.000 --> 00:04:25.000]  其實你同我都生活喺一個另類嘅大學裏面㗎
[00:04:25.000 --> 00:04:28.000]  係乜嘢呀
[00:04:28.000 --> 00:04:30.000]  社會大學囉
[00:04:30.000 --> 00:04:33.000]  做到老學到老嘛
[00:04:33.000 --> 00:04:37.000]  其實智慧即係要我哋領略一啲人生嘅道理
[00:04:37.000 --> 00:04:39.000]  而去實踐出嚟
[00:04:39.000 --> 00:04:41.000]  好好咁應用你所知道嘅
[00:04:41.000 --> 00:04:44.000]  就可以係一個好有智慧嘅人生
[00:04:44.000 --> 00:04:49.000]  令我想到我哋一班係稱為基督徒嘅
[00:04:49.000 --> 00:04:52.000]  亦都活喺一個嘅大學裏面呀
[00:04:52.000 --> 00:04:55.000]  一個屬靈一個嘅智慧嘅大學
[00:04:55.000 --> 00:04:59.000]  就要不斷嘅嚟到去到學習去應用
[00:04:59.000 --> 00:05:02.000]  特別係從上而嚟嘅真理
[00:05:02.000 --> 00:05:07.000]  而今日喺呢個嘅真言三章一至十二節
[00:05:07.000 --> 00:05:11.000]  就讓我哋一齊去思想一個得智慧嘅道理
[00:05:11.000 --> 00:05:13.000]  得智慧之道
[00:05:13.000 --> 00:05:15.000]  呢個第一章一至六節
[00:05:15.000 --> 00:05:18.000]  先去講出整篇真言書嘅一個嘅引言
[00:05:18.000 --> 00:05:21.000]  一個嘅總綱係裏面談及智慧囉
