
[00:00:00.000 --> 00:00:03.000]  主要是我們奉耶穌的名
[00:00:03.000 --> 00:00:06.000]  讓主祢的靈臨到我們當中
[00:00:06.000 --> 00:00:10.000]  主要是真理的靈來到讓我們去明白祢的心意
[00:00:10.000 --> 00:00:12.000]  讓我們熟悉祢的眼睛
[00:00:12.000 --> 00:00:14.000]  張開我們看到祢的亮光
[00:00:14.000 --> 00:00:16.000]  在我們生命裏面主要是祢的教導
[00:00:16.000 --> 00:00:19.000]  祢的真理讓我們更加知道祢的心
[00:00:19.000 --> 00:00:20.000]  去明白祢的心腸
[00:00:20.000 --> 00:00:23.000]  聖靈讓你挑冠長闊高深的愛
[00:00:23.000 --> 00:00:26.000]  這個愛是沒有辦法用頭腦可以明白
[00:00:26.000 --> 00:00:30.000]  但主要是祢幫助我們去體會並且擁抱祢的心
[00:00:30.000 --> 00:00:31.000]  我們奉耶穌的名
[00:00:31.000 --> 00:00:34.000]  吩咐一切黑暗勢力要離開我們
[00:00:34.000 --> 00:00:36.000]  一切蒙蔽我們要離開我們
[00:00:36.000 --> 00:00:37.000]  一切心硬要離開我們
[00:00:37.000 --> 00:00:40.000]  一切爛了我們身體要完全離開我們
[00:00:40.000 --> 00:00:41.000]  因為這個教會是祢
[00:00:41.000 --> 00:00:42.000]  這個電是屬於祢
[00:00:42.000 --> 00:00:44.000]  我們頂子會是聖靈的電
[00:00:44.000 --> 00:00:46.000]  所以我們是百分之一百
[00:00:46.000 --> 00:00:48.000]  完完全全是屬於祢
[00:00:48.000 --> 00:00:49.000]  所以主讓這個時間
[00:00:49.000 --> 00:00:50.000]  以下的時間
[00:00:50.000 --> 00:00:52.000]  讓我們分別為聖歸向祢
[00:00:52.000 --> 00:00:54.000]  我們單單聽著祢的聲音
[00:00:54.000 --> 00:00:56.000]  去承認去經歷祢的同在
[00:00:56.000 --> 00:00:57.000]  多謝你聽我們禱告
[00:00:57.000 --> 00:00:59.000]  是奉耶穌基督得性的名
[00:00:59.000 --> 00:01:00.000]  Amen
[00:01:00.000 --> 00:01:03.000]  今天是農曆新年
[00:01:03.000 --> 00:01:04.000]  在新的一年
[00:01:04.000 --> 00:01:07.000]  我們中國人的習俗通常都會用新東西
[00:01:07.000 --> 00:01:10.000]  大家風利事業會用新銀紙
[00:01:10.000 --> 00:01:11.000]  不知道現在還流行不流行
[00:01:11.000 --> 00:01:14.000]  我們小時候買新衣服買新鞋
[00:01:14.000 --> 00:01:17.000]  穿新衣服穿新鞋過新年
[00:01:17.000 --> 00:01:20.000]  其實人很喜歡新的東西
[00:01:20.000 --> 00:01:22.000]  如果你不是貪得意
[00:01:22.000 --> 00:01:24.000]  或者你是Vintage Lover
[00:01:24.000 --> 00:01:26.000]  又或者是特別的原因
[00:01:26.000 --> 00:01:28.000]  如果讓你選擇
[00:01:28.000 --> 00:01:32.000]  以下你不會再選擇那些大哥大水壺
[00:01:32.000 --> 00:01:35.000]  又或者是小龜的手電
[00:01:35.000 --> 00:01:37.000]  你會選擇最新款的三叔
[00:01:37.000 --> 00:01:39.000]  或者iPhone X
[00:01:39.000 --> 00:01:44.000]  你會選擇最新款最多功能的電話
[00:01:44.000 --> 00:01:46.000]  如果讓你選擇坐飛機
[00:01:46.000 --> 00:01:49.000]  你不會選擇坐雷船長
[00:01:49.000 --> 00:01:52.000]  這些爛鬼舊機
[00:01:52.000 --> 00:01:55.000]  你會選擇最新款最舒服的A380
[00:01:55.000 --> 00:01:58.000]  那些又大又舒服的客機
[00:01:58.000 --> 00:02:00.000]  如果你坐梳化
[00:02:00.000 --> 00:02:02.000]  你不會選擇那張爛鬼梳化
[00:02:02.000 --> 00:02:05.000]  你會坐又舒適又新款的梳化
[00:02:05.000 --> 00:02:08.000]  多數人喜歡新的東西
[00:02:08.000 --> 00:02:10.000]  究竟新這個字是怎樣來的呢
[00:02:10.000 --> 00:02:12.000]  如果大家看看
[00:02:12.000 --> 00:02:14.000]  新這個字的象形文字
[00:02:14.000 --> 00:02:16.000]  可能無端叫你看這個字
[00:02:16.000 --> 00:02:18.000]  都不知道是什麼字
[00:02:18.000 --> 00:02:21.000]  新字的象形文字是有特別的意思
[00:02:21.000 --> 00:02:23.000]  象形文字裏面的新字
[00:02:23.000 --> 00:02:28.000]  是在說用斧頭將木頭劈開
[00:02:28.000 --> 00:02:32.000]  使這些木頭變成一些可以煮飯煮食
[00:02:32.000 --> 00:02:34.000]  或者是取暖的燃料
[00:02:34.000 --> 00:02:35.000]  即是那些柴
[00:02:35.000 --> 00:02:36.000]  換句話說
[00:02:36.000 --> 00:02:39.000]  新字是代表將沒用的東西
[00:02:39.000 --> 00:02:40.000]  變為有用的東西
[00:02:40.000 --> 00:02:42.000]  可能因為這個原因
[00:02:42.000 --> 00:02:45.000]  中國人有句成語叫破舊立新
[00:02:45.000 --> 00:02:47.000]  即是說除去舊的東西
[00:02:47.000 --> 00:02:48.000]  建立一些新的東西
[00:02:48.000 --> 00:02:49.000]  換句話說
[00:02:49.000 --> 00:02:52.000]  新字是代表更大的意思
[00:02:52.000 --> 00:02:54.000]  是更好的前景
[00:02:54.000 --> 00:02:55.000]  更大的盼望
[00:02:55.000 --> 00:02:57.000]  更大的希望
[00:02:57.000 --> 00:02:59.000]  更闊的遠景
[00:02:59.000 --> 00:03:01.000]  在幾千年前
[00:03:01.000 --> 00:03:03.000]  有一大班的以色列人
[00:03:03.000 --> 00:03:07.000]  集結在今天的巴勒斯坦的邊境
[00:03:07.000 --> 00:03:11.000]  這班人正在處於一個歷史性的時刻
[00:03:11.000 --> 00:03:14.000]  這個歷史性的時刻有三個事實
[00:03:14.000 --> 00:03:16.000]  第一個事實
[00:03:16.000 --> 00:03:21.000]  這班人已經在曠野中流離朗蕩了四十年
[00:03:21.000 --> 00:03:23.000]  上一代的人在這四十年裡
[00:03:23.000 --> 00:03:26.000]  一個一個地過去了
[00:03:26.000 --> 00:03:31.000]  現在這一班聚集在邊境的是新一代的人
[00:03:31.000 --> 00:03:36.000]  這班人很快就進入神所應許的迦南地
[00:03:36.000 --> 00:03:37.000]  這是第一個事實
[00:03:37.000 --> 00:03:38.000]  第二個事實
[00:03:38.000 --> 00:03:41.000]  這班人剛剛轉了CEO
[00:03:41.000 --> 00:03:43.000]  本來的摩西
[00:03:43.000 --> 00:03:46.000]  他們長時間已經習慣了
[00:03:46.000 --> 00:03:49.000]  適應了摩西的領導
[00:03:49.000 --> 00:03:51.000]  今天摩西已經死了
[00:03:51.000 --> 00:03:52.000]  死得很慘
[00:03:52.000 --> 00:03:56.000]  這班人全部都看著新任的領袖約書亞
[00:03:56.000 --> 00:03:59.000]  看看他怎樣帶領這班人
[00:03:59.000 --> 00:04:00.000]  這是第二個事實
[00:04:00.000 --> 00:04:02.000]  第三個事實
[00:04:02.000 --> 00:04:05.000]  一片這麼大的迦南地
[00:04:05.000 --> 00:04:08.000]  既神聖又神秘
[00:04:08.000 --> 00:04:10.000]  強敵凜凜
[00:04:10.000 --> 00:04:11.000]  充滿危機
[00:04:11.000 --> 00:04:12.000]  充滿挑戰
[00:04:12.000 --> 00:04:14.000]  去年這班人怎樣進入
[00:04:14.000 --> 00:04:16.000]  怎樣渡過一個危機
[00:04:16.000 --> 00:04:19.000]  這三個事實都是指向一個方向
[00:04:19.000 --> 00:04:21.000]  舊的時代已經過去
[00:04:21.000 --> 00:04:24.000]  新的時代要馬上開始
[00:04:24.000 --> 00:04:26.000]  今天聖靈要藉著約書亞記
[00:04:26.000 --> 00:04:28.000]  一章一至十一節
[00:04:28.000 --> 00:04:30.000]  跟我們講兩個訊息
[00:04:30.000 --> 00:04:31.000]  跟我們個人
[00:04:31.000 --> 00:04:32.000]  跟我們的教會
[00:04:32.000 --> 00:04:34.000]  講兩個訊息
[00:04:34.000 --> 00:04:37.000]  以下時間我想跟大家分享這兩個訊息
[00:04:37.000 --> 00:04:38.000]  第一個訊息是什麼呢
[00:04:38.000 --> 00:04:39.000]  放下過去
[00:04:39.000 --> 00:04:42.000]  馬上開展新里程
[00:04:42.000 --> 00:04:43.000]  等一會我們先
[00:04:43.000 --> 00:04:45.000]  一起讀約書亞記
[00:04:45.000 --> 00:04:46.000]  一章二節
[00:04:46.000 --> 00:04:47.000]  等一會我們一起讀
[00:04:47.000 --> 00:04:48.000]  一二三
[00:04:48.000 --> 00:04:50.000]  我的僕人摩西死了
[00:04:50.000 --> 00:04:52.000]  現在你要起來
[00:04:52.000 --> 00:04:55.000]  和眾百姓過這約旦河
[00:04:55.000 --> 00:04:59.000]  往我所要至給以色列人的地去
[00:04:59.000 --> 00:05:01.000]  看綠色的字
[00:05:01.000 --> 00:05:02.000]  死了
[00:05:02.000 --> 00:05:05.000]  是代表舊的時代已經完結
[00:05:05.000 --> 00:05:07.000]  新的時代要開始了
[00:05:07.000 --> 00:05:09.000]  是什麼時候開始呢
[00:05:09.000 --> 00:05:10.000]  現在
[00:05:10.000 --> 00:05:12.000]  不是說明天
[00:05:12.000 --> 00:05:14.000]  不是過幾個禮拜之後
[00:05:14.000 --> 00:05:15.000]  不是幾個月之後
[00:05:15.000 --> 00:05:16.000]  不是明年才開始
[00:05:16.000 --> 00:05:19.000]  是現在馬上開始
[00:05:19.000 --> 00:05:20.000]  神今天要講什麼
[00:05:20.000 --> 00:05:24.000]  不要再眷戀依戀舊的事物
[00:05:24.000 --> 00:05:27.000]  不要再被那些舊的事物綁住
[00:05:27.000 --> 00:05:29.000]  不要被那些舊的東西
[00:05:29.000 --> 00:05:30.000]  舊的意識形態
[00:05:30.000 --> 00:05:31.000]  舊的任何的東西
[00:05:31.000 --> 00:05:32.000]  纏繞著
[00:05:32.000 --> 00:05:35.000]  我們要留意另外那兩個動詞
[00:05:35.000 --> 00:05:38.000]  起來和過河
[00:05:38.000 --> 00:05:39.000]  這兩個字
[00:05:39.000 --> 00:05:42.000]  現在大家看和合本的聖經是兩個字分開的
[00:05:42.000 --> 00:05:45.000]  但是如果你看希伯來元文
[00:05:45.000 --> 00:05:47.000]  是兩個字黏在一起的
[00:05:47.000 --> 00:05:48.000]  其實是代表什麼意思
[00:05:48.000 --> 00:05:50.000]  神要強調一些東西
[00:05:50.000 --> 00:05:51.000]  神要強調
[00:05:51.000 --> 00:05:54.000]  大家要勇敢向前走
[00:05:54.000 --> 00:05:56.000]  邁向新的方向
[00:05:56.000 --> 00:05:57.000]  開始新的故事
[00:05:57.000 --> 00:05:59.000]  創造新的傳奇
[00:05:59.000 --> 00:06:01.000]  這個是神的心意
[00:06:01.000 --> 00:06:03.000]  不要停留在過去
[00:06:03.000 --> 00:06:05.000]  其實要邁向將來
[00:06:05.000 --> 00:06:08.000]  因為未來還有更好的盼望給大家
[00:06:08.000 --> 00:06:10.000]  可能在過往的一年裡面
[00:06:10.000 --> 00:06:12.000]  在我們當中有些朋友或弟兄姊妹
[00:06:12.000 --> 00:06:15.000]  你經歷了無數的挫折
[00:06:15.000 --> 00:06:17.000]  可能你對前景有點失望
[00:06:17.000 --> 00:06:20.000]  可能你覺得好像沒有路可走
[00:06:20.000 --> 00:06:22.000]  今天聖靈要和你說
[00:06:22.000 --> 00:06:23.000]  看啊
[00:06:23.000 --> 00:06:24.000]  我要做一件新事
[00:06:24.000 --> 00:06:25.000]  如今要發現
[00:06:25.000 --> 00:06:27.000]  你們豈不知道嗎
[00:06:27.000 --> 00:06:29.000]  我必在曠野開道路
[00:06:29.000 --> 00:06:31.000]  在沙漠開江河
[00:06:31.000 --> 00:06:33.000]  如果有這些朋友
[00:06:33.000 --> 00:06:34.000]  有這些弟兄姊妹
[00:06:34.000 --> 00:06:35.000]  聖靈要和你說
[00:06:35.000 --> 00:06:38.000]  祂要為你設下新的盼望
[00:06:38.000 --> 00:06:39.000]  神關了一道門
[00:06:39.000 --> 00:06:42.000]  必定會為你開一道新的門
[00:06:42.000 --> 00:06:43.000]  可能在過去一段時間
[00:06:43.000 --> 00:06:45.000]  有些朋友或弟兄姊妹
[00:06:45.000 --> 00:06:48.000]  長期在高壓裡面
[00:06:48.000 --> 00:06:52.000]  在高度的壓力裡面掙扎
[00:06:52.000 --> 00:06:53.000]  你沒有說出來
[00:06:53.000 --> 00:06:55.000]  你心裡面有點累
[00:06:55.000 --> 00:06:57.000]  你覺得你雙腳乏力
[00:06:57.000 --> 00:06:59.000]  好像再沒有力向前走一樣
[00:06:59.000 --> 00:07:01.000]  今天聖靈要和你說
[00:07:01.000 --> 00:07:03.000]  那但那等候耶和華的
[00:07:03.000 --> 00:07:05.000]  必重新得力
[00:07:05.000 --> 00:07:07.000]  他們必如英子似上騰
[00:07:07.000 --> 00:07:09.000]  他們奔跑卻不困倦
[00:07:09.000 --> 00:07:10.000]  行走卻不疲乏
[00:07:10.000 --> 00:07:12.000]  神要賜給你新的能力
[00:07:12.000 --> 00:07:14.000]  讓你重新站立起來
[00:07:14.000 --> 00:07:16.000]  並且越走越有力
[00:07:16.000 --> 00:07:17.000]  可能有些朋友
[00:07:17.000 --> 00:07:19.000]  有些弟兄姊妹
[00:07:19.000 --> 00:07:21.000]  你被過往的傷害
[00:07:21.000 --> 00:07:23.000]  或者是過往的一些罪咎
[00:07:23.000 --> 00:07:25.000]  還纏繞著你
[00:07:25.000 --> 00:07:26.000]  你對人失望
[00:07:26.000 --> 00:07:28.000]  對自己失望
[00:07:28.000 --> 00:07:31.000]  你的心靈可能跌在心冤裡面
[00:07:31.000 --> 00:07:32.000]  今天聖靈要和你說
[00:07:32.000 --> 00:07:34.000]  若有人在基督裡
[00:07:34.000 --> 00:07:36.000]  他就是新造的人
[00:07:36.000 --> 00:07:37.000]  舊事已過
[00:07:37.000 --> 00:07:38.000]  都變成新的了
[00:07:38.000 --> 00:07:40.000]  如果有些朋友或弟兄姊妹
