
[00:00:00.000 --> 00:00:03.040]  奉主耶穌基督的名字祈求,阿們
[00:00:03.040 --> 00:00:06.020]  好,我想問一下在座的各位
[00:00:06.020 --> 00:00:09.120]  有沒有哪位是老師,或者你曾經做過老師的?
[00:00:09.120 --> 00:00:12.120]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:12.120 --> 00:00:15.140]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:15.140 --> 00:00:18.140]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:18.140 --> 00:00:21.060]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:21.060 --> 00:00:24.060]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:24.060 --> 00:00:27.060]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:27.060 --> 00:00:29.900]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:29.900 --> 00:00:32.900]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:32.900 --> 00:00:35.960]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:35.960 --> 00:00:38.920]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:38.920 --> 00:00:41.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:41.940 --> 00:00:44.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:44.940 --> 00:00:47.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:47.940 --> 00:00:50.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:50.940 --> 00:00:53.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:53.940 --> 00:00:56.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:56.940 --> 00:00:59.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:00:59.940 --> 00:01:02.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:02.940 --> 00:01:05.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:05.940 --> 00:01:08.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:08.940 --> 00:01:11.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:11.940 --> 00:01:14.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:14.940 --> 00:01:17.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:17.940 --> 00:01:20.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:20.940 --> 00:01:23.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:23.940 --> 00:01:26.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:26.940 --> 00:01:29.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:29.940 --> 00:01:32.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:32.940 --> 00:01:35.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:35.940 --> 00:01:38.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:38.940 --> 00:01:41.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:41.940 --> 00:01:44.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:44.940 --> 00:01:47.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:47.940 --> 00:01:50.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:50.940 --> 00:01:53.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:53.940 --> 00:01:56.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:56.940 --> 00:01:59.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:01:59.940 --> 00:02:02.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:02.940 --> 00:02:05.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:05.940 --> 00:02:08.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:08.940 --> 00:02:11.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:11.940 --> 00:02:14.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:14.940 --> 00:02:17.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:17.940 --> 00:02:20.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:20.940 --> 00:02:23.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:23.940 --> 00:02:26.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:26.940 --> 00:02:29.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:29.940 --> 00:02:32.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:32.940 --> 00:02:35.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:35.940 --> 00:02:38.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:38.940 --> 00:02:41.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:41.940 --> 00:02:44.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:44.940 --> 00:02:47.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:47.940 --> 00:02:50.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:50.940 --> 00:02:53.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:53.940 --> 00:02:56.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:56.940 --> 00:02:59.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:02:59.940 --> 00:03:02.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:02.940 --> 00:03:05.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:05.940 --> 00:03:08.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:08.940 --> 00:03:11.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:11.940 --> 00:03:14.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:14.940 --> 00:03:17.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:17.940 --> 00:03:20.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:20.940 --> 00:03:23.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
[00:03:23.940 --> 00:03:26.940]  有沒有哪位是在座的老師,或者你曾經做過老師的?
