
[00:00:00.000 --> 00:00:03.000]  不過我們的講題叫加點平安,
[00:00:03.000 --> 00:00:06.640]  即是我家怎樣會有平安或者有安全感呢?
[00:00:06.640 --> 00:00:11.840]  你在裡面覺得很釋放,很有投入,
[00:00:11.840 --> 00:00:14.680]  這個就是我家,我很喜歡回來的家,
[00:00:14.680 --> 00:00:18.040]  因爲反過來我一點都不想在那裡停留,
[00:00:18.040 --> 00:00:22.000]  因爲加點平安怎樣可以有多些愛?
[00:00:22.000 --> 00:00:25.320]  可惜的事實是太多了,
[00:00:25.320 --> 00:00:29.240]  這兩天大家看新聞是否看到臺鐵的新聞,
[00:00:29.240 --> 00:00:35.520]  那個工程車,因爲那位開車負責的人,
[00:00:35.520 --> 00:00:38.720]  相信他的手掣沒有鎖好,
[00:00:38.720 --> 00:00:44.400]  他七點多收工,停了工程車在斜坡,
[00:00:44.400 --> 00:00:49.280]  九點多車就摔到山坡,
[00:00:49.280 --> 00:00:52.800]  又撞到在花蓮那輛列車,
[00:00:52.800 --> 00:00:59.800]  八輛列車,列車長和助理車長都死了,
[00:00:59.800 --> 00:01:06.240]  一共我今早看到最新51人死,188人受傷,
[00:01:06.240 --> 00:01:08.040]  你有沒有想過,
[00:01:08.040 --> 00:01:10.800]  或者你從小到大有沒有經歷過那些,
[00:01:10.800 --> 00:01:13.520]  只是做錯一點點事,很可惜的,
[00:01:13.520 --> 00:01:17.440]  沒有留心一些很基本的事,
[00:01:17.440 --> 00:01:19.280]  沒有做到就出事,
[00:01:19.280 --> 00:01:21.280]  我自己都試過這樣,
[00:01:21.280 --> 00:01:25.160]  我中三時候,我家人都可以,
[00:01:25.160 --> 00:01:27.600]  但我家人失業我又出去找工作,
[00:01:27.600 --> 00:01:30.800]  被機器夾到右手,沒有了四隻手指,
[00:01:30.800 --> 00:01:38.080]  一次不小心就釀成中心的傷殘,
[00:01:38.080 --> 00:01:41.760]  可惜的事世界很多,
[00:01:41.760 --> 00:01:47.440]  大家知道全世界很多家庭破碎離婚,
[00:01:47.440 --> 00:01:49.280]  離婚率真的很高,
[00:01:49.280 --> 00:01:54.520]  不計同居現在離婚差不多世界超過一半,
[00:01:54.520 --> 00:01:59.080]  中國大陸、香港超過30-40%,
[00:01:59.080 --> 00:02:01.880]  結婚、離婚、結婚、離婚,
[00:02:01.880 --> 00:02:04.480]  單親家庭比比皆是,
[00:02:04.480 --> 00:02:09.800]  我又想起一個上世紀很出名的鐵達尼號,
[00:02:09.800 --> 00:02:12.800]  我最近才知道有另外一個很可惜的事,
[00:02:12.800 --> 00:02:16.560]  原來這個鐵達尼號在1912年,
[00:02:16.560 --> 00:02:20.800]  它撞沉了之前的七分鐘,
[00:02:20.800 --> 00:02:23.600]  在附近有另外一艘船,
[00:02:23.600 --> 00:02:30.960]  當時超過兩千人的鐵達尼號死了一千五百多人,
[00:02:30.960 --> 00:02:37.440]  而在三十海里外面有另外一艘船叫加利福尼亞號,
[00:02:37.440 --> 00:02:46.440]  當十點零七分鐵達尼號撞到冰山開始沉,
[00:02:46.440 --> 00:02:52.680]  它周圍去發放求救信號SOS求救求救,
[00:02:52.680 --> 00:02:57.360]  在三十海里外面的船聽不到,知道爲什麼嗎?
[00:02:57.360 --> 00:03:02.040]  因爲收發電報負責的海員,
[00:03:02.040 --> 00:03:05.800]  他每晚都在做,從來都沒有發生過事,
[00:03:05.800 --> 00:03:09.560]  那晚他十點鐘關掉電報機,
[00:03:09.560 --> 00:03:15.040]  他就去休息,七分鐘後海難發生,
[00:03:15.040 --> 00:03:18.080]  鐵達尼號的海員不斷髮電報,不斷髮電號,
[00:03:18.080 --> 00:03:22.040]  有沒有人可以求救?沒有。
[00:03:22.040 --> 00:03:25.800]  三十海里外那時,一個小時內可以去到,
[00:03:25.800 --> 00:03:29.240]  相信可以救回很多人的。
[00:03:29.240 --> 00:03:33.440]  大家有沒有感受到人生很多可惜的事,
[00:03:33.440 --> 00:03:37.400]  但我想問,你覺得人生最可惜的是什麼呢?
[00:03:37.400 --> 00:03:40.040]  剛纔錦基說,他媽媽都很愛惜他,
[00:03:40.040 --> 00:03:43.840]  下了命令想保護他,
[00:03:43.840 --> 00:03:45.520]  但保護不了。
[00:03:45.520 --> 00:03:49.440]  其實無奈就是我們今天很多人都想保護我們的親人,
[00:03:49.440 --> 00:03:50.920]  保護我們的婚姻,
[00:03:50.920 --> 00:03:53.720]  保護我們人生很多重要的東西,
[00:03:53.720 --> 00:03:55.640]  特別是關係。
[00:03:55.640 --> 00:03:57.120]  我想問大家,
[00:03:57.120 --> 00:04:04.040]  多少人就算是親兄弟、一家人都保不住,爲什麼?
[00:04:04.040 --> 00:04:07.920]  因爲我們人的劣根性,我們人有些罪性,
[00:04:07.920 --> 00:04:10.840]  人最大的問題就是喜歡破壞,
[00:04:11.520 --> 00:04:14.680]  在世界很多人破壞很多東西,
[00:04:14.680 --> 00:04:19.120]  你看國際新聞,很多破壞、很多撕裂,
[00:04:19.120 --> 00:04:20.120]  到處都是破壞,
[00:04:20.120 --> 00:04:24.320]  你覺得人生最大的可惜就是大好形勢,
[00:04:24.320 --> 00:04:28.120]  最後全部都很弊矮,是吧?
[00:04:28.120 --> 00:04:30.920]  很好的,突然間加到中落,
[00:04:30.920 --> 00:04:33.120]  香港好不好?香港很好。
[00:04:33.120 --> 00:04:37.120]  但有很多撕裂,最後有很多人要離開,
[00:04:37.120 --> 00:04:39.120]  很多爭吵。
[00:04:39.520 --> 00:04:45.520]  不單止香港,我們看中美大國互相對壘,
[00:04:45.520 --> 00:04:49.520]  在全世界記者面前對罵,
[00:04:49.520 --> 00:04:51.520]  互相指責對方,
[00:04:51.520 --> 00:04:55.520]  很可惜,世界怎麼會這樣呢?
[00:04:55.520 --> 00:04:58.520]  可惜就是人生很多破壞,
[00:04:58.520 --> 00:05:01.720]  你知道人生最大的破壞是什麼?
[00:05:01.720 --> 00:05:04.920]  不只是破壞周圍的物件,
[00:05:04.920 --> 00:05:08.720]  破壞人際關係,最大的破壞就是破壞自己,
[00:05:08.720 --> 00:05:11.720]  剛纔那麼多人說他破壞自己的生命,
[00:05:11.720 --> 00:05:13.720]  他吸毒,他以爲很好,
[00:05:13.720 --> 00:05:16.720]  但他是破壞了自己的生命。
[00:05:16.720 --> 00:05:19.720]  今天有一段聖經,
[00:05:19.720 --> 00:05:22.720]  我請福特傳導,幫我讀出來,我沒有記完,
[00:05:22.720 --> 00:05:27.720]  我請福特幫我讀略白記的二十二章,
[00:05:27.720 --> 00:05:31.720]  二十一到二十三節,頭那三節,謝謝。
[00:05:31.720 --> 00:05:33.720]  好,請聽我讀出聖經,
[00:05:33.720 --> 00:05:37.720]  有白記二十二章,二十一至二十六節,
[00:05:37.720 --> 00:05:41.720]  你要與神和好,要和平,
[00:05:41.720 --> 00:05:43.720]  這樣福氣必臨對你,
[00:05:43.720 --> 00:05:46.720]  你當領受他口中的教導,
[00:05:46.720 --> 00:05:48.720]  將他的言語傳在心裏,
[00:05:48.720 --> 00:05:52.720]  你若歸向全能者,就必得建立,
[00:05:52.720 --> 00:05:56.720]  你要從你的象棚中遠離不移,
[00:05:56.720 --> 00:05:59.720]  你要將黃金雕到塵土裏,
[00:05:59.720 --> 00:06:03.720]  將娥妃的金子雕到溪河石頭之間,
[00:06:03.720 --> 00:06:06.720]  全能者就必作你的黃金,
[00:06:06.720 --> 00:06:08.720]  你成堆的銀子,
[00:06:08.720 --> 00:06:12.720]  那時你要以全能者爲喜樂,
[00:06:12.720 --> 00:06:14.720]  向神養念。
[00:06:14.720 --> 00:06:17.720]  好,謝謝福特。
[00:06:17.720 --> 00:06:21.720]  今天我最想回應的一件事,
[00:06:21.720 --> 00:06:24.720]  我們的生命,我們的家庭,
[00:06:24.720 --> 00:06:27.720]  你刻意想去保護,
[00:06:27.720 --> 00:06:29.720]  想去承傳,
[00:06:29.720 --> 00:06:32.720]  想去做好那件事,
[00:06:32.720 --> 00:06:34.720]  爲何我們不行呢?
[00:06:34.720 --> 00:06:38.720]  其實歸根究底聖經講給我們一個很重要的答案,
[00:06:38.720 --> 00:06:42.720]  我們人有劣根性,我們人有罪,
[00:06:42.720 --> 00:06:44.720]  你知不知道我們人很有趣,
[00:06:44.720 --> 00:06:46.720]  我們經常高估自己的能力,
[00:06:46.720 --> 00:06:48.720]  覺得沒有東西我搞不定的,
[00:06:48.720 --> 00:06:50.720]  面對罪惡,
[00:06:50.720 --> 00:06:52.720]  面對人自己的罪性,
[00:06:52.720 --> 00:06:54.720]  人的劣根性,
[00:06:54.720 --> 00:06:56.720]  自私,貪婪,
[00:06:56.720 --> 00:06:58.720]  要威,要勉,
[00:06:58.720 --> 00:07:00.720]  我們經常覺得自己,
[00:07:00.720 --> 00:07:02.720]  我不會那麼差的,我搞得定的,
[00:07:02.720 --> 00:07:05.720]  但同一時間,我們又低估了罪,
[00:07:05.720 --> 00:07:08.720]  罪惡對我們生命的破壞,
[00:07:08.720 --> 00:07:11.720]  你知不知道,一個生命的扭轉,
[00:07:11.720 --> 00:07:13.720]  通常我們說,
[00:07:13.720 --> 00:07:15.720]  關係差了,
[00:07:15.720 --> 00:07:18.720]  生命有了破裂,
[00:07:18.720 --> 00:07:19.720]  很可惜,
[00:07:19.720 --> 00:07:21.720]  但更大的可惜就是,
[00:07:21.720 --> 00:07:24.720]  當你有機會修補,你不去修補,
[00:07:24.720 --> 00:07:26.720]  你還要踩多兩腳,
[00:07:26.720 --> 00:07:28.720]  本來和家人的關係已經差了,
[00:07:28.720 --> 00:07:29.720]  很可惜,
[00:07:29.720 --> 00:07:31.720]  本來是一家人,
[00:07:31.720 --> 00:07:33.720]  你喜歡對方纔和他結婚,
[00:07:33.720 --> 00:07:36.720]  但最後搞到反目成仇,
[00:07:36.720 --> 00:07:37.720]  很可惜,
[00:07:37.720 --> 00:07:39.720]  由高位跌下去,
[00:07:39.720 --> 00:07:41.720]  但有機會可以反彈,
[00:07:41.720 --> 00:07:45.720]  但人卻有那種罪性,
[00:07:45.720 --> 00:07:47.720]  今日,
[00:07:47.720 --> 00:07:49.720]  復節主日,
[00:07:49.720 --> 00:07:51.720]  耶穌基督降生,
[00:07:51.720 --> 00:07:55.720]  最主要神上給我們啓示一個很重要的真理,
[00:07:55.720 --> 00:07:57.720]  就是人的罪,
[00:07:57.720 --> 00:07:59.720]  可以有三個層面,
[00:07:59.720 --> 00:08:02.720]  第一個就是我們活出來的罪行,
[00:08:02.720 --> 00:08:04.720]  即是做出來,
[00:08:04.720 --> 00:08:07.720]  行爲上對人很冷漠,
[00:08:07.720 --> 00:08:09.720]  很多怨恨,
[00:08:09.720 --> 00:08:11.720]  很多妒忌,
[00:08:11.720 --> 00:08:15.720]  你見過一些人,
[00:08:15.720 --> 00:08:18.720]  以前年輕時還有一些人性,
[00:08:18.720 --> 00:08:21.720]  去到上下就發覺他沒有人性,
[00:08:21.720 --> 00:08:24.720]  我們有句節後語叫炎羅王報夢,
[00:08:24.720 --> 00:08:26.720]  根據中國傳統,
[00:08:26.720 --> 00:08:28.720]  死了的人會見炎羅王,
[00:08:28.720 --> 00:08:31.720]  你知道炎羅王報夢的節後語是甚麼嗎?
[00:08:31.720 --> 00:08:33.720]  如果炎羅王晚上來報夢,
[00:08:33.720 --> 00:08:36.720]  即是跟你說,老友,你快死了,
[00:08:36.720 --> 00:08:38.720]  即是告訴你,
[00:08:38.720 --> 00:08:40.720]  死了,
[00:08:40.720 --> 00:08:42.720]  即是他告訴你,
[00:08:42.720 --> 00:08:44.720]  你知道現在人世,
[00:08:44.720 --> 00:08:49.720]  中學生,我們認識的小學,中學認識的同學,大學認識的同學,
[00:08:49.720 --> 00:08:51.720]  到某個年日,
[00:08:51.720 --> 00:08:53.720]  好像被世界同化了,
[00:08:53.720 --> 00:08:55.720]  他已經再沒有人情味,
[00:08:55.720 --> 00:08:57.720]  甚麼都是講利益,
[00:08:57.720 --> 00:08:59.720]  甚至在家庭裡面,
[00:08:59.720 --> 00:09:01.720]  家庭關係,家人都可以是這樣,
[00:09:01.720 --> 00:09:03.720]  沒有親情,
[00:09:03.720 --> 00:09:05.720]  聖經講一件事,
[00:09:05.720 --> 00:09:08.720]  人的罪行是表面的東西,
[00:09:08.720 --> 00:09:10.720]  再深一層,
[00:09:10.720 --> 00:09:11.720]  罪的第二層,
[00:09:11.720 --> 00:09:13.720]  就是人的罪的意念,
[00:09:13.720 --> 00:09:15.720]  很多罪的意念,
[00:09:15.720 --> 00:09:18.720]  那些慾望很澎湃,
[00:09:18.720 --> 00:09:20.720]  知識不到的,
[00:09:20.720 --> 00:09:24.720]  而最深一層就是人的罪性,
[00:09:24.720 --> 00:09:26.720]  人的sinful nature,
[00:09:26.720 --> 00:09:28.720]  人的劣根性,
[00:09:28.720 --> 00:09:30.720]  那種自我忠心,
[00:09:30.720 --> 00:09:32.720]  其實講起家庭,
[00:09:32.720 --> 00:09:34.720]  每個人都會講,
[00:09:34.720 --> 00:09:36.720]  怎樣能夠令家庭快樂?
[00:09:36.720 --> 00:09:38.720]  大家爲對方着想,
[00:09:38.720 --> 00:09:40.720]  在教會的傳統裡面,
[00:09:40.720 --> 00:09:43.720]  又講到兩種生命的歡樂,
[00:09:43.720 --> 00:09:45.720]  生命的歡喜,
[00:09:45.720 --> 00:09:47.720]  和生命的憂傷憂愁,
[00:09:47.720 --> 00:09:50.720]  怎樣可以生命有無限的歡喜呢?
[00:09:50.720 --> 00:09:56.720]  當你是帶着愛神和愛人爲別人着想的心,
[00:09:56.720 --> 00:09:59.720]  去爲人的好處而活,
[00:09:59.720 --> 00:10:02.720]  你生命一定是充滿了快樂的,
[00:10:02.720 --> 00:10:04.720]  當你反過來,
[00:10:04.720 --> 00:10:06.720]  你什麼都是爲自己,
[00:10:06.720 --> 00:10:07.720]  從自己出發,
[00:10:07.720 --> 00:10:08.720]  在家庭也是,
[00:10:08.720 --> 00:10:12.720]  如果家長逼家兒女讀好書,
