
[00:00:00.000 --> 00:00:08.820]  第一節 梅祖鄧
[00:00:08.820 --> 00:00:14.320]  曾經在《全道書》有一句這樣的篇章
[00:00:14.320 --> 00:00:15.520]  第三章
[00:00:15.520 --> 00:00:16.660]  他第一節這樣說
[00:00:16.660 --> 00:00:21.320]  「凡事都有定期,天下萬物都有定時」
[00:00:21.320 --> 00:00:23.840]  然後由第二節到第十八節
[00:00:23.840 --> 00:00:26.560]  他用了十四句的對偶句
[00:00:26.560 --> 00:00:29.240]  就說了一切都有定時
[00:00:29.240 --> 00:00:32.320]  生有時、死有時、宰創有時⋯⋯
[00:00:32.320 --> 00:00:37.560]  說到有一個規律就是「定時」
[00:00:37.560 --> 00:00:39.320]  其中第七節這樣說
[00:00:39.320 --> 00:00:42.080]  「靜物有時,言語有時」
[00:00:42.080 --> 00:00:46.560]  有時候我們說話太多的時候
[00:00:46.560 --> 00:00:48.360]  你要靜下來
[00:00:48.360 --> 00:00:49.960]  但靜得太多的時候
[00:00:49.960 --> 00:00:52.160]  就不行了 你要說話的
[00:00:52.160 --> 00:00:53.600]  所以這句話就是
[00:00:53.600 --> 00:00:56.360]  「講嘢有時,亦都要沉默有時」
[00:00:56.360 --> 00:01:00.120]  「沉默有時,亦都要講嘢有時」
[00:01:00.120 --> 00:01:03.720]  但我們不能經常長期長時間都在說話
[00:01:03.720 --> 00:01:05.040]  這樣就不行了
[00:01:05.040 --> 00:01:06.240]  他叫你要有靜默
[00:01:06.240 --> 00:01:09.880]  但我們不能經常長時間都是沉默
[00:01:09.880 --> 00:01:13.320]  他就要叫你「言語有時」
[00:01:13.320 --> 00:01:15.720]  我不知道你們有沒有遇過一些人
[00:01:15.720 --> 00:01:20.360]  很說話、很表達說話、不停的
[00:01:20.360 --> 00:01:21.960]  我有一點這樣的遭遇
[00:01:21.960 --> 00:01:27.400]  我記得有一次去屯門幫一個患癌病
[00:01:27.400 --> 00:01:29.320]  很後期的人做洗禮
[00:01:29.320 --> 00:01:31.240]  洗禮完結後就回來
[00:01:31.240 --> 00:01:33.960]  期間有一個護女
[00:01:33.960 --> 00:01:35.200]  是另一間教育的護女
[00:01:35.200 --> 00:01:36.000]  她又回大埔
[00:01:36.000 --> 00:01:38.000]  於是我由屯門坐小巴去護女站
[00:01:38.000 --> 00:01:41.960]  再由護女站再坐到大埔護女站
[00:01:41.960 --> 00:01:43.560]  整個動作多一點
[00:01:43.560 --> 00:01:45.280]  她很喜歡說話
[00:01:45.280 --> 00:01:47.760]  全途都可以這樣讓她說
[00:01:47.760 --> 00:01:49.240]  真的不可以停下來
[00:01:49.240 --> 00:01:51.320]  其實我是想靜下來想一些東西
[00:01:51.320 --> 00:01:53.040]  但總是要找一些東西跟你說
[00:01:53.040 --> 00:01:54.800]  令我也很辛苦
[00:01:54.800 --> 00:01:56.160]  但我又不好意思出聲
[00:01:56.160 --> 00:01:57.400]  停止
[00:01:57.400 --> 00:01:58.720]  我就想起
[00:01:58.720 --> 00:02:01.680]  以前我和孫悟空在舞會服侍的時候
[00:02:01.680 --> 00:02:04.320]  我們認識了一個信徒的先生
[00:02:04.320 --> 00:02:07.680]  即是他的爸爸
[00:02:07.680 --> 00:02:11.920]  因為爸爸後來我們很怕在街上見到他
[00:02:11.920 --> 00:02:12.720]  為什麼呢?
[00:02:12.720 --> 00:02:14.120]  因為在街上見到他的時候
[00:02:14.120 --> 00:02:16.160]  通常一般人都說「鹹談幾句」
[00:02:16.160 --> 00:02:17.680]  然後不知就走了
[00:02:17.680 --> 00:02:18.160]  他不是
[00:02:18.160 --> 00:02:20.440]  每次鹹談至少15至20分鐘
[00:02:20.440 --> 00:02:22.600]  不知就說「不妨礙你了,我先走了」
[00:02:22.600 --> 00:02:24.400]  所以有時我們遠遠見到的時候
[00:02:24.400 --> 00:02:26.320]  「糟了,那條路繞一繞」
[00:02:26.320 --> 00:02:27.480]  不想他截住
[00:02:27.480 --> 00:02:30.400]  不想他截住又要浪費十多分鐘
[00:02:30.400 --> 00:02:32.720]  因為也有其他事要安排
[00:02:32.720 --> 00:02:35.920]  所以遠遠太長的時候是不行的
[00:02:35.920 --> 00:02:37.440]  你需要學習一下
[00:02:37.440 --> 00:02:38.800]  靜一靜下來
[00:02:38.800 --> 00:02:40.000]  但你長期沉默
[00:02:40.000 --> 00:02:40.880]  不出聲的
[00:02:40.880 --> 00:02:41.720]  是不行的
[00:02:41.720 --> 00:02:42.640]  你想什麼?
[00:02:42.640 --> 00:02:43.160]  你說什麼?
[00:02:43.160 --> 00:02:45.040]  你想分享什麼意思?
[00:02:45.040 --> 00:02:46.000]  其他人不知道
[00:02:46.000 --> 00:02:47.120]  又要你說一下
[00:02:47.120 --> 00:02:48.040]  你又不說
[00:02:48.040 --> 00:02:51.360]  那就會令到別人不順耳了
[00:02:51.360 --> 00:02:52.400]  所以聖經說
[00:02:52.400 --> 00:02:54.840]  言語有時,沉默有時
[00:02:54.840 --> 00:02:56.360]  但不是長期沉默
[00:02:56.360 --> 00:02:58.120]  不是長期的言語
[00:02:58.120 --> 00:03:00.160]  是適當的時候要沉默
[00:03:00.160 --> 00:03:02.920]  適當的時候要演說
[00:03:02.920 --> 00:03:06.000]  而這兩件事是相連的
[00:03:06.000 --> 00:03:07.880]  在這麼少的時候就是這件事
[00:03:07.880 --> 00:03:10.840]  這麼少的時候就是這件事
[00:03:10.840 --> 00:03:12.440]  沉默或者靜默
[00:03:12.440 --> 00:03:14.120]  不單叫你不出聲
[00:03:14.120 --> 00:03:16.800]  其實沉默或者靜默裡面
[00:03:16.800 --> 00:03:20.240]  是需要我們去用耳朵來聽
[00:03:20.240 --> 00:03:21.080]  稍後我會說
[00:03:21.080 --> 00:03:22.440]  有兩方面要聽
