
[00:00:00.000 --> 00:00:05.960]  開始的時候問大家有沒有見過一些外表很漂亮的東西
[00:00:05.960 --> 00:00:09.000]  但是一看裏面不是一樣的
[00:00:09.000 --> 00:00:12.440]  我去年有機會去日本旅行
[00:00:12.440 --> 00:00:15.480]  於是買了一些腐油糍
[00:00:15.480 --> 00:00:17.280]  由於吃不完
[00:00:17.280 --> 00:00:19.920]  有幾個就帶了回來香港
[00:00:19.920 --> 00:00:23.800]  回來香港的時候就將這些腐油糍放在雪櫃
[00:00:23.800 --> 00:00:26.200]  有一天當我想拿出來吃的時候
[00:00:26.200 --> 00:00:28.840]  我看一看還能不能吃呢
[00:00:28.840 --> 00:00:32.400]  接著我就發現原來外表是很漂亮的
[00:00:32.400 --> 00:00:34.320]  就好像這個圖一樣
[00:00:34.320 --> 00:00:37.320]  但是當我一切開裏面的時候
[00:00:37.320 --> 00:00:40.280]  發現已經是爛掉了
[00:00:40.280 --> 00:00:41.960]  不能吃了
[00:00:41.960 --> 00:00:46.200]  在這個時候我想起以前有一位牧師跟我講過
[00:00:46.200 --> 00:00:49.080]  一個叫做金魚的故事
[00:00:49.080 --> 00:00:50.160]  這位牧師跟我說
[00:00:50.160 --> 00:00:51.400]  他說Eugene啊
[00:00:51.400 --> 00:00:55.920]  你千萬不要做一條死了的金魚
[00:00:55.920 --> 00:01:00.720]  我就問他 什麼叫做不要做一條死了的金魚
[00:01:00.720 --> 00:01:03.040]  他說你有沒有養過魚
[00:01:03.040 --> 00:01:05.160]  我說我沒有 你解釋給我聽
[00:01:05.160 --> 00:01:09.880]  他說你知不知道養金魚一條死了的金魚是怎樣的呢
[00:01:09.880 --> 00:01:13.520]  他說原來養金魚一條死了的金魚
[00:01:13.520 --> 00:01:17.040]  是會在魚缸裏發下發下的
[00:01:17.040 --> 00:01:20.840]  在外表來說是充滿生命的
[00:01:20.840 --> 00:01:23.720]  但是內裏已經死了
[00:01:23.720 --> 00:01:28.800]  我跟他說為什麼死了的金魚會在魚缸裏發下發下
[00:01:28.800 --> 00:01:31.680]  他說因為魚缸裏面有水泵
[00:01:31.680 --> 00:01:35.480]  它會跟著水泵的水流發下發下
[00:01:35.480 --> 00:01:37.200]  所以從外表來看
[00:01:37.200 --> 00:01:40.960]  一條死了的金魚是好像有生命的
[00:01:40.960 --> 00:01:44.760]  但其實它內裏已經死了
[00:01:44.760 --> 00:01:48.760]  他說相反如果你看一條有生命的金魚
[00:01:48.760 --> 00:01:51.760]  它會在魚缸裏很油然自得
[00:01:51.760 --> 00:01:56.680]  它知道自己是在做什麼活動之餘
[00:01:56.680 --> 00:01:58.760]  當我想起這個故事的時候
[00:01:58.760 --> 00:02:03.560]  我就想究竟今天我們的生命有沒有真正的成長呢
[00:02:03.560 --> 00:02:07.080]  我們是不是只是外表回來教會
[00:02:07.080 --> 00:02:12.240]  但是我們內裏有沒有追求一個真正成長的生命呢
[00:02:12.240 --> 00:02:14.400]  特別今天是青少年主日
[00:02:14.400 --> 00:02:17.160]  我都想問一下我們當中的青少年人
[00:02:17.160 --> 00:02:20.440]  其實你是為什麼回來教會的
[00:02:20.440 --> 00:02:24.000]  會不會是因為你的家人回來教會
[00:02:24.000 --> 00:02:26.040]  所以你回來教會
[00:02:26.040 --> 00:02:28.680]  可能你有同學回來教會
[00:02:28.680 --> 00:02:31.360]  你就跟著你的同學回來教會
[00:02:31.360 --> 00:02:34.040]  但是你有沒有想過究竟我們回來教會
[00:02:34.040 --> 00:02:37.760]  我們怎樣追求生命真正的成長
[00:02:37.760 --> 00:02:40.480]  我在自己的教會都是這樣鼓勵少年人
[00:02:40.480 --> 00:02:43.480]  你可能因為不同的原因來到教會
[00:02:43.480 --> 00:02:45.880]  但我很希望當你來到教會的時候
[00:02:45.880 --> 00:02:52.200]  我們的生命是一起追求一個真正在耶穌裏面的成長
[00:02:52.200 --> 00:02:55.360]  當然這個訊息不只是跟青少年人說的
[00:02:55.360 --> 00:02:57.000]  其實也跟我們每個弟兄姊妹說
[00:02:57.000 --> 00:02:58.800]  當我們今天回來教會
[00:02:58.800 --> 00:03:02.400]  我們的外表是回來教會聚會的時候
[00:03:02.400 --> 00:03:06.640]  我們的內裏有沒有追求一個真正成長的生命呢
[00:03:06.640 --> 00:03:10.640]  今天很想藉著約翰福音三章裏面的聖經
[00:03:10.640 --> 00:03:12.640]  我們彼此的勉勵
[00:03:12.640 --> 00:03:17.600]  但開始的時候我想帶大家看第二章裏面所發生的一件事
[00:03:17.600 --> 00:03:22.240]  裏面是講耶穌潔淨聖殿的記載
[00:03:22.240 --> 00:03:25.640]  當人們問耶穌為何要做這件事的時候
[00:03:25.640 --> 00:03:28.720]  耶穌說這個聖殿將要被拆毀
[00:03:28.720 --> 00:03:31.480]  但是在三天裏重建起來
[00:03:31.480 --> 00:03:35.880]  人們就問這個聖殿用了很多年的時間去建造
[00:03:35.880 --> 00:03:40.000]  為何你說聖殿可以在三天內重建起來呢
[00:03:40.000 --> 00:03:43.000]  其實在這裏耶穌是在說自己
[00:03:43.000 --> 00:03:49.200]  耶穌是用聖殿去預表自己將要被釘上十字架
[00:03:49.200 --> 00:03:51.680]  但是在三天之後復活
[00:03:51.680 --> 00:03:56.280]  耶穌說是我們的生命要以耶穌為根基
[00:03:56.280 --> 00:03:58.280]  再一次重建起來
[00:03:58.280 --> 00:04:02.000]  所以藉著聖殿的這個記載告訴我們
[00:04:02.000 --> 00:04:06.880]  其實我們的生命需要從外而內的拆毀
[00:04:06.880 --> 00:04:10.560]  並且需要由內至外的重建
[00:04:10.560 --> 00:04:14.920]  而那個根基就是我們的主耶穌
[00:04:14.920 --> 00:04:16.600]  所以今天我們要問一個問題
[00:04:16.600 --> 00:04:21.680]  就是我們的生命怎樣才能夠真正的得救呢
[00:04:21.680 --> 00:04:25.040]  讓我們一起去到《約翰福音》三章的聖經裏面
[00:04:25.040 --> 00:04:28.960]  我們今天一起學三個功課
[00:04:28.960 --> 00:04:33.720]  第一個功課是我們要人在心在
[00:04:33.720 --> 00:04:36.400]  我特意將心在打了一個問號
[00:04:36.400 --> 00:04:37.360]  因為我們要問一下自己
[00:04:37.360 --> 00:04:39.560]  當我們今天回到教會的時候
[00:04:39.560 --> 00:04:43.320]  我們的人在 但是我們的心在不在呢
[00:04:43.320 --> 00:04:47.680]  我們首先去看《約翰福音》三章第一節
[00:04:47.680 --> 00:04:53.120]  這裏說有一個法利塞人是猶太人的官
[00:04:53.120 --> 00:04:57.480]  這個法利塞人其實是想來問耶穌一些問題
[00:04:57.480 --> 00:04:58.920]  他問耶穌什麼問題呢
[00:04:58.920 --> 00:05:01.200]  我們一起看第二節
[00:05:01.200 --> 00:05:02.040]  第二節說
[00:05:02.040 --> 00:05:09.120]  「這人夜裡來見耶穌說:拉比,我們知道你是由神那裡來作師父的
[00:05:09.120 --> 00:05:15.320]  因為你所行的神蹟若沒有神同在無人能行」
[00:05:15.320 --> 00:05:17.840]  這個人是很有心想來問耶穌
[00:05:17.840 --> 00:05:22.400]  他說因為拉比我知道你是由神那裏來作師父
[00:05:22.400 --> 00:05:24.880]  所以我很想來問你
[00:05:24.880 --> 00:05:27.800]  我的生命應該怎樣去行
[00:05:27.800 --> 00:05:30.560]  但是特別是聖經告訴我們
[00:05:30.560 --> 00:05:34.400]  這個人是夜晚來見耶穌的
[00:05:34.400 --> 00:05:36.400]  為什麼這個人會夜晚來見耶穌呢
[00:05:36.400 --> 00:05:41.680]  可能他是出於懼怕或者擔心其他人的壓力
[00:05:41.680 --> 00:05:46.680]  所以決定夜晚趁沒有人見到的時候來見耶穌
[00:05:46.680 --> 00:05:48.600]  但是對於福音書的作者
[00:05:48.600 --> 00:05:52.480]  其實他說夜裡有另外一個意思
[00:05:52.480 --> 00:05:59.160]  夜裡在福音書來說通常都是帶著一個負面的連繫
[00:05:59.160 --> 00:06:02.440]  譬如說門徒在夜晚捉不到魚
[00:06:02.440 --> 00:06:05.000]  夜晚沒有人能夠做工
[00:06:05.000 --> 00:06:08.520]  如果你夜晚走路必然會跌倒
[00:06:08.520 --> 00:06:12.800]  作者是想說這個人仍然在黑暗裡
