
[00:00:00.000 --> 00:00:02.000]  今天第一個主日
[00:00:02.000 --> 00:00:05.000]  我要跟各位分享的信息是
[00:00:05.000 --> 00:00:07.000]  是我們今年的主題
[00:00:07.000 --> 00:00:12.000]  長大成熟滿有基督長成的聲量
[00:00:12.000 --> 00:00:14.000]  今天的題目是說
[00:00:14.000 --> 00:00:17.000]  從出生到長成
[00:00:17.000 --> 00:00:20.000]  以至長大成熟
[00:00:20.000 --> 00:00:25.000]  最主要我要用Samuel來做例子
[00:00:25.000 --> 00:00:26.000]  看他是怎麼出生
[00:00:26.000 --> 00:00:28.000]  他是怎麼成長
[00:00:28.000 --> 00:00:33.000]  以至長大成熟滿有基督長成的聲量
[00:00:33.000 --> 00:00:36.000]  剛才說我們屬神的生命
[00:00:36.000 --> 00:00:38.000]  我們屬靈的生命
[00:00:38.000 --> 00:00:40.000]  我們要繼續不斷地茁壯
[00:00:40.000 --> 00:00:43.000]  不是說覺得這信徒主受了洗
[00:00:43.000 --> 00:00:45.000]  就等著要上天堂
[00:00:45.000 --> 00:00:47.000]  因為你還有一生之久
[00:00:47.000 --> 00:00:49.000]  可以讓你去成聖
[00:00:49.000 --> 00:00:52.000]  最後當我們見到神的時候
[00:00:52.000 --> 00:00:55.000]  我們可以得榮耀
[00:00:55.000 --> 00:00:58.000]  信徒主要說我們為什麼要成長
[00:00:58.000 --> 00:01:00.000]  耶穌不是說
[00:01:00.000 --> 00:01:03.000]  不要阻止小孩子到我這邊來
[00:01:03.000 --> 00:01:06.000]  就是說人若不迴轉向小孩子
[00:01:06.000 --> 00:01:08.000]  斷不得進神的國
[00:01:08.000 --> 00:01:11.000]  好像耶穌滿欣賞滿喜歡
[00:01:11.000 --> 00:01:14.000]  小孩子天真無邪
[00:01:14.000 --> 00:01:17.000]  而且小孩子是你說了他就信
[00:01:17.000 --> 00:01:19.000]  全心全意的信
[00:01:19.000 --> 00:01:22.000]  但是有一個問題就出來了
[00:01:22.000 --> 00:01:24.000]  你說錯了他也信
[00:01:24.000 --> 00:01:26.000]  你亂七八糟講他也信
[00:01:26.000 --> 00:01:28.000]  所以保羅說
[00:01:28.000 --> 00:01:30.000]  我們不再做小孩子
[00:01:30.000 --> 00:01:33.000]  中了人的詭計和欺騙的法術
[00:01:33.000 --> 00:01:36.000]  被一切異教之風搖動
[00:01:36.000 --> 00:01:38.000]  飄來飄去
[00:01:38.000 --> 00:01:40.000]  就隨從各樣的異端了
[00:01:40.000 --> 00:01:42.000]  所以我們也不能夠做小孩子
[00:01:42.000 --> 00:01:44.000]  做一輩子
[00:01:44.000 --> 00:01:46.000]  我們的身體也是如此
[00:01:46.000 --> 00:01:49.000]  我們生下來一點點小
[00:01:49.000 --> 00:01:51.000]  最小的我有看過
[00:01:51.000 --> 00:01:54.000]  放在爸爸的手上面就這麼大一個
[00:01:54.000 --> 00:01:56.000]  一點點的小baby
[00:01:56.000 --> 00:01:58.000]  那麼生下來這麼小
[00:01:58.000 --> 00:02:00.000]  然後慢慢就要長大
[00:02:00.000 --> 00:02:02.000]  如果我們不長大
[00:02:02.000 --> 00:02:03.000]  就畸形了
[00:02:03.000 --> 00:02:05.000]  如果我們不長大
[00:02:05.000 --> 00:02:08.000]  我們就面對著要死亡
[00:02:08.000 --> 00:02:11.000]  所以我們必須要長大
[00:02:11.000 --> 00:02:12.000]  屬靈也好
[00:02:12.000 --> 00:02:14.000]  身體也罷
[00:02:14.000 --> 00:02:17.000]  我們都必須要不斷地長大
[00:02:17.000 --> 00:02:19.000]  我過去已經講過四次
[00:02:19.000 --> 00:02:22.000]  長大成熟滿有基督長成的聲量
[00:02:22.000 --> 00:02:24.000]  第一次是說
[00:02:24.000 --> 00:02:27.000]  等我們眾人在真道上同歸於一
[00:02:27.000 --> 00:02:29.000]  認識神的兒子
[00:02:29.000 --> 00:02:31.000]  被長大成人
[00:02:31.000 --> 00:02:33.000]  滿有基督長成的聲量
[00:02:33.000 --> 00:02:36.000]  這是我在一月份的時候講的
[00:02:36.000 --> 00:02:38.000]  二月份我講的是說
[00:02:38.000 --> 00:02:41.000]  我們要在基督裡長大成人
[00:02:41.000 --> 00:02:45.000]  好像枝子連於葡萄樹一樣
[00:02:45.000 --> 00:02:47.000]  耶穌說我是真葡萄樹
[00:02:47.000 --> 00:02:49.000]  我父是栽培的人
[00:02:49.000 --> 00:02:51.000]  凡屬我不結果子的枝子
[00:02:51.000 --> 00:02:52.000]  他就剪去
[00:02:52.000 --> 00:02:55.000]  凡結果子的他就修理乾淨
[00:02:55.000 --> 00:02:58.000]  使枝子結果子更多
[00:02:58.000 --> 00:03:01.000]  所以我們要結到葡萄樹
[00:03:01.000 --> 00:03:03.000]  我們才能夠長大
[00:03:03.000 --> 00:03:06.000]  我們要在基督裡面長大成人
[00:03:06.000 --> 00:03:09.000]  然後三月份
[00:03:09.000 --> 00:03:10.000]  我是講說
[00:03:10.000 --> 00:03:13.000]  我們要邁向成熟
[00:03:13.000 --> 00:03:17.000]  成熟成人
[00:03:17.000 --> 00:03:22.000]  因為路加福音第二章52節他說
[00:03:22.000 --> 00:03:25.000]  當耶穌還小的時候
[00:03:25.000 --> 00:03:27.000]  後來聽A節的時候
[00:03:27.000 --> 00:03:30.000]  他跟著爸爸媽媽上聖殿去
[00:03:30.000 --> 00:03:31.000]  然後回來
[00:03:31.000 --> 00:03:33.000]  然後聖經上面講了一句話說
[00:03:33.000 --> 00:03:36.000]  耶穌的智慧和聲量
[00:03:36.000 --> 00:03:38.000]  令神與人喜悅他的心
[00:03:38.000 --> 00:03:40.000]  都一起增長
[00:03:40.000 --> 00:03:41.000]  我常常喜歡講說
[00:03:41.000 --> 00:03:44.000]  到底我們靈命多低叫低
[00:03:44.000 --> 00:03:46.000]  靈命多高叫高
[00:03:46.000 --> 00:03:49.000]  你如果高到滿有基督的聲量
[00:03:49.000 --> 00:03:51.000]  你就是夠高了
[00:03:51.000 --> 00:03:53.000]  就顯出他的榮耀來了
[00:03:53.000 --> 00:03:56.000]  彰顯出他的榮美來了
