
[00:00:00.000 --> 00:00:02.000]  講一下歷史
[00:00:02.000 --> 00:00:05.600]  在帝王的時代
[00:00:05.600 --> 00:00:09.480]  皇帝當然是擁有至高無上的權力
[00:00:09.480 --> 00:00:11.480]  高到一個地步
[00:00:11.480 --> 00:00:15.680]  可以隨意來決定一個人的生和死
[00:00:15.680 --> 00:00:17.000]  但當然
[00:00:17.000 --> 00:00:19.760]  這個皇帝也只不過是一個人
[00:00:19.760 --> 00:00:21.480]  所以既然是人
[00:00:21.480 --> 00:00:24.760]  他也有機會做錯誤的判斷
[00:00:24.760 --> 00:00:26.760]  以及會犯錯
[00:00:26.760 --> 00:00:32.320]  在古代官僚的制度裡面
[00:00:32.320 --> 00:00:35.440]  有些人被賦予權力
[00:00:35.440 --> 00:00:37.440]  去制衡這個皇帝
[00:00:37.440 --> 00:00:42.640]  使得他因為有至高無上的權力
[00:00:42.640 --> 00:00:43.960]  如果濫用的時候
[00:00:43.960 --> 00:00:47.360]  可以有很壞的結果走出來
[00:00:47.360 --> 00:00:52.560]  其中有兩類官員
[00:00:52.560 --> 00:00:54.240]  得到這種權力
[00:00:54.240 --> 00:00:58.520]  使得皇帝那種至高無上的權力得到制衡
[00:00:58.520 --> 00:01:01.520]  第一就是諫官
[00:01:01.520 --> 00:01:03.520]  第二就是史官
[00:01:03.520 --> 00:01:05.520]  諫官呢
[00:01:05.520 --> 00:01:07.520]  大家都應該知道是做什麼的
[00:01:07.520 --> 00:01:08.920]  就是今天這個題目
[00:01:08.920 --> 00:01:11.800]  就是向皇帝提出一些忠告
[00:01:11.800 --> 00:01:14.400]  一些勸喻
[00:01:14.400 --> 00:01:17.480]  勸他不要做一些錯誤的判斷
[00:01:17.480 --> 00:01:21.760]  不單止損害他管治的權威
[00:01:21.760 --> 00:01:24.480]  也會禍及很多人
[00:01:24.480 --> 00:01:27.680]  所以諫官有一個責任
[00:01:27.680 --> 00:01:30.600]  就好像成為一個皇帝的智囊
[00:01:30.600 --> 00:01:33.080]  一個諮詢的人
[00:01:33.080 --> 00:01:37.080]  而皇帝理論上也要聽諫官的說話
[00:01:37.080 --> 00:01:39.080]  減少他的錯誤
[00:01:39.080 --> 00:01:41.080]  好了,史官呢
[00:01:41.080 --> 00:01:45.000]  有什麼大的權力來制衡皇帝呢
[00:01:45.000 --> 00:01:48.280]  史官一般是負責記錄
[00:01:48.280 --> 00:01:51.800]  發生什麼事情在國家裡面
[00:01:51.800 --> 00:01:53.360]  因為呢
[00:01:53.360 --> 00:01:55.880]  史官有一個重要的任務就是
[00:01:55.880 --> 00:01:57.880]  無論是好事壞事
[00:01:57.880 --> 00:02:01.360]  基本上一個盡責的史官
[00:02:01.360 --> 00:02:03.360]  就是要將這些事情記錄下來
[00:02:03.360 --> 00:02:04.920]  讓後世的人知道
[00:02:04.920 --> 00:02:08.320]  基本上連皇帝都不可以干預他寫了什麼
[00:02:08.320 --> 00:02:11.040]  如果干預了根本就等於廢的
[00:02:11.040 --> 00:02:14.440]  他只是寫了一些好東西
[00:02:14.440 --> 00:02:17.120]  將不好的全部收起來
[00:02:17.120 --> 00:02:20.680]  所以一個史官就要將
[00:02:20.680 --> 00:02:25.160]  他究竟是一個好的君主還是不好的君主
[00:02:25.160 --> 00:02:27.160]  他做了什麼好的事壞的事
[00:02:27.160 --> 00:02:29.160]  全部都寫下來
[00:02:29.160 --> 00:02:32.400]  結果這些制度
[00:02:32.400 --> 00:02:35.600]  如果能夠在一個明君的底下
[00:02:35.600 --> 00:02:37.600]  好的去實施
[00:02:37.600 --> 00:02:39.600]  這個國家一定會很好
[00:02:39.600 --> 00:02:41.600]  但如果他是昏君的話
[00:02:41.600 --> 00:02:45.040]  他不去按照這些制度
[00:02:45.040 --> 00:02:47.720]  去讓他的權力得到制衡
[00:02:47.720 --> 00:02:49.720]  往往就會帶來
[00:02:49.720 --> 00:02:51.720]  不單只是他自己
[00:02:51.720 --> 00:02:53.040]  受到損害
[00:02:53.040 --> 00:02:55.480]  甚至乎可能他整個的國家
[00:02:55.480 --> 00:02:57.480]  都會因此而滅亡
[00:02:57.480 --> 00:03:00.360]  今天很多在外國
[00:03:00.360 --> 00:03:02.360]  有中國人聚居的地方
[00:03:02.360 --> 00:03:04.360]  我們會稱他為
[00:03:04.360 --> 00:03:06.040]  英文叫Chinatown
[00:03:06.040 --> 00:03:08.040]  中文會譯做什麼呢
[00:03:08.040 --> 00:03:10.040]  唐人街
[00:03:10.040 --> 00:03:10.840]  好了
[00:03:10.840 --> 00:03:11.840]  但是大家有沒有想過
[00:03:11.840 --> 00:03:13.040]  為什麼叫唐人街
[00:03:13.040 --> 00:03:14.040]  不叫華人街
[00:03:14.040 --> 00:03:15.040]  不叫漢人街
[00:03:15.040 --> 00:03:16.040]  不叫宋人街
[00:03:16.040 --> 00:03:18.040]  就叫唐人街呢
[00:03:18.040 --> 00:03:20.040]  我想應該
[00:03:20.040 --> 00:03:22.040]  大家都會聽過這個解釋
[00:03:22.040 --> 00:03:24.040]  因為一般來說
[00:03:24.040 --> 00:03:28.040]  認為唐朝就是中國的盛世
[00:03:28.040 --> 00:03:32.040]  就拿了這個身份
[00:03:32.040 --> 00:03:34.040]  就說中國人就叫唐人
[00:03:34.040 --> 00:03:36.040]  還有另外一個原因
[00:03:36.040 --> 00:03:38.040]  就是因為唐朝
[00:03:38.040 --> 00:03:40.040]  在中國的歷史裡面
[00:03:40.040 --> 00:03:43.040]  是一個最早的朝代
[00:03:43.040 --> 00:03:46.040]  是對外開放去接觸
[00:03:46.040 --> 00:03:48.040]  當然也是因為他的強盛
[00:03:48.040 --> 00:03:50.040]  所以一般的中國人
[00:03:50.040 --> 00:03:53.040]  都以自己是唐人
[00:03:53.040 --> 00:03:56.040]  來自居的
[00:03:56.040 --> 00:03:59.040]  既然唐朝是一個盛世
[00:03:59.040 --> 00:04:03.040]  當然要說一個典故給大家知道
[00:04:03.040 --> 00:04:06.040]  唐朝的盛世裡面
[00:04:06.040 --> 00:04:08.040]  最出名的君主
[00:04:08.040 --> 00:04:10.040]  大家知不知道是誰呢
[00:04:10.040 --> 00:04:13.040]  大家不太知道
[00:04:13.040 --> 00:04:15.040]  所以今天我們有人說
[00:04:15.040 --> 00:04:18.040]  國民教育不應該成科
[00:04:18.040 --> 00:04:22.040]  中國歷史應該是用來做必修科
[00:04:22.040 --> 00:04:25.040]  應該我們去爭取
[00:04:25.040 --> 00:04:28.040]  唐朝最厲害的君主
[00:04:28.040 --> 00:04:31.040]  叫唐太宗李世民
[00:04:31.040 --> 00:04:33.040]  他有什麼出名呢
[00:04:33.040 --> 00:04:35.040]  其中一種出名
[00:04:35.040 --> 00:04:37.040]  當然是他做了一些好事
[00:04:37.040 --> 00:04:39.040]  令唐朝這麼強盛
[00:04:39.040 --> 00:04:42.040]  如果中史還記得的話
[00:04:42.040 --> 00:04:44.040]  應該聽過一個叫貞觀之治
[00:04:44.040 --> 00:04:51.040]  令唐朝經歷了很長的時間
[00:04:51.040 --> 00:04:53.040]  而是不衰的
[00:04:53.040 --> 00:04:57.040]  唐太宗有一個諫官叫魏徵
[00:04:57.040 --> 00:05:02.040]  通常你在網上打唐太宗
[00:05:02.040 --> 00:05:04.040]  或者打貞觀之治
[00:05:04.040 --> 00:05:06.040]  魏徵的名字都會跟著走出來
[00:05:06.040 --> 00:05:10.040]  甚至乎在我預備講張的時候
[00:05:10.040 --> 00:05:12.040]  打一個魏字出來的聯想字
[00:05:12.040 --> 00:05:14.040]  就有一個貞字
[00:05:14.040 --> 00:05:16.040]  即是貞修的貞
[00:05:16.040 --> 00:05:20.040]  這個諫官有什麼特別呢
[00:05:20.040 --> 00:05:24.040]  話說有一次唐太宗問他
[00:05:24.040 --> 00:05:26.040]  什麼為之明君
[00:05:26.040 --> 00:05:28.040]  什麼為之暗君呢
[00:05:28.040 --> 00:05:30.040]  即是好的君主和不好的君主呢
[00:05:30.040 --> 00:05:32.040]  這個魏徵就說
[00:05:32.040 --> 00:05:37.040]  一個明君就應該是兼聽的
[00:05:37.040 --> 00:05:42.040]  即是各種的建議他都應該去採納
[00:05:42.040 --> 00:05:44.040]  但如果是一個暗君
[00:05:44.040 --> 00:05:45.040]  是一個昏君的話
[00:05:45.040 --> 00:05:47.040]  他只會偏順
[00:05:47.040 --> 00:05:50.040]  只會聽一些中聽的東西
[00:05:50.040 --> 00:05:53.040]  到最後當然是因為偏順偏聽
[00:05:53.040 --> 00:05:55.040]  就出事害死自己了
[00:05:55.040 --> 00:06:01.040]  這個魏徵就提出了秦二世和徐陽帝
[00:06:01.040 --> 00:06:03.040]  就因為偏順、殘厭
[00:06:03.040 --> 00:06:06.040]  所以結果就害死了自己
[00:06:06.040 --> 00:06:09.040]  在貞觀十二年
[00:06:09.040 --> 00:06:12.040]  查一下歷史
[00:06:12.040 --> 00:06:14.040]  其中有一件這樣的事
[00:06:14.040 --> 00:06:17.040]  就是魏徵看到唐太宗
[00:06:17.040 --> 00:06:20.040]  開始人的問題出現了
[00:06:20.040 --> 00:06:21.040]  惰性
[00:06:21.040 --> 00:06:24.040]  因為輕盛了一段日子
[00:06:24.040 --> 00:06:29.040]  唐太宗就慢慢怠慢了下來
[00:06:29.040 --> 00:06:33.040]  亦都追求享受
[00:06:33.040 --> 00:06:37.040]  以前那些英明神武的情況
[00:06:37.040 --> 00:06:38.040]  越來越差了
[00:06:38.040 --> 00:06:41.040]  所以他就要來向皇上進諫
[00:06:41.040 --> 00:06:47.040]  就列了唐太宗有十個問題
[00:06:47.040 --> 00:06:49.040]  不是七宗罪
[00:06:49.040 --> 00:06:50.040]  有十件事
[00:06:50.040 --> 00:06:52.040]  是很不可以的
[00:06:52.040 --> 00:06:54.040]  就是他最初的德政
[00:06:54.040 --> 00:06:57.040]  和他現在那種不好的情況
[00:06:57.040 --> 00:07:01.040]  然後還向皇帝提出有十個思想
[00:07:01.040 --> 00:07:04.040]  大家可以想一下
[00:07:04.040 --> 00:07:06.040]  如果有一天
[00:07:06.040 --> 00:07:07.040]  你回到公司
[00:07:07.040 --> 00:07:10.040]  發了一個電郵給你的上司或老闆
[00:07:10.040 --> 00:07:11.040]  告訴他
[00:07:11.040 --> 00:07:13.040]  老闆你有十件事
[00:07:13.040 --> 00:07:14.040]  你以前很好的
[00:07:14.040 --> 00:07:15.040]  現在不妥
[00:07:15.040 --> 00:07:16.040]  然後再告訴他
[00:07:16.040 --> 00:07:18.040]  你有十件事要想清楚
[00:07:18.040 --> 00:07:21.040]  然後你猜他會回覆你一個電郵嗎
[00:07:21.040 --> 00:07:22.040]  當然是告訴你
[00:07:22.040 --> 00:07:24.040]  明天不用回來
[00:07:24.040 --> 00:07:26.040]  當然不一定
[00:07:26.040 --> 00:07:27.040]  如果是好的老闆
[00:07:27.040 --> 00:07:29.040]  可能他會很欣賞你
[00:07:29.040 --> 00:07:30.040]  如果你說得對
[00:07:30.040 --> 00:07:35.040]  但如果是不妥當的老闆
[00:07:35.040 --> 00:07:37.040]  就會覺得你是誰
[00:07:37.040 --> 00:07:38.040]  挑戰我的權威
[00:07:38.040 --> 00:07:41.040]  你當然明天不用再回來
[00:07:41.040 --> 00:07:50.040]  當唐太宗看到魏徵進諫的建議
[00:07:50.040 --> 00:07:51.040]  他真的採納了
[00:07:51.040 --> 00:07:56.040]  所以一直到唐太宗離世的時間
[00:07:56.040 --> 00:08:00.040]  他仍然讓他這個貞觀之子
[00:08:00.040 --> 00:08:02.040]  可以貫徹到底
[00:08:02.040 --> 00:08:05.040]  也為後來的唐朝
[00:08:05.040 --> 00:08:08.040]  帶來一個相對來說比較長的
