
[00:00:00.000 --> 00:00:04.000]  耶穌在此發出一個呼籲
[00:00:04.000 --> 00:00:14.000]  就說:我來了是要叫人得生命,並且得得更豐盛
[00:00:14.000 --> 00:00:19.000]  學員傳道會的創辦人,伯立德博士
[00:00:19.000 --> 00:00:25.000]  他設計了一個四律傳福音的小冊子
[00:00:26.000 --> 00:00:32.000]  伯立德博士影響了全世界的學生工作
[00:00:32.000 --> 00:00:35.000]  尤其是大學生和中學生
[00:00:35.000 --> 00:00:40.000]  特別要告訴大學生
[00:00:40.000 --> 00:00:44.000]  因為一個人進了大學,一個青年進大學
[00:00:44.000 --> 00:00:47.000]  全世界的人都很開心
[00:00:47.000 --> 00:00:55.000]  以前進大學當然更加可以是一個好前途
[00:00:55.000 --> 00:00:57.000]  大好前途的青年
[00:00:57.000 --> 00:01:00.000]  現在進大學就容易了
[00:01:00.000 --> 00:01:09.000]  讀大學是要造就這個人生活上的多姿多彩
[00:01:09.000 --> 00:01:13.000]  或者學識上可以學多一門的學科
[00:01:13.000 --> 00:01:17.000]  和以前的大學生是有些少不同的
[00:01:17.000 --> 00:01:23.000]  以前大學生一進大學基本上都很有前途的
[00:01:24.000 --> 00:01:26.000]  既然有這麼多前途
[00:01:26.000 --> 00:01:33.000]  將來肯定可以做好工作
[00:01:33.000 --> 00:01:36.000]  或者是專業人士
[00:01:36.000 --> 00:01:42.000]  這些人可以說他們的人生一定是很豐富很豐盛
[00:01:42.000 --> 00:01:45.000]  伯立德博士告訴你
[00:01:45.000 --> 00:01:49.000]  這些豐富豐盛其實是零
[00:01:49.000 --> 00:01:52.000]  只不過是短暫的
[00:01:53.000 --> 00:01:57.000]  但他在書中更加找出原文的意義
[00:01:57.000 --> 00:01:59.000]  就是活得更有意義
[00:01:59.000 --> 00:02:06.000]  我來了事要叫人得生命並且活得更有意義
[00:02:06.000 --> 00:02:12.000]  因為更有意義和更豐盛是不一樣的
[00:02:12.000 --> 00:02:17.000]  豐盛豐富不一定是有意義的
[00:02:17.000 --> 00:02:21.000]  但有意義可能你的生活很簡單
[00:02:22.000 --> 00:02:24.000]  但你會很有意義
[00:02:24.000 --> 00:02:27.000]  什麼叫豐盛呢?
[00:02:27.000 --> 00:02:29.000]  什麼叫豐富呢?
[00:02:29.000 --> 00:02:32.000]  如果你找到一個自助餐
[00:02:32.000 --> 00:02:35.000]  又在很出名的酒店裏面
[00:02:35.000 --> 00:02:39.000]  你會說98元自助餐
[00:02:39.000 --> 00:02:41.000]  我真的很想跟你去
[00:02:41.000 --> 00:02:45.000]  98元89元就有一個豐富的自助餐
[00:02:45.000 --> 00:02:48.000]  你知道去到真的很豐富
[00:02:48.000 --> 00:02:51.000]  因為是自助餐又是酒店又是98元
[00:02:51.000 --> 00:02:55.000]  如果你找到一間酒店
[00:02:55.000 --> 00:02:58.000]  它的費用是1000元一餐
[00:02:58.000 --> 00:03:00.000]  是自助餐
[00:03:00.000 --> 00:03:03.000]  這個不用說了是更加豐富
[00:03:03.000 --> 00:03:05.000]  一定是很豐富的
[00:03:05.000 --> 00:03:07.000]  所以這個叫豐富
[00:03:07.000 --> 00:03:09.000]  所以豐富就是富足
[00:03:09.000 --> 00:03:15.000]  有錢有樓有財產有車
[00:03:15.000 --> 00:03:17.000]  有得有埠
[00:03:18.000 --> 00:03:20.000]  這就是豐盛的人生
[00:03:20.000 --> 00:03:22.000]  豐富的人生
[00:03:22.000 --> 00:03:25.000]  但約翰說得很清楚
[00:03:25.000 --> 00:03:28.000]  這個豐盛豐富
[00:03:28.000 --> 00:03:31.000]  只是在耶穌基督裏
[00:03:31.000 --> 00:03:33.000]  因為其他的都是零
[00:03:33.000 --> 00:03:35.000]  唯有耶穌基督是一
[00:03:35.000 --> 00:03:37.000]  所以耶穌說
[00:03:37.000 --> 00:03:39.000]  我來了是要叫人得生命
[00:03:39.000 --> 00:03:41.000]  並且得得更豐富
[00:03:41.000 --> 00:03:44.000]  更有意義的生命
[00:03:44.000 --> 00:03:46.000]  更有意義的生活
[00:03:47.000 --> 00:03:48.000]  所以在耶穌基督裏
[00:03:48.000 --> 00:03:53.000]  只能夠過豐富豐盛的生命
[00:03:53.000 --> 00:03:55.000]  如果沒有耶穌基督
[00:03:55.000 --> 00:03:57.000]  我們的人生都是零
[00:03:57.000 --> 00:03:59.000]  很多的零
[00:03:59.000 --> 00:04:01.000]  因為零如果前面沒有一字
[00:04:01.000 --> 00:04:03.000]  是沒有意思的
[00:04:03.000 --> 00:04:06.000]  但有一字後面什麼都沒有
[00:04:06.000 --> 00:04:08.000]  是不重要的
[00:04:08.000 --> 00:04:10.000]  可能我覺得一
[00:04:10.000 --> 00:04:12.000]  遲些有十
[00:04:12.000 --> 00:04:14.000]  再遲些有一百
[00:04:14.000 --> 00:04:16.000]  再有一千
[00:04:16.000 --> 00:04:17.000]  有八個零
[00:04:17.000 --> 00:04:19.000]  很多個零
[00:04:19.000 --> 00:04:21.000]  但都是零
[00:04:21.000 --> 00:04:23.000]  事實上確是如此
[00:04:23.000 --> 00:04:26.000]  因為聖經奴家福音第十二章
[00:04:26.000 --> 00:04:28.000]  十五至二十一節
[00:04:28.000 --> 00:04:31.000]  記載有一個財主
[00:04:31.000 --> 00:04:33.000]  聖經這樣形容他
[00:04:33.000 --> 00:04:36.000]  財主家道豐富
[00:04:36.000 --> 00:04:39.000]  田產豐盛
[00:04:39.000 --> 00:04:42.000]  用兩句說話來強調
[00:04:43.000 --> 00:04:45.000]  他家道豐富
[00:04:45.000 --> 00:04:47.000]  田產豐盛
[00:04:47.000 --> 00:04:49.000]  然後他對自己說
[00:04:49.000 --> 00:04:51.000]  哈哈哈哈
[00:04:51.000 --> 00:04:55.000]  我的豐盛
[00:04:55.000 --> 00:04:57.000]  現在沒有地方收藏
[00:04:57.000 --> 00:04:59.000]  那怎麼辦呢
[00:04:59.000 --> 00:05:03.000]  一個貨倉裝不完
[00:05:03.000 --> 00:05:06.000]  第二個貨倉裝不完
[00:05:06.000 --> 00:05:08.000]  不要緊
[00:05:08.000 --> 00:05:11.000]  裝不完我要再建更大的貨倉
[00:05:12.000 --> 00:05:13.000]  更大的倉庫
[00:05:13.000 --> 00:05:18.000]  來裝我這些豐富和豐盛
[00:05:18.000 --> 00:05:20.000]  然後對自己說
[00:05:20.000 --> 00:05:23.000]  黎秋林你無憂無慮
[00:05:23.000 --> 00:05:25.000]  你有的看看
[00:05:25.000 --> 00:05:27.000]  貨倉新界有
[00:05:27.000 --> 00:05:29.000]  九龍有
[00:05:29.000 --> 00:05:31.000]  市區有
[00:05:31.000 --> 00:05:33.000]  真是太好了
[00:05:33.000 --> 00:05:35.000]  新界有
[00:05:35.000 --> 00:05:37.000]  市區有
[00:05:37.000 --> 00:05:39.000]  九龍有
[00:05:40.000 --> 00:05:41.000]  沒有的
[00:05:41.000 --> 00:05:44.000]  但這個真的有
[00:05:44.000 --> 00:05:46.000]  他真的有
[00:05:46.000 --> 00:05:48.000]  他的貨倉
[00:05:48.000 --> 00:05:50.000]  裝到很多很多
[00:05:50.000 --> 00:05:53.000]  多年來一世一生都吃不完
[00:05:53.000 --> 00:05:56.000]  可以安安日日吃喝
[00:05:56.000 --> 00:06:00.000]  但主耶和華
[00:06:00.000 --> 00:06:02.000]  神對他說
[00:06:02.000 --> 00:06:04.000]  神很幽默
[00:06:04.000 --> 00:06:06.000]  無知的人
[00:06:06.000 --> 00:06:08.000]  你這麼多的財富
[00:06:09.000 --> 00:06:10.000]  財產
[00:06:10.000 --> 00:06:13.000]  你說你要吃一生一世
[00:06:13.000 --> 00:06:15.000]  你說你多年都不用憂
