
[00:00:00.000 --> 00:00:03.000]  再一次在港台和大家見面
[00:00:03.000 --> 00:00:04.000]  很高興
[00:00:04.000 --> 00:00:07.000]  剛才領事姐姐都說
[00:00:07.000 --> 00:00:10.000]  有新的面孔
[00:00:10.000 --> 00:00:11.000]  舊的面孔
[00:00:11.000 --> 00:00:12.000]  有些很久沒見面的
[00:00:12.000 --> 00:00:13.000]  我們都很開心
[00:00:13.000 --> 00:00:16.000]  大家知道4月4日是兒童節
[00:00:16.000 --> 00:00:18.000]  3月8日是婦女節
[00:00:18.000 --> 00:00:19.000]  知不知道今天是什麼節?
[00:00:19.000 --> 00:00:25.000]  以前回天主教教會就知道是萬聖節
[00:00:25.000 --> 00:00:27.000]  關什麼事呢?
[00:00:27.000 --> 00:00:28.000]  香港人叫Halloween
[00:00:28.000 --> 00:00:30.000]  Halloween
[00:00:30.000 --> 00:00:32.000]  其實是明天的
[00:00:32.000 --> 00:00:34.000]  11月1日是萬聖節
[00:00:34.000 --> 00:00:35.000]  All Saints Day
[00:00:35.000 --> 00:00:38.000]  譬如我從小就上聖公會的學校
[00:00:38.000 --> 00:00:40.000]  有教會日曆
[00:00:40.000 --> 00:00:42.000]  就是天主教流下來的傳統
[00:00:42.000 --> 00:00:43.000]  就是萬聖節
[00:00:43.000 --> 00:00:46.000]  是紀念歷代的聖人
[00:00:46.000 --> 00:00:47.000]  All Saints
[00:00:47.000 --> 00:00:48.000]  All Saints那字
[00:00:48.000 --> 00:00:52.000]  Saints那字在德文原文流傳下來
[00:00:52.000 --> 00:00:53.000]  英文也有用
[00:00:53.000 --> 00:00:54.000]  Hallows
[00:00:54.000 --> 00:00:55.000]  Hallows那字就是聖
[00:00:55.000 --> 00:00:57.000]  Saint Holy
[00:00:57.000 --> 00:01:00.000]  所以Halloween的意思是什麼呢?
[00:01:00.000 --> 00:01:03.000]  意思就是All Saints Day的前夕
[00:01:03.000 --> 00:01:04.000]  前夕
[00:01:04.000 --> 00:01:05.000]  Evening
[00:01:05.000 --> 00:01:07.000]  大家都明白了
[00:01:07.000 --> 00:01:09.000]  就好像Christmas Eve的意思
[00:01:09.000 --> 00:01:11.000]  All Saints Eve
[00:01:11.000 --> 00:01:12.000]  就是Halloween
[00:01:12.000 --> 00:01:13.000]  那字就是這樣來的
[00:01:13.000 --> 00:01:14.000]  大家可能都不知道
[00:01:14.000 --> 00:01:16.000]  因為今天我們叫萬聖節
[00:01:16.000 --> 00:01:18.000]  就當是去扮鬼扮馬
[00:01:18.000 --> 00:01:20.000]  小朋友出去又騙飯吃
[00:01:20.000 --> 00:01:22.000]  又騙Trick
[00:01:22.000 --> 00:01:23.000]  Treat
[00:01:23.000 --> 00:01:25.000]  如果你不Treat我就Treat你
[00:01:25.000 --> 00:01:28.000]  現在變成一個神神化化的節日
[00:01:28.000 --> 00:01:30.000]  很多都是在美國那邊傳過來
[00:01:30.000 --> 00:01:31.000]  香港以前
[00:01:31.000 --> 00:01:33.000]  我小時候也不是很流行萬聖節
[00:01:33.000 --> 00:01:35.000]  但是香港近年就非常流行
[00:01:35.000 --> 00:01:37.000]  有些人說是拜鬼的
[00:01:37.000 --> 00:01:38.000]  有什麼的
[00:01:38.000 --> 00:01:39.000]  不要搞
[00:01:39.000 --> 00:01:40.000]  其實老實說
[00:01:40.000 --> 00:01:41.000]  原意就沒有了
[00:01:41.000 --> 00:01:44.000]  原意是All Saints Day的前夕
[00:01:44.000 --> 00:01:47.000]  我們今天叫做西方的鬼節
[00:01:47.000 --> 00:01:49.000]  所以大家下次
[00:01:49.000 --> 00:01:51.000]  有人問起你Halloween的來源
[00:01:51.000 --> 00:01:53.000]  或者小朋友問起你
[00:01:53.000 --> 00:01:55.000]  教會他們
[00:01:55.000 --> 00:01:57.000]  其實是紀念歷代的聖人
[00:01:57.000 --> 00:01:58.000]  當然了
[00:01:58.000 --> 00:02:00.000]  歷代的聖人很多已經過世了
[00:02:00.000 --> 00:02:02.000]  其實就是
[00:02:02.000 --> 00:02:04.000]  那一晚跟他們守夜的那種
[00:02:04.000 --> 00:02:06.000]  不過我們基督教傳統就沒有這件事
[00:02:06.000 --> 00:02:08.000]  死了就去天堂
[00:02:08.000 --> 00:02:10.000]  所以後來才發展成
[00:02:10.000 --> 00:02:11.000]  個個都是鬼
[00:02:11.000 --> 00:02:12.000]  死了全部都是鬼
[00:02:12.000 --> 00:02:15.000]  其實是完全歪曲了
[00:02:15.000 --> 00:02:16.000]  變成今年
[00:02:16.000 --> 00:02:17.000]  尤其是香港
[00:02:17.000 --> 00:02:19.000]  將它翻譯了
[00:02:19.000 --> 00:02:21.000]  原來在香港才這樣說的
[00:02:21.000 --> 00:02:22.000]  叫做Halloween
[00:02:22.000 --> 00:02:23.000]  那一晚逛街
[00:02:23.000 --> 00:02:24.000]  有人拍一下你
[00:02:24.000 --> 00:02:25.000]  Hello
[00:02:25.000 --> 00:02:26.000]  你就不要轉過臉
[00:02:26.000 --> 00:02:27.000]  可能是個鬼
[00:02:27.000 --> 00:02:29.000]  就是扮鬼扮成嚇人的
[00:02:29.000 --> 00:02:31.000]  歷代教會大家知道有很多聖徒
[00:02:31.000 --> 00:02:34.000]  都是教會那些重要的人
[00:02:34.000 --> 00:02:37.000]  都是很有貢獻在教會
[00:02:37.000 --> 00:02:40.000]  教會是什麼呢
[00:02:40.000 --> 00:02:42.000]  大家都很清楚了
[00:02:42.000 --> 00:02:44.000]  今天我們有教會
[00:02:44.000 --> 00:02:45.000]  香港有教會
[00:02:45.000 --> 00:02:46.000]  大家很清楚一件事
[00:02:46.000 --> 00:02:47.000]  其實
[00:02:47.000 --> 00:02:48.000]  或者可能你不清楚
[00:02:48.000 --> 00:02:50.000]  教會就不是一個建築物
[00:02:50.000 --> 00:02:52.000]  教會就是一群弟兄姊妹
[00:02:52.000 --> 00:02:53.000]  屬神的人
[00:02:53.000 --> 00:02:54.000]  在地上的
[00:02:54.000 --> 00:02:55.000]  夢召的信徒
[00:02:55.000 --> 00:02:56.000]  那就叫做教會
[00:02:56.000 --> 00:02:58.000]  所以你說我在家有教會就行了
[00:02:58.000 --> 00:03:00.000]  一群信徒
[00:03:00.000 --> 00:03:01.000]  不過通常幾個
[00:03:01.000 --> 00:03:02.000]  我們叫團契
[00:03:02.000 --> 00:03:03.000]  小組
[00:03:03.000 --> 00:03:04.000]  其實都是教會
[00:03:04.000 --> 00:03:05.000]  都是Church
[00:03:05.000 --> 00:03:06.000]  就不是一個建築物
[00:03:06.000 --> 00:03:07.000]  當然
[00:03:07.000 --> 00:03:08.000]  建築物是沒有意思的
[00:03:08.000 --> 00:03:09.000]  今天很多的建築物
[00:03:09.000 --> 00:03:10.000]  是做了酒吧
[00:03:10.000 --> 00:03:11.000]  做了Casino都有的
[00:03:11.000 --> 00:03:12.000]  大家知道
[00:03:12.000 --> 00:03:13.000]  因為賣了出來
[00:03:13.000 --> 00:03:15.000]  因為教會沒落
[00:03:15.000 --> 00:03:16.000]  沒什麼人參加
[00:03:16.000 --> 00:03:17.000]  所以
[00:03:17.000 --> 00:03:18.000]  就一定不是建築物
[00:03:18.000 --> 00:03:19.000]  一定是人
[00:03:19.000 --> 00:03:20.000]  所以今天的題目是
[00:03:20.000 --> 00:03:21.000]  上帝一教會情
[00:03:21.000 --> 00:03:22.000]  就是上帝的恩典
[00:03:22.000 --> 00:03:24.000]  和弟兄姊妹各種情
[00:03:24.000 --> 00:03:25.000]  大家明白了嗎
[00:03:25.000 --> 00:03:26.000]  不是說你對這間教會
[00:03:26.000 --> 00:03:28.000]  這個教堂有多少的感情
[00:03:28.000 --> 00:03:29.000]  不關事的
[00:03:29.000 --> 00:03:30.000]  知道嗎
[00:03:30.000 --> 00:03:31.000]  OK
[00:03:31.000 --> 00:03:33.000]  上帝建立教會的目的是什麼
[00:03:33.000 --> 00:03:34.000]  大家都應該知道了
[00:03:34.000 --> 00:03:36.000]  因為他呼召一群的信徒
[00:03:36.000 --> 00:03:38.000]  要為他的工作
[00:03:38.000 --> 00:03:40.000]  其實神給我們很少工作
[00:03:40.000 --> 00:03:41.000]  不是少的
[00:03:41.000 --> 00:03:42.000]  你可以做很多
[00:03:42.000 --> 00:03:43.000]  但其實是一樣的
[00:03:43.000 --> 00:03:45.000]  就是你普天下去
[00:03:45.000 --> 00:03:46.000]  傳福音
[00:03:46.000 --> 00:03:48.000]  使萬民作祂的門徒
[00:03:48.000 --> 00:03:49.000]  在末世時代
[00:03:49.000 --> 00:03:50.000]  教會時代
[00:03:50.000 --> 00:03:52.000]  神就是要這個時間
[00:03:52.000 --> 00:03:54.000]  要我們將福音
[00:03:54.000 --> 00:03:55.000]  傳到地極
[00:03:55.000 --> 00:03:57.000]  傳到最遠的地方
[00:03:57.000 --> 00:03:58.000]  你不要說
[00:03:58.000 --> 00:04:00.000]  我隔壁那個
[00:04:00.000 --> 00:04:02.000]  或者鄰舍那些還沒傳
[00:04:02.000 --> 00:04:03.000]  他們還沒信主
[00:04:03.000 --> 00:04:04.000]  我父母還沒傳
[00:04:04.000 --> 00:04:05.000]  讓我先搞定他們
[00:04:05.000 --> 00:04:06.000]  讓他們先信主
[00:04:06.000 --> 00:04:07.000]  不是
[00:04:07.000 --> 00:04:08.000]  當然你要這樣做
[00:04:08.000 --> 00:04:10.000]  但神要我們更加要走出去
[00:04:10.000 --> 00:04:12.000]  等於剛才唱的那首歌
[00:04:12.000 --> 00:04:13.000]  我們不要怕
[00:04:13.000 --> 00:04:14.000]  不要懼怕
[00:04:14.000 --> 00:04:15.000]  要奔波
[00:04:15.000 --> 00:04:16.000]  因為有主與我們同在
[00:04:16.000 --> 00:04:18.000]  這個就是教會建立的目的
[00:04:18.000 --> 00:04:19.000]  是不是?
[00:04:19.000 --> 00:04:20.000]  如果不是沒有意思的
[00:04:20.000 --> 00:04:21.000]  我們信了主
[00:04:21.000 --> 00:04:22.000]  馬上上天堂就行了
[00:04:22.000 --> 00:04:23.000]  那裡是享福的
[00:04:23.000 --> 00:04:24.000]  那裡是享樂的
[00:04:24.000 --> 00:04:25.000]  那裡沒有痛苦
[00:04:25.000 --> 00:04:26.000]  沒有眼淚的
[00:04:26.000 --> 00:04:27.000]  為什麼要留在這個世界?
[00:04:27.000 --> 00:04:29.000]  就是因為要我們
[00:04:29.000 --> 00:04:30.000]  去將福音講傳
[00:04:30.000 --> 00:04:32.000]  是沒有其他的原因的
[00:04:32.000 --> 00:04:33.000]  這個是最重要的原因
[00:04:33.000 --> 00:04:35.000]  因為我們沒有一個人
