
[00:00:00.000 --> 00:00:01.120]  祈求祢幫助我們
[00:00:01.120 --> 00:00:02.240]  能夠帶著感恩的心
[00:00:02.240 --> 00:00:04.000]  我們聆聽祢的話語
[00:00:04.000 --> 00:00:06.920]  祢的教導常傳在我們的心裡面
[00:00:06.920 --> 00:00:09.000]  聽我們祈禱 奉主命求
[00:00:09.000 --> 00:00:09.600]  Amen
[00:00:09.600 --> 00:00:10.200]  請你們坐下
[00:00:10.200 --> 00:00:12.960]  我們用掌聲感謝今天敬拜的後面的弟兄姊妹
[00:00:12.960 --> 00:00:14.040]  我們的音響
[00:00:14.040 --> 00:00:14.760]  我們的迎新
[00:00:14.760 --> 00:00:18.200]  都是值得我們用掌聲來感謝他們
[00:00:18.200 --> 00:00:19.480]  也感謝我們的主
[00:00:19.480 --> 00:00:22.120]  有這樣的機會我們一起去服侍
[00:00:22.120 --> 00:00:24.400]  其實耶穌呼召了十二個門徒
[00:00:24.400 --> 00:00:26.600]  如果我們仔細看回這十二個門徒
[00:00:26.600 --> 00:00:28.320]  用今天的術語
[00:00:28.320 --> 00:00:30.480]  今天的一些描述
[00:00:30.480 --> 00:00:33.120]  其實耶穌的心胸真的很闊
[00:00:33.120 --> 00:00:37.400]  因為祂的門徒裡面的光譜是很闊的
[00:00:37.400 --> 00:00:38.640]  很多光譜
[00:00:38.640 --> 00:00:40.920]  當然我們看到當中有漁夫
[00:00:40.920 --> 00:00:45.720]  漁夫是一些教育程度比較低的一些人物
[00:00:45.720 --> 00:00:48.360]  當中有一個瑞麗
[00:00:48.360 --> 00:00:49.920]  瑞麗用今天來說
[00:00:49.920 --> 00:00:51.680]  可能是一些漢奸
[00:00:51.680 --> 00:00:53.320]  就是因為他們作為一個猶太人
[00:00:53.320 --> 00:00:55.480]  是幫羅馬政府去收稅
[00:00:55.480 --> 00:00:57.640]  所以耶穌每一次跟瑞麗吃飯
[00:00:57.640 --> 00:00:59.360]  這些猶太人就不理會他
[00:00:59.360 --> 00:01:01.960]  搞錯了 跟罪人來這裡吃飯
[00:01:01.960 --> 00:01:03.320]  同樣有商人
[00:01:03.320 --> 00:01:04.600]  那誰是商人呢
[00:01:04.600 --> 00:01:06.440]  我們只是猜測
[00:01:06.440 --> 00:01:08.240]  猜測可能是猶大
[00:01:08.240 --> 00:01:09.560]  就是出賣耶穌的猶大
[00:01:09.560 --> 00:01:11.400]  因為他是管錢的
[00:01:11.400 --> 00:01:13.480]  可能是懂得管錢
[00:01:13.480 --> 00:01:15.440]  可能是一個很好的銀行家
[00:01:15.440 --> 00:01:18.680]  所以他可以在當中來做生意也不奇怪
[00:01:18.680 --> 00:01:20.560]  當然也有粉瑞黨
[00:01:20.560 --> 00:01:22.160]  粉瑞黨對於今天來說
[00:01:22.160 --> 00:01:23.320]  在當時來說
[00:01:23.320 --> 00:01:30.360]  是致力推翻羅馬政府政權的一些政治派系
[00:01:30.360 --> 00:01:31.320]  所以今天來說
[00:01:31.320 --> 00:01:32.920]  也可能有些這樣的人
[00:01:32.920 --> 00:01:35.480]  是想推翻某些國家
[00:01:35.480 --> 00:01:37.400]  當然耶穌的胸襟
[00:01:37.400 --> 00:01:39.120]  不會因為他們的背景
[00:01:39.120 --> 00:01:42.760]  而不呼召他們成為他自己的門徒
[00:01:42.760 --> 00:01:44.200]  經過三年之後
[00:01:44.200 --> 00:01:45.880]  我們看回這三年裡面
[00:01:45.880 --> 00:01:48.200]  耶穌的生命影響了這十二個
[00:01:48.200 --> 00:01:50.680]  當然最終也有一個出賣耶穌
[00:01:50.680 --> 00:01:52.240]  到時我們會說
[00:01:52.240 --> 00:01:54.240]  為什麼猶大會出賣耶穌
[00:01:54.240 --> 00:01:56.520]  而今天當我們說回彼得的時候
[00:01:56.520 --> 00:01:57.640]  我就去思考
[00:01:57.640 --> 00:02:01.920]  應該用什麼方式來看他的生平
[00:02:01.920 --> 00:02:03.560]  因為看回彼得
[00:02:03.560 --> 00:02:05.000]  真的有很多東西可以說
[00:02:05.000 --> 00:02:09.600]  但我們看回他最重要的人生轉捩點
[00:02:09.600 --> 00:02:11.720]  就是聖靈降臨節
[00:02:11.720 --> 00:02:12.760]  就是五旬節
[00:02:12.760 --> 00:02:14.640]  所以今天我會和大家看回
[00:02:14.640 --> 00:02:16.440]  五旬節之前的彼得
[00:02:16.440 --> 00:02:19.080]  和五旬節之後彼得的改變
[00:02:19.080 --> 00:02:20.680]  透過他的生平
[00:02:20.680 --> 00:02:23.840]  對我們今天自己的生命
[00:02:23.840 --> 00:02:26.560]  有什麼值得去反思
[00:02:26.560 --> 00:02:29.160]  當然五旬節之前的彼得
[00:02:29.160 --> 00:02:30.360]  他的生平
[00:02:30.360 --> 00:02:32.600]  剛才說過他是一個漁夫
[00:02:32.600 --> 00:02:34.520]  他原本的名字叫西門
[00:02:34.520 --> 00:02:36.000]  聖經說他叫西門
[00:02:36.000 --> 00:02:40.120]  他的兄弟安德烈帶西門去見耶穌
[00:02:40.120 --> 00:02:42.680]  誰知耶穌一見西門
[00:02:42.680 --> 00:02:45.040]  就說你今天開始要改名
[00:02:45.040 --> 00:02:46.280]  叫做基法
[00:02:46.280 --> 00:02:48.520]  基法就是希臘文Petros
[00:02:48.520 --> 00:02:50.880]  就是石頭盤石的意思
[00:02:50.880 --> 00:02:53.600]  猶太人和中國人的名字
[00:02:53.600 --> 00:02:55.760]  改名是很重要
[00:02:55.760 --> 00:02:58.320]  我們不輕易去改名
[00:02:58.320 --> 00:02:59.640]  如果看回聖經
[00:02:59.640 --> 00:03:03.360]  每一個名字下面都有它的意思
[00:03:03.360 --> 00:03:05.640]  所以昔日舊約阿伯蘭
[00:03:05.640 --> 00:03:07.680]  被改名叫做阿伯拉罕
[00:03:07.680 --> 00:03:11.840]  因為神要阿伯拉罕成為一個眾國之父
[00:03:11.840 --> 00:03:13.080]  就是眾民之父
[00:03:13.080 --> 00:03:14.480]  所以幫他改了名字
[00:03:14.480 --> 00:03:17.000]  你知道名字是很重要
[00:03:17.000 --> 00:03:20.000]  我們家人爸爸媽媽幫我們改了名
[00:03:20.000 --> 00:03:22.760]  我們小心不要隨便改
[00:03:22.760 --> 00:03:24.200]  雖然很多的牧者
[00:03:24.200 --> 00:03:25.600]  我不是說人家不對
[00:03:25.600 --> 00:03:29.200]  很多牧者當他呼召成為一個牧者的時候
[00:03:29.200 --> 00:03:31.840]  他就會找太平紳士去改名
[00:03:31.840 --> 00:03:32.760]  改什麼名呢
[00:03:32.760 --> 00:03:35.400]  改何彼得 何保羅 陳保羅
[00:03:35.400 --> 00:03:37.080]  通常有一個人物
[00:03:37.080 --> 00:03:40.880]  覺得自己願意終生去維生
[00:03:40.880 --> 00:03:42.080]  我就沒有這樣做
[00:03:42.080 --> 00:03:43.520]  我寧願叫做何志迪
[00:03:43.520 --> 00:03:46.120]  因為我的爸爸媽媽幫我改了名
[00:03:46.120 --> 00:03:47.360]  我很喜歡這個名字
[00:03:47.360 --> 00:03:50.080]  因為我看到我爸爸媽媽對我來說
[00:03:50.080 --> 00:03:52.240]  他不是要我做大事
[00:03:52.240 --> 00:03:56.080]  他最重要叫我做一個乾乾淨淨的人
[00:03:56.080 --> 00:03:58.760]  我的迪字不是愛迪生的迪
[00:03:58.760 --> 00:04:00.920]  我是三點水做的條字的迪
[00:04:00.920 --> 00:04:02.920]  所以千萬不要叫我何志條
[00:04:02.920 --> 00:04:04.640]  有人叫我何志條
[00:04:04.640 --> 00:04:06.680]  「何志條come here」
[00:04:06.680 --> 00:04:08.200]  我說我不是叫何志條
[00:04:08.200 --> 00:04:10.400]  因為有邊讀邊
[00:04:10.400 --> 00:04:14.600]  我覺得我爸爸媽媽改我這個名字的時候
[00:04:14.600 --> 00:04:16.160]  他們不是基督徒
[00:04:16.160 --> 00:04:18.520]  但我覺得看回詩篇二十四篇
[00:04:18.520 --> 00:04:21.480]  詩篇人提到我們要守潔心清
[00:04:21.480 --> 00:04:24.280]  我絕對相信上帝透過我爸爸媽媽
[00:04:24.280 --> 00:04:28.200]  是對我要成為一個守潔心清的人
[00:04:28.200 --> 00:04:31.200]  彼得 上帝耶穌幫他改名
[00:04:31.200 --> 00:04:32.600]  很明顯之後
[00:04:32.600 --> 00:04:36.680]  聖經說教會要建在盆石上面
[00:04:36.680 --> 00:04:39.200]  是有他的含義在當中
[00:04:39.200 --> 00:04:42.080]  彼得他奉獻自己
[00:04:42.080 --> 00:04:44.400]  不是即時奉獻
[00:04:44.400 --> 00:04:45.560]  他信了耶穌之後
[00:04:45.560 --> 00:04:47.520]  他仍然是一個漁夫
[00:04:47.520 --> 00:04:51.160]  但有一次當他打魚的時候
[00:04:51.160 --> 00:04:52.280]  打不到魚
[00:04:52.280 --> 00:04:54.880]  結果耶穌就上船
[00:04:54.880 --> 00:04:57.040]  在船上講道
[00:04:57.040 --> 00:04:58.080]  講完道之後
[00:04:58.080 --> 00:05:00.840]  耶穌要彼得再落網
[00:05:00.840 --> 00:05:01.680]  有時會想
[00:05:01.680 --> 00:05:05.200]  「搞錯啊 誰是漁夫啊」
[00:05:05.200 --> 00:05:06.640]  彼得是漁夫
[00:05:06.640 --> 00:05:07.840]  但耶穌是不是漁夫
[00:05:07.840 --> 00:05:08.800]  耶穌都不是漁夫
[00:05:08.800 --> 00:05:16.080]  但耶穌要彼得落網打魚
[00:05:16.080 --> 00:05:17.120]  彼得很聽話
[00:05:17.120 --> 00:05:18.560]  就立即落網
[00:05:18.560 --> 00:05:21.880]  但他收網的時候
[00:05:21.880 --> 00:05:22.560]  不夠力
[00:05:22.560 --> 00:05:26.560]  要找些人一起將網拉上來
[00:05:26.560 --> 00:05:28.040]  哇 很多個魚
[00:05:28.040 --> 00:05:29.120]  一個神蹟
[00:05:29.120 --> 00:05:30.160]  這個神蹟之後
[00:05:30.160 --> 00:05:31.600]  彼得講了一句說話
[00:05:31.600 --> 00:05:33.680]  他說「主啊 離開我
[00:05:33.680 --> 00:05:35.200]  因為我是個罪人」
[00:05:35.200 --> 00:05:37.200]  在神蹟底下
[00:05:37.200 --> 00:05:38.680]  彼得講了一句說話
[00:05:38.680 --> 00:05:40.160]  他說「主啊 離開我
