
[00:00:00.000 --> 00:00:03.020]  真言二十二章第六節 只有一節的聖經
[00:00:03.020 --> 00:00:04.480]  我們一同來唸 來
[00:00:04.480 --> 00:00:07.640]  教養孩童使他走當行的道
[00:00:07.640 --> 00:00:09.820]  就是道老他也不偏離
[00:00:09.820 --> 00:00:10.940]  再讀一遍來
[00:00:10.940 --> 00:00:14.380]  教養孩童使他走當行的道
[00:00:14.380 --> 00:00:17.260]  就是道老他也不偏離
[00:00:17.260 --> 00:00:18.520]  今天是父親節
[00:00:18.520 --> 00:00:19.700]  在這裡首先恭賀
[00:00:19.700 --> 00:00:21.060]  每一位在座的父親
[00:00:21.060 --> 00:00:23.240]  父親節非常非常非常快樂
[00:00:23.240 --> 00:00:25.560]  Amen
[00:00:25.560 --> 00:00:29.720]  你知道每年在父親節
[00:00:29.720 --> 00:00:31.520]  我們總是為爸爸們
[00:00:31.520 --> 00:00:34.960]  預備了一個跟全家照相的機會
[00:00:34.960 --> 00:00:37.000]  那這些年我也是
[00:00:37.000 --> 00:00:38.840]  有機會跟孩子們照相的時候
[00:00:38.840 --> 00:00:40.760]  就每一年我都會把照片
[00:00:40.760 --> 00:00:43.100]  放在我辦公室一個布魯藤桌上
[00:00:43.100 --> 00:00:44.740]  都排起來
[00:00:44.740 --> 00:00:47.280]  雖然現在孩子們長大了
[00:00:47.280 --> 00:00:50.280]  不是每年有機會湊在一起
[00:00:50.280 --> 00:00:52.280]  可是每一次當我回頭看
[00:00:52.280 --> 00:00:53.280]  這些照片的時候
[00:00:53.280 --> 00:00:55.420]  真的感觸還是很多
[00:00:55.420 --> 00:00:56.320]  看見這麼多年
[00:00:56.320 --> 00:00:58.120]  雖然像我們這樣自己一個
[00:00:58.120 --> 00:01:00.360]  很不完全的父親
[00:01:00.360 --> 00:01:01.760]  就看見神的恩典
[00:01:01.760 --> 00:01:02.960]  在這些年裡面
[00:01:02.960 --> 00:01:05.600]  從孩子的成長過程當中
[00:01:05.600 --> 00:01:07.300]  神的恩典真是夠用
[00:01:07.300 --> 00:01:08.060]  Amen
[00:01:08.060 --> 00:01:11.260]  各位有沒有看到神的恩典夠用的
[00:01:11.260 --> 00:01:13.040]  就像我們今天所剛才唱的詩歌
[00:01:13.040 --> 00:01:15.800]  我們行在神信使的恩典中
[00:01:15.800 --> 00:01:17.340]  每一次這句話都很觸摸我
[00:01:17.340 --> 00:01:19.380]  真的我們一生的道路
[00:01:19.380 --> 00:01:21.180]  都在神的面前
[00:01:21.180 --> 00:01:22.640]  每一次當我們軟弱
[00:01:22.640 --> 00:01:23.580]  我知道很多的父親
[00:01:23.580 --> 00:01:24.920]  可能也跟我一樣
[00:01:24.920 --> 00:01:27.180]  很多都不知道該做些什麼
[00:01:27.180 --> 00:01:28.480]  怎麼樣做一個父親
[00:01:28.480 --> 00:01:31.580]  很多時候每當我們軟弱無力的時候
[00:01:31.580 --> 00:01:34.460]  神總是成為我們的力量跟幫助的
[00:01:34.460 --> 00:01:35.760]  Amen
[00:01:35.760 --> 00:01:39.200]  你要知道在一個孩子成長的過程當中
[00:01:39.200 --> 00:01:43.600]  一個父親所帶給孩子一個父親的形象
[00:01:43.600 --> 00:01:45.340]  是非常重要的
[00:01:45.340 --> 00:01:46.640]  這個父親的形象
[00:01:46.640 --> 00:01:50.280]  倒不在於我們怎麼口頭上的一種教導
[00:01:50.280 --> 00:01:54.180]  這個父親的形象是在每天生活當中
[00:01:54.180 --> 00:01:57.080]  潛移默化的影響力
[00:01:57.080 --> 00:01:58.820]  就是我們的生活行為
[00:01:58.820 --> 00:02:00.820]  我們的習慣
[00:02:00.820 --> 00:02:02.280]  我們的喜好
[00:02:02.280 --> 00:02:04.120]  我們所厭惡的事情
[00:02:04.120 --> 00:02:07.520]  甚至我們心中深處的憂慮跟恐懼
[00:02:07.520 --> 00:02:09.820]  都有形無形的
[00:02:09.820 --> 00:02:12.860]  就會影響到我們的孩子
[00:02:12.860 --> 00:02:14.360]  所以做一個父親
[00:02:14.360 --> 00:02:18.000]  我們真的不能夠輕忽我們的責任
[00:02:18.000 --> 00:02:19.300]  一個教養的責任
[00:02:19.300 --> 00:02:21.600]  多少時候你想想看
[00:02:21.600 --> 00:02:23.400]  每次你看到你的孩子的時候
[00:02:23.400 --> 00:02:25.440]  特別當孩子越來越長大
[00:02:25.440 --> 00:02:27.220]  每次你看到孩子難道
[00:02:27.220 --> 00:02:29.420]  你不就是看見你自己嗎
[00:02:29.420 --> 00:02:30.320]  真的有時候你真的
[00:02:30.320 --> 00:02:32.520]  哇 這就是你自己
[00:02:32.520 --> 00:02:35.420]  你的孩子就反映你自己
[00:02:35.420 --> 00:02:37.660]  越想到這裡的時候
[00:02:37.660 --> 00:02:40.460]  越來越覺得父親是非常重要
[00:02:40.460 --> 00:02:42.800]  我們絕對不能夠輕忽
[00:02:42.800 --> 00:02:44.220]  做一個父親的角色
[00:02:44.220 --> 00:02:45.760]  求生幫助我們
[00:02:45.760 --> 00:02:47.740]  能夠在我們兒女身上
[00:02:47.740 --> 00:02:50.660]  也能夠帶來一些屬靈的影響力
[00:02:50.660 --> 00:02:51.560]  Amen
[00:02:51.560 --> 00:02:54.680]  所以今天上午要從三方面來思想
[00:02:54.680 --> 00:02:57.640]  怎麼樣做一個合神心意的父親
[00:02:57.640 --> 00:02:59.140]  首先第一個
[00:02:59.140 --> 00:03:01.920]  我們一定要做一個主動跟隨神的人
[00:03:01.920 --> 00:03:06.120]  跟你們說要做一個主動跟隨神的人
[00:03:06.120 --> 00:03:08.260]  我想做一個基督徒
[00:03:08.260 --> 00:03:11.080]  我們必須為自己的緣故
[00:03:11.080 --> 00:03:12.660]  建立一個與神的關係
[00:03:12.660 --> 00:03:14.060]  很重要
[00:03:14.060 --> 00:03:18.120]  但做一個基督徒的父親
[00:03:18.120 --> 00:03:19.600]  不但是為你自己的緣故
[00:03:19.600 --> 00:03:22.060]  要建立一個與神的關係
[00:03:22.060 --> 00:03:24.360]  為你兒女的緣故
[00:03:24.360 --> 00:03:28.340]  你更需要建立一個與神的關係
[00:03:28.340 --> 00:03:32.380]  因為信仰是一代一代傳承的
[00:03:32.380 --> 00:03:33.340]  所以聖經講到說
[00:03:33.340 --> 00:03:37.380]  我們的神是亞伯拉罕以撒雅各的神
[00:03:37.380 --> 00:03:40.560]  是一代一代傳承下去的
[00:03:40.560 --> 00:03:42.520]  為你兒女的緣故
[00:03:42.520 --> 00:03:45.660]  你應當建立一個與神的關係
[00:03:45.660 --> 00:03:48.200]  因為當你跟隨神的時候
[00:03:48.200 --> 00:03:51.700]  你的兒女才會來跟隨神
[00:03:51.700 --> 00:03:54.200]  在聖經裡面我們看有兩個人物
[00:03:54.200 --> 00:03:56.240]  亞伯拉罕跟羅德
[00:03:56.240 --> 00:03:57.840]  這兩個人物都是從
[00:03:57.840 --> 00:04:00.540]  吾爾這個家鄉一同出來
[00:04:00.540 --> 00:04:03.940]  而且他們要一同進入神的應許之地
[00:04:03.940 --> 00:04:07.220]  我們看這兩個人都是認識神的人
[00:04:07.220 --> 00:04:09.880]  這兩個人也都是屬神的人
[00:04:09.880 --> 00:04:12.520]  但是他們兩個人的結局
[00:04:12.520 --> 00:04:14.820]  卻是非常的不同
[00:04:14.820 --> 00:04:18.300]  亞伯拉罕是一個一生跟隨神
[00:04:18.300 --> 00:04:21.900]  他的信仰是一代一代的傳承
[00:04:21.900 --> 00:04:24.260]  所以我們的神稱他自己是
[00:04:24.260 --> 00:04:26.500]  亞伯拉罕以撒雅各的神
[00:04:26.500 --> 00:04:29.800]  我們看這是何等美好一個見證
[00:04:29.800 --> 00:04:32.080]  可是羅德是完全不一樣
[00:04:32.080 --> 00:04:33.240]  羅德呢
[00:04:33.240 --> 00:04:37.040]  他的妻子因為貪戀索多瑪的緣故
[00:04:37.040 --> 00:04:39.280]  神叫他們離開索多瑪的時候
[00:04:39.280 --> 00:04:42.820]  還很不捨回頭看索多瑪
[00:04:42.820 --> 00:04:44.420]  一看就變成什麼
[00:04:44.420 --> 00:04:45.920]  一個閻族
[00:04:45.920 --> 00:04:49.120]  他的女婿根本不肯離開索多瑪
[00:04:49.120 --> 00:04:51.700]  就跟著索多瑪一同滅亡
[00:04:51.700 --> 00:04:54.100]  他的女兒雖然出了索多瑪
[00:04:54.100 --> 00:04:56.700]  但是沒有敬畏神的心
[00:04:56.700 --> 00:04:58.700]  跟他的父親犯亂倫的罪
[00:04:58.700 --> 00:04:59.840]  生出兩個孩子
[00:04:59.840 --> 00:05:01.400]  一個摩訝跟雅門
[00:05:01.400 --> 00:05:05.400]  這兩個族都是神所咒詛的子民
[00:05:05.400 --> 00:05:08.240]  哇 你看見這兩個人同樣的開始
[00:05:08.240 --> 00:05:10.180]  一同從一個家鄉出來
[00:05:10.180 --> 00:05:12.680]  同樣有一個應許之地擺在他前面
[00:05:12.680 --> 00:05:14.420]  但是結局何等不同
[00:05:14.420 --> 00:05:16.380]  為什麼
[00:05:16.380 --> 00:05:17.920]  最主要的原因我相信
[00:05:17.920 --> 00:05:21.760]  雅伯拉罕就是一個主動跟隨神的人
[00:05:21.760 --> 00:05:22.800]  在聖經裡面看見
[00:05:22.800 --> 00:05:24.760]  無論雅伯拉罕走到哪裡
[00:05:24.760 --> 00:05:28.440]  他都會為神築一個祭壇
[00:05:28.440 --> 00:05:30.400]  為什麼要築祭壇
[00:05:30.400 --> 00:05:33.740]  因為祭壇是他可以求告神的地方
[00:05:33.740 --> 00:05:36.440]  祭壇是他向神獻上感恩的地方
[00:05:36.440 --> 00:05:39.180]  祭壇是他向神獻上生命的地方
[00:05:39.180 --> 00:05:40.380]  在聖經裡面我們看見
[00:05:40.380 --> 00:05:43.580]  祭壇永遠是神與人相會的地方
[00:05:43.580 --> 00:05:46.220]  神在祭壇裡向雅伯拉罕說話
[00:05:46.220 --> 00:05:49.820]  神在祭壇那裡與雅伯拉罕立約
[00:05:49.820 --> 00:05:52.200]  就是在這個祭壇的所在
[00:05:52.200 --> 00:05:56.460]  雅伯拉罕跟神建立非常親密的關係
[00:05:56.460 --> 00:05:59.000]  我們看見創世紀十八章十七節
[00:05:59.000 --> 00:06:00.800]  怎麼形容他們的關係呢
[00:06:00.800 --> 00:06:03.400]  耶和華說我所要做的事怎麼樣
[00:06:03.400 --> 00:06:05.380]  豈可瞞著雅伯拉罕
[00:06:05.380 --> 00:06:08.300]  哇 如果神今天向我們說這句話
[00:06:08.300 --> 00:06:10.040]  我們死而無憾了 我告訴你
[00:06:10.040 --> 00:06:11.480]  真的
[00:06:11.480 --> 00:06:13.880]  神說我所做的事怎麼可以瞞著
[00:06:13.880 --> 00:06:17.620]  你看他們的關係是何等的親密
[00:06:17.620 --> 00:06:21.560]  所以你要知道神之所以祝福雅伯拉罕
[00:06:21.560 --> 00:06:23.420]  不是因為神偏心
[00:06:23.420 --> 00:06:25.220]  不是
[00:06:25.220 --> 00:06:27.400]  神之所以祝福雅伯拉罕
[00:06:27.400 --> 00:06:32.400]  因為雅伯拉罕真的是主動跟隨神的人
[00:06:32.400 --> 00:06:34.640]  反過來羅德呢
[00:06:34.640 --> 00:06:37.400]  你看見在聖經裡面從來沒有提過一次
[00:06:37.400 --> 00:06:41.140]  羅德為神築過任何祭壇 沒有
[00:06:41.140 --> 00:06:42.640]  當然也許有人說牧師
[00:06:42.640 --> 00:06:43.880]  他是跟著雅伯拉罕
[00:06:43.880 --> 00:06:45.380]  雅伯拉罕築了祭壇就夠了嗎
[00:06:45.380 --> 00:06:46.880]  幹嘛築兩個祭壇 一個祭壇就夠
[00:06:46.880 --> 00:06:48.640]  對 沒錯
[00:06:48.640 --> 00:06:52.280]  但是當他離開雅伯拉罕之後
[00:06:52.280 --> 00:06:56.120]  你也沒有看他為神築個祭壇過來
[00:06:56.120 --> 00:06:58.320]  我們就看見羅德
[00:06:58.320 --> 00:07:00.800]  他只是一個跟著雅伯拉罕的
[00:07:00.800 --> 00:07:02.300]  雅伯拉罕到哪裡築個祭壇
[00:07:02.300 --> 00:07:04.300]  他只是跟著雅伯拉罕
[00:07:04.300 --> 00:07:05.300]  雅伯拉罕敬拜
[00:07:05.300 --> 00:07:09.000]  他也跟著順便敬拜一下
[00:07:09.000 --> 00:07:10.500]  我就發現今天很多基督徒
[00:07:10.500 --> 00:07:14.140]  都是這種順便行的基督徒
[00:07:14.140 --> 00:07:16.100]  你們這裡敬拜很好了
[00:07:16.100 --> 00:07:17.440]  唱的詩歌也很好聽
[00:07:17.440 --> 00:07:18.340]  講到也不錯
[00:07:18.340 --> 00:07:19.940]  禮拜堂也很漂亮
[00:07:19.940 --> 00:07:22.420]  等到將來聖誕節更棒
[00:07:22.420 --> 00:07:24.080]  順便來敬拜一下
[00:07:24.080 --> 00:07:26.560]  順便來一下吧
[00:07:26.560 --> 00:07:28.860]  很多基督徒來到教會
[00:07:28.860 --> 00:07:32.600]  沒有跟神真的建立一個親密的關係
[00:07:32.600 --> 00:07:36.600]  以至於不但不能給自己帶來祝福
[00:07:36.600 --> 00:07:38.900]  我們也沒有辦法為我們的家人
[00:07:38.900 --> 00:07:41.200]  帶來屬靈的影響力
[00:07:41.200 --> 00:07:42.700]  所以基督徒你們今天做一個基督徒
[00:07:42.700 --> 00:07:47.200]  你一定要在這個很基本的事情上下功夫
[00:07:47.200 --> 00:07:49.640]  你要花時間來親近神
[00:07:49.640 --> 00:07:53.640]  你一定要主動做一個跟隨神的人
[00:07:53.640 --> 00:07:56.640]  你知道我常常說在人的一生當中
[00:07:56.640 --> 00:08:01.220]  總有一個地方是決定你一生成敗的地方
[00:08:01.220 --> 00:08:03.120]  對一個基督徒來講
[00:08:03.120 --> 00:08:06.860]  那個地方就是你來到神的面前
[00:08:06.860 --> 00:08:11.300]  方膝跪下與神面對面的地方
[00:08:11.300 --> 00:08:12.400]  所以求神幫助我們
[00:08:12.400 --> 00:08:14.600]  在這樣一個最基本的事情上
[00:08:14.600 --> 00:08:16.000]  讓我們一同來親近神
[00:08:16.000 --> 00:08:19.140]  千萬不要再做一個順便行的基督徒
[00:08:19.140 --> 00:08:23.180]  跟你們說不要做一個順便行的基督徒
[00:08:23.180 --> 00:08:25.940]  今天早上讓我載著呼召你
[00:08:25.940 --> 00:08:28.020]  主動來跟隨神
[00:08:28.020 --> 00:08:30.280]  三件很簡單的事情
[00:08:30.280 --> 00:08:33.080]  第一個每天來讀神的話
[00:08:33.080 --> 00:08:36.460]  跟你們說每天來讀神的話
[00:08:36.460 --> 00:08:39.220]  第二學習聽神的聲音
[00:08:39.220 --> 00:08:40.320]  跟他說學習聽神的聲音
[00:08:40.320 --> 00:08:44.360]  你不要以為聽神的聲音很難
[00:08:44.360 --> 00:08:46.560]  我們是平心讀很難
[00:08:46.560 --> 00:08:49.100]  我已經講過聆聽不是恩賜
[00:08:49.100 --> 00:08:52.900]  聆聽是任何關係的基本要素
[00:08:52.900 --> 00:08:55.240]  很多時候神接著講道的時候
[00:08:55.240 --> 00:08:56.980]  你可以聽見神的聲音
[00:08:56.980 --> 00:08:58.580]  在你讀聖經的時候
[00:08:58.580 --> 00:09:00.120]  你會聽見神的聲音
[00:09:00.120 --> 00:09:02.940]  有時候跟你在生活當中與人交往的時候
[00:09:02.940 --> 00:09:03.780]  你也會聽到
[00:09:03.780 --> 00:09:07.860]  你要注意留心神要向你說什麼
