
[00:00:00.000 --> 00:00:03.280]  弟兄姊妹 願意我們進入上帝的說話之前
[00:00:03.280 --> 00:00:04.560]  我們安靜
[00:00:04.560 --> 00:00:08.560]  專心仰望我們的神 我們一起祈禱
[00:00:08.560 --> 00:00:11.360]  天父上帝 多謝祢
[00:00:11.360 --> 00:00:15.120]  祢賜下認罪的出路給我們
[00:00:15.120 --> 00:00:18.260]  這是祢莫大的恩典
[00:00:18.260 --> 00:00:20.600]  求上帝提醒我們
[00:00:20.600 --> 00:00:23.240]  走在祢的心意裏面 多謝祢
[00:00:23.240 --> 00:00:26.040]  祈禱奉耶穌的聖名 阿門
[00:00:26.760 --> 00:00:29.880]  在2017年 韓國一部電影《香港上畫》
[00:00:29.880 --> 00:00:31.720]  《與神同行》 有沒有人看過
[00:00:31.720 --> 00:00:34.440]  我不知道大家看不看得到劇情
[00:00:34.440 --> 00:00:38.360]  故事開始 一個年輕的消防員 叫做金
[00:00:38.360 --> 00:00:41.000]  在火場裏面救了一個女孩
[00:00:41.000 --> 00:00:44.120]  但是自己從高處跌下的時候
[00:00:44.120 --> 00:00:46.120]  就掉到地面
[00:00:46.120 --> 00:00:48.320]  他起身之後
[00:00:48.320 --> 00:00:50.320]  聽到有人叫他的名字
[00:00:50.320 --> 00:00:51.960]  他回頭一看
[00:00:51.960 --> 00:00:53.960]  竟然是兩個死神
[00:00:53.960 --> 00:00:55.960]  地獄使者
[00:00:55.960 --> 00:00:58.440]  他接受不了自己已經死的事實
[00:00:58.440 --> 00:01:02.040]  因為他有很多重要的事未做
[00:01:02.040 --> 00:01:05.160]  他有一封信 還未寄給他媽媽
[00:01:05.160 --> 00:01:08.440]  但是一切已經太遲了
[00:01:08.440 --> 00:01:11.480]  有一個巨大的能量
[00:01:11.480 --> 00:01:14.200]  吸到地庫裏面
[00:01:14.200 --> 00:01:16.680]  陰間有規定
[00:01:16.680 --> 00:01:19.960]  死者要在死後49天
[00:01:19.960 --> 00:01:23.160]  經過7次不同主題的審判
[00:01:23.160 --> 00:01:26.280]  如果全部都能獲判無罪
[00:01:26.280 --> 00:01:28.280]  就可以投胎轉世
[00:01:28.280 --> 00:01:33.240]  否則就要永遠受地獄之苦
[00:01:33.240 --> 00:01:35.240]  在地獄裏面
[00:01:35.240 --> 00:01:39.560]  原來有地獄使者會為好人辯護
[00:01:39.560 --> 00:01:45.080]  如果這些使者在一千年裏面能夠成功
[00:01:45.080 --> 00:01:47.080]  護送49個人轉世
[00:01:47.080 --> 00:01:49.080]  他自己都可以轉世
[00:01:49.080 --> 00:01:53.080]  金因為英勇救人而殉職
[00:01:53.080 --> 00:01:57.080]  得到一張貴人卡
[00:01:57.080 --> 00:02:00.440]  可以有三個地獄使者與他同行
[00:02:00.440 --> 00:02:03.480]  這就叫做與死神同行
[00:02:03.480 --> 00:02:05.480]  為他辯護
[00:02:05.480 --> 00:02:10.120]  當金用貴人卡入閘
[00:02:10.120 --> 00:02:12.120]  入地獄之門的時候
[00:02:12.120 --> 00:02:14.120]  上面有個二字
[00:02:14.120 --> 00:02:16.120]  亮起
[00:02:16.120 --> 00:02:19.720]  護送他的地獄使者就很開心
[00:02:19.720 --> 00:02:21.080]  拍手了
[00:02:21.080 --> 00:02:23.080]  原來他是一個異人
[00:02:23.080 --> 00:02:25.080]  如果他能夠成功轉世
[00:02:25.080 --> 00:02:27.480]  他就是第48個
[00:02:27.480 --> 00:02:31.480]  所以這三個地獄使者
[00:02:31.480 --> 00:02:35.960]  都會盡全力護送金通過7重的審判
[00:02:35.960 --> 00:02:38.440]  每一輪的審判
[00:02:38.440 --> 00:02:42.360]  都將他生前在那方面的事情
[00:02:42.360 --> 00:02:45.240]  好像錄影般播放出來
[00:02:45.240 --> 00:02:48.440]  經過多番波折
[00:02:48.440 --> 00:02:51.880]  他終於通過了五層地獄
[00:02:51.880 --> 00:02:55.000]  但都顯示金是一個甚麼人呢
[00:02:55.000 --> 00:02:57.000]  確是一個公認的好人
[00:02:57.000 --> 00:03:00.120]  他日以繼夜的
[00:03:00.120 --> 00:03:02.120]  不停做工
[00:03:02.120 --> 00:03:04.120]  捱到自己病逝
[00:03:04.120 --> 00:03:08.120]  仍要撐著賺錢供他弟弟讀法律
[00:03:08.120 --> 00:03:10.120]  完成他弟弟做法官的心願
[00:03:10.120 --> 00:03:12.120]  他又很愛他媽媽
[00:03:12.120 --> 00:03:14.120]  自己自己熟食
[00:03:14.120 --> 00:03:16.120]  都要寄錢供養這個
[00:03:16.120 --> 00:03:18.120]  聾啞多病的媽媽
[00:03:18.120 --> 00:03:20.120]  而且他一生
[00:03:20.120 --> 00:03:22.120]  做了很多好事
[00:03:22.120 --> 00:03:24.120]  幫了很多人
[00:03:24.120 --> 00:03:26.120]  但是去到最後
[00:03:26.120 --> 00:03:28.120]  那兩層審判就不是那麼順利
[00:03:28.120 --> 00:03:30.120]  在暴力地獄裏面
[00:03:30.120 --> 00:03:32.120]  顯示
[00:03:32.120 --> 00:03:34.120]  十多年前元朗的金
[00:03:34.120 --> 00:03:36.120]  在家裏毆打過他一個
[00:03:36.120 --> 00:03:38.120]  嚴重不良的弟弟
[00:03:38.120 --> 00:03:40.120]  而且沒有得到弟弟的原諒
[00:03:40.120 --> 00:03:42.120]  到最後一層
[00:03:42.120 --> 00:03:44.120]  是
[00:03:44.120 --> 00:03:46.120]  專門和家人關係的天倫地獄
[00:03:46.120 --> 00:03:48.120]  由閻羅王親自審判
[00:03:48.120 --> 00:03:50.120]  原來
[00:03:50.120 --> 00:03:52.120]  阿金在小時候
[00:03:52.120 --> 00:03:54.120]  他媽媽身患重病
[00:03:54.120 --> 00:03:56.120]  家裏沒有錢醫沒有飯吃
[00:03:56.120 --> 00:03:58.120]  導致他弟弟
[00:03:58.120 --> 00:04:00.120]  嚴重營養不良
[00:04:00.120 --> 00:04:02.120]  在絕望裏面
[00:04:02.120 --> 00:04:04.120]  阿金決定用枕頭
[00:04:04.120 --> 00:04:06.120]  把他媽媽壓死
[00:04:06.120 --> 00:04:08.120]  然後再和弟弟自殺
[00:04:08.120 --> 00:04:10.120]  就在阿金拿起枕頭
[00:04:10.120 --> 00:04:12.120]  要殺他媽媽的時候
[00:04:12.120 --> 00:04:14.120]  他弟弟發現就阻止
[00:04:14.120 --> 00:04:16.120]  於是兩兄弟打起來
[00:04:16.120 --> 00:04:18.120]  他打傷了弟弟
[00:04:18.120 --> 00:04:20.120]  自己走出街
[00:04:20.120 --> 00:04:22.120]  一走走了十五年
[00:04:22.120 --> 00:04:24.120]  一直沒有回家
[00:04:24.120 --> 00:04:26.120]  十五年以來
[00:04:26.120 --> 00:04:28.120]  阿金每一日
[00:04:28.120 --> 00:04:30.120]  在痛苦裏面
[00:04:30.120 --> 00:04:32.120]  內疚裏面度過
[00:04:32.120 --> 00:04:34.120]  他要努力賺錢
[00:04:34.120 --> 00:04:36.120]  要寄錢回家供弟弟讀書
[00:04:36.120 --> 00:04:38.120]  醫他媽媽的病
[00:04:38.120 --> 00:04:40.120]  又極力做很多好事
[00:04:40.120 --> 00:04:42.120]  幫很多人
[00:04:42.120 --> 00:04:44.120]  雖然阿金很掛念
[00:04:44.120 --> 00:04:46.120]  他媽媽和弟弟
[00:04:46.120 --> 00:04:48.120]  但始終沒有辦法面對他們
[00:04:48.120 --> 00:04:50.120]  所以
[00:04:50.120 --> 00:04:52.120]  就算他死的時候
[00:04:52.120 --> 00:04:54.120]  他都心裏懷著
[00:04:54.120 --> 00:04:56.120]  揮之不去的內疚
[00:04:56.120 --> 00:05:00.120]  閻羅王說了一句
[00:05:00.120 --> 00:05:02.120]  很發人深省的說話
[00:05:02.120 --> 00:05:04.120]  他說所有人
[00:05:04.120 --> 00:05:06.120]  都是罪人
[00:05:06.120 --> 00:05:08.120]  正當
[00:05:08.120 --> 00:05:10.120]  閻羅王要宣判阿金的罪
[00:05:10.120 --> 00:05:12.120]  地獄突然傳來了
[00:05:12.120 --> 00:05:14.120]  他的弟弟呼喚媽媽的聲音
[00:05:14.120 --> 00:05:18.120]  原來更加不幸的是
[00:05:18.120 --> 00:05:20.120]  他弟弟在受軍訓的時候
[00:05:20.120 --> 00:05:22.120]  意外的枉死
[00:05:22.120 --> 00:05:24.120]  成為了冤魂
[00:05:24.120 --> 00:05:26.120]  即是說他媽媽兩個兒子都死了
[00:05:26.120 --> 00:05:28.120]  地獄使者為了幫這兩兄弟
[00:05:28.120 --> 00:05:30.120]  就安排他弟弟的冤魂
[00:05:30.120 --> 00:05:32.120]  進入他媽媽的夢境裏
[00:05:32.120 --> 00:05:36.120]  就在他媽媽和弟弟對話的時候
[00:05:36.120 --> 00:05:38.120]  阿金才知道
[00:05:38.120 --> 00:05:40.120]  原來媽媽
[00:05:40.120 --> 00:05:42.120]  在他打算拿起枕頭
[00:05:42.120 --> 00:05:44.120]  把媽媽迫死的那一刻
[00:05:44.120 --> 00:05:46.120]  是睜大眼睛
[00:05:46.120 --> 00:05:48.120]  原來媽媽知道發生了什麼事
[00:05:48.120 --> 00:05:50.120]  但是
[00:05:50.120 --> 00:05:52.120]  她很愛阿金
[00:05:52.120 --> 00:05:54.120]  她明白阿金的苦衷
[00:05:54.120 --> 00:05:58.120]  其實心裏一早已經原諒了阿金
[00:05:58.120 --> 00:06:00.120]  因為媽媽的原諒
[00:06:00.120 --> 00:06:02.120]  她弟弟也原諒了她哥哥
[00:06:02.120 --> 00:06:06.120]  兩母子抱著哭
[00:06:06.120 --> 00:06:08.120]  在陰間
[00:06:08.120 --> 00:06:10.120]  阿金見到這種處境
[00:06:10.120 --> 00:06:12.120]  哭得更厲害
[00:06:12.120 --> 00:06:14.120]  但是同時
[00:06:14.120 --> 00:06:16.120]  有一種釋放的感覺
[00:06:16.120 --> 00:06:18.120]  地獄裏面原來有規則
[00:06:18.120 --> 00:06:20.120]  如果犯人能夠得到
[00:06:20.120 --> 00:06:22.120]  他所得罪的對象饒恕
[00:06:22.120 --> 00:06:24.120]  罪就可以解除
[00:06:24.120 --> 00:06:26.120]  既然他媽媽和弟弟原諒了阿金
[00:06:26.120 --> 00:06:28.120]  原來皇后宣判
[00:06:28.120 --> 00:06:30.120]  暴力和天倫地獄之罪
[00:06:30.120 --> 00:06:32.120]  可以免除
[00:06:32.120 --> 00:06:34.120]  阿金最終可以成功轉世
[00:06:34.120 --> 00:06:36.120]  整個故事
[00:06:36.120 --> 00:06:38.120]  是一個佛教的輪迴
[00:06:38.120 --> 00:06:40.120]  做平台
[00:06:40.120 --> 00:06:42.120]  但是很有趣
[00:06:42.120 --> 00:06:44.120]  帶出的訊息是很嬌教
[00:06:44.120 --> 00:06:46.120]  事實上
[00:06:46.120 --> 00:06:48.120]  人人都是罪人
[00:06:48.120 --> 00:06:50.120]  但是人處理自己的罪
[00:06:50.120 --> 00:06:52.120]  通常是用一些
[00:06:52.120 --> 00:06:54.120]  錯誤的方法
[00:06:54.120 --> 00:06:56.120]  最容易的方法是什麼呢
[00:06:56.120 --> 00:06:58.120]  就是逃避
[00:06:58.120 --> 00:07:00.120]  離開
[00:07:00.120 --> 00:07:02.120]  不想再見到
[00:07:02.120 --> 00:07:04.120]  自己對不起過的人
[00:07:04.120 --> 00:07:06.120]  不想再想起再提起
[00:07:06.120 --> 00:07:08.120]  自己做過的錯事
[00:07:08.120 --> 00:07:10.120]  或者
[00:07:10.120 --> 00:07:12.120]  對自己傷害過的人
[00:07:12.120 --> 00:07:14.120]  做一些補償
[00:07:14.120 --> 00:07:16.120]  再不是
[00:07:16.120 --> 00:07:18.120]  就做很多好事幫其他人
[00:07:18.120 --> 00:07:20.120]  中國人叫
[00:07:20.120 --> 00:07:22.120]  積陰德
[00:07:22.120 --> 00:07:24.120]  亦都有人
[00:07:24.120 --> 00:07:26.120]  懲罰自己
[00:07:26.120 --> 00:07:28.120]  苦行
[00:07:28.120 --> 00:07:30.120]  令自己好過一些
[00:07:30.120 --> 00:07:32.120]  有沒有用呢
[00:07:32.120 --> 00:07:34.120]  其實這些事
[00:07:34.120 --> 00:07:36.120]  阿金通通都做了
[00:07:36.120 --> 00:07:38.120]  離開家15年
[00:07:38.120 --> 00:07:40.120]  不面對
[00:07:40.120 --> 00:07:42.120]  媽媽和弟弟
[00:07:42.120 --> 00:07:44.120]  逃避
[00:07:44.120 --> 00:07:46.120]  他拼命賺錢
[00:07:46.120 --> 00:07:48.120]  供弟弟讀書
[00:07:48.120 --> 00:07:50.120]  給媽媽醫病
[00:07:50.120 --> 00:07:52.120]  這就是想補償
[00:07:52.120 --> 00:07:54.120]  他那種過錯
[00:07:54.120 --> 00:07:56.120]  他幫很多人
[00:07:56.120 --> 00:07:58.120]  做很多好事
[00:07:58.120 --> 00:08:00.120]  他想積陰德
[00:08:00.120 --> 00:08:02.120]  不停工作
[00:08:02.120 --> 00:08:04.120]  捱到自己病
[00:08:04.120 --> 00:08:06.120]  自衣縮食
[00:08:06.120 --> 00:08:08.120]  其實
[00:08:08.120 --> 00:08:10.120]  懲罰自己
[00:08:10.120 --> 00:08:12.120]  想令自己好過一些
[00:08:12.120 --> 00:08:14.120]  但最後他怎樣
[00:08:14.120 --> 00:08:16.120]  仍然懷著極大的內疚
[00:08:16.120 --> 00:08:18.120]  進入陰間
[00:08:18.120 --> 00:08:22.120]  事實上是
[00:08:22.120 --> 00:08:24.120]  唯有得到
[00:08:24.120 --> 00:08:26.120]  你所得罪的對象
[00:08:26.120 --> 00:08:28.120]  他的寬恕和原諒
[00:08:28.120 --> 00:08:30.120]  你才可以得到真正的釋放
[00:08:30.120 --> 00:08:32.120]  今日我們讀大衛
[00:08:32.120 --> 00:08:34.120]  這首訓悔詩
[00:08:34.120 --> 00:08:36.120]  我會體會到
[00:08:36.120 --> 00:08:38.120]  為什麼大衛一開始就發出
[00:08:38.120 --> 00:08:40.120]  第一第二節的讚嘆
[00:08:40.120 --> 00:08:42.120]  第一第二節是很精彩的
[00:08:42.120 --> 00:08:44.120]  詩篇
[00:08:44.120 --> 00:08:46.120]  如果用原文去翻譯
[00:08:46.120 --> 00:08:48.120]  他的次序應該是這樣
[00:08:48.120 --> 00:08:50.120]  有福
[00:08:50.120 --> 00:08:52.120]  得赦免其過
[00:08:52.120 --> 00:08:54.120]  遮蓋其罪的人
[00:08:54.120 --> 00:08:56.120]  有福凡心裡沒有鬼
[00:08:56.120 --> 00:08:58.120]  不算是有罪的人
[00:08:58.120 --> 00:09:00.120]  是有福先行
[00:09:00.120 --> 00:09:02.120]  他強調有福
[00:09:02.120 --> 00:09:04.120]  是可貴的
[00:09:04.120 --> 00:09:06.120]  事實上
[00:09:06.120 --> 00:09:08.120]  雖然我們每個人都是罪人
[00:09:08.120 --> 00:09:10.120]  但原來
[00:09:10.120 --> 00:09:12.120]  罪人仍然可以有福
[00:09:12.120 --> 00:09:14.120]  你說這是不是很奇妙的因典
[00:09:14.120 --> 00:09:16.120]  究竟
[00:09:16.120 --> 00:09:18.120]  哪些罪人有福呢
[00:09:18.120 --> 00:09:20.120]  就是過犯得赦免
[00:09:20.120 --> 00:09:22.120]  原文就是
[00:09:22.120 --> 00:09:24.120]  過犯
[00:09:24.120 --> 00:09:26.120]  一筆勾銷
[00:09:26.120 --> 00:09:28.120]  罪惡
[00:09:28.120 --> 00:09:30.120]  蒙遮蓋
[00:09:30.120 --> 00:09:32.120]  不會再挖出來
[00:09:32.120 --> 00:09:34.120]  值得留意的就是
[00:09:34.120 --> 00:09:36.120]  這兩個處境
[00:09:36.120 --> 00:09:38.120]  都是用了
[00:09:38.120 --> 00:09:40.120]  被動式
[00:09:40.120 --> 00:09:42.120]  說明了什麼
[00:09:42.120 --> 00:09:44.120]  原來罪的問題
[00:09:44.120 --> 00:09:46.120]  人不可以
[00:09:46.120 --> 00:09:48.120]  自己解決
[00:09:48.120 --> 00:09:50.120]  你是要被遮蓋
[00:09:50.120 --> 00:09:52.120]  遮蓋被赦免
[00:09:52.120 --> 00:09:54.120]  是誰赦免呢
[00:09:54.120 --> 00:09:56.120]  是神不算為有罪
[00:09:56.120 --> 00:09:58.120]  很有趣
[00:09:58.120 --> 00:10:00.120]  這是主動式的
[00:10:00.120 --> 00:10:02.120]  是上帝主動
[00:10:02.120 --> 00:10:04.120]  不跟你計較
[00:10:04.120 --> 00:10:06.120]  神是放過我們
[00:10:06.120 --> 00:10:08.120]  不再追討
[00:10:08.120 --> 00:10:10.120]  內心沒有鬼
[00:10:10.120 --> 00:10:14.120]  裡面沒有東西需要隱瞞
[00:10:14.120 --> 00:10:16.120]  沒有內疚
[00:10:16.120 --> 00:10:18.120]  控訴著你
[00:10:18.120 --> 00:10:20.120]  一身輕
[00:10:20.120 --> 00:10:22.120]  是不是很有福
[00:10:22.120 --> 00:10:24.120]  這就是福氣
[00:10:24.120 --> 00:10:26.120]  有學者認為這首詩
[00:10:26.120 --> 00:10:28.120]  是寫在大衛
[00:10:28.120 --> 00:10:30.120]  犯奸淫
[00:10:30.120 --> 00:10:32.120]  殺人之後
[00:10:32.120 --> 00:10:34.120]  如果我們這樣看的話
[00:10:34.120 --> 00:10:36.120]  這首詩就是大衛親自
[00:10:36.120 --> 00:10:38.120]  的體驗
[00:10:38.120 --> 00:10:40.120]  大衛犯了重罪之後
[00:10:40.120 --> 00:10:42.120]  他沒有
[00:10:42.120 --> 00:10:44.120]  馬上向上帝認罪
[00:10:44.120 --> 00:10:46.120]  直到
[00:10:46.120 --> 00:10:48.120]  有學者說是兩年的時間
[00:10:48.120 --> 00:10:50.120]  之後
[00:10:50.120 --> 00:10:52.120]  上帝差遣拿丹
[00:10:52.120 --> 00:10:54.120]  譴責他
[00:10:54.120 --> 00:10:56.120]  我就問
[00:10:56.120 --> 00:10:58.120]  在這些日子裡面
[00:10:58.120 --> 00:11:00.120]  大衛表面上仍然是一個
[00:11:00.120 --> 00:11:02.120]  受尊重的王
[00:11:02.120 --> 00:11:04.120]  如常的參加敬拜
[00:11:04.120 --> 00:11:08.120]  但他內心世界是怎樣
[00:11:08.120 --> 00:11:10.120]  第三節
[00:11:10.120 --> 00:11:12.120]  我閉口不認罪的時候
[00:11:12.120 --> 00:11:14.120]  因終日薪淫
[00:11:14.120 --> 00:11:16.120]  而骨頭枯乾
[00:11:16.120 --> 00:11:18.120]  不認罪
[00:11:18.120 --> 00:11:20.120]  就是第五節所說的
[00:11:20.120 --> 00:11:22.120]  隱瞞這兩個字
[00:11:22.120 --> 00:11:24.120]  其實
[00:11:24.120 --> 00:11:26.120]  人對上帝還以為
[00:11:26.120 --> 00:11:28.120]  可以隱瞞是不是很愚蠢
[00:11:28.120 --> 00:11:30.120]  但今天
[00:11:30.120 --> 00:11:32.120]  在我們的文化裡面
[00:11:32.120 --> 00:11:34.120]  偏偏輕
[00:11:34.120 --> 00:11:36.120]  不認罪
[00:11:36.120 --> 00:11:38.120]  很多人都以為
[00:11:38.120 --> 00:11:40.120]  認罪等於認衰
[00:11:40.120 --> 00:11:42.120]  不單止
[00:11:42.120 --> 00:11:44.120]  很沒面子
[00:11:44.120 --> 00:11:46.120]  還要面對責任
[00:11:46.120 --> 00:11:50.120]  所以
[00:11:50.120 --> 00:11:52.120]  律師教我們認罪
[00:11:52.120 --> 00:11:54.120]  律師教我們什麼
[00:11:54.120 --> 00:11:56.120]  不要認罪
[00:11:56.120 --> 00:12:00.120]  其實不認罪
[00:12:00.120 --> 00:12:02.120]  是不是真的有好處
[00:12:02.120 --> 00:12:06.120]  大衛作為過來人
[00:12:06.120 --> 00:12:08.120]  他經歷了什麼
[00:12:08.120 --> 00:12:10.120]  第三節
[00:12:10.120 --> 00:12:12.120]  不認罪的時候
[00:12:12.120 --> 00:12:14.120]  反而是終日薪淫而骨頭枯乾
[00:12:14.120 --> 00:12:16.120]  第四節更加清楚描述
[00:12:16.120 --> 00:12:18.120]  終日
[00:12:18.120 --> 00:12:20.120]  是怎樣終日
[00:12:20.120 --> 00:12:22.120]  原來是黑夜白晝
[00:12:22.120 --> 00:12:24.120]  一日流流長流
[00:12:24.120 --> 00:12:26.120]  每一分鐘
[00:12:26.120 --> 00:12:28.120]  都是受折磨
[00:12:28.120 --> 00:12:30.120]  薪淫
[00:12:30.120 --> 00:12:32.120]  就是心裡面的痛苦
[00:12:32.120 --> 00:12:34.120]  所發出來的聲音
[00:12:34.120 --> 00:12:36.120]  因為心靈枯乾
[00:12:36.120 --> 00:12:38.120]  就好像夏天的乾寒
[00:12:38.120 --> 00:12:40.120]  其實這一幅
[00:12:40.120 --> 00:12:42.120]  很多人害怕的圖畫
[00:12:42.120 --> 00:12:44.120]  就是水蒸發
[00:12:44.120 --> 00:12:46.120]  泥土龜裂
[00:12:46.120 --> 00:12:48.120]  沒有了生命跡象
[00:12:48.120 --> 00:12:50.120]  的圖畫
[00:12:50.120 --> 00:12:52.120]  但是
[00:12:52.120 --> 00:12:54.120]  這幅圖畫
[00:12:54.120 --> 00:12:56.120]  它是形容人的心境
[00:12:56.120 --> 00:12:58.120]  可不可怕
[00:12:58.120 --> 00:13:02.120]  詩篇第五十一篇講得好
[00:13:02.120 --> 00:13:04.120]  為什麼
[00:13:04.120 --> 00:13:06.120]  你不認罪會這樣
[00:13:06.120 --> 00:13:08.120]  因為
[00:13:08.120 --> 00:13:10.120]  我知道我過犯
[00:13:10.120 --> 00:13:12.120]  雖然我不認罪
[00:13:12.120 --> 00:13:14.120]  但是我的罪
[00:13:14.120 --> 00:13:16.120]  仍然常在我面前
[00:13:16.120 --> 00:13:18.120]  發生了的罪
[00:13:18.120 --> 00:13:20.120]  不會因為我們閉口不認罪
[00:13:20.120 --> 00:13:22.120]  就自動消失
[00:13:22.120 --> 00:13:26.120]  你越是不講越是不提
[00:13:26.120 --> 00:13:28.120]  但是
[00:13:28.120 --> 00:13:30.120]  罪偏偏是我們
[00:13:30.120 --> 00:13:32.120]  抓住你
[00:13:32.120 --> 00:13:34.120]  常在我面前
[00:13:34.120 --> 00:13:36.120]  不停控訴
[00:13:36.120 --> 00:13:38.120]  所以他終日
[00:13:38.120 --> 00:13:40.120]  新任
[00:13:40.120 --> 00:13:42.120]  晝夜尋蟲
[00:13:42.120 --> 00:13:44.120]  這樣做人慘不慘
[00:13:44.120 --> 00:13:46.120]  你試想像
[00:13:46.120 --> 00:13:48.120]  如果你的公司
[00:13:48.120 --> 00:13:50.120]  做錯了一件事
[00:13:50.120 --> 00:13:52.120]  搞了一個
[00:13:52.120 --> 00:13:54.120]  大的鑊出來
[00:13:54.120 --> 00:13:56.120]  連累同事幫你吃死貓
[00:13:56.120 --> 00:13:58.120]  幫你背黑鑊
[00:13:58.120 --> 00:14:00.120]  你知道你很對不起他
[00:14:00.120 --> 00:14:02.120]  心裡很不安
[00:14:02.120 --> 00:14:04.120]  但是不肯鼓起勇氣跟他道歉
[00:14:04.120 --> 00:14:06.120]  Say sorry
[00:14:06.120 --> 00:14:08.120]  你每天回到辦公室
[00:14:08.120 --> 00:14:10.120]  見著他有什麼感覺
[00:14:10.120 --> 00:14:14.120]  就算你放午飯吃飯
[00:14:14.120 --> 00:14:16.120]  在餐廳見到有位
[00:14:16.120 --> 00:14:18.120]  你想坐過去原來對面是你的同事
[00:14:18.120 --> 00:14:20.120]  我想你都
[00:14:20.120 --> 00:14:22.120]  寧願吃白當勞
[00:14:22.120 --> 00:14:24.120]  為什麼
[00:14:24.120 --> 00:14:28.120]  其實每天左閃右避
[00:14:28.120 --> 00:14:30.120]  是很痛苦的事情
[00:14:32.120 --> 00:14:34.120]  但你所得罪的不是同事
[00:14:34.120 --> 00:14:36.120]  是你的家人
[00:14:36.120 --> 00:14:40.120]  有些事瞞著你太太
[00:14:40.120 --> 00:14:42.120]  有些事對不起你丈夫
[00:14:42.120 --> 00:14:46.120]  你虐待過你的子女
[00:14:46.120 --> 00:14:50.120]  但你又不肯道歉
[00:14:50.120 --> 00:14:54.120]  你撐著自己的尊嚴
[00:14:54.120 --> 00:14:56.120]  我問你
[00:14:56.120 --> 00:14:58.120]  你想不想回家
[00:14:58.120 --> 00:15:00.120]  你每天回家有什麼感受
[00:15:00.120 --> 00:15:02.120]  其實
[00:15:02.120 --> 00:15:04.120]  同事你可以逃避你可以轉工
[00:15:04.120 --> 00:15:06.120]  家人你可以每天回家
[00:15:06.120 --> 00:15:08.120]  但我問你
[00:15:08.120 --> 00:15:10.120]  你得罪的是上帝
[00:15:10.120 --> 00:15:14.120]  其實說真的
[00:15:14.120 --> 00:15:16.120]  我們犯任何的罪得罪什麼人都好
[00:15:16.120 --> 00:15:18.120]  我們真正得罪的對象
[00:15:18.120 --> 00:15:20.120]  其實真是上帝
[00:15:20.120 --> 00:15:22.120]  詩篇馬一篇
[00:15:22.120 --> 00:15:24.120]  大衛他說什麼
[00:15:24.120 --> 00:15:26.120]  因為我知道我過犯
[00:15:26.120 --> 00:15:28.120]  我的罪尚在我面前
[00:15:28.120 --> 00:15:30.120]  而且他說
[00:15:30.120 --> 00:15:32.120]  我向你犯罪
[00:15:32.120 --> 00:15:34.120]  唯獨得罪了你
[00:15:34.120 --> 00:15:36.120]  在你眼前
[00:15:36.120 --> 00:15:38.120]  行了這惡
[00:15:38.120 --> 00:15:40.120]  神是無所不在的
[00:15:40.120 --> 00:15:42.120]  就算我們躲起來犯罪
[00:15:42.120 --> 00:15:44.120]  偷偷地
[00:15:44.120 --> 00:15:46.120]  做的事
[00:15:46.120 --> 00:15:48.120]  我們都是在上帝面前做的
[00:15:48.120 --> 00:15:50.120]  在你面前
[00:15:50.120 --> 00:15:52.120]  行了這惡
[00:15:52.120 --> 00:15:54.120]  你所得罪的
[00:15:54.120 --> 00:15:56.120]  是神自己
[00:15:56.120 --> 00:15:58.120]  我們是按照上帝形象
[00:15:58.120 --> 00:16:00.120]  所做的
[00:16:00.120 --> 00:16:02.120]  當我們犯罪的時候
[00:16:02.120 --> 00:16:04.120]  我們干犯了神的聖潔
[00:16:04.120 --> 00:16:06.120]  和神的榮耀
[00:16:06.120 --> 00:16:08.120]  所以羅馬書說什麼
[00:16:08.120 --> 00:16:10.120]  世人都犯了罪
[00:16:10.120 --> 00:16:12.120]  是規絕了神的榮耀
[00:16:12.120 --> 00:16:14.120]  原來我們犯罪
[00:16:14.120 --> 00:16:16.120]  得罪的對象
[00:16:16.120 --> 00:16:18.120]  就是上帝
[00:16:18.120 --> 00:16:22.120]  我們
[00:16:22.120 --> 00:16:24.120]  能不能躲起來
[00:16:24.120 --> 00:16:26.120]  詩篇告訴我們
[00:16:26.120 --> 00:16:28.120]  我往哪裡去
[00:16:28.120 --> 00:16:30.120]  躲避你的靈
[00:16:30.120 --> 00:16:32.120]  我往哪裡去逃
[00:16:32.120 --> 00:16:34.120]  躲避你的面
[00:16:34.120 --> 00:16:36.120]  我去哪裡你都在那裡
[00:16:36.120 --> 00:16:38.120]  因為神是整個宇宙的創造者
[00:16:38.120 --> 00:16:40.120]  沒有一個領域
[00:16:40.120 --> 00:16:42.120]  是沒有上帝的
[00:16:42.120 --> 00:16:46.120]  其實人最可怕的罪是什麼
[00:16:46.120 --> 00:16:48.120]  就是
[00:16:48.120 --> 00:16:50.120]  死不認罪
[00:16:52.120 --> 00:16:54.120]  他自己閉口
[00:16:54.120 --> 00:16:56.120]  閉口其實是一幅很怪的
[00:16:56.120 --> 00:16:58.120]  圖畫
[00:16:58.120 --> 00:17:00.120]  就像小孩子硬頸鬥氣
[00:17:00.120 --> 00:17:02.120]  死都要撐
