
[00:00:00.000 --> 00:00:02.600]  在聆聽主的說話以先
[00:00:02.600 --> 00:00:06.040]  我們一起再次同心低頭禱告
[00:00:06.040 --> 00:00:08.120]  將我們的生命交給我們的主
[00:00:08.120 --> 00:00:09.320]  我們的神
[00:00:09.320 --> 00:00:16.480]  父神多謝祢給我們再次有生命氣息
[00:00:16.480 --> 00:00:17.880]  踏足在地上
[00:00:17.880 --> 00:00:21.880]  行走在祢的創造裏面
[00:00:21.880 --> 00:00:26.840]  能夠讓我們不單享受上帝的創造的榮美
[00:00:26.840 --> 00:00:29.160]  並且讓我們在這個地方
[00:00:29.160 --> 00:00:30.840]  能夠帶著一個使命
[00:00:30.840 --> 00:00:33.640]  能夠去真正活出
[00:00:33.640 --> 00:00:36.440]  反映到上帝祢的榮美
[00:00:36.440 --> 00:00:38.840]  求祢給我們這份委託
[00:00:38.840 --> 00:00:41.760]  可以妥善地去實踐
[00:00:41.760 --> 00:00:45.720]  也祈求上主祢給我們有充足的智慧
[00:00:45.720 --> 00:00:47.240]  和恩賜
[00:00:47.240 --> 00:00:49.400]  好使我們能夠在這個地上
[00:00:49.400 --> 00:00:52.520]  能夠活出合神心意的生命
[00:00:52.520 --> 00:00:53.880]  求祢要帶領
[00:00:53.880 --> 00:00:56.600]  無論是聆聽的、說的
[00:00:56.600 --> 00:01:00.040]  線上的、線下實體的
[00:01:00.040 --> 00:01:02.560]  我們要祈求上主祢
[00:01:02.560 --> 00:01:05.840]  每一個都透過聖靈去祝福我們
[00:01:05.840 --> 00:01:08.480]  有充足的聰明智慧
[00:01:08.480 --> 00:01:10.920]  來去了解、明白
[00:01:10.920 --> 00:01:13.920]  並且領受上主祢的說話
[00:01:13.920 --> 00:01:16.720]  成為我們屬靈生命的一部分
[00:01:16.720 --> 00:01:21.240]  好使我們都能夠活出、行出
[00:01:21.240 --> 00:01:26.720]  並且說出準確上帝祢的救恩
[00:01:26.720 --> 00:01:28.320]  祢的道理
[00:01:28.320 --> 00:01:31.280]  祢的生命的特性
[00:01:31.280 --> 00:01:34.880]  讓每一個能夠接觸到主祢的說話
[00:01:34.880 --> 00:01:37.720]  都同蒙救恩的祝福
[00:01:37.720 --> 00:01:41.400]  禱告奉靠主耶穌基督的名字而行
[00:01:41.400 --> 00:01:42.400]  阿們
[00:01:42.400 --> 00:01:47.160]  我以前小時候因為家裡不是很有錢
[00:01:47.160 --> 00:01:54.440]  所以每得到一樣東西我們都會很珍惜
[00:01:54.440 --> 00:02:00.200]  尤其是小孩子沒什麼機會經常去買玩具
[00:02:00.200 --> 00:02:02.360]  我們家裡有個特色
[00:02:02.360 --> 00:02:04.520]  不是隨便買一件玩具給你的
[00:02:04.520 --> 00:02:07.560]  我家其實街口附近有幾間玩具店
[00:02:07.560 --> 00:02:10.600]  但是有份看又沒份買
[00:02:10.600 --> 00:02:13.760]  見到同學有份買玩具
[00:02:13.760 --> 00:02:15.520]  真的很羨慕
[00:02:15.520 --> 00:02:17.680]  我父母通常都這樣說
[00:02:17.680 --> 00:02:19.480]  你考試考到好成績
[00:02:19.480 --> 00:02:22.640]  我就買一件玩具給你
[00:02:22.640 --> 00:02:28.640]  的而且確有時偶有僥倖
[00:02:28.640 --> 00:02:31.000]  可以考得好成績
[00:02:31.000 --> 00:02:33.000]  買到一件半件的玩具
[00:02:33.000 --> 00:02:35.360]  但是那件玩具你買了之後
[00:02:35.360 --> 00:02:36.760]  你預了有很長時間玩
[00:02:36.760 --> 00:02:40.280]  你不會經常有第二件新的玩具出來
[00:02:40.280 --> 00:02:42.960]  所以我們在很小的時候
[00:02:42.960 --> 00:02:44.400]  學會珍惜每一樣東西
[00:02:44.400 --> 00:02:48.720]  就算那件玩具玩爛了之後
[00:02:48.720 --> 00:02:50.800]  我們不會扔掉
[00:02:50.800 --> 00:02:53.040]  我們會做一樣功課
[00:02:53.040 --> 00:02:56.440]  就是拆開這件爛了的玩具
[00:02:56.440 --> 00:03:00.160]  有什麼都還可以拿出來繼續玩
[00:03:00.160 --> 00:03:04.040]  所以這個習性其實我都習慣了
[00:03:04.040 --> 00:03:06.280]  在現在家裡的東西壞了
[00:03:06.280 --> 00:03:07.800]  我不會馬上扔掉
[00:03:07.800 --> 00:03:09.720]  因為我會去拆一下
[00:03:09.720 --> 00:03:13.080]  看看裡面還有什麼可以用
[00:03:13.080 --> 00:03:17.040]  譬如我們小時候買了一輛小車
[00:03:17.040 --> 00:03:20.720]  我記得以前買過一個遙控車
[00:03:20.720 --> 00:03:22.520]  不是無線遙控
[00:03:22.520 --> 00:03:23.840]  你們玩過那些遙控車
[00:03:23.840 --> 00:03:27.000]  是不是有條電線扭著的那些
[00:03:27.000 --> 00:03:28.640]  那些很高級的
[00:03:28.640 --> 00:03:30.800]  有條電線扭著可以遙控
[00:03:30.800 --> 00:03:32.240]  向左向右轉彎
[00:03:32.240 --> 00:03:33.040]  就這麼多了
[00:03:33.040 --> 00:03:35.240]  還有可以走
[00:03:35.240 --> 00:03:36.560]  壞了之後怎樣呢
[00:03:36.560 --> 00:03:37.520]  我們就拆了
[00:03:37.520 --> 00:03:40.320]  拆的時候拆了個摩打出來
[00:03:40.320 --> 00:03:43.520]  就多東西玩了
[00:03:43.520 --> 00:03:45.080]  因為拆了個摩打
[00:03:45.080 --> 00:03:46.560]  只要你有了電芯
[00:03:46.560 --> 00:03:49.840]  你就可以想出很多玩法
[00:03:49.840 --> 00:03:52.560]  除此之外
[00:03:52.560 --> 00:03:54.400]  那輛車有個車頭燈
[00:03:54.400 --> 00:03:56.240]  又有一塊擋風玻璃
[00:03:56.240 --> 00:03:58.240]  雖然那些東西全部都是膠的
[00:03:58.240 --> 00:04:00.560]  但是我們就很珍惜的
[00:04:00.560 --> 00:04:02.120]  有一塊鏡子
[00:04:02.120 --> 00:04:04.600]  那輛車什麼倒後鏡
[00:04:04.600 --> 00:04:06.600]  有一塊小鏡子
[00:04:06.600 --> 00:04:08.320]  樣樣拆出來
[00:04:08.320 --> 00:04:11.120]  那我就想一下這塊鏡子有什麼用法呢
[00:04:11.120 --> 00:04:14.320]  這個車頭燈有什麼用法呢
[00:04:14.320 --> 00:04:16.000]  其實有很多玩法的
[00:04:16.000 --> 00:04:17.280]  譬如車頭燈來算
[00:04:17.280 --> 00:04:19.320]  我們就會怎樣玩呢
[00:04:19.320 --> 00:04:22.280]  就會發現原來車頭燈會有
