
[00:00:00.000 --> 00:00:02.360]  各位聽眾早安
[00:00:02.360 --> 00:00:04.680]  在治理教會系列的第一講裏面
[00:00:04.680 --> 00:00:07.400]  我們講過甚麼叫做教會
[00:00:07.400 --> 00:00:12.440]  當時我們指出了教會是由信徒所組成的一個屬靈群體
[00:00:12.440 --> 00:00:14.840]  但我們活在這個世界上
[00:00:14.840 --> 00:00:18.000]  所以我們同時也有世界上的身份
[00:00:18.000 --> 00:00:22.400]  就是一個在社會上有組織有結構的社會組織
[00:00:22.400 --> 00:00:24.680]  我們當中指出了一個結論
[00:00:24.680 --> 00:00:27.000]  就是教會既是社會的組織
[00:00:27.000 --> 00:00:29.960]  但同時也是一個屬靈的群體
[00:00:29.960 --> 00:00:32.320]  我們必須在這兩方面有平衡
[00:00:32.320 --> 00:00:35.160]  如果我們只強調教會是屬靈的群體
[00:00:35.160 --> 00:00:38.520]  而忽略了教會裏面有組織有結構的話
[00:00:38.520 --> 00:00:41.120]  可能我們會面對很多的問題
[00:00:41.120 --> 00:00:44.000]  在第二講裏面我們講到教會領袖
[00:00:44.000 --> 00:00:45.880]  我們指出了教會領袖
[00:00:45.880 --> 00:00:49.400]  包括了牧者和教會當中的長輩
[00:00:49.400 --> 00:00:52.800]  牧者和長輩應該彼此的同心
[00:00:52.800 --> 00:00:54.200]  成為一個團隊
[00:00:54.200 --> 00:00:58.200]  一齊服侍神好叫信徒整個教會
[00:00:58.200 --> 00:01:01.360]  就是耶穌基督用保衛所買贖回來的教會
[00:01:01.360 --> 00:01:03.240]  能夠得著建立
[00:01:03.240 --> 00:01:06.360]  牧者和領袖應該明白
[00:01:06.360 --> 00:01:09.560]  神才是教會裏面真正的主
[00:01:09.560 --> 00:01:11.400]  領袖只是管家
[00:01:11.400 --> 00:01:13.440]  是受神所託付的
[00:01:13.440 --> 00:01:15.920]  所以牧者和教會裏面的領袖
[00:01:15.920 --> 00:01:19.000]  不應該彼此攻擊互相的指責
[00:01:19.000 --> 00:01:22.120]  當他們這樣互相攻擊彼此指責
[00:01:22.120 --> 00:01:24.280]  最終受害的是教會
[00:01:24.280 --> 00:01:26.120]  我們可以贏了爭論
[00:01:26.120 --> 00:01:27.640]  但輸了神的家
[00:01:27.640 --> 00:01:29.600]  傷了神的心
[00:01:29.600 --> 00:01:30.720]  在第三講裏面
[00:01:30.720 --> 00:01:32.440]  我們反思了教會裏面
[00:01:32.440 --> 00:01:34.920]  牧者常常會有的一些問題
[00:01:34.920 --> 00:01:36.560]  就是今天有很多的傳道者
[00:01:36.560 --> 00:01:39.160]  用各種方法去高抬自己
[00:01:39.160 --> 00:01:40.480]  我們指出了
[00:01:40.480 --> 00:01:42.480]  牧者
[00:01:42.480 --> 00:01:43.440]  真正的牧者
[00:01:43.440 --> 00:01:44.960]  真正屬靈的牧者
[00:01:44.960 --> 00:01:48.040]  聖經裏面讓我們看見屬神的傳道人
[00:01:48.040 --> 00:01:50.320]  好像保羅、耶穌基督那樣
[00:01:50.320 --> 00:01:52.320]  他們謙卑、捨己
[00:01:52.320 --> 00:01:55.040]  甘心地高舉主
[00:01:55.040 --> 00:01:56.120]  今天我們講到
[00:01:56.120 --> 00:01:58.320]  治理教會系列的第四講
[00:01:58.320 --> 00:01:59.840]  我的題目叫做
[00:01:59.840 --> 00:02:01.240]  失敗的牧者
[00:02:01.240 --> 00:02:02.240]  失敗的神
[00:02:02.240 --> 00:02:05.000]  不過留意有兩個問號在當中
