
[00:00:00.000 --> 00:00:05.000]  一人必承受地圖
[00:00:30.000 --> 00:00:34.000]  得出一個結論
[00:00:34.000 --> 00:00:38.000]  從他多年來,一直到老年老的
[00:00:38.000 --> 00:00:41.000]  他跟神同行的結果
[00:00:41.000 --> 00:00:43.000]  他所得之謂
[00:00:43.000 --> 00:00:47.000]  他就藉著這個詩篇
[00:00:47.000 --> 00:00:50.000]  得出一個結論
[00:00:50.000 --> 00:00:52.000]  就是他有三點
[00:00:52.000 --> 00:00:54.000]  第一點就是
[00:00:54.000 --> 00:00:57.000]  當壞人得世的時候
[00:00:57.000 --> 00:01:00.000]  我們要把自己交給神
[00:01:00.000 --> 00:01:03.000]  這是從第一節到第十一節
[00:01:03.000 --> 00:01:05.000]  這是一段
[00:01:05.000 --> 00:01:09.000]  第二段從十二節到二十六節
[00:01:09.000 --> 00:01:11.000]  是第二段說
[00:01:11.000 --> 00:01:13.000]  要以神作為你的滿足
[00:01:13.000 --> 00:01:16.000]  當這個壞人得世的時候
[00:01:16.000 --> 00:01:19.000]  你還是要以神作為你的滿足
[00:01:19.000 --> 00:01:22.000]  可能你什麼都沒有
[00:01:22.000 --> 00:01:25.000]  可能你反而覺得很不平
[00:01:25.000 --> 00:01:28.000]  但是你要以神為你的滿足
[00:01:28.000 --> 00:01:31.000]  有神就夠了
[00:01:31.000 --> 00:01:36.000]  第三段是從二十七節到四十節
[00:01:36.000 --> 00:01:39.000]  當壞人得世的時候
[00:01:39.000 --> 00:01:41.000]  你要相信神
[00:01:41.000 --> 00:01:44.000]  祂一定會主持公義的
[00:01:44.000 --> 00:01:47.000]  神不會說看見就不管
[00:01:47.000 --> 00:01:51.000]  神知道一定要管的
[00:01:51.000 --> 00:01:57.000]  你看大衛年輕的時候就服侍保羅
[00:01:57.000 --> 00:02:01.000]  服侍掃羅
[00:02:01.000 --> 00:02:09.000]  但是掃羅對待大衛很恨他
[00:02:09.000 --> 00:02:12.000]  常常是要質疑他使弟
[00:02:12.000 --> 00:02:15.000]  他是以惡來報善
[00:02:15.000 --> 00:02:19.000]  他是以恨來報愛
[00:02:19.000 --> 00:02:23.000]  大衛那個時候是很受苦
[00:02:23.000 --> 00:02:28.000]  他是有機會能夠殺死掃羅
[00:02:28.000 --> 00:02:31.000]  但是他心裡頭有神
[00:02:31.000 --> 00:02:33.000]  他受神的約束
[00:02:33.000 --> 00:02:35.000]  所以他有機會的時候
[00:02:35.000 --> 00:02:40.000]  他還是沒有動手來殺害掃羅
[00:02:40.000 --> 00:02:45.000]  因為他說他是耶和華的受高者
[00:02:45.000 --> 00:02:49.000]  他把自己交在神的手中
[00:02:49.000 --> 00:02:54.000]  神會給他一個公義的判斷
[00:02:54.000 --> 00:02:57.000]  所以講到這篇詩篇裡面
[00:02:57.000 --> 00:03:01.000]  的確也是給我們有很多的提醒
[00:03:01.000 --> 00:03:03.000]  很多的智慧
[00:03:03.000 --> 00:03:07.000]  讓我們看見當壞人得世
[00:03:07.000 --> 00:03:11.000]  覺得你好多事情是很不公平的時候
[00:03:11.000 --> 00:03:14.000]  你怎樣能夠來對待呢
[00:03:14.000 --> 00:03:17.000]  我們也需要像大衛那樣的智慧
[00:03:17.000 --> 00:03:22.000]  來處理這些事情
[00:03:22.000 --> 00:03:24.000]  我們現在看第一段
[00:03:24.000 --> 00:03:28.000]  就是當壞人得世的時候
[00:03:28.000 --> 00:03:32.000]  要把自己交託給神
[00:03:32.000 --> 00:03:35.000]  所以他說第一節
[00:03:35.000 --> 00:03:41.000]  不要為做惡的心懷不平
[00:03:41.000 --> 00:03:44.000]  那麼到第七節還說
[00:03:44.000 --> 00:03:47.000]  不要因那道路通達的
[00:03:47.000 --> 00:03:52.000]  和那惡魔成就的心懷不平
[00:03:52.000 --> 00:03:56.000]  然後到第九篇又是
[00:03:56.000 --> 00:03:58.000]  到第八節
[00:03:58.000 --> 00:04:00.000]  他說當止住怒氣
[00:04:00.000 --> 00:04:02.000]  離去憤怒
[00:04:02.000 --> 00:04:04.000]  不要心懷不平
[00:04:04.000 --> 00:04:06.000]  因為我們看到
[00:04:06.000 --> 00:04:08.000]  惡人得世的時候
[00:04:08.000 --> 00:04:10.000]  覺得你很吃虧的時候
[00:04:10.000 --> 00:04:13.000]  你就會覺得心懷不平
[00:04:13.000 --> 00:04:15.000]  這是人的常理
[00:04:15.000 --> 00:04:17.000]  常情
[00:04:17.000 --> 00:04:19.000]  那這樣的話
[00:04:19.000 --> 00:04:21.000]  你不要心懷不平
[00:04:21.000 --> 00:04:24.000]  就免得你做惡
[00:04:24.000 --> 00:04:26.000]  當止住怒氣
[00:04:26.000 --> 00:04:27.000]  離心憤怒
[00:04:27.000 --> 00:04:29.000]  不要心懷不平
[00:04:29.000 --> 00:04:30.000]  以致做惡
[00:04:30.000 --> 00:04:32.000]  當你心懷不平的時候
[00:04:32.000 --> 00:04:35.000]  你就向自己來報復
[00:04:35.000 --> 00:04:36.000]  這樣的話
[00:04:36.000 --> 00:04:42.000]  你就不是做神所喜歡的事情
[00:04:42.000 --> 00:04:44.000]  就心懷不平
[00:04:44.000 --> 00:04:49.000]  意思就是裡面上火了
[00:04:49.000 --> 00:04:51.000]  火不一定是猛烈的
[00:04:51.000 --> 00:04:52.000]  一下就來
[00:04:52.000 --> 00:04:54.000]  發的很大
[00:04:54.000 --> 00:04:56.000]  就裡面漸漸的著火
[00:04:56.000 --> 00:04:58.000]  裡面有火
[00:04:58.000 --> 00:05:01.000]  這就是心懷不平了
[00:05:01.000 --> 00:05:02.000]  心懷不平
[00:05:02.000 --> 00:05:03.000]  慢慢著火
[00:05:03.000 --> 00:05:04.000]  著的多了
[00:05:04.000 --> 00:05:05.000]  裡面滿了
[00:05:05.000 --> 00:05:07.000]  就要伸手
[00:05:07.000 --> 00:05:09.000]  為了這些不平的事情
[00:05:09.000 --> 00:05:12.000]  來自己來對付了
[00:05:12.000 --> 00:05:16.000]  為什麼我們會覺得心懷不平呢
