
[00:00:00.000 --> 00:00:04.000]  大英姐妹平安,讓我們再一次同心祈禱
[00:00:04.000 --> 00:00:12.000]  三不愁上主,我們向你獻上感恩
[00:00:12.000 --> 00:00:17.000]  是你的恩典和焦罪,讓我們今天仍然可以去朝見你
[00:00:17.000 --> 00:00:20.000]  願你賜福恩待我們每一個
[00:00:20.000 --> 00:00:23.000]  看我們的耳朵,讓我們細心聆聽
[00:00:23.000 --> 00:00:26.000]  看我們的眼睛,讓我們能夠沾染你的榮光
[00:00:26.000 --> 00:00:31.000]  更以我們的行動,我們的手腳成為回應你的工具
[00:00:31.000 --> 00:00:34.000]  有願無人,口中的言語,大英姐妹之間的心思意念
[00:00:34.000 --> 00:00:36.000]  蒙聖靈的啟迪,蒙主的月立
[00:00:36.000 --> 00:00:38.000]  禱告奉耶穌的名求
[00:00:38.000 --> 00:00:40.000]  Amen
[00:00:40.000 --> 00:00:45.000]  今天想和大家分享一個題目,一個很重要的題目
[00:00:45.000 --> 00:00:49.000]  這個題目叫做「恩信清義」
[00:00:49.000 --> 00:00:53.000]  有沒有大英姐妹從來沒有聽過這四個字?
[00:00:53.000 --> 00:00:56.000]  剛才讀經也聽過一次,林亞書五章一節就說
[00:00:56.000 --> 00:00:58.000]  一開始就說我們「恩信清義」
[00:00:58.000 --> 00:01:03.000]  「恩信清義」這個描述,又或者這個神學的概念
[00:01:03.000 --> 00:01:05.000]  在教會裏面是很重要
[00:01:05.000 --> 00:01:09.000]  又或者這樣說在基督新教的信仰裏面是核心中的核心
[00:01:09.000 --> 00:01:11.000]  很重要的
[00:01:11.000 --> 00:01:14.000]  這個描述,特別在宗教改革的時候
[00:01:14.000 --> 00:01:17.000]  因為當時的情況而被高舉
[00:01:17.000 --> 00:01:19.000]  所以教會自此過去這五百多年
[00:01:19.000 --> 00:01:23.000]  我們很多時候都不斷去提,不斷去講「恩信清義」
[00:01:23.000 --> 00:01:27.000]  如果你上網查這幾個字,或者你走去圖書館看一看
[00:01:27.000 --> 00:01:30.000]  很多的論文去關於這個題目
[00:01:30.000 --> 00:01:32.000]  很多人去研究這個題目
[00:01:32.000 --> 00:01:34.000]  因為是很重要的神學
[00:01:34.000 --> 00:01:37.000]  很重要今天我們理解的信仰的核心
[00:01:37.000 --> 00:01:41.000]  「恩信清義」是在說當時要面對的就是
[00:01:41.000 --> 00:01:45.000]  人怎麼可以憑著信心被上帝判為無罪
[00:01:45.000 --> 00:01:49.000]  是在回應當時的教會,傳統的教會,羅馬天主教會
[00:01:49.000 --> 00:01:51.000]  或者是東方的政教會
[00:01:51.000 --> 00:01:54.000]  當時的描述得夢救贖
[00:01:54.000 --> 00:01:57.000]  是需要加一些善工的
[00:01:57.000 --> 00:02:00.000]  所以當時「恩信清義」就被高舉了
[00:02:00.000 --> 00:02:03.000]  其實背後人需要「清義」是很簡單的
[00:02:03.000 --> 00:02:06.000]  因為人有罪,要去解決
[00:02:06.000 --> 00:02:08.000]  不同的宗教很多時候都是面對著一個很重要的問題
[00:02:08.000 --> 00:02:12.000]  就是人怎麼解決生命、生活的問題
[00:02:12.000 --> 00:02:16.000]  人很努力想跳開或者離開自己的生活
[00:02:16.000 --> 00:02:18.000]  意思就是人很想去超脫
[00:02:18.000 --> 00:02:22.000]  人很想不再在生活的限制當中糾纏
[00:02:22.000 --> 00:02:24.000]  可能今天我們也是
[00:02:24.000 --> 00:02:26.000]  我們都很想去超脫
[00:02:26.000 --> 00:02:28.000]  簡單說就是很想脫下口罩
[00:02:28.000 --> 00:02:31.000]  很想再一次自由地去世界各地旅行
[00:02:31.000 --> 00:02:35.000]  很想離開一種很苦悶、很納悶的生活
[00:02:35.000 --> 00:02:39.000]  更重要就是我們可能發現人有很多的限制
[00:02:39.000 --> 00:02:40.000]  人有很多的罪
[00:02:40.000 --> 00:02:42.000]  很想在罪裡面能夠超脫
[00:02:42.000 --> 00:02:44.000]  所以要解決罪的問題
[00:02:44.000 --> 00:02:46.000]  往往是所有宗教或者大部分宗教
[00:02:46.000 --> 00:02:49.000]  都是很直接要面對的問題
[00:02:49.000 --> 00:02:51.000]  當然基督信仰同樣一樣
[00:02:51.000 --> 00:02:54.000]  所以特別更要提到人有原罪的問題
[00:02:54.000 --> 00:02:57.000]  所以無論如何你做得多厲害、多努力都好
[00:02:57.000 --> 00:02:59.000]  你沒辦法解決自己罪的問題
[00:02:59.000 --> 00:03:01.000]  唯有懇求上帝的恩典
[00:03:01.000 --> 00:03:03.000]  所以「恩信清義」這個描述
[00:03:03.000 --> 00:03:06.000]  當時就成為一個很重要的人
[00:03:06.000 --> 00:03:08.000]  去再一次思考信仰
[00:03:08.000 --> 00:03:11.000]  去再一次思考究竟我們信仰的核心是什麼
[00:03:11.000 --> 00:03:13.000]  大家記不記得在馬丁路德的時候
[00:03:13.000 --> 00:03:16.000]  有一個叫做「贖罪卷」的事件
[00:03:16.000 --> 00:03:17.000]  大家都聽過了
[00:03:17.000 --> 00:03:18.000]  「贖罪卷」是什麼呢?
[00:03:18.000 --> 00:03:21.000]  其實當時教會有一個傳統的想法
[00:03:21.000 --> 00:03:23.000]  他們覺得人死了之後
[00:03:23.000 --> 00:03:24.000]  因為人有很多的罪
[00:03:24.000 --> 00:03:26.000]  就算你怎麼認都可能認不完
[00:03:26.000 --> 00:03:28.000]  或者你怎麼做努力的功勞都好
[00:03:28.000 --> 00:03:29.000]  都抵消不完
[00:03:29.000 --> 00:03:31.000]  死了之後都可能還帶少少的罪
[00:03:31.000 --> 00:03:32.000]  那怎麼辦呢?
[00:03:32.000 --> 00:03:36.000]  人怎麼能夠上到天國裡面見上帝的面呢?
[00:03:36.000 --> 00:03:38.000]  唯有去到一個地方叫做「煉獄」
[00:03:38.000 --> 00:03:41.000]  就是人死後和上天國中間的一個空間
[00:03:41.000 --> 00:03:45.000]  這個空間你就可以在當中繼續訓練、鍛煉、磨煉、熬煉
[00:03:45.000 --> 00:03:48.000]  以至能夠清洗所有的罪
[00:03:48.000 --> 00:03:51.000]  這個煉獄當然是人去想像出來
[00:03:51.000 --> 00:03:53.000]  《聖經》裡面沒有說過這個東西
[00:03:53.000 --> 00:03:55.000]  但是當時的傳統教會就很深信有這個需要
[00:03:55.000 --> 00:03:57.000]  所以人要努力
[00:03:57.000 --> 00:03:59.000]  這個努力不單止是在世的努力
[00:03:59.000 --> 00:04:02.000]  更要為在煉獄裡面的日子努力
[00:04:02.000 --> 00:04:04.000]  所以在世的時候最好就預備好
[00:04:04.000 --> 00:04:07.000]  以至你在煉獄的時候就能夠有更多的
[00:04:07.000 --> 00:04:11.000]  更快的去完成你煉獄的過程
[00:04:11.000 --> 00:04:14.000]  所以開始當時教會就用一些叫做「贖罪卷」的方式
[00:04:14.000 --> 00:04:16.000]  去表達他們的信仰
[00:04:16.000 --> 00:04:18.000]  其實都不是完全錯的
[00:04:18.000 --> 00:04:19.000]  人有時候都要被提醒
[00:04:19.000 --> 00:04:21.000]  人有罪要去預備的
[00:04:21.000 --> 00:04:22.000]  又或者反過來這麼說
[00:04:22.000 --> 00:04:23.000]  當你犯罪之後
[00:04:23.000 --> 00:04:25.000]  其實你應該有回報
[00:04:25.000 --> 00:04:27.000]  這個回報可能是一些懲罰
[00:04:27.000 --> 00:04:28.000]  或者一些的善行
[00:04:28.000 --> 00:04:30.000]  以去表明你的認罪
[00:04:30.000 --> 00:04:35.000]  所以傳統的教會當人去到神職人員面前去告解之後
[00:04:35.000 --> 00:04:38.000]  通常告解負責的那位神職人員就會叫你
[00:04:38.000 --> 00:04:40.000]  你回去做點事情吧
[00:04:40.000 --> 00:04:41.000]  你回去祈禱吧
[00:04:41.000 --> 00:04:42.000]  你回去幫人吧
[00:04:42.000 --> 00:04:43.000]  你捐錢吧
[00:04:43.000 --> 00:04:47.000]  你做一些事情代表你要去改過的決心
[00:04:47.000 --> 00:04:48.000]  這個都是很重要的
[00:04:48.000 --> 00:04:51.000]  但是當這一種描述去到極致
[00:04:51.000 --> 00:04:53.000]  就是說你無論如何都會犯罪的
[00:04:53.000 --> 00:04:55.000]  就算你今天的罪認了
[00:04:55.000 --> 00:04:56.000]  解決了
[00:04:56.000 --> 00:04:57.000]  你明天都會犯的
[00:04:57.000 --> 00:05:00.000]  先儲存吧,先買套票吧
[00:05:00.000 --> 00:05:02.000]  好像我們預購那樣
[00:05:02.000 --> 00:05:04.000]  先買Token吧
[00:05:04.000 --> 00:05:05.000]  你遲早都會犯的
[00:05:05.000 --> 00:05:06.000]  先捐錢吧
[00:05:06.000 --> 00:05:08.000]  贖罪券就是這樣慢慢衍生而來
[00:05:08.000 --> 00:05:10.000]  是為你未來的罪
[00:05:10.000 --> 00:05:12.000]  為你在煉獄裡面受的苦等等
[00:05:12.000 --> 00:05:14.000]  先儲存吧
[00:05:14.000 --> 00:05:15.000]  甚至到一個地步
[00:05:15.000 --> 00:05:16.000]  不止你自己儲存
[00:05:16.000 --> 00:05:18.000]  你做多點好事就儲存旁邊那個
[00:05:18.000 --> 00:05:20.000]  甚至儲存你家人朋友
[00:05:20.000 --> 00:05:23.000]  甚至過世的先人你都可以幫他儲存的
[00:05:23.000 --> 00:05:25.000]  教會就用這個方法
[00:05:25.000 --> 00:05:27.000]  賣了很多很多的贖罪券
[00:05:27.000 --> 00:05:29.000]  賺了很多的錢
