
[00:00:00.000 --> 00:00:02.000]  今天是什麼日子啊
[00:00:02.000 --> 00:00:04.000]  父親節
[00:00:04.000 --> 00:00:06.000]  哈雷路亞
[00:00:06.000 --> 00:00:08.000]  今天我要跟各位分享一個訊息
[00:00:08.000 --> 00:00:10.000]  叫做阿爸
[00:00:10.000 --> 00:00:12.000]  是男人最尊貴的名字
[00:00:12.000 --> 00:00:14.000]  我不知道
[00:00:14.000 --> 00:00:16.000]  我們在座的男士們
[00:00:16.000 --> 00:00:18.000]  有的是
[00:00:18.000 --> 00:00:20.000]  博士頭銜
[00:00:20.000 --> 00:00:22.000]  有的是碩士頭銜
[00:00:22.000 --> 00:00:24.000]  有的是董事長頭銜
[00:00:24.000 --> 00:00:26.000]  有的是總經理頭銜
[00:00:26.000 --> 00:00:28.000]  有的是什麼頭銜
[00:00:28.000 --> 00:00:30.000]  總統頭銜
[00:00:30.000 --> 00:00:32.000]  或什麼
[00:00:32.000 --> 00:00:34.000]  但是我認為男人最尊貴的名字
[00:00:34.000 --> 00:00:36.000]  就是阿爸
[00:00:36.000 --> 00:00:38.000]  哈雷路亞
[00:00:38.000 --> 00:00:40.000]  今天是父親節
[00:00:40.000 --> 00:00:42.000]  他是1909年的時候
[00:00:42.000 --> 00:00:44.000]  實際上跟我們
[00:00:44.000 --> 00:00:46.000]  華盛頓州很有關係
[00:00:46.000 --> 00:00:48.000]  是從斯珀堪
[00:00:48.000 --> 00:00:50.000]  有一個姐妹叫做
[00:00:50.000 --> 00:00:52.000]  Mrs. Dodd
[00:00:52.000 --> 00:00:54.000]  杜德女士
[00:00:54.000 --> 00:00:56.000]  她為了要紀念她的父親
[00:00:56.000 --> 00:00:58.000]  所以她就開始推動
[00:00:58.000 --> 00:01:00.000]  先從教會裡面推動
[00:01:00.000 --> 00:01:02.000]  到了1910年
[00:01:02.000 --> 00:01:04.000]  整個華州議會通過
[00:01:04.000 --> 00:01:06.000]  父親節
[00:01:06.000 --> 00:01:08.000]  就是六月第三個主日
[00:01:08.000 --> 00:01:10.000]  到了1970年
[00:01:10.000 --> 00:01:12.000]  尼克森總統簽署立法
[00:01:12.000 --> 00:01:14.000]  在國會裡面通過了
[00:01:14.000 --> 00:01:16.000]  所以就有了父親節了
[00:01:16.000 --> 00:01:18.000]  我們台灣是在
[00:01:18.000 --> 00:01:20.000]  八月八號因為爸爸節
[00:01:20.000 --> 00:01:22.000]  但是全世界
[00:01:22.000 --> 00:01:24.000]  各地都是六月第三個主日
[00:01:24.000 --> 00:01:26.000]  叫做父親節
[00:01:26.000 --> 00:01:28.000]  爸爸節
[00:01:28.000 --> 00:01:30.000]  第一次
[00:01:30.000 --> 00:01:32.000]  第一個父親節的時候
[00:01:32.000 --> 00:01:36.000]  每個人要戴一朵玫瑰花
[00:01:36.000 --> 00:01:38.000]  如果您的父親還在的話
[00:01:38.000 --> 00:01:40.000]  你戴一朵紅的玫瑰花
[00:01:40.000 --> 00:01:42.000]  如果你父親
[00:01:42.000 --> 00:01:44.000]  已經走了的話
[00:01:44.000 --> 00:01:46.000]  你就戴一朵白的玫瑰花
[00:01:46.000 --> 00:01:48.000]  一直流傳到現在
[00:01:48.000 --> 00:01:50.000]  從母親節來比
[00:01:50.000 --> 00:01:52.000]  父親節就遜色很多了
[00:01:52.000 --> 00:01:54.000]  是不是
[00:01:54.000 --> 00:01:56.000]  我有一次看
[00:01:56.000 --> 00:01:58.000]  discovery channel
[00:01:58.000 --> 00:02:00.000]  他講
[00:02:00.000 --> 00:02:02.000]  母獅子在打獵
[00:02:02.000 --> 00:02:04.000]  公獅子在樹底下
[00:02:04.000 --> 00:02:06.000]  睡懶覺
[00:02:06.000 --> 00:02:08.000]  公獅子不打獵
[00:02:08.000 --> 00:02:10.000]  真的是不好意思
[00:02:10.000 --> 00:02:12.000]  母獅子辛辛苦苦
[00:02:12.000 --> 00:02:14.000]  打到一隻羚羊的時候
[00:02:14.000 --> 00:02:16.000]  但是忽然間
[00:02:16.000 --> 00:02:18.000]  就是豺狼
[00:02:18.000 --> 00:02:20.000]  成群絕對就圍上來
[00:02:20.000 --> 00:02:22.000]  叫來搶獵物
[00:02:22.000 --> 00:02:24.000]  當然
[00:02:24.000 --> 00:02:26.000]  母獅子打不過豺狼
[00:02:26.000 --> 00:02:28.000]  豺狼大群的
[00:02:28.000 --> 00:02:30.000]  眼睜睜的母獅子退下來的時候
[00:02:30.000 --> 00:02:32.000]  眼睜睜的狩獵的物
[00:02:32.000 --> 00:02:34.000]  要被拿走的時候
[00:02:34.000 --> 00:02:36.000]  忽然間哇的一聲
[00:02:36.000 --> 00:02:38.000]  一隻公獅子跳進來了
[00:02:38.000 --> 00:02:40.000]  一口咬了兩隻豺狼
[00:02:40.000 --> 00:02:42.000]  那豺狼
[00:02:42.000 --> 00:02:44.000]  通通跑光
[00:02:44.000 --> 00:02:46.000]  大家又進來吃了
[00:02:46.000 --> 00:02:48.000]  使我的信心大增
[00:02:48.000 --> 00:02:50.000]  原來公獅子
[00:02:50.000 --> 00:02:52.000]  原來我們的阿爸
[00:02:52.000 --> 00:02:54.000]  原來我們的父親
[00:02:54.000 --> 00:02:56.000]  他有他的用處
[00:02:56.000 --> 00:02:58.000]  原來我們的父親
[00:02:58.000 --> 00:03:00.000]  在我們的生命中
[00:03:00.000 --> 00:03:02.000]  他是被我們所需要的
[00:03:02.000 --> 00:03:04.000]  神創造他
[00:03:04.000 --> 00:03:06.000]  給他一個
[00:03:06.000 --> 00:03:08.000]  賦予他一個天職
[00:03:08.000 --> 00:03:10.000]  那個角色
[00:03:10.000 --> 00:03:12.000]  是沒有人能夠取代的
[00:03:12.000 --> 00:03:14.000]  母親節比較
[00:03:14.000 --> 00:03:16.000]  多人慶祝
[00:03:16.000 --> 00:03:18.000]  父親節就少人慶祝
[00:03:18.000 --> 00:03:20.000]  不是說父親不好
[00:03:20.000 --> 00:03:22.000]  而是說角色不同
[00:03:22.000 --> 00:03:24.000]  是不是
[00:03:24.000 --> 00:03:26.000]  我們常常講現代的父親
[00:03:26.000 --> 00:03:28.000]  被我們要求的很高
[00:03:28.000 --> 00:03:30.000]  在家裡面
[00:03:30.000 --> 00:03:32.000]  有的時候我們講
[00:03:32.000 --> 00:03:34.000]  我們的父親要怎麼樣
[00:03:34.000 --> 00:03:36.000]  五項全能
[00:03:36.000 --> 00:03:38.000]  就是說薪水要全部交出來
[00:03:38.000 --> 00:03:40.000]  我一直都是這麼樣
[00:03:40.000 --> 00:03:42.000]  我做事做了這麼多年
[00:03:42.000 --> 00:03:44.000]  我沒有credit
[00:03:44.000 --> 00:03:46.000]  你知道嗎
[00:03:46.000 --> 00:03:48.000]  我家裡面我太太
[00:03:48.000 --> 00:03:50.000]  你去查她的credit
[00:03:50.000 --> 00:03:52.000]  她那個信用調查
[00:03:52.000 --> 00:03:54.000]  哎呀那個分數高的
[00:03:54.000 --> 00:03:56.000]  查我是零
[00:03:56.000 --> 00:03:58.000]  我沒有credit
[00:03:58.000 --> 00:04:00.000]  我也不花錢
[00:04:00.000 --> 00:04:02.000]  我只賺錢
[00:04:02.000 --> 00:04:04.000]  我也不用信用卡
[00:04:04.000 --> 00:04:06.000]  都是他給我個二十塊
[00:04:06.000 --> 00:04:08.000]  我就用他一個月
[00:04:08.000 --> 00:04:10.000]  然後父親不但是薪水全部要交出來
[00:04:10.000 --> 00:04:12.000]  家事事全部都要做
[00:04:12.000 --> 00:04:14.000]  我有嗓哀的男人特別厲害
[00:04:14.000 --> 00:04:16.000]  連炒菜都自己做
