
[00:00:00.000 --> 00:00:01.160]  《撒加利亞書》
[00:00:01.160 --> 00:00:06.080]  《撒加利亞書》是《十二仙之書》裏的第十一卷
[00:00:06.080 --> 00:00:07.680]  就是尾二那一卷
[00:00:07.680 --> 00:00:10.000]  一共是十四章的書
[00:00:10.000 --> 00:00:12.000]  是二百十一節的經文
[00:00:12.000 --> 00:00:14.560]  在這《十二仙之書》裏
[00:00:14.560 --> 00:00:18.120]  《撒加利亞書》被認為是最難解釋的一部書
[00:00:18.120 --> 00:00:22.000]  當我知道要講《十二仙之書》的時候
[00:00:22.000 --> 00:00:25.080]  最令我頭痛的一部書就是《撒加利亞書》
[00:00:25.080 --> 00:00:28.400]  原因不是因為解釋的問題
[00:00:28.720 --> 00:00:32.520]  在這個系列我們說我們是用聖經來解釋聖經
[00:00:32.520 --> 00:00:36.120]  我們是用經文的結構來解釋經文
[00:00:36.120 --> 00:00:39.480]  我們是用新約的使徒
[00:00:39.480 --> 00:00:42.760]  怎樣引用《十二仙之書》來解經
[00:00:42.760 --> 00:00:46.640]  因為新約的使徒都有聖靈的密使
[00:00:46.640 --> 00:00:50.520]  所以我們照著他們引用《十二仙之書》的方向
[00:00:50.520 --> 00:00:53.920]  來解經的話就一定不會解錯
[00:00:53.920 --> 00:00:57.480]  甚至我們說連同作者的名字
[00:00:57.480 --> 00:00:59.800]  都可以幫助我們明白經文
[00:00:59.800 --> 00:01:01.760]  如果是這樣的話
[00:01:01.760 --> 00:01:04.560]  我們就不是靠自己的智慧來解經
[00:01:04.560 --> 00:01:07.720]  我們相信這樣的解經是絕對的正確
[00:01:07.720 --> 00:01:10.320]  那為什麼我會這麼頭痛呢?
[00:01:10.320 --> 00:01:15.640]  原因就是因為《撒加利亞書》的篇幅
[00:01:15.640 --> 00:01:18.160]  一共是有十四章的經文
[00:01:18.160 --> 00:01:23.040]  那你說《荷西亞書》也有十四章的經文而已
[00:01:23.040 --> 00:01:25.840]  但是《撒加利亞書》有一樣很不同
[00:01:26.000 --> 00:01:29.720]  就是它一開始頭六章的經文
[00:01:29.720 --> 00:01:31.200]  就有八個意象
[00:01:31.200 --> 00:01:34.760]  如果這個時間掌握得不好的話
[00:01:34.760 --> 00:01:37.080]  你只是說這八個意象
[00:01:37.080 --> 00:01:41.040]  相信都已經能夠用完整篇讀的時間
[00:01:41.040 --> 00:01:44.200]  但是有一樣就是《撒加利亞書》
[00:01:44.200 --> 00:01:47.320]  和《哈蓋書》的背景是一模一樣
[00:01:47.320 --> 00:01:51.040]  都是有關猶太人回歸之後的事
[00:01:51.880 --> 00:01:56.640]  所以如果你想知道《撒加利亞書》的背景
[00:01:56.640 --> 00:02:00.440]  你可以去聽我講《哈蓋書》的背景
[00:02:00.440 --> 00:02:01.560]  應該是一模一樣
[00:02:01.560 --> 00:02:08.760]  在《哈蓋書》神叫哈蓋先知去鼓勵以色列人重建聖殿
[00:02:08.760 --> 00:02:10.840]  而在這裡《撒加利亞書》
[00:02:10.840 --> 00:02:14.360]  就是神叫撒加利亞先知去安慰以色列人
[00:02:14.360 --> 00:02:17.040]  而撒加利亞先知的名字
[00:02:17.040 --> 00:02:19.800]  就是「神記得 神紀念」
[00:02:22.160 --> 00:02:25.240]  在這裡《撒加利亞書》一開始一章一節
[00:02:25.240 --> 00:02:28.680]  經文就說「大利烏王第二年八月」
[00:02:28.680 --> 00:02:32.240]  而胡話的說「臨到亦多的孫子
[00:02:32.240 --> 00:02:35.880]  比利加的兒子先知撒加利亞說」
[00:02:35.880 --> 00:02:38.520]  我們看到時間上來說
[00:02:38.520 --> 00:02:41.280]  是和《哈蓋書》是一模一樣
[00:02:41.280 --> 00:02:44.760]  都是在這裡大利烏王第二年所發生的事
[00:02:44.760 --> 00:02:49.840]  但是《撒加利亞書》就要比《哈蓋書》遲了兩個月
[00:02:51.160 --> 00:02:53.800]  很多歷史學家都認為
[00:02:53.800 --> 00:02:56.120]  聖經學者都認為
[00:02:56.120 --> 00:02:59.440]  撒加利亞的父親可能一早就死了
[00:02:59.440 --> 00:03:03.360]  所以很多時候在聖經裡面提到撒加利亞先知
[00:03:03.360 --> 00:03:06.800]  都會提到他的祖父亦多
[00:03:06.800 --> 00:03:10.080]  而他祖父亦多也是一位祭司
[00:03:10.080 --> 00:03:13.240]  根據《尼西米記》十二章所說
[00:03:13.240 --> 00:03:17.480]  而撒加利亞先知本身就是有雙重的身份
[00:03:17.480 --> 00:03:20.040]  他是先知也是祭司
[00:03:20.520 --> 00:03:23.720]  就好像耶利米和以西傑一樣
[00:03:23.720 --> 00:03:27.400]  撒加利亞的祖父亦多
[00:03:27.400 --> 00:03:31.600]  他名字的意思就是耶和華在適當的時候
[00:03:31.600 --> 00:03:35.640]  而比利加他爸爸名字的意思
[00:03:35.640 --> 00:03:37.720]  就是耶和華祝福
[00:03:37.720 --> 00:03:43.600]  將他們三代人的名字加在一起就非常有意思
[00:03:43.600 --> 00:03:46.560]  就是耶和華在適當的時候
[00:03:46.560 --> 00:03:49.600]  他會紀念、他會記得
[00:03:49.760 --> 00:03:51.200]  並且祝福
[00:03:51.200 --> 00:03:57.000]  撒加利亞這個名字是非常普遍
[00:03:57.000 --> 00:04:01.640]  在舊約差不多有三十個人的名字叫做撒加利亞
[00:04:01.640 --> 00:04:04.080]  這個也是原因
[00:04:04.080 --> 00:04:07.440]  為什麼有很多的聖經學者都爭論不休
[00:04:07.440 --> 00:04:12.200]  究竟撒加利亞書是由多少個撒加利亞人寫成
[00:04:12.200 --> 00:04:17.840]  他們認為撒加利亞書起碼有三位撒加利亞先知來寫成
[00:04:18.640 --> 00:04:20.240]  但我們稍後會看到
[00:04:20.240 --> 00:04:24.760]  撒加利亞書是有一個非常精彩的首尾結構
[00:04:24.760 --> 00:04:27.280]  由一章到十四章
[00:04:27.280 --> 00:04:29.600]  全部書都是一個首尾結構
[00:04:29.600 --> 00:04:33.080]  如果是由不同的撒加利亞人寫成的話
[00:04:33.080 --> 00:04:36.440]  這幾個作者是要有很密切
[00:04:36.440 --> 00:04:41.480]  要很同心來合作才能夠寫到一個這樣的首尾結構
[00:04:41.480 --> 00:04:45.120]  我相信這樣的機會是非常非常美
[00:04:45.280 --> 00:04:49.160]  我絕對相信撒加利亞書只有一位的作者
[00:04:49.160 --> 00:04:51.720]  而最大的證明
[00:04:51.720 --> 00:04:57.240]  就是有一位作者相信是出自耶穌基督自己的口
[00:04:57.240 --> 00:05:01.160]  在馬太福音二十三章三十五節
[00:05:01.160 --> 00:05:02.360]  耶穌基督說
[00:05:02.360 --> 00:05:07.400]  叫世上所流二人的血都歸到你們的身上
[00:05:07.400 --> 00:05:09.640]  從二人阿伯的血起
[00:05:09.640 --> 00:05:14.880]  直到你們在殿和壇中間所殺的巴拉迦的兒子
[00:05:14.960 --> 00:05:17.560]  撒加利亞的血為止
[00:05:17.560 --> 00:05:21.040]  我們看到耶穌基督說
[00:05:21.040 --> 00:05:24.320]  這位撒加利亞先知是死在聖殿
[00:05:24.320 --> 00:05:29.000]  而根據猶太人的經典Targum
[00:05:29.000 --> 00:05:31.160]  這一部經典著作
[00:05:31.160 --> 00:05:35.120]  他們都說這位撒加利亞先知是死在聖殿
[00:05:35.120 --> 00:05:39.280]  但是有很多的聖經學者他們就懷疑
[00:05:39.280 --> 00:05:42.320]  他們說耶穌基督所說的這位撒加利亞
[00:05:42.480 --> 00:05:45.080]  不是寫撒加利亞書的那一位
[00:05:45.080 --> 00:05:51.080]  而是在猶大王約阿斯的時候的一位撒加利亞
[00:05:51.080 --> 00:05:55.480]  但是那位撒加利亞雖然也是死在聖殿
[00:05:55.480 --> 00:05:57.640]  但是他的父親的名字
[00:05:57.640 --> 00:06:02.000]  就是父親是祭司耶和耶大
[00:06:02.000 --> 00:06:05.360]  而不是耶穌基督所說的
[00:06:05.360 --> 00:06:08.040]  他的父親叫做巴拉巴
[00:06:08.560 --> 00:06:12.640]  巴拉巴其實是和我們今天的主角撒加利亞先知
