
[00:00:00.000 --> 00:00:02.000]  我們一同低頭禱告
[00:00:02.000 --> 00:00:05.000]  天父我們這個時候一同聚集
[00:00:05.000 --> 00:00:10.000]  你不單止給我們在環境上有這個自由
[00:00:10.000 --> 00:00:14.000]  更加求主讓我們心靈中間得到真正的自由
[00:00:14.000 --> 00:00:16.000]  讓我們到你面前來的敬拜
[00:00:16.000 --> 00:00:18.000]  能夠蒙你的月立
[00:00:18.000 --> 00:00:21.000]  願我們每個人無論是口裏的言語
[00:00:21.000 --> 00:00:24.000]  心裏的意念都能夠蒙月立
[00:00:24.000 --> 00:00:27.000]  更加使我們眾人在你面前
[00:00:27.000 --> 00:00:30.000]  不單止蒙福更加能夠與人分享
[00:00:30.000 --> 00:00:31.000]  你給我們福氣
[00:00:31.000 --> 00:00:33.000]  願一切榮耀歸於你
[00:00:33.000 --> 00:00:34.000]  所以聽我們的禱告
[00:00:34.000 --> 00:00:36.000]  奉耶穌明治祈求
[00:00:36.000 --> 00:00:39.000]  教會今年訂了蒙召與使命
[00:00:39.000 --> 00:00:44.000]  我想在上半年和大家講到關於蒙召的問題
[00:00:44.000 --> 00:00:46.000]  蒙召是每一個基督徒
[00:00:46.000 --> 00:00:51.000]  蒙召之後的人就是成為神家裏面的人
[00:00:51.000 --> 00:00:54.000]  就是成為神的教會裏面的分子
[00:00:54.000 --> 00:00:58.000]  當我們成為神的兒女
[00:00:58.000 --> 00:01:02.000]  其實詩篇二十三篇講到我們是靈魂蘇醒
[00:01:02.000 --> 00:01:06.000]  這句字句不是一個描繪得很好聽的字句
[00:01:06.000 --> 00:01:07.000]  靈魂蘇醒就是說
[00:01:07.000 --> 00:01:08.000]  本來我們一天睡一覺
[00:01:08.000 --> 00:01:09.000]  一天死了
[00:01:09.000 --> 00:01:10.000]  不過呢
[00:01:10.000 --> 00:01:13.000]  因著耶穌基督的救贖
[00:01:13.000 --> 00:01:16.000]  聽到神的話語
[00:01:16.000 --> 00:01:19.000]  和我們願意相信
[00:01:19.000 --> 00:01:20.000]  你不相信
[00:01:20.000 --> 00:01:23.000]  這些救恩和你沒有關係的
[00:01:23.000 --> 00:01:25.000]  相信了之後的人
[00:01:25.000 --> 00:01:27.000]  在這個世界裏面
[00:01:27.000 --> 00:01:29.000]  我們就正經說
[00:01:29.000 --> 00:01:31.000]  我們仍然是一個舊人
[00:01:31.000 --> 00:01:35.000]  不過人在基督耶穌裏面
[00:01:35.000 --> 00:01:37.000]  就成為新造的人
[00:01:37.000 --> 00:01:39.000]  劉尚飛的新造的人
