
[00:00:00.000 --> 00:00:01.720]  都讓我們一起有個禱告
[00:00:01.720 --> 00:00:05.440]  天父,我們感謝祢,讓我們一起去敬拜祢
[00:00:05.440 --> 00:00:07.080]  去親近祢,在祢的裡面
[00:00:07.080 --> 00:00:09.600]  讓我們的靈,真的可以重新得力
[00:00:09.600 --> 00:00:12.320]  願祢都是要我們同在,對我們講說話
[00:00:12.320 --> 00:00:14.720]  我們禱告奉教主耶穌基督的名
[00:00:14.720 --> 00:00:16.120]  是嗎?
[00:00:16.120 --> 00:00:20.480]  好,今天我們已經進入了第三季的季度
[00:00:20.480 --> 00:00:21.720]  更新的侍奉
[00:00:21.720 --> 00:00:23.800]  都講了一兩講
[00:00:23.800 --> 00:00:27.920]  今天我就不是想在侍奉的terms裡面
[00:00:27.920 --> 00:00:29.400]  來打轉
[00:00:29.400 --> 00:00:31.600]  因為很多時候
[00:00:31.600 --> 00:00:33.040]  都見到頂接很外在
[00:00:33.040 --> 00:00:35.720]  大家都很努力去侍奉
[00:00:35.720 --> 00:00:38.720]  但其實在聖經裡面,講的是侍奉
[00:00:38.720 --> 00:00:42.640]  除了我們在崗位上去服侍主之外
[00:00:42.640 --> 00:00:46.640]  其實侍奉是講述一個敬拜的生活
[00:00:46.640 --> 00:00:49.520]  因為摩西大令二世代人
[00:00:49.520 --> 00:00:51.480]  出了埃及的時候跟法老說
[00:00:51.480 --> 00:00:54.320]  我們要出去侍奉耶和華
[00:00:54.320 --> 00:00:56.320]  其實那個意思是
[00:00:56.320 --> 00:00:58.840]  我們要出去成為一個群體
[00:00:58.840 --> 00:01:01.320]  來去敬拜耶和華
[00:01:01.320 --> 00:01:03.440]  以耶和華為我們的神
[00:01:03.440 --> 00:01:05.440]  我們相信神是靈
[00:01:05.440 --> 00:01:08.080]  所以當我們去敬拜祂的時候
[00:01:08.080 --> 00:01:12.280]  我們是需要用心靈和誠實去敬拜主
[00:01:12.280 --> 00:01:14.600]  但我喜歡另一個更好的翻譯
[00:01:14.600 --> 00:01:18.560]  他說我需要用聖靈和真理
[00:01:18.560 --> 00:01:20.640]  去敬拜我們的上帝
[00:01:20.640 --> 00:01:23.280]  所以今天我們講的題目是
[00:01:23.280 --> 00:01:25.560]  提升我們靈的時候
[00:01:25.560 --> 00:01:27.360]  實際上是靈界的時候
[00:01:27.360 --> 00:01:31.080]  我們都願意聖靈在當中幫助我們
[00:01:31.080 --> 00:01:33.560]  讓我們懂得怎樣用我們的生命
[00:01:33.560 --> 00:01:36.120]  去敬拜祂和侍奉祂
[00:01:36.120 --> 00:01:39.960]  很多時候覺得自己是熱心或是愛主
[00:01:39.960 --> 00:01:42.600]  很多時候都在想自己有沒有做事
[00:01:42.600 --> 00:01:43.840]  是不是?
[00:01:43.840 --> 00:01:44.600]  是不是這樣說?
[00:01:44.600 --> 00:01:47.200]  就是覺得有侍奉,有崗位
[00:01:47.200 --> 00:01:49.920]  我們就覺得自己好像好一點
[00:01:49.920 --> 00:01:51.360]  但當我們有時候覺得
[00:01:51.360 --> 00:01:53.440]  我們沒有什麼崗位的時候
[00:01:53.440 --> 00:01:57.760]  我們就覺得自己好像不是那麼熱心愛主
[00:01:57.760 --> 00:01:59.800]  跟旁邊的人說
[00:01:59.800 --> 00:02:05.120]  你是比你做的事更重要的
[00:02:05.120 --> 00:02:07.920]  是的,聽我講書,知道這是我的口頭禪
[00:02:07.920 --> 00:02:10.400]  Being 是大過 doing 的
[00:02:10.400 --> 00:02:12.040]  簡單個比喻就很明白
[00:02:12.040 --> 00:02:14.440]  做父母很多,是嗎?中學那些
[00:02:14.440 --> 00:02:18.720]  小朋友經常都會做一些小禮物給我們
[00:02:18.720 --> 00:02:21.200]  到他長大後,他們孝順,他們有錢
[00:02:21.200 --> 00:02:22.880]  他們都會買東西給你
[00:02:22.880 --> 00:02:25.040]  我都感恩,女兒長大了
[00:02:25.040 --> 00:02:29.640]  我都收到頗名貴的母親節禮物
[00:02:29.640 --> 00:02:32.560]  但你問我,最上心的
[00:02:32.560 --> 00:02:36.360]  仍然是在我辦公室電腦黏著的
[00:02:36.360 --> 00:02:39.160]  那些一張一張的小紙
[00:02:39.160 --> 00:02:41.120]  那些畫一隻牛,變成一隻豬
[00:02:41.120 --> 00:02:42.880]  不知道是什麼款式的
[00:02:42.880 --> 00:02:44.600]  但是一張一張小紙
[00:02:44.600 --> 00:02:47.320]  裡面寫著「媽媽我愛你」
[00:02:47.320 --> 00:02:49.520]  「媽媽 I love you」那些
[00:02:49.520 --> 00:02:54.280]  很小的畫公仔在辦公室看我工作的時候
[00:02:54.280 --> 00:02:55.960]  他所放下的那些
[00:02:55.960 --> 00:02:58.840]  你問我,那些是更加珍貴的
[00:02:58.840 --> 00:03:02.440]  原因是,很感動那一刻
[00:03:02.440 --> 00:03:04.680]  一個很天真萬萬的小朋友
[00:03:04.680 --> 00:03:08.640]  他的心裡面,只是有媽媽
[00:03:08.640 --> 00:03:11.760]  所以我相信,當我們說我們去敬拜主
[00:03:11.760 --> 00:03:13.880]  我們去侍奉主的時候
[00:03:13.880 --> 00:03:17.880]  不要想著你手所作的功
[00:03:17.880 --> 00:03:21.360]  因為我們的生命
[00:03:21.360 --> 00:03:24.840]  才是上帝所作的功
[00:03:24.840 --> 00:03:29.960]  同格里納說,要用生命來侍奉你的神
[00:03:29.960 --> 00:03:32.560]  所以當我們說我們要去講更生的時候
[00:03:32.560 --> 00:03:35.680]  當中是基督教常用的詞語
[00:03:35.680 --> 00:03:37.840]  當中的意味就是復興
[00:03:37.840 --> 00:03:40.320]  就是說你曾經有一個很好的狀態
[00:03:40.320 --> 00:03:41.440]  現在好像有點弱
[00:03:41.440 --> 00:03:44.680]  你又想重新再一次地去點燃
[00:03:44.680 --> 00:03:47.320]  又或者經常覺得更生的意思
[00:03:47.320 --> 00:03:49.320]  給我們的感覺是有盼望的
[00:03:49.320 --> 00:03:52.080]  因為我們想永遠保持年輕
[00:03:52.080 --> 00:03:53.360]  女士們就知道的
[00:03:53.360 --> 00:03:55.600]  日茶夜茶,日搓夜搓
[00:03:55.600 --> 00:04:00.080]  其實就是希望皮膚繼續是又白又滑的
[00:04:00.080 --> 00:04:02.000]  其實這個心意是好的
[00:04:02.000 --> 00:04:05.280]  我們的神,都是永遠保持年輕的
[00:04:05.280 --> 00:04:07.080]  祂很喜歡所有的東西
[00:04:07.080 --> 00:04:10.240]  都是一次比一次更加的好
[00:04:10.240 --> 00:04:13.400]  但自然的裡面,我們看到其實我們有四季
[00:04:13.400 --> 00:04:15.720]  四季的花草樹木
[00:04:15.720 --> 00:04:17.440]  各方面都是有改變
[00:04:17.440 --> 00:04:19.840]  但是各有各的美色
