
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹主內平安
[00:00:02.000 --> 00:00:04.800]  讓我們先一同同心祈禱
[00:00:04.800 --> 00:00:06.800]  再主我們感謝讚美祢
[00:00:06.800 --> 00:00:10.000]  多謝祢在今天的早上去焦聚我們
[00:00:10.000 --> 00:00:13.200]  讓我們可以一同去聆聽祢的話語
[00:00:13.200 --> 00:00:15.800]  主在世間無論聽的講的
[00:00:15.800 --> 00:00:19.000]  願祢的話語都成為我們生命的提醒
[00:00:19.000 --> 00:00:21.000]  特別讓我們在將臨期
[00:00:21.000 --> 00:00:22.600]  讓我們去思考
[00:00:22.600 --> 00:00:25.000]  主在祢呼召我們的心意
[00:00:25.000 --> 00:00:26.400]  主在我們這樣禱告
[00:00:26.400 --> 00:00:29.200]  是奉靠主耶穌基督得聖名字祈求
[00:00:29.200 --> 00:00:30.400]  阿們
[00:00:30.400 --> 00:00:33.400]  今天是將臨期的第三個主日
[00:00:33.400 --> 00:00:36.800]  剛才我們已經點起了第三支蠟燭
[00:00:36.800 --> 00:00:38.400]  喜樂之燭
[00:00:38.400 --> 00:00:40.800]  藉著這一支蠟燭提醒我們
[00:00:40.800 --> 00:00:45.600]  要好像牧羊人聽見主耶穌降生的時候一樣
[00:00:45.600 --> 00:00:47.600]  要是何等喜樂
[00:00:47.600 --> 00:00:49.000]  而在將臨期裏面
[00:00:49.000 --> 00:00:52.400]  除了讓我們好好紀念耶穌出生的同時
[00:00:52.400 --> 00:00:54.800]  更是思考如何好好預備
[00:00:54.800 --> 00:00:57.400]  基督第二次再臨的日子
[00:00:57.400 --> 00:00:59.800]  而今日經文所出現的人物
[00:00:59.800 --> 00:01:03.200]  正正是為耶穌出場前作準備
[00:01:03.200 --> 00:01:05.000]  所以盼望我們今天接著
[00:01:05.000 --> 00:01:09.000]  《約翰福音》一章六兆八節和十九兆二十八節
[00:01:09.000 --> 00:01:10.800]  就是剛才所讀的經文
[00:01:10.800 --> 00:01:12.800]  看看這個將臨期裏面
[00:01:12.800 --> 00:01:14.200]  我們如何思考
[00:01:14.200 --> 00:01:17.000]  耶穌第二次再臨前的預備
[00:01:17.000 --> 00:01:19.800]  對我們帶來甚麼提醒
[00:01:19.800 --> 00:01:25.000]  我們先看看《約翰福音》最開頭那幾節
[00:01:25.000 --> 00:01:28.400]  在《約翰福音》第一章一至五節
[00:01:28.400 --> 00:01:31.000]  開始講起太初有道
[00:01:31.000 --> 00:01:34.000]  道與神同在 道就是神
[00:01:34.000 --> 00:01:36.800]  這道太初與神同在
[00:01:36.800 --> 00:01:41.200]  在元初 在太古 在萬有之先 有道
