
[00:00:00.000 --> 00:00:03.000]  我不知道你參加了這麼久的教會
[00:00:03.000 --> 00:00:05.840]  你對這些有沒有一些共鳴
[00:00:05.840 --> 00:00:08.360]  有時候我發覺在小組裡
[00:00:08.360 --> 00:00:10.560]  我們有時候可能認識了很久
[00:00:10.560 --> 00:00:13.400]  但我們都不是很親密
[00:00:13.400 --> 00:00:15.880]  我們好像有很多事情是無法突破的
[00:00:15.880 --> 00:00:19.480]  我在想其實要一個小組
[00:00:19.480 --> 00:00:21.680]  要一群人能夠凝聚到
[00:00:21.680 --> 00:00:24.200]  要他們能夠有一個很好的關係
[00:00:24.200 --> 00:00:26.000]  要他們建立很深
[00:00:26.000 --> 00:00:28.480]  不單是好,是深的關係
[00:00:28.480 --> 00:00:29.960]  到底有什麼條件呢?
[00:00:29.960 --> 00:00:31.240]  我想到三件事
[00:00:31.240 --> 00:00:35.440]  第一件事最簡單的就是一些真誠的分享
[00:00:35.440 --> 00:00:37.040]  不單是說一下名字
[00:00:37.040 --> 00:00:39.240]  你在哪裡工作,在哪裡讀書
[00:00:39.240 --> 00:00:41.880]  在哪裡上班,信了主多久
[00:00:41.880 --> 00:00:43.160]  家裡有什麼人
[00:00:43.160 --> 00:00:46.280]  可能這些第一次見面你就要說
[00:00:46.280 --> 00:00:48.520]  但一個我經常想
[00:00:48.520 --> 00:00:51.560]  有什麼時候我們有真誠的分享呢
[00:00:51.560 --> 00:00:54.400]  如果以我的經歷
[00:00:54.400 --> 00:00:56.800]  或者我跟其他小組的經歷
[00:00:56.800 --> 00:01:00.840]  如果我們能夠一起去露營,三日兩夜
[00:01:00.840 --> 00:01:03.280]  通常白天的節目是不重要的
[00:01:03.280 --> 00:01:06.440]  OK,十一點後拿著杯麵
[00:01:06.440 --> 00:01:09.400]  大家都很冷,或者大家都睡
[00:01:09.400 --> 00:01:12.560]  在一個很夢幻睡著和沒睡著的時候
[00:01:12.560 --> 00:01:13.800]  你就可以交心了
[00:01:13.800 --> 00:01:16.840]  可能說一下自己有什麼過去
[00:01:16.840 --> 00:01:18.680]  你可以跟別人很真誠的分享
[00:01:18.680 --> 00:01:20.360]  這是第一個步驟
[00:01:20.360 --> 00:01:24.920]  第二個步驟是共度難關
[00:01:24.920 --> 00:01:27.360]  如果你有參加藝行者
[00:01:27.360 --> 00:01:29.080]  你完成了那個比賽
[00:01:29.080 --> 00:01:30.920]  起碼另外那三個人
[00:01:30.920 --> 00:01:34.120]  就跟你一同共度走了一百公里
[00:01:34.120 --> 00:01:36.640]  我們好像一起經歷一些事情
[00:01:36.640 --> 00:01:38.600]  就能夠成為好朋友
[00:01:38.600 --> 00:01:41.400]  除了藝行者有試過短宣隊
[00:01:41.400 --> 00:01:44.400]  我那時候跟Willis他們去短宣
[00:01:44.400 --> 00:01:45.880]  我就跟他說
[00:01:45.880 --> 00:01:50.760]  雖然短宣是六天還是七天,一個星期
[00:01:50.760 --> 00:01:53.960]  但那七天見面的時間的總和
[00:01:53.960 --> 00:01:55.760]  其實比你早一年開的多
[00:01:55.760 --> 00:01:58.280]  就算我當你早上回得頻密
[00:01:58.280 --> 00:02:00.920]  你一個星期都穩定出席
[00:02:00.920 --> 00:02:02.680]  你一個星期見面兩個小時
[00:02:02.680 --> 00:02:04.680]  我一天都已經見他十四個小時
[00:02:04.680 --> 00:02:07.080]  等於七個星期早上
[00:02:07.080 --> 00:02:10.800]  其實在一個這麼密集的過程裡
[00:02:10.800 --> 00:02:12.160]  我們可以建立友誼
[00:02:12.160 --> 00:02:15.800]  我們一起有共同的理想
[00:02:15.800 --> 00:02:18.680]  我們要將呼音傳開,我們去短宣
[00:02:18.680 --> 00:02:23.240]  這就能幫助我們去建立友誼
[00:02:23.240 --> 00:02:24.920]  但是我發覺有時候
[00:02:24.920 --> 00:02:27.560]  教會的友誼很多時候停在這裡
[00:02:27.560 --> 00:02:29.880]  我們可以共渡難關
[00:02:29.880 --> 00:02:31.960]  我們可以真誠分享
[00:02:31.960 --> 00:02:36.320]  但有一樣東西最難做的是什麼呢
[00:02:36.320 --> 00:02:39.400]  彼此提醒
[00:02:39.400 --> 00:02:42.400]  彼此提醒是在小組裡面
[00:02:42.400 --> 00:02:46.720]  很難做,但我們需要學的東西
[00:02:46.720 --> 00:02:50.720]  很難做,但我們需要學的東西
[00:02:50.720 --> 00:02:53.120]  每一次你認識一個新朋友
[00:02:53.120 --> 00:02:57.520]  大家都用最好,化好妝
[00:02:57.520 --> 00:02:59.520]  頭髮整理好,刷牙
[00:02:59.520 --> 00:03:02.320]  才跟你說話,還很客氣的
[00:03:02.320 --> 00:03:04.440]  但慢慢越來越熟悉
[00:03:04.440 --> 00:03:06.400]  那些客氣開始少了
[00:03:06.400 --> 00:03:08.560]  大家變得越來越真
[00:03:08.560 --> 00:03:10.840]  你跟他坐得越來越近的時候
[00:03:10.840 --> 00:03:13.200]  你看到他就像近鏡一樣
[00:03:13.200 --> 00:03:15.840]  現在遠看就算高清
[00:03:15.840 --> 00:03:18.200]  妝容你都覺得他的皮膚很滑
[00:03:18.200 --> 00:03:21.360]  但如果你控得很近,不是的
[00:03:21.360 --> 00:03:23.840]  你的皮膚不是真的那麼好
[00:03:23.840 --> 00:03:26.040]  原來在你的性格裡面
[00:03:26.040 --> 00:03:28.440]  有很多東西有瑕疵
[00:03:28.440 --> 00:03:32.480]  原來有時候你都挺翹口參手
[00:03:32.480 --> 00:03:34.640]  有時候你發覺原來
[00:03:34.640 --> 00:03:38.520]  你身邊一直覺得都挺可愛的人
[00:03:38.520 --> 00:03:40.720]  其實真的不是很可愛
[00:03:40.720 --> 00:03:42.920]  在那一刻怎麼辦呢
[00:03:42.920 --> 00:03:43.920]  有沒有這個感覺
[00:03:43.920 --> 00:03:45.960]  有時候回教會回得久就是這樣
[00:03:45.960 --> 00:03:47.960]  進又進不到
[00:03:47.960 --> 00:03:51.120]  退又好像浪費了幾年的光陰
[00:03:51.120 --> 00:03:52.560]  流逝了
[00:03:52.560 --> 00:03:54.360]  那到底可以怎樣呢
[00:03:54.360 --> 00:03:56.680]  聖經怎樣教呢
[00:03:56.680 --> 00:03:58.680]  我有時候覺得
[00:03:58.680 --> 00:04:00.880]  人和人之間,或者每個人
[00:04:00.880 --> 00:04:02.160]  其實我們都是罪人
[00:04:02.160 --> 00:04:04.320]  我們的生命裡面有很多缺點
[00:04:04.320 --> 00:04:06.600]  這些是避不了的
[00:04:06.600 --> 00:04:09.520]  但問題就是我們怎樣去處理那些東西
[00:04:09.520 --> 00:04:10.840]  怎樣去處理
[00:04:10.840 --> 00:04:14.680]  當我們覺得有人做得不對的時候
[00:04:14.680 --> 00:04:16.440]  我們怎樣處理
[00:04:16.440 --> 00:04:17.720]  好了
[00:04:17.720 --> 00:04:19.480]  那我想問你
[00:04:19.480 --> 00:04:23.080]  如果你身邊的弟兄犯錯
[00:04:23.080 --> 00:04:25.280]  你會怎樣呢
[00:04:25.280 --> 00:04:26.760]  不用問隔壁那個
[00:04:26.760 --> 00:04:28.320]  我想你自己反省一下
[00:04:28.320 --> 00:04:30.600]  你會第一個答案是什麼呢
[00:04:30.600 --> 00:04:34.400]  如果你身邊有個弟兄是做錯了
[00:04:34.400 --> 00:04:35.520]  做錯了
[00:04:35.520 --> 00:04:38.120]  做了一些不對的事情
[00:04:38.120 --> 00:04:41.040]  可能
[00:04:41.040 --> 00:04:44.400]  你自己想吧
[00:04:44.400 --> 00:04:48.120]  你會怎樣呢
[00:04:48.120 --> 00:04:50.440]  通常
[00:04:50.440 --> 00:04:52.480]  我們通常都會傾向一邊
[00:04:52.480 --> 00:04:53.480]  第一邊是什麼呢
[00:04:53.480 --> 00:04:55.080]  包容他
[00:04:55.080 --> 00:04:56.440]  忍他
[00:04:56.440 --> 00:04:57.960]  視之如無物
[00:04:57.960 --> 00:04:59.800]  或者疏遠他
[00:04:59.800 --> 00:05:02.120]  覺得他也一般般
[00:05:02.120 --> 00:05:04.000]  性格等等
[00:05:04.000 --> 00:05:06.320]  慢慢和他建立一個距離
[00:05:06.320 --> 00:05:07.640]  所謂安全距離
[00:05:07.640 --> 00:05:09.000]  吃飯OK的
[00:05:09.000 --> 00:05:10.720]  開早都OK的
[00:05:10.720 --> 00:05:12.600]  傾心事想一想
[00:05:12.600 --> 00:05:14.320]  一起工作不要了
[00:05:14.320 --> 00:05:15.920]  我們會這樣的
[00:05:15.920 --> 00:05:18.280]  有些人可能覺得他錯了
[00:05:18.280 --> 00:05:19.320]  當然要罵他
[00:05:19.320 --> 00:05:20.960]  罵醒他
[00:05:20.960 --> 00:05:23.080]  出盡力地罵
[00:05:23.080 --> 00:05:24.560]  罵到他死為止
[00:05:24.560 --> 00:05:26.920]  你是哪一種呢
[00:05:26.920 --> 00:05:29.000]  聖經怎樣教呢
[00:05:29.000 --> 00:05:31.920]  會不會對我們也有些提醒呢
[00:05:31.920 --> 00:05:35.280]  今天跟你說的經文是《馬太福音》十八章
[00:05:35.280 --> 00:05:36.880]  十八章很有趣
[00:05:36.880 --> 00:05:39.040]  如果你對《馬太福音》熟悉
[00:05:39.040 --> 00:05:41.480]  《馬太福音》總共有五篇講章
[00:05:41.480 --> 00:05:43.240]  譬如登山補訓
[00:05:43.240 --> 00:05:47.000]  譬如第十三章講天國的比喻
[00:05:47.000 --> 00:05:50.640]  第十八章是講天國的群體
[00:05:50.640 --> 00:05:53.400]  假若今天站在這裡說的不是我
[00:05:53.400 --> 00:05:54.400]  而是耶穌
[00:05:54.400 --> 00:05:58.680]  他所說的題目是天國的群體生活
[00:05:58.680 --> 00:06:01.480]  我給你三十秒
[00:06:01.480 --> 00:06:08.600]  你幻想一下耶穌會說什麼題目
[00:06:08.600 --> 00:06:09.520]  你想想
[00:06:09.520 --> 00:06:12.920]  耶穌會說什麼題目
[00:06:12.920 --> 00:06:15.320]  怎樣帶祖
[00:06:15.320 --> 00:06:19.200]  怎樣帶敬拜可以讓弟兄姊妹投入
[00:06:19.200 --> 00:06:23.080]  怎樣帶查經可以問一些問題
[00:06:23.080 --> 00:06:26.200]  不悶又不會太深
[00:06:26.200 --> 00:06:28.360]  又可以分享
[00:06:28.360 --> 00:06:30.520]  可能有很多很技巧的東西
[00:06:30.520 --> 00:06:33.880]  但原來《馬太福音》第十八章的大綱是這樣的
[00:06:33.880 --> 00:06:40.080]  第一至五節是講天國裡面有人爭論誰最偉大
[00:06:40.080 --> 00:06:43.680]  爭大勢,我要坐好位置
[00:06:43.680 --> 00:06:48.560]  第六至九節是講有人使人跌倒
[00:06:48.560 --> 00:06:53.960]  第十節是有人興翰我們中間的其中一個
[00:06:53.960 --> 00:06:56.680]  第十二至十四節大家很熟悉
[00:06:56.680 --> 00:06:58.680]  一個失羊的比喻
[00:06:58.680 --> 00:07:01.720]  講有一百隻羊,有一隻走失了
[00:07:01.720 --> 00:07:03.400]  記得這個故事
[00:07:03.400 --> 00:07:06.960]  今天講的經文是第十五至十七節
[00:07:06.960 --> 00:07:09.360]  即是十五至二十節的一段落
[00:07:09.360 --> 00:07:12.280]  就是怎樣對待犯錯的弟兄
[00:07:12.280 --> 00:07:17.240]  二十一至三十五節是講我們怎樣去饒恕別人
[00:07:17.240 --> 00:07:21.200]  就是你記得有七十個七次的一段經文
[00:07:21.200 --> 00:07:24.320]  我想告訴你耶穌的教導是很落地的
[00:07:24.320 --> 00:07:26.920]  他不是將一些東西很理想化
[00:07:26.920 --> 00:07:29.520]  當一群基督徒聚在一起
