
[00:00:00.000 --> 00:00:03.240]  好,那今天跟大家會離帶去講修身齊家
[00:00:03.240 --> 00:00:05.500]  今天再來說修身齊家這個
[00:00:05.500 --> 00:00:09.340]  我經常都講就是你要你的家庭有一個好的關係
[00:00:09.340 --> 00:00:11.600]  我經常說要你的家庭有一個好的關係
[00:00:11.600 --> 00:00:16.220]  除了和你的配偶、和你的孩子、和你的父母有一個好的關係之外
[00:00:16.220 --> 00:00:18.840]  和你配偶、孩子有一個好的關係
[00:00:18.840 --> 00:00:20.500]  最重要是你自己嘛
[00:00:20.500 --> 00:00:21.500]  最重要是自己啊
[00:00:21.500 --> 00:00:23.320]  如果你自己做得不好的時候
[00:00:23.320 --> 00:00:24.760]  自己要是做得不好
[00:00:24.760 --> 00:00:28.320]  你怎麼可以離帶去叫到你的家人有好的關係呢?
[00:00:28.320 --> 00:00:30.640]  你怎麼樣讓你的家人有好的關係呢?
[00:00:30.640 --> 00:00:32.480]  如果你自己是一個經常發脾氣的人
[00:00:32.480 --> 00:00:34.840]  如果你要是一個整天發脾氣的人
[00:00:34.840 --> 00:00:40.080]  你又會怎麼想到你的兒女可以活在一個很安全、很舒適的環境當中呢?
[00:00:40.080 --> 00:00:43.040]  你怎麼想到你的兒女會住在一個舒適環境當中呢?
[00:00:43.040 --> 00:00:47.580]  那但是當你離帶去檢視的時候
[00:00:47.580 --> 00:00:49.180]  當自己檢視自己的時候
[00:00:49.180 --> 00:00:51.320]  你又要想一想,特別我們基督徒
[00:00:51.320 --> 00:00:53.780]  特別要想一下自己是基督徒
[00:00:53.780 --> 00:00:55.120]  你和神的關係是怎麼樣?
[00:00:55.120 --> 00:00:57.120]  你與神的關係是如何?
[00:00:57.120 --> 00:00:59.120]  好了,我們看看在生命記裡面
[00:00:59.120 --> 00:01:01.120]  在生命記裡面
[00:01:01.120 --> 00:01:02.520]  裡面有十條誡命
[00:01:02.520 --> 00:01:03.880]  裡面有十個誡命
[00:01:03.880 --> 00:01:09.020]  我們往往會強調誡命最重要的是什麼呢?
[00:01:09.020 --> 00:01:12.320]  我們往往強調誡命最重要的是什麼?
[00:01:12.320 --> 00:01:14.520]  我們講人與人之間的關係
[00:01:14.520 --> 00:01:16.020]  人與人之間的關係
[00:01:16.020 --> 00:01:17.120]  就是要守安息日
[00:01:17.120 --> 00:01:19.120]  要守安息日
[00:01:19.120 --> 00:01:25.520]  其實這條誡命是站在人與神和人與自己之間的關係
[00:01:25.520 --> 00:01:28.720]  這誡命是人與神之間的關係
[00:01:28.720 --> 00:01:33.120]  我們經常都以為孝敬父母才是人倫最重要的關係
[00:01:33.120 --> 00:01:35.120]  孝敬父母是人最重要的關係
[00:01:35.120 --> 00:01:36.620]  對的
[00:01:36.620 --> 00:01:39.520]  而且這一個誡命是有祝福的
[00:01:39.520 --> 00:01:41.120]  而且這誡命是有祝福的
[00:01:41.120 --> 00:01:43.620]  我們一起來讀生命記第五章第十六節
[00:01:43.620 --> 00:01:45.620]  我們一起來讀出經文
[00:01:45.620 --> 00:01:51.620]  當召耶和華理神所吩咐的孝敬父母使你得福
[00:01:51.620 --> 00:01:58.520]  並使你的日子在耶和華理神所賜你的地上得以長久
[00:01:58.520 --> 00:02:00.520]  誡命是必定要遵守的
[00:02:00.520 --> 00:02:02.420]  誡命是必須遵守的
[00:02:02.420 --> 00:02:04.120]  你不遵守就要罰
[00:02:04.120 --> 00:02:05.620]  你不遵守就要懲罰
[00:02:05.620 --> 00:02:07.920]  但是你遵守就沒有獎品
[00:02:07.920 --> 00:02:09.920]  但是你遵守也沒有獎品
[00:02:09.920 --> 00:02:11.120]  很簡單舉個例子
[00:02:11.120 --> 00:02:12.420]  簡單的說
[00:02:12.420 --> 00:02:13.820]  交通規則你要遵守
[00:02:13.820 --> 00:02:16.320]  就算你要守交通規則
[00:02:16.320 --> 00:02:19.820]  你依著綠燈行人的綠燈過馬路
[00:02:19.820 --> 00:02:22.420]  你依著綠燈行人的綠燈過馬路
[00:02:22.420 --> 00:02:25.320]  就不會說可以給我一個好市民獎
[00:02:25.320 --> 00:02:27.320]  你能給一個好市民獎我嗎?
[00:02:27.320 --> 00:02:29.420]  因為我已經遵守了交通規則
[00:02:29.420 --> 00:02:31.220]  我已經按照規則做了
[00:02:31.220 --> 00:02:32.020]  是不會的
[00:02:32.020 --> 00:02:32.820]  是不會的
[00:02:32.820 --> 00:02:34.320]  但是如果你違反規則呢?
[00:02:34.320 --> 00:02:35.820]  那麼如果你違反了呢?
[00:02:35.820 --> 00:02:36.620]  就要受罰
[00:02:36.620 --> 00:02:37.520]  就會受罰
[00:02:37.520 --> 00:02:38.520]  這是很自然的事
[00:02:38.520 --> 00:02:39.320]  這是自然的
[00:02:39.320 --> 00:02:42.620]  但是聖經裡面唯一一條的誡命就是
[00:02:42.620 --> 00:02:44.320]  你遵守會特別有祝福的
[00:02:44.320 --> 00:02:45.620]  只有一條誡命
[00:02:45.620 --> 00:02:47.720]  遵守了是會有特別的祝福
[00:02:47.720 --> 00:02:50.820]  所以就是孝敬父母
[00:02:50.820 --> 00:02:51.820]  就是孝敬父母
[00:02:51.820 --> 00:02:53.020]  昨天我也說過了
[00:02:53.020 --> 00:02:53.920]  昨天也有說
[00:02:53.920 --> 00:02:54.820]  你跟你的父母說
[00:02:54.820 --> 00:02:55.720]  我相信耶穌
[00:02:55.720 --> 00:02:57.320]  我會對你特別尊敬的
[00:02:57.320 --> 00:02:58.220]  你和父母說
[00:02:58.220 --> 00:02:59.220]  如果我信了耶穌
[00:02:59.220 --> 00:03:01.420]  我會尊敬你的
[00:03:01.420 --> 00:03:01.920]  你信了耶穌
[00:03:01.920 --> 00:03:02.620]  將來我死了
[00:03:02.620 --> 00:03:05.220]  連香都沒得送了
[00:03:05.220 --> 00:03:06.420]  他說如果我死了以後
[00:03:06.420 --> 00:03:08.120]  你就不來拜拜我了
[00:03:08.120 --> 00:03:09.820]  那我就會跟你說
[00:03:09.820 --> 00:03:11.120]  吸煙危害健康
[00:03:11.120 --> 00:03:12.420]  那就會跟他說
[00:03:12.420 --> 00:03:13.620]  吸煙危害健康的
[00:03:13.620 --> 00:03:15.120]  你生前都不吃香
[00:03:15.120 --> 00:03:16.920]  你生前都不吃香
[00:03:16.920 --> 00:03:18.320]  死了還要回來鎖
[00:03:18.320 --> 00:03:20.020]  死了還要吃這個香嗎?
[00:03:20.020 --> 00:03:21.220]  剛才我也分享了一件事
[00:03:21.220 --> 00:03:23.220]  我們不需要一定說耶穌的
[00:03:23.220 --> 00:03:24.520]  其實不一定要講耶穌
[00:03:24.520 --> 00:03:27.820]  你上網可以下載到這些資料的
[00:03:27.820 --> 00:03:28.820]  上網可以查到資料
[00:03:28.820 --> 00:03:32.820]  原來香製造的質地是很差的
[00:03:32.820 --> 00:03:36.120]  因為香製造的品質是很差的
[00:03:36.120 --> 00:03:38.820]  有木糠的毒素在當中的
[00:03:38.820 --> 00:03:40.320]  有木糠的毒素在裡面
[00:03:40.320 --> 00:03:42.120]  點出來的煙吸了
[00:03:42.120 --> 00:03:44.120]  是對你的身體健康有問題
[00:03:44.120 --> 00:03:45.220]  點出來的煙
[00:03:45.220 --> 00:03:47.020]  呼吸了以後是對身體有問題
[00:03:47.020 --> 00:03:48.920]  特別是那些嬰兒
[00:03:48.920 --> 00:03:50.720]  特別是小嬰孩
[00:03:50.720 --> 00:03:52.520]  所以呢
[00:03:52.520 --> 00:03:53.420]  你就可以跟他說
[00:03:53.420 --> 00:03:55.120]  點這些香其實是沒有益的
[00:03:55.120 --> 00:03:56.320]  所以你會告訴他
[00:03:56.320 --> 00:03:57.720]  你要拜拜是沒益處的
[00:03:57.720 --> 00:03:59.420]  祖先吸煙又不好
[00:03:59.420 --> 00:04:01.320]  以前祖先也沒益處
[00:04:01.320 --> 00:04:03.420]  你的孫子吸煙還更加不好
[00:04:03.420 --> 00:04:04.920]  後代也沒益處
[00:04:04.920 --> 00:04:06.920]  不過現在的人也很進步
[00:04:06.920 --> 00:04:08.020]  現在人進步了
[00:04:08.020 --> 00:04:09.020]  用電的
[00:04:09.020 --> 00:04:10.520]  用電箱
[00:04:10.520 --> 00:04:12.320]  真是慘
[00:04:12.320 --> 00:04:14.420]  想吸煙也吸不了
[00:04:14.420 --> 00:04:16.420]  還要觸電
[00:04:16.420 --> 00:04:17.220]  是不是?
[00:04:17.220 --> 00:04:18.820]  所以有時候我們要留意到
[00:04:18.820 --> 00:04:20.420]  原來聖經裡面很強調
[00:04:20.420 --> 00:04:22.220]  我們是要孝敬父母的
[00:04:22.220 --> 00:04:24.620]  聖經裡面強調我們要孝敬父母
[00:04:24.620 --> 00:04:25.620]  很長
[00:04:25.620 --> 00:04:27.920]  但原來最長那一條是
[00:04:27.920 --> 00:04:29.720]  當守安息日
[00:04:29.720 --> 00:04:32.020]  最長一條是當守安息日
[00:04:32.020 --> 00:04:33.020]  只有五個字
[00:04:33.020 --> 00:04:33.820]  五個字
[00:04:33.820 --> 00:04:35.020]  但原來不是
[00:04:35.020 --> 00:04:35.720]  其實不是
[00:04:35.720 --> 00:04:36.320]  是很長的
[00:04:36.320 --> 00:04:37.020]  是很長的
[00:04:37.020 --> 00:04:38.120]  我們一起讀
[00:04:38.120 --> 00:04:41.420]  《聖命紀》第五章十二到第十五節
[00:04:41.420 --> 00:04:45.020]  《聖命紀》第五章十二到十五節
[00:04:45.020 --> 00:04:48.420]  當照耶和華尼神所吩咐的
[00:04:48.420 --> 00:04:51.120]  守安息日為聖日
[00:04:51.120 --> 00:04:54.620]  六日要勞碌做你一切的工
[00:04:54.620 --> 00:04:57.920]  但第七日是向耶和華尼神
[00:04:57.920 --> 00:05:00.020]  當守的安息日
[00:05:00.020 --> 00:05:02.620]  這一日你和你的兒女
[00:05:02.620 --> 00:05:06.020]  被保被辱奴生畜
[00:05:06.020 --> 00:05:09.520]  並在你城裡寄居的柏裡
[00:05:09.520 --> 00:05:12.320]  無論何工都不可做
[00:05:12.320 --> 00:05:16.620]  使你的寶貝可以和你一樣安息
[00:05:16.620 --> 00:05:21.420]  你也要紀念你在埃及地作過勞碌
[00:05:21.420 --> 00:05:24.420]  耶和華尼神用大能的手
[00:05:24.420 --> 00:05:26.720]  和伸出來的臂膀
[00:05:26.720 --> 00:05:29.420]  將你從那裡領出來
[00:05:29.420 --> 00:05:34.920]  因此耶和華尼神吩咐你守安息日
[00:05:34.920 --> 00:05:35.920]  是不是很長?
[00:05:35.920 --> 00:05:36.620]  很長
[00:05:36.620 --> 00:05:40.420]  原來守安息日這一條的誡命是最長的誡命
[00:05:40.420 --> 00:05:42.320]  其實這是一個最長的誡命
[00:05:42.320 --> 00:05:45.120]  而這條誡命是站在人與神
[00:05:45.120 --> 00:05:47.120]  這誡命是站在人與神
[00:05:47.120 --> 00:05:49.720]  人與自己
[00:05:49.720 --> 00:05:52.020]  人與別人
[00:05:52.020 --> 00:05:56.120]  和人與大地之間的關係
[00:05:56.120 --> 00:05:57.020]  在舊約裡面
[00:05:57.020 --> 00:05:59.020]  一個星期裡面
[00:05:59.020 --> 00:06:01.020]  以第七日為安息日
[00:06:01.020 --> 00:06:03.720]  九月裡面一個星期的第七天是安息日
[00:06:03.720 --> 00:06:09.820]  大家知不知道猶太人的時間是怎樣來計算的?
[00:06:09.820 --> 00:06:12.520]  大家知道猶太人的時間是怎麼計算的嗎?
[00:06:12.520 --> 00:06:15.320]  我自己經常說我是一個很早睡的人
[00:06:15.320 --> 00:06:17.020]  慕澤說他很早睡覺
[00:06:17.020 --> 00:06:20.120]  我如果一夜睡就證明我的健康出了問題
[00:06:20.120 --> 00:06:22.620]  很晚睡就代表健康有問題了
[00:06:22.620 --> 00:06:26.420]  我是清晨一點半兩點鐘睡覺的
[00:06:26.420 --> 00:06:28.920]  早上一點多來睡覺的
[00:06:28.920 --> 00:06:31.820]  晚上十一點五十九分就叫夜
[00:06:31.820 --> 00:06:34.820]  我們的時間是由十一點鐘
[00:06:34.820 --> 00:06:36.520]  即是凌晨開始計算的
[00:06:36.520 --> 00:06:38.320]  時間是由凌晨開始計算的
[00:06:38.320 --> 00:06:39.820]  所以我是一個早睡的人
[00:06:39.820 --> 00:06:41.820]  所以凌晨一點多是很早睡的
[00:06:41.820 --> 00:06:42.820]  如果我十一點鐘睡覺
[00:06:42.820 --> 00:06:44.820]  我家人會說你怎麼死了
[00:06:44.820 --> 00:06:46.420]  我是每晚都很早睡的
[00:06:46.420 --> 00:06:48.020]  如果早過凌晨去睡覺
[00:06:48.020 --> 00:06:49.820]  家人就會覺得有問題
[00:06:49.820 --> 00:06:52.620]  但是猶太人的時間是怎麼計算的?
[00:06:52.620 --> 00:06:54.720]  猶太人的時間是如何計算的?
[00:06:54.720 --> 00:06:57.320]  是黃昏六點鐘開始計算的
[00:06:57.320 --> 00:06:59.520]  是黃昏六點就開始計算
[00:06:59.520 --> 00:07:02.620]  再去到第二天的黃昏六點鐘就叫一天
[00:07:02.620 --> 00:07:05.620]  去到第二天的黃昏就叫第二天
[00:07:05.620 --> 00:07:09.720]  可能年長一點的在香港的人就會知道
[00:07:09.720 --> 00:07:11.820]  年長的在香港可能會了解
[00:07:11.820 --> 00:07:14.120]  以前有一個賣恤衫的
[00:07:14.120 --> 00:07:16.420]  那時候也很出名叫鱷魚恤
