
[00:00:00.000 --> 00:00:01.280]  鄭姊妹,平安
[00:00:01.280 --> 00:00:11.520]  我最近都在網上看到一段新聞
[00:00:11.520 --> 00:00:16.120]  他就說有一位美籍華裔的工程師
[00:00:16.120 --> 00:00:18.680]  他在大學畢業沒多久
[00:00:18.680 --> 00:00:21.760]  他就研發了一個軟件
[00:00:21.760 --> 00:00:26.120]  這個軟件就是給公眾,即是每一個市民
[00:00:26.360 --> 00:00:31.480]  可以收聽到警方發給普羅大眾的通訊
[00:00:31.480 --> 00:00:34.800]  這個手機程式一出之後就
[00:00:34.800 --> 00:00:39.160]  很受歡迎,大受歡迎
[00:00:39.160 --> 00:00:43.000]  為他帶來每年過百萬的收入
[00:00:43.000 --> 00:00:45.820]  他未到25歲
[00:00:45.820 --> 00:00:47.100]  他就宣佈
[00:00:47.100 --> 00:00:49.400]  財富自由
[00:00:49.400 --> 00:00:50.680]  提早退休
[00:00:50.680 --> 00:00:53.760]  鄭姊妹,你聽到這樣你羨慕嗎?
[00:00:54.020 --> 00:00:57.100]  有無人都想,我都想現在就退休
[00:00:57.100 --> 00:01:03.740]  原來在美國有所謂一個叫做Fire的概念,理財概念
[00:01:03.740 --> 00:01:07.080]  你見到這個Fire,不是火竹
[00:01:07.080 --> 00:01:09.640]  其實它的意思就是
[00:01:09.640 --> 00:01:12.720]  Financial independence,retire early
[00:01:12.720 --> 00:01:14.240]  即是說財務獨立
[00:01:14.240 --> 00:01:15.780]  提早退休
[00:01:15.780 --> 00:01:22.180]  根據2023年一項的調查,原來有四分一的美國人
[00:01:22.680 --> 00:01:25.500]  他們希望在50歲前退休
[00:01:25.500 --> 00:01:30.360]  我們這裡都有一些仍然在職場打拼的頂姊妹
[00:01:30.360 --> 00:01:32.660]  你有沒有想過你想幾歲退休
[00:01:32.660 --> 00:01:37.280]  Anatel想幾歲退休,阿斌斌想幾歲退休
[00:01:37.280 --> 00:01:45.720]  今天我們說的這個人物,似乎他就沒有這個25歲退休的這個人
[00:01:45.720 --> 00:01:47.760]  可以那麼輕鬆
[00:01:48.280 --> 00:01:54.420]  今天我們就會進入約書亞記的講道系列,今天我們會講約書亞
[00:01:54.420 --> 00:02:02.100]  約書亞記在聖經裏面可以說有著一個成仙啟後的作用
[00:02:02.100 --> 00:02:07.740]  書卷的第一句,它就說耶和華的僕人摩西死了以後
[00:02:07.740 --> 00:02:11.580]  英文的翻譯,第一個字就是Now
[00:02:11.580 --> 00:02:15.160]  Now after the death of Moses, the servant of the Lord
[00:02:16.960 --> 00:02:20.040]  但是原來在原文的意思,這個Now這個字
[00:02:20.040 --> 00:02:21.820]  其實它是有那個
[00:02:21.820 --> 00:02:23.620]  An
[00:02:23.620 --> 00:02:26.440]  和的意思
[00:02:26.440 --> 00:02:29.500]  所以這個字其實就是帶出了
[00:02:29.500 --> 00:02:35.640]  約書亞記其實它是上一卷書的延續,上一卷書是什麼書
[00:02:35.640 --> 00:02:38.720]  生命記
[00:02:38.720 --> 00:02:43.320]  生命記就講到真是神的僕人摩西死了
[00:02:43.580 --> 00:02:49.720]  跟著發生什麼事呢,那就講了,在摩西五經裏面我們可以看到
[00:02:49.720 --> 00:02:53.060]  以色列人的那個由來,他們一些的歷史
[00:02:53.060 --> 00:02:58.420]  很重要的就是摩西帶他們出埃及,跟著在曠野漂流的經歷
[00:02:58.420 --> 00:03:00.720]  但是摩西縱然
[00:03:00.720 --> 00:03:06.620]  他真是很盡心盡力,但是他都未能夠帶領以色列人進入英許之地
[00:03:06.620 --> 00:03:09.680]  最後他是死在摩亞地
[00:03:09.680 --> 00:03:12.240]  約書亞接著就接棒
[00:03:12.500 --> 00:03:16.340]  成為以色列人的領袖,他就肩負起帶領以色列人
[00:03:16.340 --> 00:03:17.880]  進入迦南地
[00:03:17.880 --> 00:03:20.700]  跟著分地的那些工作
[00:03:20.700 --> 00:03:27.340]  約書亞記之後,接著就有12卷的歷史書,所以如果你要了解
[00:03:27.340 --> 00:03:28.620]  以色列人的歷史
[00:03:28.620 --> 00:03:35.020]  約書亞記是不能缺少的,因為它是很重要,是由一個階段進入另一個階段
[00:03:35.020 --> 00:03:39.640]  而我們看看這個約書亞記
[00:03:39.900 --> 00:03:43.740]  他整卷書可以主要分為三部分,講到
[00:03:43.740 --> 00:03:45.020]  他們進入
[00:03:45.020 --> 00:03:47.060]  迦南地頭的12章
[00:03:47.060 --> 00:03:51.420]  跟著的13到22章就講到他們12支派分地
[00:03:51.420 --> 00:03:57.040]  最後兩章就是約書亞對以色列人的遺命,一些的
[00:03:57.040 --> 00:03:59.100]  死前的一個叮囑
[00:03:59.100 --> 00:04:02.940]  我們看看約書亞
[00:04:02.940 --> 00:04:07.560]  當他來到摺摩西的棒,做以色列人的領袖的時候
[00:04:07.560 --> 00:04:08.840]  他已經是
[00:04:08.840 --> 00:04:09.860]  80歲了
[00:04:10.360 --> 00:04:12.660]  他110歲就離世
[00:04:12.660 --> 00:04:13.700]  我們今天
[00:04:13.700 --> 00:04:18.560]  普遍都未必有110歲,我當我們平均年齡
[00:04:18.560 --> 00:04:25.220]  壽命是80歲,如果你計算一下,約書亞在摺棒做領袖的時候
[00:04:25.220 --> 00:04:29.300]  大概是60多歲,我們今天的理念
[00:04:29.300 --> 00:04:32.640]  當60多歲,我們香港現在
[00:04:32.640 --> 00:04:37.500]  可能都是退休了,有些人60歲前已經退休了
[00:04:39.300 --> 00:04:41.860]  但是約書亞若是要在這樣的
[00:04:41.860 --> 00:04:45.440]  年齡的階段,他要起來承擔的重任
[00:04:45.440 --> 00:04:47.240]  換了是你,你會怎樣
[00:04:47.240 --> 00:04:50.820]  我都快退休了,不要了,找別人
[00:04:50.820 --> 00:04:52.860]  可能我們都會這樣
[00:04:52.860 --> 00:04:55.420]  你願不願意接受這個任命呢
[00:04:55.420 --> 00:05:00.300]  到底為什麼神在約書亞到了這樣的年齡的時候
[00:05:00.300 --> 00:05:03.880]  他為什麼要揀選約書亞來帶領他的子民呢
[00:05:03.880 --> 00:05:05.920]  這個領袖
[00:05:06.180 --> 00:05:10.780]  他又是怎樣練成的呢,我們今天就是試一下從約書亞的生命
[00:05:10.780 --> 00:05:13.340]  來看看一個屬靈領袖
[00:05:13.340 --> 00:05:15.400]  他有些什麼的記號
[00:05:15.400 --> 00:05:17.960]  約書亞
[00:05:17.960 --> 00:05:19.500]  第一點就是
[00:05:19.500 --> 00:05:21.540]  他很經得起熬年
[00:05:21.540 --> 00:05:27.940]  如果你看看整本聖經,當約書亞第一次出場的時候,是記載在《出拉及記》的17章
[00:05:27.940 --> 00:05:33.320]  那裡就說到當時亞馬力人要來跟以色列人打仗
[00:05:33.320 --> 00:05:36.140]  摩西就找約書亞來了,就叫他
[00:05:36.380 --> 00:05:40.220]  你去選一些人來,然後帶他們出去跟亞馬力人爭戰
[00:05:40.220 --> 00:05:43.820]  而摩西就在山頂上,他又舉起
[00:05:43.820 --> 00:05:45.340]  神的杖
[00:05:45.340 --> 00:05:50.980]  當時還有兩個人托住摩西的手,摩西的手什麼時候舉起來,以色列人就得勝
[00:05:50.980 --> 00:05:55.080]  一垂下來的時候,他們就會有些危機
[00:05:55.080 --> 00:06:00.700]  於是約書亞就接受這個命令,就帶了一班人出去跟亞馬力人打仗
[00:06:00.700 --> 00:06:04.540]  最後他們去擊敗了這些的亞馬力人
[00:06:06.340 --> 00:06:10.180]  而在《出拉及記》的24章那裡都說到
[00:06:10.180 --> 00:06:12.740]  約書亞是摩西的一個幫手
[00:06:12.740 --> 00:06:16.880]  這裡的翻譯是"侍從" 即是他跟著他,跟出跟入
[00:06:16.880 --> 00:06:19.440]  可以說是摩西的一個
[00:06:19.440 --> 00:06:20.980]  徒弟一樣
[00:06:20.980 --> 00:06:25.840]  不過約書亞和摩西就不是同一個年代,世代的人
[00:06:25.840 --> 00:06:27.380]  而是下一個
[00:06:27.380 --> 00:06:29.180]  世代的人
[00:06:29.180 --> 00:06:35.320]  可以這樣說,當時摩西80歲的時候,約書亞大概40歲左右
[00:06:35.580 --> 00:06:38.140]  當時他去跟亞馬力人打仗
[00:06:38.140 --> 00:06:39.420]  都是40出頭
[00:06:39.420 --> 00:06:42.500]  他是青壯的時期
[00:06:42.500 --> 00:06:47.620]  他就奉命出征打仗,我相信這些經歷對他都是一個磨練
[00:06:47.620 --> 00:06:52.220]  他又經常跟著摩西,其實在這個領袖的身上
[00:06:52.220 --> 00:06:54.520]  他都看到很多的東西,學習很多的東西
[00:06:54.520 --> 00:06:56.320]  還記得就是
[00:06:56.320 --> 00:06:59.380]  當摩西上西乃山去領袖
[00:06:59.380 --> 00:07:02.460]  上帝要賜他們那個律法
[00:07:02.460 --> 00:07:03.740]  誡命的時候
[00:07:04.000 --> 00:07:06.300]  當時約書亞都跟著上山的
[00:07:06.300 --> 00:07:09.380]  不過他沒有去到山上
[00:07:09.380 --> 00:07:13.480]  除了摩西一個之外,神是叫其他的人
[00:07:13.480 --> 00:07:16.280]  都不能夠上去直接見到神
[00:07:16.280 --> 00:07:17.560]  但是
[00:07:17.560 --> 00:07:20.120]  畢竟約書亞其實
[00:07:20.120 --> 00:07:22.680]  他都是和摩西上了一段
[00:07:22.680 --> 00:07:23.960]  一段的路
[00:07:23.960 --> 00:07:28.320]  他遠遠地見到神的榮耀
[00:07:28.320 --> 00:07:32.420]  可以想像,其實當他親身去
[00:07:32.680 --> 00:07:34.980]  見到這些景象的時候
[00:07:34.980 --> 00:07:38.300]  其實對他的生命都帶來一些很重要的
[00:07:38.300 --> 00:07:39.580]  影響
[00:07:39.580 --> 00:07:44.200]  我相信在他和神的關係上都會帶給他很多啟迪
[00:07:44.200 --> 00:07:46.500]  還有一幕就是
[00:07:46.500 --> 00:07:49.320]  當耀華吩咐摩西
[00:07:49.320 --> 00:07:52.660]  打法人去窺探迦南地的時候
[00:07:52.660 --> 00:07:55.460]  當時有12個探子
[00:07:55.460 --> 00:07:59.560]  約書亞就是代表以法連支派出去的領袖
[00:08:00.320 --> 00:08:02.880]  當12個領袖回來的時候
[00:08:02.880 --> 00:08:06.720]  大家記不記得,有10個支派的領袖就說
[00:08:06.720 --> 00:08:10.060]  這個地方的確是很無比,很好
[00:08:10.060 --> 00:08:13.120]  但是那裡的人個個都很高大的
[00:08:13.120 --> 00:08:14.140]  我們
[00:08:14.140 --> 00:08:15.940]  我們就好像隻
[00:08:15.940 --> 00:08:19.000]  蟑螂一樣,他們個個好像巨人一樣
