
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 大家平安
[00:00:02.000 --> 00:00:05.000]  今天跟大家要分享的題目是
[00:00:05.000 --> 00:00:07.000]  信心的夥伴
[00:00:07.000 --> 00:00:08.000]  信心的夥伴
[00:00:08.000 --> 00:00:10.000]  我們都喜歡有夥伴
[00:00:10.000 --> 00:00:12.000]  但是什麼樣的夥伴
[00:00:12.000 --> 00:00:14.000]  才是對我們生命中
[00:00:14.000 --> 00:00:15.000]  在信仰的追求道路上面
[00:00:15.000 --> 00:00:17.000]  是有益處的呢
[00:00:17.000 --> 00:00:19.000]  是信心的夥伴
[00:00:19.000 --> 00:00:20.000]  前一陣子
[00:00:20.000 --> 00:00:22.000]  這個仁愛團體第二小組
[00:00:22.000 --> 00:00:24.000]  他們在敬拜的時候
[00:00:24.000 --> 00:00:25.000]  在敬拜的時候
[00:00:25.000 --> 00:00:28.000]  也選了一首詩歌叫做
[00:00:28.000 --> 00:00:30.000]  我們有在一起
[00:00:30.000 --> 00:00:32.000]  那也有選一首歌叫做
[00:00:32.000 --> 00:00:34.000]  當我們同在一起
[00:00:34.000 --> 00:00:37.000]  在一起 在一起
[00:00:37.000 --> 00:00:39.000]  當我們同在一起
[00:00:39.000 --> 00:00:42.000]  其快樂無比
[00:00:42.000 --> 00:00:44.000]  這個那一天剛好是
[00:00:44.000 --> 00:00:48.000]  神學生之夜之前的這個聚會
[00:00:48.000 --> 00:00:50.000]  有一位神學生就加入我們
[00:00:50.000 --> 00:00:51.000]  那我就特別說
[00:00:51.000 --> 00:00:54.000]  我們平常都沒有唱這個歌
[00:00:54.000 --> 00:00:55.000]  只有今天你在我們當中的時候
[00:00:55.000 --> 00:00:57.000]  我們唱這個歌
[00:00:57.000 --> 00:00:58.000]  那弟兄姊妹
[00:00:58.000 --> 00:00:59.000]  當我們唱這個歌的時候
[00:00:59.000 --> 00:01:01.000]  給你什麼樣的回憶呢
[00:01:01.000 --> 00:01:03.000]  你會想到以前參加團康
[00:01:03.000 --> 00:01:05.000]  或是參加大學活動
[00:01:05.000 --> 00:01:07.000]  或者是跟一些你的好朋友
[00:01:07.000 --> 00:01:09.000]  在一起的時候
[00:01:09.000 --> 00:01:10.000]  唱了詩歌
[00:01:10.000 --> 00:01:11.000]  唱了這樣的歌
[00:01:11.000 --> 00:01:14.000]  大家在那邊歡喜快樂
[00:01:14.000 --> 00:01:15.000]  那我們會
[00:01:15.000 --> 00:01:16.000]  當我如果問你們說
[00:01:16.000 --> 00:01:19.000]  你們想起什麼樣的好朋友
[00:01:19.000 --> 00:01:23.000]  可能這個姊妹會講
[00:01:23.000 --> 00:01:26.000]  最近跟我打電話聊天的一個姊妹
[00:01:26.000 --> 00:01:28.000]  想起她跟她在一起真好
[00:01:28.000 --> 00:01:31.000]  可是如果問起弟兄呢
[00:01:31.000 --> 00:01:33.000]  Albert
[00:01:33.000 --> 00:01:36.000]  你想到哪一位朋友呢
[00:01:36.000 --> 00:01:37.000]  對於弟兄來講
[00:01:37.000 --> 00:01:39.000]  可能他會講說
[00:01:39.000 --> 00:01:40.000]  這個三十年前
[00:01:40.000 --> 00:01:43.000]  跟我一起當兵的好朋友
[00:01:43.000 --> 00:01:45.000]  弟兄和姊妹完全的不太一樣
[00:01:45.000 --> 00:01:47.000]  弟兄好像活在
[00:01:47.000 --> 00:01:49.000]  過去的這個友誼裡面
[00:01:49.000 --> 00:01:50.000]  但是姊妹活在一個
[00:01:50.000 --> 00:01:51.000]  美好的關係
[00:01:51.000 --> 00:01:53.000]  這個最近美好的關係裡面
[00:01:53.000 --> 00:01:56.000]  這是男生和女生很大的差別
[00:01:56.000 --> 00:01:57.000]  所以導致於說
[00:01:57.000 --> 00:01:59.000]  其實在教會裡面
[00:01:59.000 --> 00:02:01.000]  我發現弟兄是很孤單的
[00:02:01.000 --> 00:02:03.000]  大家承認嗎
[00:02:03.000 --> 00:02:04.000]  有沒有
[00:02:04.000 --> 00:02:06.000]  弟兄有時候是很孤單的
[00:02:06.000 --> 00:02:07.000]  因為姊妹呢
[00:02:07.000 --> 00:02:09.000]  常常可以一個話題
[00:02:09.000 --> 00:02:11.000]  大家可以聊天
[00:02:11.000 --> 00:02:12.000]  分享心裡面的事
[00:02:12.000 --> 00:02:15.000]  但是弟兄他部分都是講事實
[00:02:15.000 --> 00:02:16.000]  講事工
[00:02:16.000 --> 00:02:20.000]  聯絡完了就再見
[00:02:20.000 --> 00:02:22.000]  這是一個很奇妙的事
[00:02:22.000 --> 00:02:24.000]  男生女生是大不同的
[00:02:24.000 --> 00:02:25.000]  但是在我們的
[00:02:25.000 --> 00:02:26.000]  這個信仰群體裡面
[00:02:26.000 --> 00:02:28.000]  我們有許多的弟兄
[00:02:28.000 --> 00:02:31.000]  是需要我們彼此來關心的
[00:02:31.000 --> 00:02:32.000]  所以我今天跟大家
[00:02:32.000 --> 00:02:33.000]  分享的這個題目
[00:02:33.000 --> 00:02:35.000]  叫做信心的夥伴
[00:02:35.000 --> 00:02:37.000]  我們從信心的夥伴
[00:02:37.000 --> 00:02:40.000]  來認識基督徒
[00:02:40.000 --> 00:02:42.000]  到底我們應該要怎麼樣
[00:02:42.000 --> 00:02:44.000]  過一個群體的生活
[00:02:44.000 --> 00:02:45.000]  這個故事我們都
[00:02:45.000 --> 00:02:47.000]  剛剛所讀的這個故事
[00:02:47.000 --> 00:02:50.000]  我們都非常的喜歡
[00:02:50.000 --> 00:02:53.000]  但是怎麼樣透過這個故事
[00:02:53.000 --> 00:02:54.000]  來分享
[00:02:54.000 --> 00:02:55.000]  來找到一條
[00:02:55.000 --> 00:02:57.000]  我們可以實踐的道路
[00:02:57.000 --> 00:02:58.000]  在這裡有三點
[00:02:58.000 --> 00:02:59.000]  第一點
[00:02:59.000 --> 00:03:00.000]  我們要活出
[00:03:00.000 --> 00:03:03.000]  成為一個有愛心的夥伴
[00:03:03.000 --> 00:03:04.000]  第二個
[00:03:04.000 --> 00:03:05.000]  我們要成為一個
[00:03:05.000 --> 00:03:07.000]  有決心的夥伴
[00:03:07.000 --> 00:03:08.000]  第三個是
[00:03:08.000 --> 00:03:10.000]  我們要活出信心
[00:03:10.000 --> 00:03:13.000]  然後完成神所喜悅的事工
[00:03:13.000 --> 00:03:14.000]  完成
[00:03:14.000 --> 00:03:17.000]  讓神喜悅我們裡面的信心
[00:03:17.000 --> 00:03:18.000]  今天我們所讀的
[00:03:18.000 --> 00:03:21.000]  經文的背景是在馬可福音
[00:03:21.000 --> 00:03:22.000]  馬可福音
[00:03:22.000 --> 00:03:25.000]  大家看到那邊有一個圖
[00:03:25.000 --> 00:03:27.000]  我先來講這個圖好了
[00:03:27.000 --> 00:03:29.000]  這個圖我們可以看見
[00:03:29.000 --> 00:03:32.000]  馬可這位作者
