
[00:00:00.000 --> 00:00:05.380]  今日我的主題是「奇妙無比的基督」
[00:00:05.380 --> 00:00:10.580]  但目標是一個字「愛」
[00:00:10.580 --> 00:00:15.800]  大家試過愛一個人嗎?
[00:00:15.800 --> 00:00:20.740]  當你愛一個人時 你很想天天見著他
[00:00:20.740 --> 00:00:25.660]  天天聽他說話 想更深了解他
[00:00:25.660 --> 00:00:28.860]  當你認識他越深時
[00:00:28.860 --> 00:00:31.620]  你的愛便會越多
[00:00:31.620 --> 00:00:34.660]  愛上帝也是這樣
[00:00:34.660 --> 00:00:37.860]  今日我想跟大家講愛上帝
[00:00:37.860 --> 00:00:39.860]  很多基督徒的問題是
[00:00:39.860 --> 00:00:41.860]  上帝虛無縹緲
[00:00:41.860 --> 00:00:45.380]  上帝是看不到、摸不到、無法察覺
[00:00:45.380 --> 00:00:49.100]  我怎樣愛一個我根本看不到、摸不到的上帝
[00:00:49.100 --> 00:00:50.620]  我有事就祈禱
[00:00:50.620 --> 00:00:52.260]  回來找柯牧師祈禱
[00:00:52.260 --> 00:00:54.260]  柯牧師看到 上帝看不到
[00:00:54.260 --> 00:00:56.780]  柯牧師的祈禱有時行有時不行
[00:00:56.780 --> 00:00:58.780]  其實柯牧師的祈禱是行的
[00:00:58.780 --> 00:01:00.780]  但你心慌慌
[00:01:00.780 --> 00:01:06.220]  今日我希望跟大家講一些顛覆你的想法
[00:01:06.220 --> 00:01:09.900]  我希望你真的在神的話語裏
[00:01:09.900 --> 00:01:16.580]  對上帝的愛的關係有突破性的進展
[00:01:16.580 --> 00:01:18.580]  不是因為我講得很厲害
[00:01:18.580 --> 00:01:20.580]  而是因為這段經文很厲害
[00:01:20.580 --> 00:01:27.700]  這段經文是整本聖經裏其中一卷最厲害的
[00:01:27.700 --> 00:01:29.700]  最震撼的
[00:01:29.700 --> 00:01:33.260]  最有神學深度的經文
[00:01:33.260 --> 00:01:37.340]  講到神學深度有危險的就是有些人睡覺
[00:01:37.340 --> 00:01:42.900]  所以我鼓勵你提醒覺
[00:01:42.900 --> 00:01:45.300]  半小時不會長的
[00:01:45.300 --> 00:01:48.300]  對你有很大的得著
[00:01:48.300 --> 00:02:07.700]  耶穌在馬太福音二十二章講了
[00:02:07.700 --> 00:02:11.100]  他將十誡濃縮成兩條
[00:02:11.100 --> 00:02:15.900]  第一你要全心全性全意愛主你的神
[00:02:15.900 --> 00:02:17.900]  這是最重要的第一條誡命
[00:02:17.900 --> 00:02:19.900]  第二條就是愛人如己
[00:02:19.900 --> 00:02:23.900]  什麼叫做全心全性全意愛主你的神
[00:02:23.900 --> 00:02:27.900]  當時我提過你摸不到看不到神你怎樣愛他
[00:02:27.900 --> 00:02:30.900]  聖經給我們另一個出路
[00:02:30.900 --> 00:02:32.900]  從來沒有人見過神
[00:02:32.900 --> 00:02:36.900]  只有在父懷裡的獨身子將祂彰顯出來
[00:02:36.900 --> 00:02:38.900]  父懷裡的獨身子是誰
[00:02:38.900 --> 00:02:40.900]  是耶穌基督
[00:02:40.900 --> 00:02:42.900]  約翰福音第一章
[00:02:42.900 --> 00:02:44.900]  第一章第一節是什麼
[00:02:44.900 --> 00:02:47.900]  道與神同在道就是神
[00:02:47.900 --> 00:02:48.900]  道就是耶穌基督
[00:02:48.900 --> 00:02:49.900]  道成了肉身
[00:02:49.900 --> 00:02:51.900]  祂將父顯明出來
[00:02:51.900 --> 00:02:55.900]  我要講講什麼叫父懷裡的獨身子
[00:02:55.900 --> 00:02:59.900]  這個獨身子不是你和你太太
[00:02:59.900 --> 00:03:01.900]  你和你丈夫生了一個兒子
[00:03:01.900 --> 00:03:02.900]  那個就是獨身子
[00:03:02.900 --> 00:03:07.900]  那個是出生的情況
[00:03:07.900 --> 00:03:15.900]  原文這個獨身子是表達一個獨一無二而且永恆不變無始無終的關係
[00:03:15.900 --> 00:03:20.900]  這個獨身子不是講出生不是講生兒子而是講關係
[00:03:20.900 --> 00:03:28.900]  耶穌基督和上帝的關係是我與父原為一
[00:03:28.900 --> 00:03:31.900]  他就是和父神一樣
[00:03:31.900 --> 00:03:39.900]  和一個神,他與父神的關係,這個獨身子的意思就是獨一無二
[00:03:39.900 --> 00:03:43.900]  其他無可比的,無與倫比
[00:03:43.900 --> 00:03:47.900]  獨一無二而且永恆無始無終的關係
[00:03:47.900 --> 00:03:49.900]  即是說他就是神
[00:03:49.900 --> 00:03:51.900]  問題是父我們看不到
[00:03:51.900 --> 00:03:53.900]  但耶穌基督我們看到
[00:03:53.900 --> 00:03:55.900]  當你看到耶穌基督的時候
[00:03:55.900 --> 00:03:59.900]  你就透過耶穌基督去認識上帝
[00:03:59.900 --> 00:04:01.900]  所以今日我要和大家講的
[00:04:01.900 --> 00:04:06.900]  就是耶穌叫我們全心全性全意愛神
[00:04:06.900 --> 00:04:08.900]  而怎樣愛神呢?
[00:04:08.900 --> 00:04:10.900]  你愛耶穌基督就是愛神
[00:04:10.900 --> 00:04:13.900]  問題就是我怎樣愛耶穌基督呢?
[00:04:13.900 --> 00:04:15.900]  聖經講得很清楚
[00:04:15.900 --> 00:04:19.900]  耶穌基督也活在世上三十多年
[00:04:19.900 --> 00:04:25.900]  所以這段經文裏面有八點我要和大家分享
[00:04:25.900 --> 00:04:26.900]  很快的分享
[00:04:26.900 --> 00:04:28.900]  這八點很厲害
[00:04:28.900 --> 00:04:30.900]  如果你明白之後
[00:04:30.900 --> 00:04:32.900]  你的頭腦明白之後
[00:04:32.900 --> 00:04:34.900]  你就可以實踐出來
[00:04:34.900 --> 00:04:36.900]  因為如果你不明白的話
[00:04:36.900 --> 00:04:38.900]  你愛得來都好像很膚淺
[00:04:38.900 --> 00:04:40.900]  但為何有些基督徒可以為耶穌搏命
[00:04:40.900 --> 00:04:42.900]  有些就坐在那裏不動呢?
[00:04:42.900 --> 00:04:44.900]  我們剛才都講過
[00:04:44.900 --> 00:04:45.900]  聚會前說
[00:04:45.900 --> 00:04:49.900]  去年過年很多人一起幫忙寫輝春
[00:04:49.900 --> 00:04:51.900]  今年好像沒有
[00:04:51.900 --> 00:04:53.900]  差點連羅木斯都要抽出來
[00:04:53.900 --> 00:04:58.900]  羅木斯的輝春的中文字
[00:04:58.900 --> 00:05:02.900]  我們在這段經文裏面
[00:05:02.900 --> 00:05:04.900]  看八點耶穌基督的屬性
[00:05:04.900 --> 00:05:06.900]  你不用抄
[00:05:06.900 --> 00:05:12.900]  因為我們這個廣導會登在YouTube
[00:05:12.900 --> 00:05:14.900]  你可以回去再看一次
[00:05:14.900 --> 00:05:16.900]  第一點
[00:05:16.900 --> 00:05:22.900]  基督是那不能看見的神的形象
[00:05:22.900 --> 00:05:24.900]  Image of the invisible God
[00:05:24.900 --> 00:05:26.900]  我講過God is invisible
[00:05:26.900 --> 00:05:27.900]  大家知道
[00:05:27.900 --> 00:05:29.900]  上帝是個零
[00:05:29.900 --> 00:05:30.900]  沒有人看見祂
[00:05:30.900 --> 00:05:34.900]  不過基督就是那看不見的上帝的Image
[00:05:34.900 --> 00:05:35.900]  形象
[00:05:35.900 --> 00:05:36.900]  形象是可以看見的
[00:05:36.900 --> 00:05:38.900]  所以你透過看得見的形象
[00:05:38.900 --> 00:05:40.900]  就可以認識看不見的上帝
[00:05:40.900 --> 00:05:43.900]  所以你透過基督就可以認識上帝
[00:05:43.900 --> 00:05:45.900]  你不透過基督
[00:05:45.900 --> 00:05:47.900]  你就不認識上帝
[00:05:47.900 --> 00:05:52.900]  回到我們剛才所講的
[00:05:52.900 --> 00:05:54.900]  沒有人看見過神
[00:05:54.900 --> 00:05:58.900]  但是傅懷裡的獨身子將祂彰顯出來
[00:05:58.900 --> 00:06:01.900]  所以為什麼基督教那麼重要呢
[00:06:01.900 --> 00:06:03.900]  基督教就是要透過基督
[00:06:03.900 --> 00:06:04.900]  基督就是唯一的路
[00:06:04.900 --> 00:06:08.900]  若不藉著我沒有人能到傅那裡去
[00:06:08.900 --> 00:06:11.900]  這是第一點
[00:06:11.900 --> 00:06:15.900]  祂是那位Invisible God的形象
[00:06:15.900 --> 00:06:18.900]  形象就是可以看見的Image
[00:06:18.900 --> 00:06:19.900]  讓我們看到
[00:06:19.900 --> 00:06:20.900]  讓我們摸到
[00:06:20.900 --> 00:06:22.900]  讓我們愛祂
[00:06:22.900 --> 00:06:24.900]  記不記得耶穌復活後
[00:06:24.900 --> 00:06:26.900]  當馬說我要摸祂
[00:06:26.900 --> 00:06:27.900]  耶穌基督說
[00:06:27.900 --> 00:06:29.900]  我伸手出來
[00:06:29.900 --> 00:06:30.900]  有血有肉
[00:06:30.900 --> 00:06:31.900]  我們可以摸到
[00:06:31.900 --> 00:06:32.900]  第二
[00:06:32.900 --> 00:06:34.900]  基督是首先的
[00:06:34.900 --> 00:06:38.900]  在一切被造的之上
[00:06:38.900 --> 00:06:40.900]  英文呢
[00:06:40.900 --> 00:06:45.900]  就是First Born
[00:06:45.900 --> 00:06:48.900]  羅客本就是首生的
[00:06:48.900 --> 00:06:51.900]  新譯本就譯得好一點
[00:06:51.900 --> 00:06:52.900]  是首先的
[00:06:52.900 --> 00:06:54.900]  剛才我提過
[00:06:54.900 --> 00:06:57.900]  獨身子不等於祂第一個生出來
[00:06:57.900 --> 00:07:01.900]  這個First Born的原文呢
[00:07:01.900 --> 00:07:02.900]  有兩個用法
[00:07:02.900 --> 00:07:03.900]  兩個解釋
[00:07:03.900 --> 00:07:06.900]  一個是出生的次序
[00:07:06.900 --> 00:07:08.900]  一個是地位的高低
[00:07:08.900 --> 00:07:09.900]  這裡所講的
[00:07:09.900 --> 00:07:11.900]  不是出生的次序
[00:07:11.900 --> 00:07:13.900]  因為耶穌基督是自有永有的
[00:07:13.900 --> 00:07:14.900]  道就是神
[00:07:14.900 --> 00:07:16.900]  自有永有的
[00:07:16.900 --> 00:07:19.900]  這個是地位的高低
[00:07:19.900 --> 00:07:20.900]  祂是最高的
[00:07:20.900 --> 00:07:23.900]  無可比的
[00:07:23.900 --> 00:07:25.900]  祂是首先的
[00:07:25.900 --> 00:07:28.900]  所以我們看聖經很重要
[00:07:28.900 --> 00:07:31.900]  我現在在一間學院裡教的
[00:07:31.900 --> 00:07:32.900]  是《釋經學》
[00:07:32.900 --> 00:07:34.900]  我要讓同學知道
[00:07:34.900 --> 00:07:35.900]  看聖經
[00:07:35.900 --> 00:07:37.900]  你要去原文那裡
[00:07:37.900 --> 00:07:40.900]  要用幾個方法
[00:07:40.900 --> 00:07:42.900]  當時的社會背景
[00:07:42.900 --> 00:07:43.900]  當時的文化
[00:07:43.900 --> 00:07:44.900]  那個字
[00:07:44.900 --> 00:07:45.900]  那個字是什麼意思
[00:07:45.900 --> 00:07:46.900]  當時是什麼意思
[00:07:46.900 --> 00:07:50.900]  當時的字的用法已經變了
[00:07:50.900 --> 00:07:52.900]  所以你要很清楚
[00:07:52.900 --> 00:07:55.900]  這樣才知道上帝想講什麼
[00:07:55.900 --> 00:07:57.900]  所以這裡告訴他們
[00:07:57.900 --> 00:07:58.900]  基督是第一
[00:07:58.900 --> 00:08:00.900]  地位排第一的
[00:08:00.900 --> 00:08:02.900]  在一切被造之物之上
[00:08:02.900 --> 00:08:04.900]  祂不是被造的
[00:08:04.900 --> 00:08:09.900]  祂和上帝一起無始無終
[00:08:09.900 --> 00:08:12.900]  第三點
[00:08:12.900 --> 00:08:16.900]  萬物都是藉著祂而造
[00:08:16.900 --> 00:08:17.900]  也是為祂而造
[00:08:17.900 --> 00:08:21.900]  All things have been created through Him and for Him
[00:08:21.900 --> 00:08:22.900]  有兩點
[00:08:22.900 --> 00:08:23.900]  第一
[00:08:23.900 --> 00:08:26.900]  萬物是祂創造出來的
[00:08:26.900 --> 00:08:29.900]  萬物也是為祂而造
[00:08:32.900 --> 00:08:34.900]  聖經告訴他們
[00:08:34.900 --> 00:08:36.900]  上帝創造天地
[00:08:36.900 --> 00:08:38.900]  六天創造天地
[00:08:38.900 --> 00:08:40.900]  一到五天創造其他東西
[00:08:40.900 --> 00:08:43.900]  第六天創造人類
[00:08:43.900 --> 00:08:45.900]  這個天可以代表一個時期
[00:08:45.900 --> 00:08:47.900]  用六個時期創造
[00:08:47.900 --> 00:08:51.900]  其實頭五個時期創造的東西
[00:08:51.900 --> 00:08:53.900]  都是為了人類
[00:08:53.900 --> 00:08:57.900]  有太陽、有月亮、有花草、有樹木、有動物
[00:08:57.900 --> 00:08:59.900]  人才可以生存
[00:08:59.900 --> 00:09:02.900]  所有頭五天都是為了第六天
[00:09:02.900 --> 00:09:03.900]  就是人類
[00:09:03.900 --> 00:09:05.900]  整個世界都是神創造
[00:09:05.900 --> 00:09:06.900]  其他東西都是為了你
[00:09:06.900 --> 00:09:08.900]  因為上帝叫我們管理萬物
[00:09:08.900 --> 00:09:09.900]  還有
[00:09:09.900 --> 00:09:11.900]  其實上帝創造人類
[00:09:11.900 --> 00:09:12.900]  創造整個宇宙
[00:09:12.900 --> 00:09:13.900]  創造天地
[00:09:13.900 --> 00:09:15.900]  都是為了基督
[00:09:15.900 --> 00:09:16.900]  所以
[00:09:16.900 --> 00:09:18.900]  這是很厲害的
[00:09:18.900 --> 00:09:21.900]  所有的東西都是基督創造
[00:09:21.900 --> 00:09:23.900]  透過基督而創造
[00:09:23.900 --> 00:09:24.900]  而所有的東西
