
[00:00:00.000 --> 00:00:01.420]  頂梓媚平安
[00:00:01.420 --> 00:00:09.420]  上星期日我們終於沒辦法在這個堂所裡舉行集體的崇拜
[00:00:09.420 --> 00:00:12.200]  大家都知道因為颱風打得很厲害
[00:00:12.200 --> 00:00:13.220]  是的
[00:00:13.220 --> 00:00:16.060]  當然其實這樣影響你的生活
[00:00:16.060 --> 00:00:19.600]  當然會直接影響我們的教會生活
[00:00:19.600 --> 00:00:22.100]  也有頂梓媚是因為颱風裡面
[00:00:22.100 --> 00:00:25.400]  家裡的窗戶入水
[00:00:25.400 --> 00:00:27.400]  一樣有很多不便之處
[00:00:27.400 --> 00:00:29.800]  甚至乎大廈沒有電梯
[00:00:29.800 --> 00:00:32.900]  上去看醫生都要改期等等
[00:00:32.900 --> 00:00:36.300]  其實很多事情都會繼續影響我們的生命
[00:00:36.300 --> 00:00:40.900]  不過當然更多心願的生命的影響
[00:00:40.900 --> 00:00:42.700]  都是來自其他人的
[00:00:42.700 --> 00:00:45.300]  我不知道你有沒有這樣的經驗
[00:00:45.300 --> 00:00:46.500]  包括我在內
[00:00:46.500 --> 00:00:50.300]  其實很多人在我生命裡面都有很多心願的影響
[00:00:50.300 --> 00:00:54.100]  其中一位是在我讀浸會神學院的時候
[00:00:54.100 --> 00:00:55.800]  一個輔導系的老師
[00:00:55.800 --> 00:00:57.300]  其實他是一個客座老師
[00:00:57.300 --> 00:00:59.100]  是從美國過來的
[00:00:59.100 --> 00:01:04.900]  但是為什麼我這麼深印象他對我的生命的影響
[00:01:04.900 --> 00:01:10.800]  是因為之前我自己那種自卑感都是很重的
[00:01:10.800 --> 00:01:12.000]  不為意的
[00:01:12.000 --> 00:01:13.400]  不過每一次一預備
[00:01:13.400 --> 00:01:16.800]  那時候在讀神學而預備實習講道
[00:01:16.800 --> 00:01:18.200]  就很出色的了
[00:01:18.200 --> 00:01:20.900]  經常都覺得我講的東西沒用的
[00:01:20.900 --> 00:01:23.200]  人們聽到會睡覺的
[00:01:23.200 --> 00:01:25.000]  雖然到現在都可能是的
[00:01:25.000 --> 00:01:27.800]  但是手心出汗
[00:01:27.800 --> 00:01:30.000]  腎上腺分泌增加
[00:01:30.000 --> 00:01:32.200]  心跳加速
[00:01:32.200 --> 00:01:34.000]  對自己沒有信心
[00:01:34.000 --> 00:01:35.900]  不過後來這位老師
[00:01:35.900 --> 00:01:39.600]  當我上課去接受多一點輔導訓練的時候
[00:01:39.600 --> 00:01:42.000]  反而找到原因
[00:01:42.000 --> 00:01:44.300]  或者是他看到我這個情況
[00:01:44.300 --> 00:01:46.100]  要抓我要聊天
[00:01:46.100 --> 00:01:47.600]  然後慢慢我就意識到
[00:01:47.600 --> 00:01:49.600]  原來我那種自卑傾向
[00:01:49.600 --> 00:01:51.900]  很可能是因為我自小
[00:01:51.900 --> 00:01:57.700]  是一個我的家人家庭當中很重要的人物
[00:01:57.700 --> 00:02:00.900]  他對我比較要求很高
[00:02:00.900 --> 00:02:03.900]  我拿80分的時候他都不是讚的
[00:02:03.900 --> 00:02:07.900]  他問我為什麼你不拿我20分
[00:02:07.900 --> 00:02:10.100]  往往只是指出我的不足
[00:02:10.100 --> 00:02:12.300]  很少讚賞肯定
[00:02:12.300 --> 00:02:13.900]  漸漸可能因為這個緣故
[00:02:13.900 --> 00:02:15.900]  我就越來越少了自信
[00:02:15.900 --> 00:02:17.500]  比較容易退縮
[00:02:17.500 --> 00:02:21.000]  不過後來這位老師他就約我聊天
[00:02:21.000 --> 00:02:22.700]  我變成了受輔者
[00:02:22.700 --> 00:02:24.400]  一個接受輔導的人
[00:02:24.400 --> 00:02:27.300]  然後跟他聊了可能八、九次
[00:02:27.300 --> 00:02:30.000]  逐一和我疏解和我祈禱
[00:02:30.000 --> 00:02:32.700]  和我看回上帝的恩典和大能
[00:02:32.700 --> 00:02:34.300]  然後看回自我形象
[00:02:34.300 --> 00:02:36.200]  如何建立在基督裡面
[00:02:36.200 --> 00:02:37.400]  而不是在自己的能力
[00:02:37.400 --> 00:02:39.900]  或者在周圍環境的事上等等
[00:02:39.900 --> 00:02:40.900]  所以很感恩
[00:02:40.900 --> 00:02:44.300]  在那個階段我慢慢能夠健康回來
[00:02:44.300 --> 00:02:45.700]  另一個老師
[00:02:45.700 --> 00:02:47.700]  也是對我的生命有很深的影響
[00:02:47.700 --> 00:02:50.200]  就是在我在美國進修神學的時候
[00:02:50.200 --> 00:02:52.000]  他的名字叫C.W. Brewster
[00:02:52.000 --> 00:02:53.800]  因為他已經去世了
[00:02:53.800 --> 00:02:55.600]  安息主懷了
[00:02:55.600 --> 00:02:58.200]  他很明白和很接受到
[00:02:58.200 --> 00:02:59.600]  我在語文
[00:02:59.600 --> 00:03:01.600]  特別是英文程度的限制
[00:03:01.600 --> 00:03:04.400]  我在學養上的限制
[00:03:04.400 --> 00:03:07.800]  其實我仍然覺得都是普普通通的資料
[00:03:07.800 --> 00:03:10.000]  但是他竟然給我A
[00:03:10.000 --> 00:03:11.800]  這些可能是連文
[00:03:11.800 --> 00:03:13.300]  或者不是詩寫的
[00:03:13.300 --> 00:03:14.800]  是連文
[00:03:14.800 --> 00:03:19.000]  然後他也常常看到我在做人處事
[00:03:19.000 --> 00:03:21.200]  也可能因為語文程度的問題
[00:03:21.200 --> 00:03:23.800]  常常跟同學不太能聊天
[00:03:23.800 --> 00:03:26.400]  這一類的性格上的一些軟弱
[00:03:26.400 --> 00:03:28.100]  他又常常是鼓勵的
[00:03:28.100 --> 00:03:31.100]  是正面積極的那種鼓勵和提點
[00:03:31.100 --> 00:03:32.900]  就讓我深深的體會
[00:03:32.900 --> 00:03:34.100]  什麼叫做目者
[00:03:34.100 --> 00:03:35.900]  或者什麼叫做目者心腸
[00:03:35.900 --> 00:03:38.400]  或者你怎麼做一個僕人的領袖
[00:03:38.400 --> 00:03:40.900]  是的,其實我們的生命
[00:03:40.900 --> 00:03:43.400]  無論你有意或者無意
[00:03:43.400 --> 00:03:46.500]  都是被其他人很深的影響著你
[00:03:46.500 --> 00:03:48.100]  但是同時也是
[00:03:48.100 --> 00:03:50.500]  你的生命也有意或者無意地
[00:03:50.500 --> 00:03:52.400]  在影響著其他人
[00:03:52.400 --> 00:03:55.200]  但是這種是一種正面的影響
[00:03:55.200 --> 00:03:57.200]  還是負面的影響呢
[00:03:57.200 --> 00:03:58.700]  其實就很在乎
[00:03:58.700 --> 00:04:00.900]  影響你這個人的生命是什麼生命
[00:04:00.900 --> 00:04:02.900]  還有你的生命是什麼生命
[00:04:02.900 --> 00:04:05.400]  以至影響其他人是怎麼樣
[00:04:05.400 --> 00:04:08.200]  或許在座我們眾頂尖姐妹
[00:04:08.200 --> 00:04:11.200]  已經是經歷了這麼多個寒暑
[00:04:11.200 --> 00:04:13.400]  其實你已經在做這些功夫了
[00:04:13.400 --> 00:04:15.400]  不過有時候是有意影響人
[00:04:15.400 --> 00:04:17.700]  又或者是無意中影響人
[00:04:19.000 --> 00:04:20.300]  剛才讀出的經文
[00:04:20.300 --> 00:04:22.400]  其實是提摩泰後書第二章
[00:04:22.400 --> 00:04:25.800]  其實就是保羅去祝福提摩泰的
[00:04:25.800 --> 00:04:27.200]  祝福什麼呢
[00:04:27.200 --> 00:04:29.100]  特別祝福他就是要
[00:04:29.100 --> 00:04:31.600]  要以生命繼續影響人的生命
[00:04:31.600 --> 00:04:34.700]  而且是怎麼樣才是一種正面的生命
[00:04:34.700 --> 00:04:38.300]  影響人的生命已經無法逃避了
[00:04:38.300 --> 00:04:39.800]  只是你在家裡面
[00:04:39.800 --> 00:04:41.200]  跟你一起住的人
[00:04:41.200 --> 00:04:43.100]  就已經是受你的影響了
[00:04:43.100 --> 00:04:44.700]  然後你上班的地方
[00:04:44.700 --> 00:04:48.000]  或者你買菜給你那位
[00:04:48.500 --> 00:04:51.700]  都是受你有意無意的影響了
[00:04:51.700 --> 00:04:56.400]  當時提摩泰受保羅的影響很深
[00:04:56.400 --> 00:05:00.200]  當然是在上帝的恩典裡面
[00:05:00.200 --> 00:05:02.000]  不過保羅也是看到
[00:05:02.000 --> 00:05:04.900]  提摩泰是要鼓勵他
[00:05:04.900 --> 00:05:05.900]  你有生命的
[00:05:05.900 --> 00:05:08.800]  你可以繼續做一些生命的功夫
[00:05:08.800 --> 00:05:13.700]  當時其實是保羅已經在第三次宣教行程之後
[00:05:13.700 --> 00:05:15.800]  是被捕入獄
[00:05:15.800 --> 00:05:19.300]  後來放出來之後他進入了第四次的宣教行程
[00:05:19.300 --> 00:05:23.100]  不過在大概主後六十六六十七年左右
[00:05:23.100 --> 00:05:26.600]  其實差不多是聖殿被毀之前的幾年而已
[00:05:26.600 --> 00:05:28.700]  他再一次被捕了
[00:05:28.700 --> 00:05:31.800]  在當時羅馬的政府
[00:05:31.800 --> 00:05:34.900]  羅馬的皇帝尼祿
[00:05:34.900 --> 00:05:36.100]  再一次抓了他
[00:05:36.100 --> 00:05:37.900]  然後監禁在羅馬城
[00:05:37.900 --> 00:05:41.600]  保羅自知自己在世的日子無多了
[00:05:41.600 --> 00:05:44.100]  所以他怎麼樣去勸勉提摩泰呢
[00:05:44.100 --> 00:05:47.200]  就勸勉一種最重要的那個
[00:05:47.200 --> 00:05:48.700]  來去祝福他
[00:05:48.700 --> 00:05:51.400]  生命影響更多人的生命
[00:05:51.400 --> 00:05:53.000]  而且是有意識地
[00:05:53.000 --> 00:05:55.000]  令我們影響的人
[00:05:55.000 --> 00:05:58.500]  他的正面的生命能夠繼續影響其他人
[00:05:58.500 --> 00:06:00.800]  一代一代地影響下去
[00:06:00.800 --> 00:06:02.000]  這個一代一代
[00:06:02.000 --> 00:06:03.500]  可能是我們下一代
[00:06:03.500 --> 00:06:04.700]  我們肉身的下一代
[00:06:04.700 --> 00:06:07.400]  可能就是你家裡的小朋友
[00:06:07.400 --> 00:06:12.000]  又或者是教會裡面的青少年
[00:06:12.000 --> 00:06:13.000]  或者是兒童
[00:06:13.000 --> 00:06:14.200]  又或者是這個社區
[00:06:14.200 --> 00:06:16.300]  這個世界裡面的其他青少年兒童
[00:06:16.300 --> 00:06:17.300]  這個是我們的下一代
[00:06:17.300 --> 00:06:21.500]  當然還有可能就是我們靈裡面的下一代
[00:06:21.500 --> 00:06:23.500]  就是說我們現在信了主了
[00:06:23.500 --> 00:06:27.600]  我們就彷彿在屬靈上面成熟一點了
[00:06:27.600 --> 00:06:29.600]  要不然我們下一代是什麼人呢?
[00:06:29.600 --> 00:06:31.000]  就是一些未信主的人
[00:06:31.000 --> 00:06:32.100]  要帶他信主
[00:06:32.100 --> 00:06:35.000]  信主之後容易能夠栽培到他們
[00:06:35.000 --> 00:06:36.500]  好像我們這麼成熟
[00:06:36.500 --> 00:06:38.200]  或者我們的成熟
[00:06:38.200 --> 00:06:40.000]  都是我們跟一些導師
[00:06:40.000 --> 00:06:42.500]  甚至乎一些屬靈的長者的成熟而已
[00:06:42.500 --> 00:06:43.400]  是不是?
[00:06:43.400 --> 00:06:44.900]  這種代代相傳
[00:06:44.900 --> 00:06:47.100]  以生命影響下一代
[00:06:47.100 --> 00:06:50.800]  其實不僅是保羅祝福提摩台
[00:06:50.800 --> 00:06:54.100]  其實上帝祝福我們這裡每一個
[00:06:54.100 --> 00:06:56.500]  都是一個這樣的功夫
[00:06:56.500 --> 00:06:58.800]  每一個都是生命的關懷者
[00:06:58.800 --> 00:07:02.600]  每一個都是生命的一種報道者
[00:07:02.600 --> 00:07:05.700]  每一個都是生命的教導者
[00:07:05.700 --> 00:07:08.400]  我很欣賞有一些人
[00:07:08.400 --> 00:07:09.800]  已經開始越來越說
[00:07:09.800 --> 00:07:10.900]  我們是教導者
[00:07:10.900 --> 00:07:12.100]  不過我再說一句
[00:07:12.100 --> 00:07:13.700]  是生命的教導者
[00:07:13.700 --> 00:07:15.900]  所以我們不只是說一些知識
[00:07:15.900 --> 00:07:17.200]  而是說生命
[00:07:17.200 --> 00:07:19.000]  我們很喜歡說報道者
[00:07:19.000 --> 00:07:20.400]  是生命的報道者
[00:07:20.400 --> 00:07:23.600]  因為我們有時說福音做報道
[00:07:23.600 --> 00:07:25.100]  可能都變成一種機械化
[00:07:25.100 --> 00:07:26.500]  都不一定的
[00:07:26.500 --> 00:07:29.300]  但是我們知道這是生命的工程
[00:07:29.300 --> 00:07:33.300]  關懷就更加是一種生命的關懷
[00:07:33.300 --> 00:07:35.900]  其實當做這一代的功夫容易嗎?
[00:07:35.900 --> 00:07:38.400]  生命建造的功夫容易嗎?
[00:07:38.400 --> 00:07:40.400]  一點都不容易
[00:07:40.400 --> 00:07:43.400]  你想做對方都未必讓你做
[00:07:43.400 --> 00:07:44.400]  好了
[00:07:44.400 --> 00:07:46.900]  當時提摩泰一樣面對這樣的情況
[00:07:46.900 --> 00:07:49.700]  他也會遇到很多困難
[00:07:49.700 --> 00:07:51.500]  最低限度他有幾個難處
[00:07:51.500 --> 00:07:53.800]  第一個就是根本是自身的難處
[00:07:53.800 --> 00:07:55.000]  他自己
[00:07:55.000 --> 00:07:56.300]  特別是在提摩泰後書
[00:07:56.300 --> 00:07:57.300]  他講到
[00:07:57.300 --> 00:08:01.000]  他的性格可能有一些限制
[00:08:01.000 --> 00:08:02.800]  所以在一章七節
[00:08:02.800 --> 00:08:04.000]  保羅說
[00:08:04.000 --> 00:08:05.500]  鼓勵他的話就是說
[00:08:05.500 --> 00:08:07.300]  我們現在在基督裡面
[00:08:07.300 --> 00:08:10.000]  要的不是一種膽怯的心
[00:08:10.000 --> 00:08:12.600]  是要剛強仁愛謹守的心
[00:08:12.600 --> 00:08:14.600]  所以他反面就是說
[00:08:14.600 --> 00:08:16.700]  你現在夠膽怯了
[00:08:16.700 --> 00:08:18.600]  他性格上有某一些質地
[00:08:18.600 --> 00:08:21.300]  是會令他不是很容易
[00:08:21.300 --> 00:08:24.600]  主動地做一些生命功夫的
[00:08:24.600 --> 00:08:25.700]  還有
[00:08:25.700 --> 00:08:27.800]  其實在他外在的環境
