
[00:00:00.000 --> 00:00:03.000]  我們開始之前有個祈禱
[00:00:03.000 --> 00:00:10.000]  真是天父感謝祢把祢的話賜了給我們
[00:00:10.000 --> 00:00:18.000]  求祢幫助我們能夠聽得清楚並且明白祢的話
[00:00:18.000 --> 00:00:22.000]  奉耶穌基督的名祈禱,阿們
[00:00:29.000 --> 00:00:31.000]  當我十四歲的時候
[00:00:31.000 --> 00:00:36.000]  那個不是我
[00:00:36.000 --> 00:00:41.000]  但是我十四歲的時候也打棒球
[00:00:41.000 --> 00:00:53.000]  我們另外一隊的對手,他有一個球員,很大隻的
[00:00:55.000 --> 00:00:59.000]  很難沒有人可以衝過他
[00:00:59.000 --> 00:01:04.000]  我開始要打球了
[00:01:04.000 --> 00:01:07.000]  我打中了球
[00:01:07.000 --> 00:01:11.000]  他一手就接到了
[00:01:11.000 --> 00:01:14.000]  那我就要出局了
[00:01:14.000 --> 00:01:18.000]  但是我一樣要跑
[00:01:18.000 --> 00:01:23.000]  我一直向著他跑過去
[00:01:25.000 --> 00:01:27.000]  然後他就跌在地上
[00:01:27.000 --> 00:01:32.000]  很難呼吸,呼不出來
[00:01:32.000 --> 00:01:36.000]  當時我是這樣想的
[00:01:36.000 --> 00:01:42.000]  如果他在我們那一隊就好了
[00:01:51.000 --> 00:01:58.000]  在創世紀十五章,我們看到亞伯蘭的故事已經差不多到了中間
[00:01:58.000 --> 00:02:07.000]  神對亞伯蘭說,其實我是在你那一邊的
[00:02:07.000 --> 00:02:11.000]  我是在你那一隊的
[00:02:17.000 --> 00:02:22.000]  在十二章,我們看到上帝答應了亞伯蘭三件事
[00:02:22.000 --> 00:02:34.000]  答應把土地賜給他,他的民族會很多,並且他有一個很大的名氣
[00:02:34.000 --> 00:02:39.000]  當時亞伯蘭是七十五歲
[00:02:43.000 --> 00:02:47.000]  來到第十五章的時候,其實已經過了十年
[00:02:47.000 --> 00:02:51.000]  什麼事都沒有發生
[00:02:51.000 --> 00:03:01.000]  神並沒有實現他對亞伯蘭的任何一項應許
[00:03:08.000 --> 00:03:15.000]  在十四章,我們看到亞伯蘭因為要拯救他的侄兒羅德而打了一場勝仗
[00:03:15.000 --> 00:03:25.000]  所以在十五章一開始的時候,當神對他說你不要懼怕
[00:03:25.000 --> 00:03:29.000]  其實表明當時亞伯蘭是有懼怕的心情
[00:03:35.000 --> 00:03:41.000]  亞伯蘭當時帶了三百一十八個奴僕,打贏了當時四個國家
[00:03:41.000 --> 00:03:50.000]  他可能在想他們會不會報復呢?他們會怎樣來報復呢?
[00:03:50.000 --> 00:03:57.000]  在十五章一節我們就讀到了
[00:03:57.000 --> 00:04:09.000]  「這時以後,亞伯蘭在異象中聽見上主對他說:亞伯蘭,不要怕,我要保護你,給你極大的獎賞」
[00:04:09.000 --> 00:04:17.000]  上帝對亞伯蘭說:我是站在你的那邊的
[00:04:17.000 --> 00:04:21.000]  我是你的盾牌
[00:04:25.000 --> 00:04:27.000]  我是你的盾牌的大隻佬
[00:04:27.000 --> 00:04:31.000]  你可以信靠我的
[00:04:31.000 --> 00:04:44.000]  但是由於亞伯蘭等了十年,他有了上帝的應許已經等了十年了
[00:04:44.000 --> 00:04:47.000]  所以亞伯蘭就回答上主這樣說
[00:04:48.000 --> 00:04:55.000]  他說:至高的上主,我既然沒有兒子,你給我獎賞有什麼用呢?
[00:04:55.000 --> 00:05:01.000]  他等了十年
[00:05:01.000 --> 00:05:06.000]  他現在已經八十五歲了
[00:05:12.000 --> 00:05:18.000]  你有沒有曾經等候一些事情等了這麼久,然後就想:唉,都不會發生的了
[00:05:18.000 --> 00:05:32.000]  我有時帶著小朋友去遊樂園玩,排隊的時候,我時時都有這樣的感受
[00:05:32.000 --> 00:05:38.000]  你排隊排了一個小時
[00:05:41.000 --> 00:05:44.000]  不過坐那些車,可能坐三分鐘而已
[00:05:44.000 --> 00:05:54.000]  但是你一路排隊的時候,一路想著,唉,都不知道能不能上去,可能排到我們就收工了
[00:05:54.000 --> 00:06:03.000]  有時我們等得久,真的會有些絕望的
[00:06:08.000 --> 00:06:16.000]  對亞伯蘭來說,他的心情就好像我們很多人很期望等待有第一個兒子
[00:06:16.000 --> 00:06:22.000]  這個真的是很絕望的時間
[00:06:22.000 --> 00:06:28.000]  上帝答應了會給他一個兒子
[00:06:28.000 --> 00:06:33.000]  他現在已經八十五歲了
[00:06:36.000 --> 00:06:39.000]  有沒有人今天八十五歲還想著要生一個兒子
[00:06:39.000 --> 00:06:48.000]  但是亞伯蘭沒有說從此不信靠上帝
[00:06:48.000 --> 00:06:56.000]  他也沒有什麼盼望,不相信這件事會發生
[00:06:56.000 --> 00:07:03.000]  這件事是我們要從創世紀裡面學習的
[00:07:07.000 --> 00:07:13.000]  如果我們說我們相信靠上帝,我們一定要相信他給我們的應許
[00:07:13.000 --> 00:07:22.000]  當我們說我們相信靠上帝的時候,我們就相信他的說話
[00:07:22.000 --> 00:07:31.000]  我們相信他的說話,即使情況是很難令我們相信
[00:07:34.000 --> 00:07:40.000]  我們仍然相信他的說話,即使我們看環境的時候覺得是沒什麼可能的
[00:07:40.000 --> 00:07:48.000]  即使我們很累,我們等了很久,我們仍然信靠上主的說話
[00:07:48.000 --> 00:07:59.000]  我們仍然信靠上帝,即使上帝答應要給我們的東西,不是我們很想要的
[00:08:03.000 --> 00:08:07.000]  我們相信上主的說話,因為上帝就是他的說話
[00:08:07.000 --> 00:08:13.000]  上帝能夠用他的說話來創造世界
[00:08:13.000 --> 00:08:21.000]  他的話成為了肉身,成為了耶穌基督
[00:08:21.000 --> 00:08:31.000]  耶穌一項方法去介紹他就是道,即是上帝的話成了肉身
[00:08:34.000 --> 00:08:38.000]  如果我們不相信上帝的話,就等於我們不相信上帝
[00:08:38.000 --> 00:08:54.000]  當時阿巴蘭已經很疲累,甚至有點沮喪,他等了很久,我們聽聽他的後果
[00:08:56.000 --> 00:09:09.000]  第五節這樣說:上帝帶他到外面,對他說:你望一望天空,數一數星星,你的後代要像星星一樣多
[00:09:09.000 --> 00:09:13.000]  阿巴蘭信上主,上主就認他為義人
[00:09:13.000 --> 00:09:19.000]  阿巴蘭相信上帝的話
[00:09:23.000 --> 00:09:27.000]  上帝就將他的信,算是他的義
[00:09:27.000 --> 00:09:41.000]  由於阿巴蘭對上帝的話有信心,這就使他和上帝有一個正確的關係
[00:09:41.000 --> 00:09:46.000]  我們有沒有留意到這一點呢?
[00:09:46.000 --> 00:09:51.000]  在那個時代還沒有摩西的律法
[00:09:54.000 --> 00:09:56.000]  當時沒有十誡要遵守
[00:09:56.000 --> 00:10:00.000]  連國禮都沒有
[00:10:00.000 --> 00:10:05.000]  也沒有憲制的制度
[00:10:05.000 --> 00:10:13.000]  阿巴蘭是單單憑信而得到救贖
[00:10:19.000 --> 00:10:25.000]  阿巴蘭得救是因為他沒有律法,沒有憲制,單憑信心
[00:10:25.000 --> 00:10:32.000]  他得救是因為他完全相信上帝的話
[00:10:32.000 --> 00:10:44.000]  然後上帝和阿巴蘭訂立了一個盟約來確認他的說話
[00:10:48.000 --> 00:10:51.000]  在聖經裏面有兩個主要的盟約
[00:10:51.000 --> 00:10:56.000]  我們有時會稱之為一個遺囑
[00:10:56.000 --> 00:11:00.000]  一個舊約,一個新約
[00:11:00.000 --> 00:11:06.000]  或者我們可以稱之為舊的盟約和新的盟約
[00:11:10.000 --> 00:11:18.000]  舊的盟約就是從上帝和阿巴蘭立約開始,就是今天我們看的《創世紀》第十五章
[00:11:18.000 --> 00:11:26.000]  上帝在十二章已經向阿巴蘭立了應許
[00:11:26.000 --> 00:11:32.000]  而在十五章才和他訂下盟約
[00:11:38.000 --> 00:11:44.000]  盟約就是將約的內容和條款寫出來
[00:11:44.000 --> 00:11:52.000]  這個盟約是怎樣的呢?
[00:11:52.000 --> 00:12:03.000]  在古代近東的地方,這種盟約是很普通的,很普遍的
[00:12:08.000 --> 00:12:13.000]  征服了另一個國家的國家就叫做宗主國
[00:12:13.000 --> 00:12:20.000]  被人征服的那個變成了附庸國
[00:12:20.000 --> 00:12:31.000]  宗主國就是勝利者,附庸就是被人打敗的那個
[00:12:35.000 --> 00:12:39.000]  宗主國打勝座當然可以訂立所有的規矩
[00:12:39.000 --> 00:12:49.000]  他們可能說,我們會保護你,任何國家侵略你,我們都會保護你的
[00:12:49.000 --> 00:12:57.000]  如果有饑荒發生,我們都會供應糧食給你的人民
[00:12:57.000 --> 00:13:01.000]  但你要納稅給我們
[00:13:03.000 --> 00:13:05.000]  你要遵守我們的律法
[00:13:05.000 --> 00:13:09.000]  你還要拜我們要拜的神
[00:13:09.000 --> 00:13:18.000]  宗主國在這個盟約裏面是宗主國說了算的
[00:13:18.000 --> 00:13:25.000]  他們要找一些動物,拿一些動物
[00:13:25.000 --> 00:13:30.000]  將那些動物斬成兩半
[00:13:33.000 --> 00:13:37.000]  然後將那些動物放在兩邊中間,留一條走廊
[00:13:37.000 --> 00:13:47.000]  然後兩位王子
[00:13:47.000 --> 00:13:52.000]  將那些動物放在兩邊中間,留一條走廊
[00:13:52.000 --> 00:14:02.000]  宗主國和附庸國的兩個王子,一起在中間走廊走過
[00:14:03.000 --> 00:14:19.000]  宗主國的王子說,如果我破壞了我們的盟約,我就會像這兩邊的動物一樣,斬開兩邊
[00:14:24.000 --> 00:14:33.000]  附庸國的國王也是這樣說,如果我不守盟約的話,我也死了,我給你斬開兩邊
[00:14:33.000 --> 00:14:42.000]  如果這個形象在婚禮中進行,就很可怕
[00:14:42.000 --> 00:14:52.000]  但這就是那些動物所代表的意義,死了斬開兩邊
[00:14:55.000 --> 00:15:03.000]  我們兩個人,無論誰不遵守盟約的內容,我們就會被斬開兩邊
[00:15:03.000 --> 00:15:09.000]  所以上帝就這樣對亞伯蘭說
[00:15:09.000 --> 00:15:17.000]  你的後裔會多到好像天上的星一樣
[00:15:17.000 --> 00:15:22.000]  我也會將這塊土地賜給你
[00:15:24.000 --> 00:15:26.000]  但有三個條件
[00:15:26.000 --> 00:15:34.000]  亞伯蘭,這些事情未發生之前,你早就已經死了
[00:15:34.000 --> 00:15:45.000]  你的子民,你的後代,會被奴役四百年
[00:15:51.000 --> 00:15:57.000]  要等到四代之後,你的後代才會來擁有這些土地
[00:15:57.000 --> 00:16:06.000]  上帝的計劃是要四百年後才實現
[00:16:06.000 --> 00:16:12.000]  然後上帝就斬開這個盟約
[00:16:15.000 --> 00:16:25.000]  第十七節,日落天黑的時候,突然有冒著煙的火爐和燃燒著的火具出現,從那兩行玉塊中間經過
[00:16:25.000 --> 00:16:33.000]  那個火爐就象徵上帝的同在
[00:16:33.000 --> 00:16:44.000]  我們留意到很特別的地方,就是神只是從那兩行玉中間經過
[00:16:45.000 --> 00:16:55.000]  神當然在說,如果我不守盟約,那就是我死了
[00:16:55.000 --> 00:17:08.000]  但他同時也代表亞伯蘭,如果亞伯蘭你不守盟約,那就是我死了
[00:17:13.000 --> 00:17:15.000]  如果我違背,那就是我死了
[00:17:15.000 --> 00:17:21.000]  即使是你違背,那就是我死了
[00:17:21.000 --> 00:17:29.000]  這個就是上帝盟約最獨特的地方
[00:17:29.000 --> 00:17:33.000]  上帝做所有的工作
[00:17:33.000 --> 00:17:38.000]  上帝做出所有的承諾
[00:17:41.000 --> 00:17:45.000]  而上帝也擔負起所有的懲罰
[00:17:45.000 --> 00:17:50.000]  他向我們要求的是甚麼呢?
[00:17:50.000 --> 00:17:56.000]  相信我的話
[00:17:56.000 --> 00:18:00.000]  要有信心
[00:18:08.000 --> 00:18:13.000]  五章之後,第十六章,我們就看到亞伯蘭跌倒了
[00:18:13.000 --> 00:18:28.000]  在第十六章,亞伯蘭和他的太太撒萊就決定,我們不會有子女了,上帝不會給我們子女
[00:18:28.000 --> 00:18:37.000]  所以亞伯蘭就和下甲同房
[00:18:39.000 --> 00:18:42.000]  他就生了二十瑪利
[00:18:42.000 --> 00:18:49.000]  他們沒有真正信靠上帝的說話
[00:18:49.000 --> 00:18:54.000]  他們沒有信靠上帝的計劃
[00:18:54.000 --> 00:19:00.000]  他們決定要做自己想做的事
[00:19:06.000 --> 00:19:11.000]  上帝告訴他們,這個不算的,你一定要自己生才算
[00:19:11.000 --> 00:19:22.000]  然後再過了十幾年之後,上帝就給了他們的兒子以撒
[00:19:22.000 --> 00:19:28.000]  那時候亞伯蘭是九十九歲
[00:19:28.000 --> 00:19:34.000]  有沒有人想九十九歲做爸爸?
[00:19:37.000 --> 00:19:40.000]  但是上帝是遵守了他們的承諾
[00:19:40.000 --> 00:19:50.000]  從以撒生的後代,多到好像天上的星一樣
[00:19:50.000 --> 00:19:58.000]  他們後來真的有四百年被人奴役
[00:19:58.000 --> 00:20:05.000]  在第四代之後,他們就進入了應許之地
[00:20:07.000 --> 00:20:11.000]  上帝的子民時時都是破壞盟約的
[00:20:11.000 --> 00:20:19.000]  因為他們不是能夠完全相信上帝的說話
[00:20:19.000 --> 00:20:24.000]  這個我們叫做罪
[00:20:24.000 --> 00:20:32.000]  罪就是我們犯罪的時候,就是我們不相信上帝的話語的時候
[00:20:37.000 --> 00:20:42.000]  犯罪就是我們憑自己的方法去做事,而不相信上帝
[00:20:42.000 --> 00:20:47.000]  我們所有人都犯了罪
[00:20:47.000 --> 00:20:54.000]  我們都破壞了信的盟約
[00:20:54.000 --> 00:21:05.000]  我們很多時候都沒有真的去跟隨神,而是只顧著自己去計劃前面的道路
[00:21:07.000 --> 00:21:11.000]  但是今天我們基督徒是生活在和耶穌所立的新約
[00:21:11.000 --> 00:21:28.000]  當主耶穌還沒死之前,他就在最後晚餐和門徒一起坐下來吃最後的晚餐
[00:21:32.000 --> 00:21:36.000]  耶穌在說什麼呢?他拿起杯子說道
[00:21:36.000 --> 00:21:43.000]  「這杯是上帝的新約,是用我為你們流出的血設立的」
[00:21:43.000 --> 00:22:01.000]  耶穌是完成了舊約,是用他的肉和血去立一個新的約
[00:22:03.000 --> 00:22:11.000]  我們的罪是破壞了我們和神之間的盟約
[00:22:11.000 --> 00:22:29.000]  但是耶穌是走在那兩堆肉的肉塊中間,是做了「如果你犯罪,都是我死」的行動
[00:22:33.000 --> 00:22:40.000]  耶穌為我們所有人的罪,來付上贖價
[00:22:40.000 --> 00:22:55.000]  耶穌所做的事就等於上帝說「如果你破壞盟約,我死」
[00:23:00.000 --> 00:23:09.000]  我們是沒有信心,破壞了神的盟約,但是耶穌為我們付出了贖價
[00:23:09.000 --> 00:23:18.000]  在希伯來書提醒我們兩件很重要的事
[00:23:18.000 --> 00:23:29.000]  第一件事就是耶穌付出了贖價,是一次而永遠有效的
[00:23:31.000 --> 00:23:42.000]  第二件事就是,透過相信耶穌,我們和上帝有一個永恆的盟約
[00:23:42.000 --> 00:23:49.000]  今天上帝對我們說什麼呢?
[00:23:53.000 --> 00:24:12.000]  祂仍然對我們說「我是你們的盾牌,我是站在你們那邊的,你可以相信我,你可以相信我的說話,你可以相信我的計劃」
[00:24:12.000 --> 00:24:22.000]  我們要記得上帝的計劃不是說未來四天有什麼事發生
[00:24:24.000 --> 00:24:26.000]  也不是說未來四年
[00:24:26.000 --> 00:24:32.000]  甚至不是說未來的四百年
[00:24:32.000 --> 00:24:39.000]  上帝的計劃是有關我們的永恆生命
[00:24:39.000 --> 00:24:46.000]  上帝的計劃是為了我們的永恆生命
[00:24:54.000 --> 00:24:59.000]  無論我們破壞了盟約多少次,耶穌已經為我們付出了贖價
[00:24:59.000 --> 00:25:02.000]  我們一起祈禱
