
[00:00:00.000 --> 00:00:05.000]  請大家一起在下低頭祈禱
[00:00:05.000 --> 00:00:08.000]  親愛的恩主感謝祢
[00:00:08.000 --> 00:00:10.000]  最多謝祢很愛錫我們
[00:00:10.000 --> 00:00:13.000]  祢去呼喚我們 去吸引我們
[00:00:13.000 --> 00:00:17.000]  以致我們能夠在很忙碌的生活裡
[00:00:17.000 --> 00:00:19.000]  我們仍然願意抽出時間
[00:00:19.000 --> 00:00:21.000]  在殿裡一起敬拜
[00:00:21.000 --> 00:00:24.000]  主讓祢與我們同在
[00:00:24.000 --> 00:00:27.000]  讓我們經驗到祢與我們的同在
[00:00:27.000 --> 00:00:30.000]  願聖靈去開我們的眼睛
[00:00:30.000 --> 00:00:32.000]  賜我們悟性
[00:00:32.000 --> 00:00:35.000]  以致我們能夠明白你話語中的奧秘
[00:00:35.000 --> 00:00:38.000]  願講的和聽的都同夢你的月亮
[00:00:38.000 --> 00:00:40.000]  祈禱奉主耶穌基督的名球
[00:00:40.000 --> 00:00:42.000]  Amen
[00:00:42.000 --> 00:00:44.000]  今天我跟大家分享一段經文
[00:00:44.000 --> 00:00:50.000]  就是哥倫多前書一章十至十八節
[00:00:50.000 --> 00:00:52.000]  大家可以打開你的聖經
[00:00:52.000 --> 00:00:56.000]  我們一起去重讀這段經文
[00:00:56.000 --> 00:00:59.000]  或者你可以看螢光幕上面
[00:00:59.000 --> 00:01:05.000]  都可以的
[00:01:05.000 --> 00:01:22.000]  哥倫多前書一章十至十八節
[00:01:22.000 --> 00:01:28.000]  大家唸的聖經是新約二百四十九頁
[00:01:28.000 --> 00:01:30.000]  我們一起讀
[00:01:53.000 --> 00:01:55.000]  我的意思是
[00:01:55.000 --> 00:01:57.000]  你們各人說
[00:01:57.000 --> 00:01:59.000]  我是屬保羅的
[00:01:59.000 --> 00:02:01.000]  我是屬阿波羅的
[00:02:01.000 --> 00:02:03.000]  我是屬基法的
[00:02:03.000 --> 00:02:05.000]  我是屬基督的
[00:02:05.000 --> 00:02:07.000]  基督是分離的嗎?
[00:02:07.000 --> 00:02:10.000]  保羅為你們釘了十字架嗎?
[00:02:10.000 --> 00:02:14.000]  你們是奉保羅的名受了洗嗎?
[00:02:14.000 --> 00:02:16.000]  我感謝神
[00:02:16.000 --> 00:02:19.000]  除了基里斯堡和該由以外
[00:02:19.000 --> 00:02:24.000]  我沒有給你們中的任何一個人施洗
[00:02:24.000 --> 00:02:29.000]  免得有人說你們是奉我的名受洗的
[00:02:29.000 --> 00:02:33.000]  我曾為斯提法那加施過洗
[00:02:33.000 --> 00:02:39.000]  此外我已記不清有沒有給別人施過洗
[00:02:39.000 --> 00:02:43.000]  因為基督差顯我不是為施洗
[00:02:43.000 --> 00:02:45.000]  而是為傳福音
[00:02:45.000 --> 00:02:48.000]  並不是用智慧的言論
[00:02:48.000 --> 00:02:52.000]  免得基督的十字架落了空
[00:02:52.000 --> 00:02:54.000]  因為十字架的道理
[00:02:54.000 --> 00:02:57.000]  在那滅亡的人事如絕
[00:02:57.000 --> 00:02:59.000]  在我們得救的人
[00:02:59.000 --> 00:03:02.000]  卻是神的大能
[00:03:02.000 --> 00:03:09.000]  這是一封保羅寫給哥倫多教會的書信
[00:03:09.000 --> 00:03:16.000]  哥倫多教會是保羅第二次旅行報道時所建立的教會
[00:03:16.000 --> 00:03:21.000]  這件事在少林寺十八章一至十八節可以看到
[00:03:21.000 --> 00:03:26.000]  哥倫多教會內有猶太信徒和外邦信徒
[00:03:26.000 --> 00:03:30.000]  保羅在當地大約有一年半的時間
[00:03:30.000 --> 00:03:34.000]  後來因為未信的猶太人群起攻擊他
[00:03:34.000 --> 00:03:37.000]  於是保羅離開了哥倫多
[00:03:37.000 --> 00:03:41.000]  我們可以打開大家手上同樣的聖經
[00:03:41.000 --> 00:03:46.000]  新的在後面,446頁
[00:03:46.000 --> 00:03:51.000]  即是書的底頁,446頁
[00:03:51.000 --> 00:03:54.000]  這裏是一些副錄
[00:03:54.000 --> 00:03:56.000]  當中我們可以見到
[00:03:56.000 --> 00:04:00.000]  哥倫多,介紹哥倫多這個情況
[00:04:00.000 --> 00:04:03.000]  我們試試讀一下
[00:04:03.000 --> 00:04:09.000]  446頁,我找到哥倫多了
[00:04:09.000 --> 00:04:11.000]  我們一起讀
[00:04:11.000 --> 00:04:15.000]  羅馬帝國阿該亞省的首都
[00:04:15.000 --> 00:04:18.000]  位於今日希臘境內一處
[00:04:18.000 --> 00:04:21.000]  作有運河的地下
[00:04:21.000 --> 00:04:24.000]  是希臘南北交通必經之地
[00:04:24.000 --> 00:04:27.000]  地中海東西交通的要道
[00:04:27.000 --> 00:04:31.000]  也是當時最重要的商業中心
[00:04:31.000 --> 00:04:34.000]  當地人民生活奢侈
[00:04:34.000 --> 00:04:36.000]  信奉多神教
[00:04:36.000 --> 00:04:39.000]  行淫亂,道德敗壞
[00:04:39.000 --> 00:04:41.000]  保羅第二次旅行
[00:04:41.000 --> 00:04:43.000]  全都曾在這城居住一年
[00:04:43.000 --> 00:04:45.000]  建立教會
[00:04:45.000 --> 00:04:47.000]  後來教會出現分裂
[00:04:47.000 --> 00:04:49.000]  和不道德的問題
[00:04:49.000 --> 00:04:51.000]  這裏說他居住一年
[00:04:51.000 --> 00:04:53.000]  但在其他學者的研究
[00:04:53.000 --> 00:04:55.000]  說他居住一年半
[00:04:55.000 --> 00:04:57.000]  一年半也好,一年也好
[00:04:57.000 --> 00:05:00.000]  其實保羅也是創立這個教會
[00:05:00.000 --> 00:05:02.000]  關於這個介紹
[00:05:02.000 --> 00:05:03.000]  簡單來說
[00:05:03.000 --> 00:05:06.000]  哥倫多是一個當時國際的大都會
[00:05:06.000 --> 00:05:08.000]  貿易很頻繁
[00:05:08.000 --> 00:05:10.000]  也是旅遊必經之地
[00:05:10.000 --> 00:05:12.000]  與現今國際很多大城市
[00:05:12.000 --> 00:05:14.000]  很多地方很相似
[00:05:14.000 --> 00:05:16.000]  人民生活很奢侈
[00:05:16.000 --> 00:05:17.000]  道德敗壞
[00:05:17.000 --> 00:05:20.000]  而哥倫多教會更出現了分裂
[00:05:20.000 --> 00:05:22.000]  和不道德的問題
[00:05:22.000 --> 00:05:25.000]  在今日所選擇的經文第十一節
[00:05:25.000 --> 00:05:27.000]  保羅讓我們知道
[00:05:27.000 --> 00:05:32.000]  他是在格萊士家裏的人聽到
[00:05:32.000 --> 00:05:34.000]  教會裏有紛爭的事
[00:05:34.000 --> 00:05:36.000]  格萊士相信是當時
[00:05:36.000 --> 00:05:39.000]  一位富有的姊妹
[00:05:39.000 --> 00:05:41.000]  她家裏有很多傭工
[00:05:41.000 --> 00:05:44.000]  也有不少歸順了基督
[00:05:44.000 --> 00:05:47.000]  相信是這些傭工
[00:05:47.000 --> 00:05:50.000]  他們到訪或寫信給保羅
[00:05:50.000 --> 00:05:53.000]  知道哥倫多教會的狀況
[00:05:53.000 --> 00:05:55.000]  英文聖經以
[00:05:55.000 --> 00:05:57.000]  Fighting among yourselves
[00:05:57.000 --> 00:06:00.000]  來形容信徒之間的關係
[00:06:00.000 --> 00:06:02.000]  Fighting中文是
[00:06:02.000 --> 00:06:04.000]  自己人打自己人
[00:06:04.000 --> 00:06:06.000]  他們爭什麼呢
[00:06:06.000 --> 00:06:08.000]  當時的信徒彼此說
[00:06:08.000 --> 00:06:09.000]  我是屬於保羅的
[00:06:09.000 --> 00:06:11.000]  我是屬於阿波羅的
[00:06:11.000 --> 00:06:13.000]  我是屬於基法的
[00:06:13.000 --> 00:06:14.000]  第四個更厲害
[00:06:14.000 --> 00:06:16.000]  我是屬於基督的
[00:06:16.000 --> 00:06:18.000]  一間小小的教會
[00:06:18.000 --> 00:06:19.000]  竟然分裂成三個
[00:06:19.000 --> 00:06:21.000]  甚至四個派系
[00:06:21.000 --> 00:06:23.000]  要注意的地方是
[00:06:23.000 --> 00:06:26.000]  保羅、阿波羅和基法
[00:06:26.000 --> 00:06:29.000]  這三位都是教會的領袖
[00:06:29.000 --> 00:06:30.000]  而他們彼此之間
