
[00:00:00.000 --> 00:00:04.480]  今天是父親節,我要跟大家講阿伯拉罕這個父親
[00:00:04.480 --> 00:00:07.760]  這件事跟你很有關係
[00:00:07.760 --> 00:00:11.760]  因為上帝怎樣鍛鍊阿伯拉罕
[00:00:11.760 --> 00:00:15.400]  上帝都可能會同樣的鍛鍊你
[00:00:15.400 --> 00:00:20.920]  阿伯拉罕的一生有四次危機
[00:00:20.920 --> 00:00:27.640]  每一次都是上帝介入他的生命
[00:00:27.640 --> 00:00:37.040]  要他將生命裏的寶貝,最珍愛的東西拿出來
[00:00:37.040 --> 00:00:40.640]  上帝要他將心裏的寶貝跟他分開
[00:00:40.640 --> 00:00:48.200]  第一次的危機就是上帝呼召他離開故鄉吾爾
[00:00:48.200 --> 00:00:51.320]  去到一個陌生的地方,就是英許之地
[00:00:51.320 --> 00:00:56.720]  如果你看《創世紀》第十二章第一節
[00:00:56.720 --> 00:01:00.320]  阿伯拉罕說你要離開本地本族父家
[00:01:00.320 --> 00:01:02.760]  到我指示你的地方去
[00:01:02.760 --> 00:01:05.320]  我必使你成為大國賜福給你
[00:01:05.320 --> 00:01:09.360]  叫你的名為大理也必使別人得福
[00:01:09.360 --> 00:01:12.160]  給你祝福的,我必賜福給他
[00:01:12.160 --> 00:01:14.160]  咒咒你的,我必咒咒他
[00:01:14.160 --> 00:01:16.640]  地上的萬族都會因你得福
[00:01:16.640 --> 00:01:20.520]  阿伯拉罕就照著阿伯拉罕的吩咐去
[00:01:20.520 --> 00:01:23.560]  他有個兒子叫羅德也跟他同去
[00:01:23.560 --> 00:01:26.440]  阿伯拉罕那時候是七十五歲
[00:01:26.440 --> 00:01:30.040]  七十五歲離鄉別井,真的不容易
[00:01:30.040 --> 00:01:32.760]  我知有些人三十歲
[00:01:32.760 --> 00:01:36.000]  你叫他從柴灣搬去北角他都不想
[00:01:36.000 --> 00:01:38.000]  搬去九龍簡直是離譜
[00:01:38.000 --> 00:01:40.640]  他搬去那麼遠的地方
[00:01:40.640 --> 00:01:45.080]  這個是上帝要他將一些心愛的東西放下
[00:01:45.080 --> 00:01:47.080]  第二次呢
[00:01:47.080 --> 00:01:51.440]  上帝要他跟他的兒子分開
[00:01:51.440 --> 00:01:55.320]  這件事記載在《創世紀》第十三章
[00:01:55.320 --> 00:02:01.240]  跟阿伯拉罕出來的,離開不遠的有他的兒子羅德
[00:02:01.240 --> 00:02:03.840]  他有羊群、牛群、象棚
[00:02:03.840 --> 00:02:07.320]  為什麼他要跟羅德分手呢?
[00:02:07.320 --> 00:02:10.320]  因為那個地方放不下他們兩個
[00:02:10.320 --> 00:02:12.320]  他們很多財物
[00:02:12.320 --> 00:02:14.320]  所以他們不能住在一起
[00:02:14.320 --> 00:02:16.880]  牧養阿伯蘭生畜的
[00:02:16.880 --> 00:02:19.560]  和牧養羅德生畜的僕人
[00:02:19.560 --> 00:02:21.040]  就起了紛爭
[00:02:21.040 --> 00:02:23.040]  伯蘭就對他兒子說
[00:02:23.040 --> 00:02:26.200]  你我之間千萬不要有紛爭
[00:02:26.200 --> 00:02:29.600]  你的牧人和我的牧人之間都不要有紛爭
[00:02:29.600 --> 00:02:31.600]  因為我們是至親
[00:02:31.600 --> 00:02:34.600]  阿伯拉罕很疼他的兒子
[00:02:34.600 --> 00:02:36.600]  那時候他自己沒有兒子
[00:02:36.600 --> 00:02:40.000]  這個兒子羅德就是他的繼承人
[00:02:40.000 --> 00:02:43.280]  而聖經都描寫這個羅德描寫得很好
[00:02:43.280 --> 00:02:45.760]  如果你看彼得後書
[00:02:45.760 --> 00:02:50.600]  神判定了索多瑪、俄摩拉這個城市是最大惡極
[00:02:50.600 --> 00:02:53.240]  但是上帝拯救了羅德
[00:02:53.240 --> 00:02:58.240]  他說他是因惡人的淫行而常受委屈的異人
[00:02:58.240 --> 00:02:59.240]  羅德
[00:02:59.240 --> 00:03:02.240]  這個異人住在惡人當中
[00:03:02.240 --> 00:03:06.240]  天天看到他們、聽到他們不法的事
[00:03:06.240 --> 00:03:09.240]  他正直的心便感到傷痛
[00:03:09.240 --> 00:03:11.240]  這是一個好人
[00:03:11.240 --> 00:03:13.240]  也是阿伯拉罕的兒子
[00:03:13.240 --> 00:03:16.240]  為什麼上帝要他和兒子分開呢?
[00:03:16.240 --> 00:03:19.240]  究竟想學什麼功課呢?
[00:03:19.240 --> 00:03:21.240]  這是第二次
[00:03:21.240 --> 00:03:23.240]  第三次更加嚴重
[00:03:23.240 --> 00:03:28.240]  上帝要他和以實瑪利分開
[00:03:28.240 --> 00:03:30.240]  以實瑪利是什麼呢?
[00:03:30.240 --> 00:03:32.240]  是他的兒子
[00:03:32.240 --> 00:03:36.240]  你知道阿伯拉罕的太太是撒拉
[00:03:36.240 --> 00:03:39.240]  撒拉沒有兒女
[00:03:39.240 --> 00:03:41.240]  古代沒有兒女就很嚴重
[00:03:41.240 --> 00:03:45.240]  撒拉有個婢女有個丫鬟叫夏格
[00:03:45.240 --> 00:03:49.240]  她把丫鬟給了阿伯拉罕
[00:03:49.240 --> 00:03:54.240]  希望阿伯拉罕從夏格身上得到一個兒子
[00:03:54.240 --> 00:03:56.240]  就當是自己的兒子
[00:03:56.240 --> 00:03:59.240]  果然生了個兒子叫以實瑪利
[00:03:59.240 --> 00:04:04.240]  但是故事的發展就像中國的古代小說
[00:04:04.240 --> 00:04:09.240]  母貧子貴有了個兒子就興亥主母
[00:04:09.240 --> 00:04:14.240]  夏格就歧視撒拉
[00:04:14.240 --> 00:04:16.240]  當然不是很聰明
[00:04:16.240 --> 00:04:18.240]  但事實上發生了
[00:04:18.240 --> 00:04:24.240]  到撒拉有個兒子之後
[00:04:24.240 --> 00:04:26.240]  撒拉對阿伯拉罕說
[00:04:26.240 --> 00:04:29.240]  我不要夏格不要她的兒子
[00:04:29.240 --> 00:04:31.240]  我要你趕走他
[00:04:31.240 --> 00:04:34.240]  因為他歧視我
[00:04:34.240 --> 00:04:36.240]  阿伯拉罕很不想
[00:04:36.240 --> 00:04:39.240]  上帝說撒拉說的話你聽
[00:04:39.240 --> 00:04:43.240]  因為只有以撒才是你的後裔
[00:04:43.240 --> 00:04:47.240]  我會照顧夏格和她兒子以實瑪利
[00:04:47.240 --> 00:04:54.240]  阿伯拉罕要和兒子分開其實很慘
[00:04:54.240 --> 00:04:56.240]  當以撒未出世的時候
[00:04:56.240 --> 00:04:59.240]  上帝允許阿伯拉罕自己有個兒子
[00:04:59.240 --> 00:05:02.240]  阿伯拉罕就俯伏在地
[00:05:02.240 --> 00:05:04.240]  笑了起來
[00:05:04.240 --> 00:05:08.240]  心裏說一百歲的人還可以生孩子嗎?
[00:05:08.240 --> 00:05:11.240]  撒拉已經九十歲了還可以生孩子嗎?
[00:05:11.240 --> 00:05:13.240]  阿伯拉罕對上帝說
[00:05:13.240 --> 00:05:16.240]  願以實瑪利在你面前活著
[00:05:16.240 --> 00:05:20.240]  願以實瑪利當他是我的兒子
[00:05:20.240 --> 00:05:23.240]  這是他的心肝寶貝
[00:05:23.240 --> 00:05:26.240]  但上帝竟然要他和她分開
[00:05:26.240 --> 00:05:27.240]  慘不慘?
[00:05:27.240 --> 00:05:29.240]  你猜猜你兒子去英國讀書
[00:05:29.240 --> 00:05:31.240]  去澳洲讀書你覺得慘嗎?
[00:05:31.240 --> 00:05:34.240]  你兒子小的時候
[00:05:34.240 --> 00:05:38.240]  我見到樓下屋苑
[00:05:38.240 --> 00:05:42.240]  那些媽媽的兒子每天上學校巴士
[00:05:42.240 --> 00:05:44.240]  他都又飛吻又揮手
[00:05:44.240 --> 00:05:46.240]  每天都是這樣
[00:05:46.240 --> 00:05:48.240]  現在要兒子分開
[00:05:48.240 --> 00:05:50.240]  這樣很淒涼
[00:05:50.240 --> 00:05:53.240]  但是這是第三次上帝
[00:05:53.240 --> 00:05:57.240]  要他和一些心愛的東西分開
[00:05:57.240 --> 00:06:00.240]  第四次就比第三次更加嚴重
[00:06:00.240 --> 00:06:02.240]  以實瑪利和媽媽走了
[00:06:02.240 --> 00:06:08.240]  你可以想像以實長大
[00:06:08.240 --> 00:06:11.240]  全家都當他是寶貝
[00:06:11.240 --> 00:06:14.240]  天倫之諾天天都圍著兒子
[00:06:14.240 --> 00:06:17.240]  很心肝寶貝
[00:06:17.240 --> 00:06:24.240]  但是上帝有一天對阿伯拉罕說
[00:06:24.240 --> 00:06:29.240]  你要將兒子當作繁祭
[00:06:29.240 --> 00:06:34.240]  殺了他來獻給我
[00:06:34.240 --> 00:06:45.240]  上帝說帶著你的兒子
[00:06:45.240 --> 00:06:47.240]  就是你所愛的獨生子而殺
[00:06:47.240 --> 00:06:51.240]  到摩利亞山上在我所指示你的座山上
[00:06:51.240 --> 00:06:53.240]  把他獻為繁祭
