
[00:00:00.000 --> 00:00:04.240]  OK 今天跟大家分享的是與教目共舞
[00:00:04.240 --> 00:00:06.240]  我剛才說過我不是很懂得跳舞
[00:00:06.240 --> 00:00:09.040]  不過大家可以體會到的意思是什麼呢?
[00:00:09.040 --> 00:00:11.560]  就是丙姊妹怎麼能夠與教目之間
[00:00:11.560 --> 00:00:17.080]  可以一起合作去完成神交付給我們的使命
[00:00:17.080 --> 00:00:19.040]  可以和諧的相處
[00:00:19.040 --> 00:00:23.520]  其實三月份 三月初 九號的時候
[00:00:23.520 --> 00:00:27.160]  應該是星期六晚上吧
[00:00:27.160 --> 00:00:33.200]  我們在彼得教堂有超過二百位的弟兄姊妹
[00:00:33.200 --> 00:00:36.800]  去寬送陳恩次牧師
[00:00:36.800 --> 00:00:39.840]  因為他在教會服侍了十九年
[00:00:39.840 --> 00:00:42.800]  有二百多位弟兄姊妹是自發性的
[00:00:42.800 --> 00:00:46.920]  聚在一起去送送他們兩個
[00:00:46.920 --> 00:00:48.360]  在聚會當中
[00:00:48.360 --> 00:00:51.440]  有幾位弟兄姊妹特別在台前分享
[00:00:51.440 --> 00:00:55.240]  她認識的陳牧師是一個怎樣的牧者
[00:00:55.240 --> 00:00:59.440]  特別會講解一些細節
[00:00:59.440 --> 00:01:03.040]  怎樣幫助教會 幫助我們的小朋友
[00:01:03.040 --> 00:01:05.520]  幫助我們的青少年
[00:01:05.520 --> 00:01:10.080]  他們怎樣欣賞她在這裡服侍的一些細節
[00:01:10.080 --> 00:01:14.560]  我參加的時候 我的觀察其實是很開心的
[00:01:14.560 --> 00:01:16.440]  一來我已經很久沒有回去
[00:01:16.440 --> 00:01:18.440]  見到很多以前的弟兄姊妹
[00:01:18.440 --> 00:01:20.440]  大家跟她打招呼
[00:01:20.440 --> 00:01:27.200]  整個氣氛的環境都是很和諧 很溫馨
[00:01:27.200 --> 00:01:30.840]  到了最後 當然我們要看時間
[00:01:30.840 --> 00:01:33.720]  因為明天還要敬拜
[00:01:33.720 --> 00:01:38.640]  大家都有些好像是依依不捨的感覺
[00:01:38.640 --> 00:01:40.600]  然後到上個星期日
[00:01:40.600 --> 00:01:44.240]  上個星期日半島分堂在崇拜之後
[00:01:44.240 --> 00:01:48.040]  也在為陳牧師舉行一個寬送會
[00:01:48.040 --> 00:01:51.080]  也有過百人參加
[00:01:51.080 --> 00:01:53.080]  現在陳牧師在那裡認識她
[00:01:53.080 --> 00:01:56.800]  跟陳師母剛好過了禮拜三
[00:01:56.800 --> 00:01:59.120]  已經飛出了亞特蘭大
[00:01:59.120 --> 00:02:07.080]  就任亞特蘭大第一華人浸水會主任牧師的工作
[00:02:07.080 --> 00:02:10.280]  我有機會跟陳牧師認識很久了
[00:02:10.280 --> 00:02:12.760]  我請她回來的 直到現在
[00:02:12.760 --> 00:02:14.200]  真的有一些不是很捨得的
[00:02:14.200 --> 00:02:17.080]  因為她也沒有想過要搬走
[00:02:17.080 --> 00:02:20.680]  但是神有祂自己的安排
[00:02:20.680 --> 00:02:24.520]  但是這就觸發起愛的思想
[00:02:24.520 --> 00:02:26.720]  我做牧師幾十年
[00:02:26.720 --> 00:02:28.400]  親眼見過
[00:02:28.400 --> 00:02:31.880]  又聽過很多教會裡面的教牧
[00:02:31.880 --> 00:02:35.720]  跟它的會眾不和
[00:02:35.720 --> 00:02:41.200]  於是大家在這裡搞政治手段
[00:02:41.200 --> 00:02:43.920]  導致有些牧師被迫要辭職
[00:02:43.920 --> 00:02:47.560]  或者被迫要離職
[00:02:47.560 --> 00:02:50.840]  我又知道一些教會的會眾
[00:02:50.840 --> 00:02:53.920]  不是很喜歡牧者的帶領
[00:02:53.920 --> 00:02:55.680]  於是就拉隊走人
[00:02:55.680 --> 00:02:58.240]  一群人自己組織教會
[00:02:58.240 --> 00:03:03.680]  就請自己喜歡的牧師來牧養牠們
[00:03:03.680 --> 00:03:05.200]  有時候在教會裡面
[00:03:05.200 --> 00:03:07.400]  聽到和知道這樣的消息
[00:03:07.400 --> 00:03:11.840]  心裡面是很不開心
[00:03:11.840 --> 00:03:14.400]  不過為什麼我說話要讓大家知道呢?
[00:03:14.400 --> 00:03:16.160]  因為我在教會裡面這麼久
[00:03:16.160 --> 00:03:19.960]  我見過這麼多這樣的情況
[00:03:19.960 --> 00:03:22.840]  所以當我開始會點教會的時候
[00:03:22.840 --> 00:03:30.360]  我是刻意去禁止用世俗政治的手段
[00:03:30.360 --> 00:03:35.880]  人的權術去處理教會人士的問題
[00:03:35.880 --> 00:03:37.360]  我嘗試帶領頂師妹
[00:03:37.360 --> 00:03:38.560]  每一樣事情都好
[00:03:38.560 --> 00:03:39.400]  無論什麼事情都好
[00:03:39.400 --> 00:03:47.400]  但是人的問題要根據聖經的原則去處理
[00:03:47.400 --> 00:03:48.480]  如果你是會點人
[00:03:48.480 --> 00:03:49.880]  今天下午一連一班
[00:03:49.880 --> 00:03:51.280]  錯過了報告
[00:03:51.280 --> 00:03:54.000]  下午我們有Class 101
[00:03:54.000 --> 00:03:56.640]  是讓那些想加入教會的
[00:03:56.640 --> 00:03:59.680]  或者預備受禁的頂師妹來參加
[00:03:59.680 --> 00:04:02.600]  我會跟大家講到我們會點的規範
[00:04:02.600 --> 00:04:04.080]  一個會眾的約章
[00:04:04.080 --> 00:04:06.080]  第一條是什麼?
[00:04:06.080 --> 00:04:08.600]  不要說是非
[00:04:08.600 --> 00:04:11.800]  嚴禁傳洩
[00:04:11.800 --> 00:04:13.400]  我對講是非
[00:04:13.400 --> 00:04:17.280]  在我做張牧師的時候是零容忍
[00:04:17.280 --> 00:04:21.840]  我記得在我做張牧師的時候
[00:04:21.840 --> 00:04:24.360]  我曾經解僱過那個牧師
[00:04:24.360 --> 00:04:26.760]  牧師你會解僱別人嗎?
[00:04:26.760 --> 00:04:30.000]  我曾經解僱過一個教牧童工
[00:04:30.000 --> 00:04:31.680]  為什麼?
[00:04:31.680 --> 00:04:33.960]  就是因為他講是非
[00:04:33.960 --> 00:04:35.320]  不收口
[00:04:35.320 --> 00:04:39.040]  經常在背後批評童工
[00:04:39.040 --> 00:04:40.720]  個別跟他說
[00:04:40.720 --> 00:04:42.200]  講完之後又來
[00:04:42.200 --> 00:04:43.720]  找一個童工跟他說
[00:04:43.720 --> 00:04:45.720]  又是這樣
[00:04:45.720 --> 00:04:46.600]  講了幾次
[00:04:46.600 --> 00:04:47.880]  屢勸不改
[00:04:47.880 --> 00:04:50.280]  唯有寫警告信
[00:04:50.280 --> 00:04:51.920]  寫完警告信之後
[00:04:51.920 --> 00:04:52.800]  不講一個星期
[00:04:52.800 --> 00:04:54.440]  又來了
[00:04:54.440 --> 00:04:55.520]  那就沒辦法
[00:04:55.520 --> 00:04:57.960]  是立即解僱
[00:04:57.960 --> 00:05:03.680]  當即刻就可以解僱
[00:05:03.680 --> 00:05:04.960]  如果你剛剛信耶穌的話
[00:05:04.960 --> 00:05:05.880]  可能你沒有想過
[00:05:05.880 --> 00:05:07.400]  教會有這樣的東西嗎?
[00:05:07.400 --> 00:05:09.560]  教會有這樣的問題嗎?
[00:05:09.560 --> 00:05:15.440]  我還願不願意回到這個教會呢?
[00:05:15.440 --> 00:05:17.560]  我想跟大家講
[00:05:17.560 --> 00:05:19.200]  不知道大家有沒有聽過
[00:05:19.200 --> 00:05:21.640]  因為教會是什麼?
[00:05:21.640 --> 00:05:24.120]  教會是一間屬靈的醫院
[00:05:24.120 --> 00:05:26.040]  大家有沒有聽過?
[00:05:26.040 --> 00:05:27.880]  教會是一間屬靈的醫院
[00:05:27.880 --> 00:05:31.120]  裡面都是那些自認
[00:05:31.120 --> 00:05:32.720]  人有軟弱
[00:05:32.720 --> 00:05:34.200]  人有需要
[00:05:34.200 --> 00:05:35.560]  需要得到治療
[00:05:35.560 --> 00:05:39.880]  和需要得到幫助的人
[00:05:39.880 --> 00:05:42.680]  讓我再講多一次
[00:05:42.680 --> 00:05:44.760]  教會裡面有很多
[00:05:44.760 --> 00:05:46.640]  覺得自己有需要
[00:05:46.640 --> 00:05:48.120]  靈性有軟弱
[00:05:48.120 --> 00:05:49.360]  需要人幫助
[00:05:49.360 --> 00:05:51.760]  需要人鼓勵的人
[00:05:51.760 --> 00:05:53.560]  我們信耶穌之後
[00:05:53.560 --> 00:05:54.680]  如果你信耶穌
[00:05:54.680 --> 00:05:55.320]  你是基督徒
[00:05:55.320 --> 00:05:56.480]  那你是什麼人呢?
[00:05:56.480 --> 00:05:58.280]  在醫院當中
[00:05:58.280 --> 00:05:59.520]  你在醫院裡面
[00:05:59.520 --> 00:06:01.960]  是一個有病色感的基督徒
[00:06:01.960 --> 00:06:03.840]  你知道我有病
[00:06:03.840 --> 00:06:05.880]  我在聖潔的上帝面前
[00:06:05.880 --> 00:06:07.080]  我是一個罪人
[00:06:07.080 --> 00:06:09.320]  不然你不會信耶穌
[00:06:09.320 --> 00:06:10.520]  如果你不需要信耶穌
[00:06:10.520 --> 00:06:12.320]  那你怎麼會來呢?
[00:06:12.320 --> 00:06:13.840]  所以當你信耶穌之後
[00:06:13.840 --> 00:06:16.360]  我們是對屬靈的病
[00:06:16.360 --> 00:06:18.480]  對我們靈魂的軟弱
[00:06:18.480 --> 00:06:20.120]  有一個認識
[00:06:20.120 --> 00:06:21.520]  去承認
[00:06:21.520 --> 00:06:23.000]  於是你來到教會當中
[00:06:23.000 --> 00:06:26.240]  希望神透過神的話語
[00:06:26.240 --> 00:06:27.800]  牧師的幫助
[00:06:27.800 --> 00:06:29.600]  去認罪悔改
[00:06:29.600 --> 00:06:30.800]  去得到醫治
[00:06:30.800 --> 00:06:32.960]  得到幫助
[00:06:32.960 --> 00:06:34.160]  外在所裡面
[00:06:34.160 --> 00:06:35.200]  可能有些是你來
[00:06:35.200 --> 00:06:36.040]  你還沒有信耶穌
[00:06:36.040 --> 00:06:36.520]  為什麼?
[00:06:36.520 --> 00:06:38.720]  因為你的家人信耶穌
[00:06:38.720 --> 00:06:40.280]  很希望你聽到
[00:06:40.280 --> 00:06:42.600]  那你就跟著來
[00:06:42.600 --> 00:06:43.720]  你跟得來
[00:06:43.720 --> 00:06:45.880]  也很不錯
[00:06:45.880 --> 00:06:49.080]  但是在屬靈醫院裡
[00:06:49.080 --> 00:06:50.320]  這個是代表著
[00:06:50.320 --> 00:06:52.280]  我們沒有病色感
[00:06:52.280 --> 00:06:53.880]  不知道自己有需要
[00:06:53.880 --> 00:06:55.560]  不知道自己的靈魂有需要
[00:06:55.560 --> 00:06:57.000]  不知道自己需要人幫助
[00:06:57.000 --> 00:06:59.720]  不過基督徒也不錯
[00:06:59.720 --> 00:07:01.480]  基督徒都是好人
[00:07:01.480 --> 00:07:03.080]  又有愛心
[00:07:03.080 --> 00:07:04.600]  於是就來聽聽道
[00:07:04.600 --> 00:07:05.280]  沒所謂的
[00:07:05.280 --> 00:07:06.360]  沒壞的
[00:07:06.360 --> 00:07:07.160]  聽聽道
[00:07:07.160 --> 00:07:09.840]  跟基督徒做朋友好嗎?
[00:07:09.840 --> 00:07:10.360]  好
[00:07:10.360 --> 00:07:11.560]  大部份都是好人
[00:07:11.560 --> 00:07:13.000]  不會害你的
[00:07:13.000 --> 00:07:16.360]  那我就來聽聽道
[00:07:16.360 --> 00:07:20.840]  所以這些是有病色感的基督徒
[00:07:20.840 --> 00:07:22.200]  有些沒有病色感的
[00:07:22.200 --> 00:07:24.840]  無道的朋友當中
[00:07:24.840 --> 00:07:26.680]  而在外面來說
[00:07:26.680 --> 00:07:28.200]  特別我在這裏聊很開心
[00:07:28.200 --> 00:07:29.680]  因為很多的弟兄姊妹
[00:07:29.680 --> 00:07:31.040]  信於耶穌的人
[00:07:31.040 --> 00:07:34.640]  已經幫忙在教會服侍
[00:07:34.640 --> 00:07:36.240]  那這些是什麼人呢?
[00:07:36.240 --> 00:07:40.320]  這些是正在康復當中的義工
[00:07:40.320 --> 00:07:41.120]  還沒完全康復
[00:07:41.120 --> 00:07:42.160]  不過在康復當中
[00:07:42.160 --> 00:07:43.520]  因為你信耶穌
[00:07:43.520 --> 00:07:45.360]  而且你開始幫忙
[00:07:45.360 --> 00:07:48.040]  就是你去醫院也有很多義工幫忙
[00:07:48.040 --> 00:07:49.920]  那些是好人好者
[00:07:49.920 --> 00:07:51.240]  那你們看
[00:07:51.240 --> 00:07:53.200]  康復的義工
[00:07:53.200 --> 00:07:54.360]  那在醫院裡
[00:07:54.360 --> 00:07:56.640]  我說屬靈醫院裡
[00:07:56.640 --> 00:07:58.440]  哪些人是護士?
[00:07:58.440 --> 00:08:02.040]  那些護理人是誰?
[00:08:02.040 --> 00:08:03.480]  大家猜一下
[00:08:03.480 --> 00:08:04.520]  在這個屬靈醫院裡
[00:08:04.520 --> 00:08:07.480]  在教會廊那邊
[00:08:07.480 --> 00:08:08.440]  猜不到
[00:08:08.440 --> 00:08:10.120]  就是牧師傳道人
[00:08:10.120 --> 00:08:11.480]  是相對健康
[00:08:11.480 --> 00:08:13.080]  不是我們全都健康
[00:08:13.080 --> 00:08:14.760]  不過相對健康
[00:08:14.760 --> 00:08:16.320]  知道多一點點
[00:08:16.320 --> 00:08:18.760]  屬靈護理的知識
[00:08:18.760 --> 00:08:20.360]  所以我們就是
[00:08:20.360 --> 00:08:22.120]  在這個屬靈醫院裡的
[00:08:22.120 --> 00:08:25.880]  一個護理員、護士之類
[00:08:25.880 --> 00:08:30.040]  那在醫院裡的屬靈醫生是誰?
[00:08:30.040 --> 00:08:30.760]  應該知道了
[00:08:30.760 --> 00:08:31.840]  是誰?
[00:08:31.840 --> 00:08:33.880]  全能的教主耶穌基督
[00:08:33.880 --> 00:08:35.640]  身體、心靈的疾病
[00:08:35.640 --> 00:08:36.720]  只要祂願意
[00:08:36.720 --> 00:08:38.560]  都可以醫得好的
[00:08:38.560 --> 00:08:39.640]  OK
[00:08:39.640 --> 00:08:41.160]  所以就
[00:08:41.160 --> 00:08:42.760]  我不知道大家同不同意
[00:08:42.760 --> 00:08:45.600]  這個屬靈醫院的一個概念
[00:08:45.600 --> 00:08:48.200]  有人是這樣形容教會的
[00:08:48.200 --> 00:08:50.680]  我覺得其實也是相當有意思的
[00:08:50.680 --> 00:08:51.800]  就是如果在醫院裡
[00:08:51.800 --> 00:08:52.760]  那個屬靈的醫生
[00:08:52.760 --> 00:08:54.280]  全能的醫治者
[00:08:54.280 --> 00:08:55.320]  有一幫護理員
[00:08:55.320 --> 00:08:56.800]  去幫助祂
[00:08:56.800 --> 00:08:58.760]  去照顧裡面的病人
[00:08:58.760 --> 00:09:00.800]  跟這些病人當中
[00:09:00.800 --> 00:09:03.120]  無論是有意識感的
[00:09:03.120 --> 00:09:04.200]  沒有意識的也好
[00:09:04.200 --> 00:09:05.880]  知不知道自己是罪人也好
[00:09:05.880 --> 00:09:08.480]  有一個很良好健康的關係
[00:09:08.480 --> 00:09:10.720]  互信、互愛、互助
[00:09:10.720 --> 00:09:14.200]  這間醫院一定就會出名的
[00:09:14.200 --> 00:09:15.960]  一定是一個好醫院
[00:09:15.960 --> 00:09:18.040]  一定會有更多的病人
[00:09:18.040 --> 00:09:19.560]  那些自己有病的
[00:09:19.560 --> 00:09:20.760]  需要的
[00:09:20.760 --> 00:09:22.800]  就會來到這個醫院裡面求醫
[00:09:22.800 --> 00:09:23.960]  得到幫助
[00:09:23.960 --> 00:09:25.720]  會不會啊
[00:09:25.720 --> 00:09:28.200]  那麼
[00:09:28.200 --> 00:09:31.280]  也都會吸引更多的義工
[00:09:31.280 --> 00:09:32.520]  來到醫院裡面
