
[00:00:00.000 --> 00:00:02.000]  好,各位頂姐妹們,平安!
[00:00:02.000 --> 00:00:06.000]  在新年先祝大家新年快樂,主恩滿日
[00:00:06.000 --> 00:00:12.000]  希望我們這一年可以繼續經歷神給我們在生命上不同方面的恩典
[00:00:12.000 --> 00:00:19.000]  大約新的一年,我們最常做的事情往往是圍著新年去到訂立目標
[00:00:19.000 --> 00:00:27.000]  比如可能培養健康的習慣,學習一些特別的興趣,又或者身體健康等等
[00:00:27.000 --> 00:00:33.000]  例如通常說到身體健康,很多時候人們就會立志連頭去減肥多少公斤
[00:00:33.000 --> 00:00:37.000]  就是最常聽的內容,因為我也做過這一類的立志
[00:00:37.000 --> 00:00:40.000]  至於成不成功,你可以當年問我
[00:00:40.000 --> 00:00:46.000]  但是我想我們有很多的立志,但是經過三年疫情的洗禮之下
[00:00:46.000 --> 00:00:52.000]  我想我們也感受到,無論我們連頭做什麼計劃,計劃再精深都好
[00:00:52.000 --> 00:00:59.000]  有些時候可以順利完成,但是更多的時候會有不同的事物去改變
[00:00:59.000 --> 00:01:03.000]  或者甚至迫使我們去走不同的方向
[00:01:03.000 --> 00:01:11.000]  大概當年,過去的2023年,疫情似乎慢慢在我們當中都緩和,甚至是慢慢消失
[00:01:11.000 --> 00:01:15.000]  可能整個世界最常說的字眼就是福相
[00:01:15.000 --> 00:01:21.000]  但是環顧周遭的環境,雖然生活似乎逐步回復到我們
[00:01:21.000 --> 00:01:27.000]  有些熟悉的地方,但是我們看到無論是整個世界的環境
[00:01:27.000 --> 00:01:32.000]  或者是我們的社會當中,也都有不同的挑戰和困難
[00:01:32.000 --> 00:01:37.000]  似乎如果我們覺得福相是回復到過去的話
[00:01:37.000 --> 00:01:43.000]  如果不是說不可能,也至少是有些東西我們知道不再去一樣
[00:01:43.000 --> 00:01:46.000]  世界的變化是超出我們的預計
[00:01:46.000 --> 00:01:50.000]  而面對全新的環境,大概我們可以有兩種反應
[00:01:50.000 --> 00:01:54.000]  一種反應就是去嘗試有一個自己熟悉的生活
[00:01:54.000 --> 00:01:56.000]  去找一些熟悉的生活
[00:01:56.000 --> 00:02:03.000]  舉個最經典的例子就是,當不同的地方重新開關,去歡迎遊客的時間
[00:02:03.000 --> 00:02:08.000]  我們就會看到在我們教會中間,特別是在剛剛的聖誕節期間
[00:02:08.000 --> 00:02:11.000]  無論是不同的弟兄姊妹,以至我所服侍的學青區
[00:02:11.000 --> 00:02:14.000]  是會突然之間不見了三分之一人的
[00:02:14.000 --> 00:02:17.000]  當然他們不是走了,他們只是去了旅行而已
[00:02:17.000 --> 00:02:22.000]  大概這一種都是其中一種我們對福相,或者我們過去了
[00:02:22.000 --> 00:02:24.000]  我們的生活應該就是這樣
[00:02:24.000 --> 00:02:27.000]  我的詞語就稱之為「報復式旅行」
[00:02:27.000 --> 00:02:32.000]  不知道大家有沒有這樣的經歷,或者大家就是在做這樣的事情
[00:02:32.000 --> 00:02:38.000]  但是另一種的反應,我覺得是面對著很多的轉變之下
[00:02:38.000 --> 00:02:44.000]  我們不只是尋求去過一些我們熟悉,我們習慣,我們舒服的生活
[00:02:44.000 --> 00:02:49.000]  而是願意去到擁抱這個劇變帶來的挑戰
[00:02:49.000 --> 00:02:53.000]  今天的主題是「變幻下的常數」
[00:02:53.000 --> 00:02:56.000]  「常數」這個詞的確是日常生活比較少說的
[00:02:56.000 --> 00:02:59.000]  所以都要用少許時間去解釋一下
[00:02:59.000 --> 00:03:04.000]  其實在數學的概念上面,常數是指無論在任何的處境
[00:03:04.000 --> 00:03:08.000]  或者在數學的運用之下,都不會改變的數值
[00:03:08.000 --> 00:03:10.000]  這樣說完都好像有點深的
[00:03:10.000 --> 00:03:17.000]  但是如果我們在中小學,可能在數學課都會聽過一個叫「圓周率」的物體
[00:03:17.000 --> 00:03:18.000]  就是「派」
[00:03:18.000 --> 00:03:22.000]  當然它是3.14,後面有很多個小數點的
[00:03:22.000 --> 00:03:25.000]  我不是數學專家,所以就不敢在這裡賣弄了
[00:03:25.000 --> 00:03:29.000]  但是例如這個例子,就是無論什麼的圓形
[00:03:29.000 --> 00:03:34.000]  大的圓形,小的圓形都不會影響這個數字
[00:03:34.000 --> 00:03:38.000]  大概這個就是常數最簡單的理解
[00:03:38.000 --> 00:03:43.000]  阿韜用在我們生命的層面,常數就是無論什麼環境的底下
[00:03:43.000 --> 00:03:45.000]  我們都能夠依靠
[00:03:45.000 --> 00:03:47.000]  無論我們有什麼的轉變
[00:03:47.000 --> 00:03:53.000]  這個常數都是不會因著環境而消失或者改變
[00:03:53.000 --> 00:03:57.000]  所以今天希望跟大家一起透過詩篇16篇
[00:03:57.000 --> 00:04:02.000]  我們去思考一下我們生命這一刻這個常數到底是什麼
[00:04:02.000 --> 00:04:07.000]  面對一個世界只會變化得更加劇烈、更加急促的世界
[00:04:07.000 --> 00:04:12.000]  我們的生命又是否值得我們依靠的常數呢
[00:04:12.000 --> 00:04:15.000]  今天一同思考的經文是詩篇16篇
[00:04:15.000 --> 00:04:20.000]  詩篇16篇的開頭是講大衛的金詩
[00:04:20.000 --> 00:04:22.000]  似乎講大衛是一個作者
[00:04:22.000 --> 00:04:28.000]  但是學者在討論的時候都提到大衛的詩這個用字可以有不同的意思
[00:04:28.000 --> 00:04:32.000]  當然最直接的意思就是大衛本人寫的詩
[00:04:32.000 --> 00:04:38.000]  但是也可以有其他理解例如是其他人寫而獻給大衛的詩
[00:04:38.000 --> 00:04:41.000]  或者根據大衛心平寫成的詩
[00:04:41.000 --> 00:04:43.000]  是可以有不同的含義
[00:04:43.000 --> 00:04:47.000]  而這篇詩的標題是大衛的金詩
[00:04:47.000 --> 00:04:53.000]  進一步的討論就指出詩篇裡面其實有另外五篇都是講大衛的金詩
[00:04:53.000 --> 00:04:58.000]  當中有詩篇56、57、59、60
[00:04:58.000 --> 00:05:02.000]  這些標題都直接講一些是和大衛的經歷
[00:05:02.000 --> 00:05:06.000]  但是這個在我們今天所看的詩篇16篇
[00:05:06.000 --> 00:05:11.000]  內容和標題都沒有直接反映這個明顯的連結
[00:05:11.000 --> 00:05:14.000]  正因為有一些不確定的地方
[00:05:14.000 --> 00:05:18.000]  所以學者對這篇詩是誰寫的都有不同的意見
[00:05:18.000 --> 00:05:24.000]  或者嘗試用一些比較整體的角度去討論這篇詩的意思
[00:05:24.000 --> 00:05:30.000]  但是先簡略講一講因為這篇詩的內容和用字都和一些獻祭
[00:05:30.000 --> 00:05:34.000]  或者一些舊約祭司的傳統相關
[00:05:34.000 --> 00:05:40.000]  所以有些學者都去估計這首詩的寫作者如果不是祭司
[00:05:40.000 --> 00:05:43.000]  不是一些在聖殿服侍的人
[00:05:43.000 --> 00:05:46.000]  至少他都很深知道這個傳統底下去寫成的
[00:05:46.000 --> 00:05:49.000]  至於第四、第五節等等的經文
[00:05:49.000 --> 00:05:52.000]  我們稍後會有更加深的討論
[00:05:52.000 --> 00:05:55.000]  當年在螢幕上顯示了各分段
[00:05:55.000 --> 00:05:59.000]  當年仔細去分詩篇是有一定的難度的
[00:05:59.000 --> 00:06:03.000]  但是詩篇16篇可以簡略分為三個部分
[00:06:03.000 --> 00:06:08.000]  第一到四節是詩人對神的認信,他依靠神
[00:06:08.000 --> 00:06:12.000]  並且將自己和一些不忠心去跟從神的人對比
[00:06:12.000 --> 00:06:19.000]  第五到六節就是詩人去宣告神是他的產業,是他的依靠
[00:06:19.000 --> 00:06:24.000]  而最後第七至十一節就是當詩人以神為產業的時候
[00:06:24.000 --> 00:06:26.000]  他到底會得到些什麼
[00:06:26.000 --> 00:06:33.000]  大概今天我們都會用這三個部分去嘗試思考詩人所帶出的內容
[00:06:33.000 --> 00:06:37.000]  詩篇16篇一到四節他一開始這樣說
[00:06:37.000 --> 00:06:41.000]  神啊求你保佑我,因為我投靠你
[00:06:41.000 --> 00:06:45.000]  我的心啊你趁堆野我話說,你是我的主
[00:06:45.000 --> 00:06:49.000]  我的心命我的好處不在你以外
[00:06:49.000 --> 00:06:55.000]  不信神的人面對生命的困難都會求神明的幫助
[00:06:55.000 --> 00:07:00.000]  不信神的人都可能會說,你也有祈禱這回事
[00:07:00.000 --> 00:07:04.000]  當年祈禱的對象是怎樣,祈禱用來做什麼
[00:07:04.000 --> 00:07:07.000]  大概都是祈禱神明給自己好處
[00:07:07.000 --> 00:07:09.000]  但是詩人在第二節他就提到
[00:07:09.000 --> 00:07:12.000]  他說我的心啊你趁堆野我話說
[00:07:12.000 --> 00:07:17.000]  你是我的主,我的好處不在你以外
[00:07:17.000 --> 00:07:21.000]  我的好處不在你以外可以都有個小小的翻譯
[00:07:21.000 --> 00:07:24.000]  是我的好處不在你以上
[00:07:24.000 --> 00:07:28.000]  當然無論這兩個意思有什麼小小的分別都好
[00:07:28.000 --> 00:07:31.000]  他最直接的意思都是神是我們的好處
[00:07:31.000 --> 00:07:33.000]  我們福氣的來源
[00:07:33.000 --> 00:07:36.000]  當然如果那個句子是我的好處不在你以上
[00:07:36.000 --> 00:07:42.000]  就是我不會將其他事物擺在你的上面
[00:07:42.000 --> 00:07:44.000]  當然為什麼詩人要這樣認訊呢
[00:07:44.000 --> 00:07:46.000]  他在第三到四節就解釋了
[00:07:46.000 --> 00:07:48.000]  他說論世上的聖文
[00:07:48.000 --> 00:07:51.000]  他們又美又善是我最喜悅的
[00:07:51.000 --> 00:07:54.000]  而其他神代替耶和華的
[00:07:54.000 --> 00:07:56.000]  他們的仇虎必加憎
[00:07:56.000 --> 00:07:59.000]  他們所囂電的血我不獻上
[00:07:59.000 --> 00:08:03.000]  我咀唇也不提別神的名號
[00:08:03.000 --> 00:08:09.000]  第三節就詩人提到地上都有跟自己一樣忠心去跟從神的人
[00:08:09.000 --> 00:08:13.000]  但是第四節就馬上轉一轉成為一個對比
[00:08:13.000 --> 00:08:17.000]  就是敬拜其他神明的人的後果就不一樣
[00:08:17.000 --> 00:08:22.000]  而必神代替耶和華其實有一個更加直接
[00:08:22.000 --> 00:08:24.000]  但是也不是很容易理解的翻譯
[00:08:24.000 --> 00:08:29.000]  就是說那些人快速地去跟著其他神明
[00:08:29.000 --> 00:08:33.000]  但是如果形象一點說或者用一個容易一點的理解
[00:08:33.000 --> 00:08:37.000]  大概的意思可能是指他們追著那些神去跑
[00:08:37.000 --> 00:08:39.000]  那這些是什麼人呢
[00:08:39.000 --> 00:08:41.000]  學者提出兩個的可能性
[00:08:41.000 --> 00:08:44.000]  當年最直接的就是一些不信神
[00:08:44.000 --> 00:08:46.000]  就是拜其他偶像的人
[00:08:46.000 --> 00:08:48.000]  我們自然就會拜其他的偶像
[00:08:48.000 --> 00:08:50.000]  他們的仇虎就會加憎
[00:08:50.000 --> 00:08:55.000]  但是如果我們配合在舊約以色列人的景況
[00:08:55.000 --> 00:09:00.000]  詩人的心中也很可能形容那些明明去敬拜耶和華
[00:09:00.000 --> 00:09:04.000]  但是又同時滿足不同神明的人
[00:09:04.000 --> 00:09:08.000]  我們在舊約常常看到以色列人拜偶像
