
[00:00:00.000 --> 00:00:03.400]  這個艾瑟將軍呢,他是太平洋的司令
[00:00:03.400 --> 00:00:06.000]  他就登上了日本的國土
[00:00:06.000 --> 00:00:09.340]  他接受日本的降書
[00:00:09.340 --> 00:00:13.320]  他在日本呢,他就看見呢
[00:00:13.320 --> 00:00:16.340]  滿目瘡痍,因為呢
[00:00:16.340 --> 00:00:19.100]  美國人就發明一個炸彈
[00:00:19.100 --> 00:00:22.220]  那個炸彈呢,就叫燒遺彈
[00:00:22.220 --> 00:00:26.360]  他呢,就是,不是炸掉而已,他是炸了
[00:00:26.360 --> 00:00:29.360]  他裡面呢,有很多的燃料呢,他會怎麼樣
[00:00:29.360 --> 00:00:31.940]  燒起來,因為日本的房子都是
[00:00:31.940 --> 00:00:33.900]  和室的房子,都是木頭做的
[00:00:33.900 --> 00:00:36.320]  所以他就用這種方法,讓他每一個
[00:00:36.320 --> 00:00:39.340]  那個房子就這樣燒起來,所以他炸彈下來呢
[00:00:39.340 --> 00:00:42.380]  就那一片呢,都會燒起來,所以他們到那個日本的時候
[00:00:42.380 --> 00:00:44.940]  就看見了,實在是,日本剩下
[00:00:44.940 --> 00:00:47.940]  三種人,一種是孩子,一種呢
[00:00:47.940 --> 00:00:49.980]  是婦女,另外一個就是老人家
[00:00:49.980 --> 00:00:52.600]  因為呢,那些中壯年的男生呢
[00:00:52.600 --> 00:00:55.580]  都已經去當兵,而且都善死在沙場
[00:00:55.580 --> 00:00:58.580]  所以其實日本呢,是需要重建
[00:00:58.580 --> 00:01:01.500]  但是麥克阿瑟將軍呢,他是一個前進的
[00:01:01.500 --> 00:01:04.820]  基督徒,他看見的是另外一個層面
[00:01:04.820 --> 00:01:06.980]  他當然知道他們要重建經濟
[00:01:06.980 --> 00:01:10.040]  他知道他們要重建家園,但是麥克阿瑟將軍
[00:01:10.040 --> 00:01:13.380]  看見的是,這時候日本最需要的
[00:01:13.380 --> 00:01:15.600]  不是金錢,最需要的是
[00:01:15.600 --> 00:01:17.360]  人心的安慰
[00:01:17.360 --> 00:01:20.060]  最需要的是有人,把福音
[00:01:20.060 --> 00:01:23.220]  帶到日本,讓他們心可以滿足
[00:01:23.220 --> 00:01:25.960]  他看見這些日本人呢,他們裡頭在
[00:01:25.960 --> 00:01:29.020]  傷痛,在空苦,在好像
[00:01:29.020 --> 00:01:31.520]  絕望的裡頭,需要有一個
[00:01:31.520 --> 00:01:33.340]  永生的盼望帶進來
[00:01:33.340 --> 00:01:36.260]  所以麥克阿瑟將軍就回到美國呢
[00:01:36.260 --> 00:01:39.060]  他就跟美國的宗教會呼籲說
[00:01:39.060 --> 00:01:41.900]  好不好,我們可以派宣教士
[00:01:41.900 --> 00:01:45.040]  到日本去,但是美國教會沒有人
[00:01:45.040 --> 00:01:46.040]  回應
[00:01:46.040 --> 00:01:49.700]  直到現在日本呢,仍然被稱為呢
[00:01:49.700 --> 00:01:52.880]  很多,就是進度的比喻非常的低
[00:01:52.880 --> 00:01:55.340]  雖然現在日本經濟已經發達了
[00:01:55.340 --> 00:01:57.880]  現在日本非常的擠在
[00:01:57.880 --> 00:02:01.540]  世界呢,經濟的前幾名
[00:02:01.540 --> 00:02:03.900]  但是沒有看見許多人
[00:02:03.900 --> 00:02:06.420]  他們心已經被物質充滿了
[00:02:06.420 --> 00:02:09.360]  他們已經好像覺得,他們不需要耶穌了
[00:02:09.360 --> 00:02:12.120]  事實是如此嗎?不是,事實是他們用
[00:02:12.120 --> 00:02:14.020]  很多東西來代替耶穌
[00:02:14.020 --> 00:02:16.160]  但沒有永生的盼望
[00:02:16.160 --> 00:02:18.300]  今天我們要來分享一段經文
[00:02:18.300 --> 00:02:21.760]  在約翰福音第四章二十七到三十八節
[00:02:21.760 --> 00:02:23.920]  期待呢,透過這段經文
[00:02:23.920 --> 00:02:27.660]  我們從耶穌的眼光,來看我們這個世代
[00:02:27.660 --> 00:02:29.580]  期待我們透過這段經文
[00:02:29.580 --> 00:02:32.340]  從耶穌的眼光裡面呢,明白
[00:02:32.340 --> 00:02:34.800]  到底我們應該怎麼回應主
[00:02:34.800 --> 00:02:38.100]  約翰福音第四章二十七到三十八節
[00:02:38.100 --> 00:02:39.100]  在
[00:02:39.100 --> 00:02:41.280]  新約聖經呢
[00:02:41.280 --> 00:02:43.140]  一百
[00:02:43.140 --> 00:02:48.100]  一百三十頁,一百三十頁
[00:02:48.100 --> 00:02:50.820]  我們一起來讀,我們一起來讀
[00:02:50.820 --> 00:02:54.060]  約翰福音第四章二十七節,一百來
[00:02:54.060 --> 00:02:57.100]  當下門徒回來,就吸起耶穌
[00:02:57.100 --> 00:03:00.100]  和一個婦人說話,只是沒有人說
[00:03:00.100 --> 00:03:03.120]  你是要什麼,或說你為什麼
[00:03:03.120 --> 00:03:06.720]  和祂說話,那婦人就留下水罐子
[00:03:06.720 --> 00:03:09.380]  往城裡去,對眾人說
[00:03:09.380 --> 00:03:12.220]  你們來看,有一個人將我
[00:03:12.220 --> 00:03:15.240]  述來所行的一切事,都給我說
[00:03:15.240 --> 00:03:18.240]  出來了,莫非這就是基督嗎
[00:03:18.240 --> 00:03:21.500]  眾人就出城往耶穌那裡去
[00:03:21.500 --> 00:03:24.300]  這期間,門徒對耶穌說
[00:03:24.300 --> 00:03:27.260]  阿比請吃,耶穌說我有食物吃
[00:03:27.260 --> 00:03:30.220]  是你們不知道的,門徒就彼此
[00:03:30.220 --> 00:03:33.580]  對問說,莫非有人拿什麼給祂吃嗎
[00:03:33.580 --> 00:03:36.340]  耶穌說我的食物就是遵行
[00:03:36.340 --> 00:03:39.220]  猜我來者的旨意,做成祂的功
[00:03:39.220 --> 00:03:41.660]  你們豈不說到收割的時候
[00:03:41.660 --> 00:03:44.220]  還有四個月嗎,我告訴你們
[00:03:44.220 --> 00:03:46.980]  舉目向前觀看,莊稼已經
[00:03:46.980 --> 00:03:49.920]  熟了,可以收割了,收割人
[00:03:49.920 --> 00:03:52.700]  和公稼,積蓄五穀告永生
[00:03:52.700 --> 00:03:55.680]  叫撒種的和收割的一同快樂
[00:03:55.680 --> 00:03:58.560]  所以說那人捨有種,這人收割
[00:03:58.560 --> 00:04:01.360]  這話可見是真的,我猜你們
[00:04:01.360 --> 00:04:04.360]  去收你們所沒有勞苦的,別人勞苦
[00:04:04.360 --> 00:04:07.200]  你們享受他們所勞苦的
[00:04:07.200 --> 00:04:11.620]  這段經文是提到耶穌
[00:04:11.620 --> 00:04:15.120]  跟門徒的一個對話,那場景
[00:04:15.120 --> 00:04:18.100]  是這樣,就是耶穌跟門徒
[00:04:18.100 --> 00:04:21.100]  他們行經那個
[00:04:21.100 --> 00:04:22.440]  撒瑪利亞
[00:04:22.440 --> 00:04:25.560]  行經撒瑪利亞,因為他們要靠加利利去
[00:04:25.560 --> 00:04:28.500]  他們就經過撒瑪利亞這個
[00:04:28.500 --> 00:04:31.560]  這個區域,經過這個區域的時候,因為走路
[00:04:31.560 --> 00:04:34.560]  所以他們就困倦了,困乏了
[00:04:34.560 --> 00:04:37.440]  所以他們就看到了一個水井
[00:04:37.440 --> 00:04:40.520]  所以耶穌就在那水井旁休息
[00:04:40.520 --> 00:04:43.480]  那門徒做什麼呢,因為肚子餓了
[00:04:43.480 --> 00:04:46.800]  所以他們就跟門徒到城裡面去買食物吃
[00:04:46.800 --> 00:04:50.760]  所以中間還有一段故事呢,有一段歷史記載呢
[00:04:50.760 --> 00:04:53.780]  就是耶穌跟撒瑪利亞那個打水的婦人的對話
[00:04:53.780 --> 00:04:57.320]  那對話的結果就帶來一個祝福
[00:04:57.320 --> 00:05:00.460]  就是撒瑪利亞的婦人呢,她就回到城裡面說
[00:05:00.460 --> 00:05:03.460]  有一個人把我所有所行的都說出來了
[00:05:03.460 --> 00:05:06.500]  所以城裡面的人呢,就從城裡
[00:05:06.500 --> 00:05:08.580]  來到哪裡,來到那個
[00:05:08.580 --> 00:05:11.800]  那個井水旁邊呢,就來見耶穌
[00:05:11.800 --> 00:05:14.560]  那這是另外一件事,那同時呢
[00:05:14.560 --> 00:05:17.400]  門徒也從什麼,也從那個
[00:05:17.400 --> 00:05:20.580]  買東西買回來了,買回來的時候就看見耶穌呢
[00:05:20.580 --> 00:05:22.540]  跟這個婦人在說話
[00:05:22.540 --> 00:05:25.660]  那門徒裡頭有疑問
