
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,午安!
[00:00:02.000 --> 00:00:12.000]  今天的經文是二筆所書第二章第十節,一共有四樣東西。
[00:00:12.000 --> 00:00:16.000]  第一,我們是神的工作。
[00:00:16.000 --> 00:00:21.000]  第二,在基督耶穌裡造成的。
[00:00:21.000 --> 00:00:25.000]  第三,為了叫我們行善。
[00:00:26.000 --> 00:00:32.000]  第四,就是神所預備叫我們行的一共四件事。
[00:00:32.000 --> 00:00:35.000]  我們先低頭祈禱。
[00:00:35.000 --> 00:00:42.000]  天父,多謝祢,祢從千萬人當中揀選我們,
[00:00:42.000 --> 00:00:49.000]  今天能夠來到尖沙咀佔頌會,參加崇拜,
[00:00:49.000 --> 00:00:52.000]  這個是特別的因典。
[00:00:53.000 --> 00:00:56.000]  多謝祢,求祢開啟我們的悟性,
[00:00:56.000 --> 00:01:01.000]  能夠讓我們的心,因為祢體重我們的內心,
[00:01:01.000 --> 00:01:04.000]  我們的心向著祢,
[00:01:04.000 --> 00:01:10.000]  祢就開啟我們的悟性,了解聖經的真理,
[00:01:10.000 --> 00:01:16.000]  明白人生的價值,明白未來的世界。
[00:01:17.000 --> 00:01:25.000]  求天父帶領我們,讓我們眾人在這個鐘頭裡體會到祢的作為,
[00:01:25.000 --> 00:01:29.000]  體會到祢對我們的愛,我們的恭敬,
[00:01:29.000 --> 00:01:32.000]  將一生交在祢手中。
[00:01:32.000 --> 00:01:36.000]  多謝祢,願祢得榮耀,願眾人蒙福,
[00:01:36.000 --> 00:01:39.000]  祈禱、交託,奉耶穌名求。
[00:01:39.000 --> 00:01:41.000]  阿們。
[00:01:43.000 --> 00:01:47.000]  各位朋友、各位弟兄姐妹,大家知不知道,
[00:01:47.000 --> 00:01:52.000]  第一件事說到我們神的傑作,我們分為兩部分。
[00:01:52.000 --> 00:01:56.000]  第一,未信耶穌之前,
[00:01:56.000 --> 00:02:00.000]  第二,信了耶穌之後,分為兩部分。
[00:02:00.000 --> 00:02:06.000]  第一,當我們未信耶穌之前,我們都是神的傑作。
[00:02:08.000 --> 00:02:16.000]  聖經創世的第一章說到神創造人的時候,是照著祂的形象來創造,
[00:02:16.000 --> 00:02:20.000]  表示祂對人很有希望。
[00:02:20.000 --> 00:02:24.000]  而每一個人呢,大家都知道,
[00:02:24.000 --> 00:02:30.000]  我們中國詩人說:天生我才,必有容理百。
[00:02:30.000 --> 00:02:33.000]  詩人說,大家都知道了。
[00:02:33.000 --> 00:02:37.000]  那你想想你自己,是不是很有用呢?
[00:02:38.000 --> 00:02:41.000]  我不知道你自己對自己的看法是怎樣。
[00:02:41.000 --> 00:02:43.000]  那我首先說說我自己。
[00:02:43.000 --> 00:02:46.000]  我覺得我很特別,
[00:02:46.000 --> 00:02:54.000]  因為小時候呢,我記得我爸爸媽媽是信耶穌的,
[00:02:54.000 --> 00:02:57.000]  他們信得很特別。
[00:02:57.000 --> 00:03:02.000]  爸爸在鄉下裡,他讀書讀了兩年,但是信得很好。
[00:03:02.000 --> 00:03:07.000]  我媽媽呢,沒有讀過書,但是信得很好。
[00:03:08.000 --> 00:03:11.000]  沒有讀書,但是全本聖經都會讀。
[00:03:11.000 --> 00:03:15.000]  並且她會唱《潮州蜿蜒》。
[00:03:15.000 --> 00:03:17.000]  她教我唱歌。
[00:03:17.000 --> 00:03:21.000]  所以我小時候就學會《潮州蜿蜒》。
[00:03:21.000 --> 00:03:23.000]  我唱兩句給你們聽。
[00:03:23.000 --> 00:03:33.000]  (唱《潮州蜿蜒》)
[00:03:33.000 --> 00:03:34.000]  《潮州話》來的。
[00:03:34.000 --> 00:03:37.000]  我不知道潮州人懂不懂這套。
[00:03:38.000 --> 00:03:40.000]  那我學會之後呢,就唱歌。
[00:03:40.000 --> 00:03:43.000]  拿一把扇子,動不動就唱《潮州蜿蜒》。
[00:03:43.000 --> 00:03:47.000]  結果有個有錢的老闆請我吃飯。
[00:03:47.000 --> 00:03:52.000]  原來唱了兩句《潮州蜿蜒》就有飯吃。
[00:03:52.000 --> 00:03:56.000]  那後來我長大了,就來到香港學唱歌。
[00:03:56.000 --> 00:04:00.000]  跟黃飛賢先生唱歌,跟胡賢先生唱歌,
[00:04:00.000 --> 00:04:04.000]  跟趙惠白先生唱歌,跟老毛賢先生唱歌,
[00:04:05.000 --> 00:04:08.000]  跟博士先生唱歌,我唱得很厲害。
[00:04:08.000 --> 00:04:10.000]  我唱到全香港都很出名。
[00:04:10.000 --> 00:04:14.000]  牧師裡面唱歌呢,我如果說第二,
[00:04:14.000 --> 00:04:16.000]  沒有人會說第一。
[00:04:16.000 --> 00:04:19.000]  不過現在就不行了,現在一般般。
[00:04:19.000 --> 00:04:22.000]  我發現到,哇,我懂得唱歌。
[00:04:22.000 --> 00:04:25.000]  發現我的存在。
[00:04:25.000 --> 00:04:28.000]  我小時候很感謝我媽媽。
[00:04:28.000 --> 00:04:31.000]  做媽媽很重要,各位媽媽記得。
[00:04:31.000 --> 00:04:34.000]  媽媽帶我去哪裡呢?
[00:04:35.000 --> 00:04:38.000]  她帶我參加教會,一個地方的祈禱會。
[00:04:38.000 --> 00:04:43.000]  有個陳姑娘教我們講天路歷程,
[00:04:43.000 --> 00:04:45.000]  又教我們唱歌。
[00:04:45.000 --> 00:04:47.000]  當時唱一首詩歌就是,
[00:04:47.000 --> 00:04:50.000]  《自耶穌來住在我心》。
[00:04:50.000 --> 00:04:52.000]  一瞬間最後的時候我都會唱,
[00:04:52.000 --> 00:04:56.000]  《喜樂笑入我魂,如海濤之滾滾》。
[00:04:56.000 --> 00:04:58.000]  哇,唱歌的時候很開心。
[00:04:58.000 --> 00:05:02.000]  當時我都不知道這首詩歌這麼好的。
[00:05:03.000 --> 00:05:05.000]  《自耶穌來住在我心》。
[00:05:05.000 --> 00:05:09.000]  《喜樂笑入我魂,如海濤之滾滾》。
[00:05:09.000 --> 00:05:11.000]  很開心。
[00:05:11.000 --> 00:05:15.000]  《自耶穌來住在我心》。
[00:05:15.000 --> 00:05:17.000]  當時八歲。
[00:05:17.000 --> 00:05:22.000]  一眨眼,一九四九年,
[00:05:22.000 --> 00:05:24.000]  我爸爸在行選。
[00:05:24.000 --> 00:05:27.000]  講到這裡,講一下我爸爸。
[00:05:27.000 --> 00:05:30.000]  我爸爸讀書了兩年,
[00:05:31.000 --> 00:05:33.000]  打雜工沒什麼前途。
[00:05:33.000 --> 00:05:36.000]  他去行選,很聰明。
[00:05:36.000 --> 00:05:38.000]  行選之後很快升級,
[00:05:38.000 --> 00:05:42.000]  升到部門的主管,叫做管事,
[00:05:42.000 --> 00:05:44.000]  Stewart。
[00:05:44.000 --> 00:05:46.000]  讀書了兩年,
[00:05:46.000 --> 00:05:48.000]  竟然會講英文,
[00:05:48.000 --> 00:05:50.000]  和你的船主聊天。
[00:05:50.000 --> 00:05:55.000]  很久才來一次行船。
[00:05:55.000 --> 00:05:59.000]  船期有時候很久才回來香港。
[00:06:00.000 --> 00:06:03.000]  當時我們住在香港的指南台,
[00:06:03.000 --> 00:06:05.000]  我等了很久,
[00:06:05.000 --> 00:06:07.000]  什麼時候我見到爸爸呢?
[00:06:07.000 --> 00:06:09.000]  我媽媽就說,
[00:06:09.000 --> 00:06:12.000]  我爸爸是梳化妓妝的。
[00:06:12.000 --> 00:06:15.000]  我住在指南台樓上,
[00:06:15.000 --> 00:06:18.000]  看見一個男人梳化妓妝的時候,
[00:06:18.000 --> 00:06:20.000]  爸爸!
[00:06:20.000 --> 00:06:22.000]  這個不是,這個不是。
[00:06:22.000 --> 00:06:25.000]  等了很久,爸爸真的來了。
[00:06:25.000 --> 00:06:27.000]  我下船和他聊天,
[00:06:28.000 --> 00:06:30.000]  我見到爸爸很開心,
[00:06:30.000 --> 00:06:32.000]  爸爸,爸爸,
[00:06:32.000 --> 00:06:35.000]  一分鐘就叫一次兩次,
[00:06:35.000 --> 00:06:37.000]  叫他好男人,
[00:06:37.000 --> 00:06:39.000]  我說你真乖。
[00:06:39.000 --> 00:06:41.000]  我爸爸回來的時候,
[00:06:41.000 --> 00:06:43.000]  我心兄弟,
[00:06:43.000 --> 00:06:45.000]  有哥哥,有姐姐,我最小,
[00:06:45.000 --> 00:06:47.000]  我坐在他膝蓋那裡,
[00:06:47.000 --> 00:06:50.000]  他就抱著我,
[00:06:50.000 --> 00:06:53.000]  很享受,爸爸抱著我,
[00:06:53.000 --> 00:06:55.000]  很享受。
[00:06:55.000 --> 00:06:57.000]  他就說話給我聽,
[00:06:58.000 --> 00:07:00.000]  爸爸千萬不要說髒話,
[00:07:00.000 --> 00:07:03.000]  要說好聽的說話。
[00:07:03.000 --> 00:07:05.000]  我小時候學會,
[00:07:05.000 --> 00:07:07.000]  我們潮州人說話,
[00:07:07.000 --> 00:07:09.000]  多數會怎樣?
[00:07:09.000 --> 00:07:12.000]  真好吃要怎麼說?
[00:07:12.000 --> 00:07:16.000]  好吃到死了。
[00:07:16.000 --> 00:07:19.000]  什麼都說死字,
[00:07:19.000 --> 00:07:21.000]  因為死是極點。
[00:07:21.000 --> 00:07:24.000]  我學會以後不說死字,
[00:07:24.000 --> 00:07:26.000]  不說慘字,
[00:07:27.000 --> 00:07:28.000]  不說壞字,
[00:07:28.000 --> 00:07:30.000]  不說哎呀,
[00:07:30.000 --> 00:07:32.000]  說正面的。
[00:07:32.000 --> 00:07:34.000]  所以我小時候學會,
[00:07:34.000 --> 00:07:36.000]  現在我相信耶穌更加是
[00:07:36.000 --> 00:07:38.000]  說積極的話。
[00:07:38.000 --> 00:07:40.000]  我的名字叫振平,
[00:07:40.000 --> 00:07:42.000]  我的英文名字叫巴拿巴,
[00:07:42.000 --> 00:07:44.000]  巴拿伯斯,
[00:07:44.000 --> 00:07:46.000]  是宣慰子。
[00:07:46.000 --> 00:07:48.000]  我專門鼓勵弟兄姊妹,
[00:07:48.000 --> 00:07:50.000]  每個人都很聰明的,
[00:07:50.000 --> 00:07:53.000]  所以你是神的傑作。
[00:07:53.000 --> 00:07:55.000]  我發現我是神的傑作,
[00:07:56.000 --> 00:07:57.000]  我是一個很會想事情的,
[00:07:57.000 --> 00:07:59.000]  為什麼人生有我這個人呢?
[00:07:59.000 --> 00:08:01.000]  這麼有趣的。
[00:08:01.000 --> 00:08:05.000]  到六年級初一的時候,
[00:08:05.000 --> 00:08:07.000]  見到女孩子就特別一點,
[00:08:07.000 --> 00:08:09.000]  見到美女,
[00:08:09.000 --> 00:08:11.000]  看著美女,
[00:08:11.000 --> 00:08:13.000]  眼都不眨,
[00:08:13.000 --> 00:08:15.000]  沒禮貌。
[00:08:15.000 --> 00:08:17.000]  真是沒禮貌。
[00:08:17.000 --> 00:08:19.000]  但是人性是這樣嘛。
[00:08:19.000 --> 00:08:21.000]  我發現到原來,
[00:08:21.000 --> 00:08:23.000]  為什麼世界上有我這個人呢?
[00:08:23.000 --> 00:08:25.000]  我發現到,
[00:08:26.000 --> 00:08:27.000]  有很多事情,
[00:08:27.000 --> 00:08:29.000]  說多謝天父,
[00:08:29.000 --> 00:08:32.000]  幸好在培正中學讀書的時候,
[00:08:32.000 --> 00:08:36.000]  就聽到耶穌基督的咎因,
[00:08:36.000 --> 00:08:40.000]  特別有個女前導打個計,
[00:08:40.000 --> 00:08:42.000]  她來培正中學講道,
[00:08:42.000 --> 00:08:45.000]  耶穌基督代你死,
[00:08:45.000 --> 00:08:47.000]  赦免的罪,
[00:08:47.000 --> 00:08:49.000]  誰要信耶穌舉手?
[00:08:49.000 --> 00:08:51.000]  我聽完之後很受感到,
[00:08:51.000 --> 00:08:53.000]  我就舉手信耶穌了。
[00:08:54.000 --> 00:08:56.000]  有振平信了耶穌,
[00:08:56.000 --> 00:08:58.000]  請耶穌住在心中,
[00:08:58.000 --> 00:09:00.000]  信耶穌開始。
[00:09:00.000 --> 00:09:03.000]  人生裡面我發現到,
[00:09:03.000 --> 00:09:06.000]  我是神的所愛。
[00:09:06.000 --> 00:09:10.000]  我發現我的手很快,
[00:09:10.000 --> 00:09:12.000]  這隻手打籃球的時候,
[00:09:12.000 --> 00:09:15.000]  我通常抹球的時候,
[00:09:15.000 --> 00:09:17.000]  都是這樣的。
[00:09:17.000 --> 00:09:19.000]  去年說舉高一點,
[00:09:19.000 --> 00:09:21.000]  我說我不舉那麼高,
[00:09:21.000 --> 00:09:23.000]  誰踏球在這邊過來,
[00:09:24.000 --> 00:09:25.000]  我立刻拿到了,
[00:09:25.000 --> 00:09:27.000]  我的手很快,
[00:09:27.000 --> 00:09:29.000]  這隻閃電手,
[00:09:29.000 --> 00:09:31.000]  打球的閃電手,
[00:09:31.000 --> 00:09:33.000]  射籃了,
