
[00:00:00.000 --> 00:00:03.840]  各位聽眾好 我們一起再次禱告
[00:00:03.840 --> 00:00:07.740]  請讓天父幫助我們明白這段聖經
[00:00:07.740 --> 00:00:12.340]  願以祢的話 幫助我們在我們的生命裏面活出來
[00:00:12.340 --> 00:00:16.000]  我們這樣祈禱 奉主耶穌基督的名 阿們
[00:00:16.000 --> 00:00:20.620]  我們看的題目是被世人恨惡
[00:00:20.620 --> 00:00:24.300]  我不知道你覺得這句話有沒有同感
[00:00:24.300 --> 00:00:26.680]  有沒有被人恨惡的感覺呢
[00:00:27.240 --> 00:00:31.400]  有時我們都會很... 是不是發生在我身上呢
[00:00:31.400 --> 00:00:35.120]  我們在香港的社會似乎不容易去體會
[00:00:35.120 --> 00:00:38.540]  但是我們會知道
[00:00:38.540 --> 00:00:42.040]  當我們基督徒會面對未信的朋友
[00:00:42.040 --> 00:00:45.140]  我們怎樣去跟他們的關係是怎樣呢
[00:00:45.140 --> 00:00:47.140]  這裡說到恨惡的時候
[00:00:47.140 --> 00:00:51.440]  你發覺是怎樣去看
[00:00:51.440 --> 00:00:53.440]  我想我們一起去學習
[00:00:53.440 --> 00:00:56.440]  我相信我們的信仰往往是帶來
[00:00:56.440 --> 00:01:01.440]  我們跟一些非信徒的朋友會有一些張力
[00:01:01.440 --> 00:01:04.440]  因為我們的信仰有點不同
[00:01:04.440 --> 00:01:07.440]  但這不是叫我們停在那裏
[00:01:07.440 --> 00:01:14.440]  我不知道在香港我們會少這些被壓制
[00:01:14.440 --> 00:01:16.940]  我們傳福音都很自然
[00:01:16.940 --> 00:01:19.940]  但是當我們去跟人傳講福音的時候
[00:01:19.940 --> 00:01:22.440]  或許因為那些價值觀不同
[00:01:23.440 --> 00:01:26.440]  或者信仰不同我們都會有些衝突
[00:01:26.440 --> 00:01:29.440]  有時我們會避免
[00:01:29.440 --> 00:01:31.440]  不要讓別人生我們氣
[00:01:31.440 --> 00:01:34.440]  我們就或者慢慢是...
[00:01:34.440 --> 00:01:36.440]  不要說了 不要說那麼多了
[00:01:36.440 --> 00:01:37.440]  我們的信仰是什麼呢
[00:01:37.440 --> 00:01:39.440]  就是在教會的四面牆
[00:01:39.440 --> 00:01:42.440]  出去之後我們就不要說了
[00:01:42.440 --> 00:01:44.440]  不要說這些信仰 免得得罪人
[00:01:44.440 --> 00:01:46.440]  告而久之
[00:01:46.440 --> 00:01:48.440]  我們跟外面世界的人
[00:01:48.440 --> 00:01:51.440]  好像只不過是生活上的交流
[00:01:51.440 --> 00:01:53.440]  但是一到信仰
[00:01:53.440 --> 00:01:56.440]  我們好像很難入到那個位置
[00:01:56.440 --> 00:01:59.440]  因為又怕得失人
[00:01:59.440 --> 00:02:03.440]  其實我們的信仰是不是一個這樣的呢
[00:02:03.440 --> 00:02:05.440]  如果我們這樣的情況
[00:02:05.440 --> 00:02:07.440]  我們就會去對福音
[00:02:07.440 --> 00:02:09.440]  神給我們的使命的時候
[00:02:09.440 --> 00:02:11.440]  我們就果足不前
[00:02:11.440 --> 00:02:12.440]  我們很怕這樣
[00:02:12.440 --> 00:02:14.440]  我們都是安全一點
[00:02:14.440 --> 00:02:15.440]  我們不要講福音
[00:02:15.440 --> 00:02:17.440]  其實我們就會失去了
[00:02:17.440 --> 00:02:19.440]  神給我們在這個世上
[00:02:19.440 --> 00:02:22.440]  神給我們那個光偉特有的角色
[00:02:22.440 --> 00:02:24.440]  或者我們今天看這段經文
[00:02:24.440 --> 00:02:25.440]  我們會看到
[00:02:25.440 --> 00:02:29.440]  在約翰福音第十五章十七節
[00:02:29.440 --> 00:02:32.440]  去到第十六章至四節
[00:02:32.440 --> 00:02:34.440]  我們看到一個很重要的主題
[00:02:34.440 --> 00:02:38.440]  就是世人是恨惡我們
[00:02:38.440 --> 00:02:40.440]  那你說怎樣恨惡呢
[00:02:40.440 --> 00:02:42.440]  是不是這樣的呢
[00:02:42.440 --> 00:02:44.440]  我們怎樣去體驗這段經文呢
[00:02:44.440 --> 00:02:46.440]  或者我們一起去學習
[00:02:46.440 --> 00:02:48.440]  這段經文之前講到
[00:02:48.440 --> 00:02:49.440]  我們很熟悉
[00:02:49.440 --> 00:02:51.440]  十五章講到耶穌基督是葡萄樹
[00:02:51.440 --> 00:02:53.440]  我們是枝子的關係
[00:02:53.440 --> 00:02:55.440]  我們如果要結果之
[00:02:55.440 --> 00:02:57.440]  就是和這位主感恩的相連
[00:02:57.440 --> 00:02:58.440]  我們在主的愛裏面
[00:02:58.440 --> 00:02:59.440]  我們馴服祂
[00:02:59.440 --> 00:03:02.440]  接著耶穌基督的命令就說
[00:03:02.440 --> 00:03:04.440]  信徒要彼此相愛
[00:03:04.440 --> 00:03:06.440]  彼此相愛的時候
[00:03:06.440 --> 00:03:08.440]  好像耶穌基督愛的門徒一樣
[00:03:08.440 --> 00:03:10.440]  彼此相愛
[00:03:10.440 --> 00:03:12.440]  然後我們來到這一段落的時候
[00:03:12.440 --> 00:03:14.440]  我們就會看到
[00:03:14.440 --> 00:03:15.440]  耶穌基督就說
[00:03:15.440 --> 00:03:17.440]  我們和世界的關係是怎樣呢
[00:03:17.440 --> 00:03:19.440]  和微信的群體又是怎樣呢
[00:03:19.440 --> 00:03:21.440]  我們要去和祂們傳福音
[00:03:21.440 --> 00:03:24.440]  所以在第十六節
[00:03:24.440 --> 00:03:25.440]  十五章十六節說
[00:03:25.440 --> 00:03:27.440]  不是你們揀選了我
[00:03:27.440 --> 00:03:29.440]  而是我揀選了你們
[00:03:29.440 --> 00:03:31.440]  並且派你們去結果子
[00:03:31.440 --> 00:03:33.440]  去結果子
[00:03:33.440 --> 00:03:35.440]  這一節的經文就好像
[00:03:35.440 --> 00:03:37.440]  接著我們就看看
[00:03:37.440 --> 00:03:39.440]  但是當我們傳福音的時候
[00:03:39.440 --> 00:03:41.440]  世人是怎樣的
[00:03:41.440 --> 00:03:43.440]  原來不是那麼友善
[00:03:43.440 --> 00:03:45.440]  甚至去憎惡
[00:03:45.440 --> 00:03:47.440]  我們就一起去看看這段經文
[00:03:47.440 --> 00:03:49.440]  或者我們首先看看第十七節
[00:03:49.440 --> 00:03:51.440]  去到二十五節這一段
[00:03:51.440 --> 00:03:53.440]  我們會看到
[00:03:53.440 --> 00:03:55.440]  世人很憎惡我們
[00:03:55.440 --> 00:03:57.440]  怎樣去理解呢
[00:03:57.440 --> 00:03:59.440]  或者怎樣去看呢
[00:03:59.440 --> 00:04:01.440]  我們首先看看第十七節那裡說
[00:04:01.440 --> 00:04:03.440]  「我這樣命令你們
[00:04:03.440 --> 00:04:05.440]  是要你們彼此相愛」
[00:04:05.440 --> 00:04:07.440]  這段經文又再說彼此相愛
[00:04:07.440 --> 00:04:09.440]  其實是承接上面
[00:04:09.440 --> 00:04:11.440]  耶穌基督說的
[00:04:11.440 --> 00:04:13.440]  叫門徒彼此相愛這個命令
[00:04:13.440 --> 00:04:15.440]  也是接下去
[00:04:15.440 --> 00:04:17.440]  接著那一段的經文
[00:04:17.440 --> 00:04:19.440]  就是說要去面對世人
[00:04:19.440 --> 00:04:21.440]  我們怎樣面對世人呢
[00:04:21.440 --> 00:04:23.440]  原來世人是一個
[00:04:23.440 --> 00:04:25.440]  的恨惡信徒
[00:04:25.440 --> 00:04:27.440]  的
[00:04:27.440 --> 00:04:29.440]  我們慢慢去看
[00:04:29.440 --> 00:04:31.440]  但首先這裡說叫我們彼此相愛
[00:04:31.440 --> 00:04:33.440]  如果我們教會裏面
[00:04:33.440 --> 00:04:35.440]  都沒有彼此相愛
[00:04:35.440 --> 00:04:37.440]  我們怎樣會將這個愛延伸到外面呢
[00:04:37.440 --> 00:04:39.440]  又或者當外面的
[00:04:39.440 --> 00:04:41.440]  世人是一些
[00:04:41.440 --> 00:04:43.440]  敵黨的態度的時候
[00:04:43.440 --> 00:04:45.440]  又如果沒有彼此相愛
[00:04:45.440 --> 00:04:47.440]  我們就很難
[00:04:47.440 --> 00:04:49.440]  整隊一個同心的人
[00:04:49.440 --> 00:04:51.440]  一些的
[00:04:51.440 --> 00:04:53.440]  信徒一起去做一個
[00:04:53.440 --> 00:04:55.440]  美好的見證
[00:04:55.440 --> 00:04:57.440]  如果教會裏面亂七八糟
[00:04:57.440 --> 00:04:59.440]  我回來教會的時候
[00:04:59.440 --> 00:05:01.440]  恐怕不是
[00:05:01.440 --> 00:05:03.440]  幫到人 反而叛到人
[00:05:03.440 --> 00:05:05.440]  其實這段經文
[00:05:05.440 --> 00:05:07.440]  特別在今天的時局裏面
[00:05:07.440 --> 00:05:09.440]  就更加要大家留意
[00:05:09.440 --> 00:05:11.440]  沒錯
[00:05:11.440 --> 00:05:13.440]  可能有不同的政見
[00:05:13.440 --> 00:05:15.440]  不同的看法 不同的做法
[00:05:15.440 --> 00:05:17.440]  很多很多
[00:05:17.440 --> 00:05:19.440]  但我們教會裏面最重要的是一個
[00:05:19.440 --> 00:05:21.440]  彼此的接納
[00:05:21.440 --> 00:05:23.440]  彼此的相愛
[00:05:23.440 --> 00:05:25.440]  以致到我們還有一個很重要的使命
[00:05:25.440 --> 00:05:27.440]  我們要向外面的人
[00:05:27.440 --> 00:05:29.440]  做我們的見證
[00:05:29.440 --> 00:05:31.440]  或者我們看看這裡
[00:05:31.440 --> 00:05:33.440]  講到世人
[00:05:33.440 --> 00:05:35.440]  世人這個字出現很多次
[00:05:35.440 --> 00:05:37.440]  或者世人為甚麼會有這麼大的張力呢
[00:05:37.440 --> 00:05:39.440]  世人或者譯作世界
[00:05:39.440 --> 00:05:41.440]  或者世界所有的人
[00:05:41.440 --> 00:05:43.440]  但這裡就在講一些
[00:05:43.440 --> 00:05:45.440]  是不相信
[00:05:45.440 --> 00:05:47.440]  當然基督教那位的神
[00:05:47.440 --> 00:05:49.440]  是別的信仰
[00:05:49.440 --> 00:05:51.440]  又或者是一個
[00:05:51.440 --> 00:05:53.440]  世界的價值觀裏面
[00:05:53.440 --> 00:05:55.440]  聖經裏面講
[00:05:55.440 --> 00:05:57.440]  所有的世界
[00:05:57.440 --> 00:05:59.440]  這個價值觀是很不同的
[00:05:59.440 --> 00:06:01.440]  並且是被
[00:06:01.440 --> 00:06:03.440]  撒旦去掌管著
[00:06:03.440 --> 00:06:05.440]  所以
[00:06:05.440 --> 00:06:07.440]  基督教是一個世界
[00:06:07.440 --> 00:06:09.440]  我們基督徒有甚麼世界呢
[00:06:09.440 --> 00:06:11.440]  就是基督徒信了主耶穌之後
[00:06:11.440 --> 00:06:13.440]  我們有主的生命
[00:06:13.440 --> 00:06:15.440]  我們會慢慢跟著主的心意
[00:06:15.440 --> 00:06:17.440]  去過我們的生活
[00:06:17.440 --> 00:06:19.440]  所以羅伯書提到
[00:06:19.440 --> 00:06:21.440]  我們心意更生而變化
[00:06:21.440 --> 00:06:23.440]  我們會看看神的善良
[00:06:23.440 --> 00:06:25.440]  純全可喜悅的旨意
[00:06:25.440 --> 00:06:27.440]  我們的生命慢慢轉化
[00:06:27.440 --> 00:06:29.440]  我們和世界好像越來越距離
[00:06:29.440 --> 00:06:31.440]  很大
[00:06:31.440 --> 00:06:33.440]  所以張力就是這樣形成
[00:06:33.440 --> 00:06:35.440]  然後這裡說
[00:06:35.440 --> 00:06:37.440]  你要知道世人若恨你們
[00:06:37.440 --> 00:06:39.440]  你們要知道他們在恨你們以前
[00:06:39.440 --> 00:06:41.440]  已經恨過了
[00:06:41.440 --> 00:06:43.440]  簡單來說
[00:06:43.440 --> 00:06:45.440]  如果你有基督徒
[00:06:45.440 --> 00:06:47.440]  我對你有少許抗拒
[00:06:47.440 --> 00:06:49.440]  因為你信了主耶穌
[00:06:49.440 --> 00:06:51.440]  就是這樣
[00:06:51.440 --> 00:06:53.440]  我們和主耶穌的生命
[00:06:53.440 --> 00:06:55.440]  是完全相連的時候
[00:06:55.440 --> 00:06:57.440]  我們的身份
[00:06:57.440 --> 00:06:59.440]  就是和主有關
[00:06:59.440 --> 00:07:01.440]  所以當我們
[00:07:01.440 --> 00:07:03.440]  知道基督徒這個身份的時候
[00:07:03.440 --> 00:07:05.440]  周人讓衣
[00:07:05.440 --> 00:07:07.440]  要決定接不接受這位耶穌基督
[00:07:07.440 --> 00:07:09.440]  耶穌基督如果是
[00:07:09.440 --> 00:07:11.440]  憎惡的時候
[00:07:11.440 --> 00:07:13.440]  他們也會憎惡我們
[00:07:13.440 --> 00:07:15.440]  為什麼耶穌基督那麼令人憎惡呢
[00:07:15.440 --> 00:07:17.440]  很簡單
[00:07:17.440 --> 00:07:19.440]  耶穌基督說我是道路真理生命
[00:07:19.440 --> 00:07:21.440]  如果不是藉著我
[00:07:21.440 --> 00:07:23.440]  沒有人能夠到虎那裡去
[00:07:23.440 --> 00:07:25.440]  天下人間
[00:07:25.440 --> 00:07:27.440]  沒有靠別的名可以得救
[00:07:27.440 --> 00:07:29.440]  唯有耶穌基督
[00:07:29.440 --> 00:07:31.440]  對很多人來說
[00:07:31.440 --> 00:07:33.440]  但是我們要知道
[00:07:33.440 --> 00:07:35.440]  真理一定要排他性
[00:07:35.440 --> 00:07:37.440]  如果不是絕對的真理就不會排他性
[00:07:37.440 --> 00:07:39.440]  什麼都可以
[00:07:39.440 --> 00:07:41.440]  這個就不是絕對的真理
[00:07:41.440 --> 00:07:43.440]  但當我們那麼心酸的時候
[00:07:43.440 --> 00:07:45.440]  這個基督教
