
[00:00:00.000 --> 00:00:04.600]  今日我哋分享嘅題目叫做「你跟隨什麼」
[00:00:04.600 --> 00:00:06.200]  我唔知大家會唔會發現
[00:00:06.200 --> 00:00:10.520]  其實好多時我哋嘅心被一啲嘢吸引嘅時候
[00:00:10.520 --> 00:00:13.400]  我哋嘅行為 我哋嘅方向
[00:00:13.400 --> 00:00:20.240]  甚至我哋嘅腳步都會被我哋心所吸引嘅嘢引咗去嗰度
[00:00:20.240 --> 00:00:21.760]  其中一個好明顯嘅例子
[00:00:21.760 --> 00:00:23.040]  我唔知大家有冇呢去諗
[00:00:23.040 --> 00:00:27.720]  就係當你去商場或者當你行街嘅時候
[00:00:27.720 --> 00:00:30.240]  究竟有啲乜嘢會吸引你嘅呢
[00:00:30.240 --> 00:00:32.400]  通常如果你去商場行街
[00:00:32.400 --> 00:00:37.160]  如果你去行商店一定吸引你嘅啲嘢
[00:00:37.160 --> 00:00:42.560]  你嘅腳步亦都可能好自然行咗去嗰啲商店嗰度
[00:00:42.560 --> 00:00:46.200]  咁我唔知如果你行街你去商場你最鍾意行咩㗎
[00:00:46.200 --> 00:00:47.000]  (遊戲機)
[00:00:47.000 --> 00:00:50.320]  遊戲機嘩 呢個都係男士好鍾意嘅嘢嚟㗎喎
[00:00:50.320 --> 00:00:52.160]  女士呢 女士鍾意啲咩呀
[00:00:52.160 --> 00:00:53.160]  (手飾)
[00:00:53.160 --> 00:00:54.160]  手飾
[00:00:54.160 --> 00:00:55.000]  (笑)
[00:00:55.000 --> 00:00:57.600]  我唔understand女人啦係咪呢
[00:00:57.600 --> 00:00:59.520]  手袋
[00:00:59.520 --> 00:01:01.640]  得意嘢
[00:01:01.640 --> 00:01:02.800]  睇嚟我都係唔好明白
[00:01:02.800 --> 00:01:06.200]  係喇 我會返去了解一下大家姐妹嘅
[00:01:06.200 --> 00:01:09.320]  係喇 男士就通常鍾意遊戲機啦
[00:01:09.320 --> 00:01:10.520]  係咪呀
[00:01:10.520 --> 00:01:11.600]  嗰啲叫做咩呀
[00:01:11.600 --> 00:01:12.960]  電腦
[00:01:12.960 --> 00:01:15.800]  而家仲有冇人鍾意音響嗰啲㗎
[00:01:15.800 --> 00:01:18.920]  冇喇 睇嚟我都唔係update喇
[00:01:18.920 --> 00:01:21.920]  好 咁我喺英國生活嘅時候
[00:01:21.920 --> 00:01:25.960]  其實我都鍾意星期六晏晝去行街嘅
[00:01:25.960 --> 00:01:28.160]  咁星期六晏晝行街嘅時候呢
[00:01:28.160 --> 00:01:32.360]  每逢去到晏晝四點四十五分嘅時候呢
[00:01:32.360 --> 00:01:34.560]  我嘅腳步呢就會好自然呢
[00:01:34.560 --> 00:01:37.000]  行到去嗰啲電器嘅部門㗎
[00:01:37.000 --> 00:01:40.320]  大家知唔知我點解我逢係星期六四點四十五分呢
[00:01:40.320 --> 00:01:42.400]  我隻腳就會行到去嗰啲電器部門呀
[00:01:42.400 --> 00:01:44.600]  大家估下
[00:01:44.600 --> 00:01:47.240]  咦 有啲人好聰明呀 係喇
[00:01:47.240 --> 00:01:49.240]  就係點解呢 因為呢我喺英國嘅時候呢
[00:01:49.240 --> 00:01:50.840]  即係我二十幾年前喺英國生活啦
[00:01:50.840 --> 00:01:52.760]  嗰時嘅資訊冇咁發達㗎
[00:01:52.760 --> 00:01:55.120]  我個心只係諗住一樣嘢㗎啫
[00:01:55.120 --> 00:01:57.920]  就係當日嘅足球戰果喇
[00:01:57.920 --> 00:02:00.560]  咁我諗住當日足球戰果嘅時候呢
[00:02:00.560 --> 00:02:02.480]  咁嗰時嗰啲科技冇咁發達㗎
[00:02:02.480 --> 00:02:04.880]  你嘅手機呢睇唔到嗰啲戰果㗎
[00:02:04.880 --> 00:02:08.320]  咁但係當時呢所有嗰啲電器譜呀嗰啲電視呢
[00:02:08.320 --> 00:02:11.680]  都會播返嗰日呢嗰啲足球比賽嘅戰果㗎
[00:02:11.680 --> 00:02:13.640]  咁所以呢嗰時呢我逢係星期六呢
[00:02:13.640 --> 00:02:14.880]  雖然我行緊其他嘢啦
[00:02:14.880 --> 00:02:16.160]  我同我老婆行緊街呢
[00:02:16.160 --> 00:02:18.240]  我隻腳就會行下行下行下
[00:02:18.240 --> 00:02:20.080]  行到去電視嗰度就會望下
[00:02:20.080 --> 00:02:22.400]  究竟愛華頓嗰日呢係贏就係輸喇
[00:02:22.400 --> 00:02:26.320]  不過今晚呢我唔需要擔心因為愛華頓已經成功留級喇
[00:02:26.320 --> 00:02:30.080]  所以今晚阿仙奴嘅球迷呢我唔會同你爭㗎
[00:02:30.080 --> 00:02:33.160]  希望呢為你嘅球隊祝福
[00:02:33.160 --> 00:02:35.360]  好 咁呢所以我哋要小心喎
[00:02:35.360 --> 00:02:38.480]  因為原來呢有啲嘢吸引住我哋嘅時候呢
[00:02:38.480 --> 00:02:41.960]  有時我哋被行咗去嗰度呢我哋都唔知㗎喎
[00:02:41.960 --> 00:02:44.080]  咁我記得呢當我以前做律師啦
[00:02:44.080 --> 00:02:46.280]  咁我有一日同我個同事傾計
[00:02:46.280 --> 00:02:47.200]  咁佢就同我講一樣嘢
[00:02:47.200 --> 00:02:48.760]  我講話Eugene你知唔知呀
[00:02:48.760 --> 00:02:51.000]  其實你留意下每一個同事呢
[00:02:51.000 --> 00:02:53.320]  佢隻眼究竟望緊啲乜嘢呀
[00:02:53.320 --> 00:02:54.720]  其實好得意㗎
[00:02:54.720 --> 00:02:57.440]  唔同個同事呢會被唔同嘅嘢吸引
[00:02:57.440 --> 00:03:00.280]  你睇下佢隻眼去咗邊就知㗎喇咁囉
[00:03:00.280 --> 00:03:02.480]  咁我就問呀咁你講多啲
[00:03:02.480 --> 00:03:03.880]  佢話呢嗰個同事係
[00:03:03.880 --> 00:03:06.400]  我唔講邊個因為唔知會唔會上網聽到我講到嘛
[00:03:06.400 --> 00:03:12.640]  佢個同事呢次次有啲靚女行過呢佢隻眼就咁樣
[00:03:12.640 --> 00:03:14.280]  咁望咗去㗎喇喎
[00:03:14.280 --> 00:03:16.040]  話係咩你有留意㗎
[00:03:16.040 --> 00:03:19.040]  我冇留意喎係呢你實在唔留意啲嘢咁囉
[00:03:19.040 --> 00:03:21.160]  咁跟住呢我就問佢喇
[00:03:21.160 --> 00:03:22.520]  咁老實喇
[00:03:22.520 --> 00:03:25.240]  如果有靚女行過我隻眼會望咗去㗎
[00:03:25.240 --> 00:03:26.200]  佢話你唔會
[00:03:26.200 --> 00:03:28.520]  佢話逢係有靚女行過你隻眼都唔望㗎
[00:03:28.520 --> 00:03:30.520]  不過有一樣嘢行過呢
[00:03:30.520 --> 00:03:32.680]  你隻眼就一定會望㗎咁喎
[00:03:32.680 --> 00:03:34.840]  你估唔估到係咩呀
[00:03:34.840 --> 00:03:37.400]  因為大家係太太了解我喇係喇
[00:03:37.400 --> 00:03:39.440]  佢話其實同親你食飯呢
[00:03:39.440 --> 00:03:44.560]  你永遠呢突然間呢人哋嗰碟餸行過你咁樣㗎喇
[00:03:44.560 --> 00:03:46.520]  哎呀嗰碟餸嗰碟幾好食喎
[00:03:46.520 --> 00:03:48.640]  係喇唔知係咩嚟㗎呢就係喇
[00:03:48.640 --> 00:03:51.160]  咁最近呢我都係有個餐廳食嘢呢
[00:03:51.160 --> 00:03:52.960]  陣間自己食食下自己嗰碟啦
[00:03:52.960 --> 00:03:54.120]  因為見到人哋
[00:03:54.120 --> 00:03:55.320]  咁靚嘅
[00:03:55.320 --> 00:03:57.200]  係喇嗰碟餸係咩餸嚟㗎
[00:03:57.200 --> 00:04:00.080]  我覺得純純呢係喇就畀食嘢呢吸引咗佢喇
[00:04:00.080 --> 00:04:03.200]  我哋今日呢去睇列王記上第九章
[00:04:03.200 --> 00:04:05.880]  列王記上第九章如果大家記得Pastor Winnie
[00:04:05.880 --> 00:04:07.640]  佢講點樣去建造聖殿
[00:04:07.640 --> 00:04:10.160]  Pastor John點樣去講獻殿嘅禱告
[00:04:10.160 --> 00:04:13.000]  今日呢我哋去講呢係獻殿完成喇
[00:04:13.000 --> 00:04:15.640]  當呢一個建殿完成嘅時候呢
[00:04:15.640 --> 00:04:19.200]  耶和華再一次去同所羅門顯現
[00:04:19.200 --> 00:04:22.040]  但係當耶和華再一次同所羅門顯現嘅時候呢
[00:04:22.040 --> 00:04:25.720]  佢畀咗所羅門同埋以色列一講重要嘅教導
[00:04:25.720 --> 00:04:27.320]  另外喺第九章呢
[00:04:27.320 --> 00:04:29.480]  我哋從所羅門嘅生命裏面呢
[00:04:29.480 --> 00:04:32.760]  去學習一啲嘅教訓同埋警告
[00:04:32.760 --> 00:04:34.760]  咁所以今日我哋要學嘅功課係咩呢
[00:04:34.760 --> 00:04:37.320]  我哋一齊入去經文一齊睇下
[00:04:37.320 --> 00:04:39.360]  今日呢我哋學第一個功課
[00:04:39.360 --> 00:04:41.760]  係遵行神旨意
[00:04:41.760 --> 00:04:45.120]  係同神建立關係嘅關鍵
[00:04:45.120 --> 00:04:48.560]  遵行神旨意係同神建立關係嘅關鍵
[00:04:48.560 --> 00:04:50.840]  我哋一齊由第一節到第九節好唔好
[00:04:50.840 --> 00:04:52.920]  我哋一齊讀一二三
[00:04:52.920 --> 00:04:56.640]  所羅門建造耶和華殿和皇宮
[00:04:56.640 --> 00:05:00.880]  並一切所願意建造的都完不了
[00:05:00.880 --> 00:05:04.440]  耶和華就二次向所羅門顯現
[00:05:04.440 --> 00:05:08.120]  如先前在基面向他顯現一樣
[00:05:08.120 --> 00:05:12.120]  對他說你向我所禱告祈求的
[00:05:12.120 --> 00:05:13.840]  我都應允了
[00:05:13.840 --> 00:05:17.840]  我已將你所見的這殿分別為聖
[00:05:17.840 --> 00:05:20.880]  使我的名永遠在其中
[00:05:20.880 --> 00:05:24.840]  我的眼我的心也必常在那裡
