
[00:00:00.000 --> 00:00:03.000]  各位兄弟姊妹,讓我們一起先祈禱,好嗎?
[00:00:03.000 --> 00:00:08.000]  主啊,在今日這個普天同慶的日子
[00:00:08.000 --> 00:00:11.000]  讓我們再次來去瞻望
[00:00:11.000 --> 00:00:14.000]  在黑夜中出現的救主
[00:00:14.000 --> 00:00:17.000]  在以色列的百姓裏面
[00:00:17.000 --> 00:00:19.000]  他們等候
[00:00:19.000 --> 00:00:23.000]  他們在當中引頸來去仰望
[00:00:23.000 --> 00:00:25.000]  感謝讚美主
[00:00:25.000 --> 00:00:31.000]  按著你自己甘願在天父的心意裏面信服下來
[00:00:31.000 --> 00:00:33.000]  你到城獄身
[00:00:33.000 --> 00:00:36.000]  竟然將你自己美好的心意
[00:00:36.000 --> 00:00:38.000]  救贖的計劃
[00:00:38.000 --> 00:00:40.000]  呈獻在西人的面前
[00:00:40.000 --> 00:00:44.000]  讓我們今日再次因著你聖靈給我們的觸動
[00:00:44.000 --> 00:00:46.000]  我們心裏面的喜悅
[00:00:46.000 --> 00:00:48.000]  我們來去敬拜,來去尋求你
[00:00:48.000 --> 00:00:52.000]  如同過去三位博士來去尋訪的一樣
[00:00:52.000 --> 00:00:56.000]  如我們被因領進入這個致聖所
[00:00:56.000 --> 00:00:59.000]  讓我們今日能夠毫無阻隔的
[00:00:59.000 --> 00:01:02.000]  來去敬拜和歌頌你
[00:01:02.000 --> 00:01:06.000]  這個世界存在很多幽暗的事情
[00:01:06.000 --> 00:01:11.000]  這個年間有很多讓信徒不能夠自由敬拜的時刻
[00:01:11.000 --> 00:01:14.000]  但是今日我們仰望你
[00:01:14.000 --> 00:01:18.000]  我們見到瑪曹女的救主耶穌基督
[00:01:18.000 --> 00:01:21.000]  如在安詳的當中治理萬博
[00:01:21.000 --> 00:01:23.000]  在她所帶來的和平
[00:01:23.000 --> 00:01:26.000]  是如何讓我們能夠解決世上的紛爭
[00:01:26.000 --> 00:01:29.000]  她在十字架當中得勝的記號
[00:01:29.000 --> 00:01:31.000]  她補血的記號
[00:01:31.000 --> 00:01:33.000]  如何叫我們在今日裏面
[00:01:33.000 --> 00:01:36.000]  能夠有得贖的盼望和現實
[00:01:36.000 --> 00:01:37.000]  我們感謝你
[00:01:37.000 --> 00:01:41.000]  願你的話語再次的栽種在我們生命的中心點
[00:01:41.000 --> 00:01:45.000]  再次的調遁我們對世界的事物
[00:01:45.000 --> 00:01:48.000]  對你甚至於對我們自己的看法
[00:01:48.000 --> 00:01:51.000]  好叫我們今日能夠抱天同慶的
[00:01:51.000 --> 00:01:53.000]  來歌頌這位救主的來臨
[00:01:53.000 --> 00:01:55.000]  願我們今日在你的面前
[00:01:55.000 --> 00:02:00.000]  成為萬民當中其中的一個表達
[00:02:00.000 --> 00:02:02.000]  就是我們體見救贖
[00:02:02.000 --> 00:02:05.000]  我們歡言喜樂的敬拜你
[00:02:05.000 --> 00:02:09.000]  願你接受我們在你面前當中的敬拜和禱告
[00:02:09.000 --> 00:02:13.000]  引導我們打破我們內心當中的僵硬
[00:02:13.000 --> 00:02:16.000]  讓我們今日能夠全然的接受你的恩賢
[00:02:16.000 --> 00:02:19.000]  你的教導,聆聽我們的呼求和禱告
[00:02:19.000 --> 00:02:23.000]  我們的重贊靠恩主耶穌基督得勝的名字
[00:02:23.000 --> 00:02:25.000]  請坐
[00:02:25.000 --> 00:02:36.000]  今日和大家分享的題目叫做「普世歡騰」
[00:02:36.000 --> 00:02:38.000]  我不知道如何翻譯這個字
[00:02:38.000 --> 00:02:40.000]  因為英文這個字叫做Rejoice
[00:02:40.000 --> 00:02:44.000]  我們知道喜樂這個字叫做Joyce
[00:02:44.000 --> 00:02:46.000]  是要Rejoice
[00:02:46.000 --> 00:02:47.000]  到底如何翻譯呢?
[00:02:47.000 --> 00:02:49.000]  最好翻譯就是「普世歡騰」
[00:02:49.000 --> 00:02:51.000]  在耳塞耳書六十章裏面
[00:02:51.000 --> 00:02:54.000]  和在路加坊第四章裏面
[00:02:54.000 --> 00:02:58.000]  分別提到我們歡欣的原因
[00:02:58.000 --> 00:03:00.000]  我們喜樂的原因
[00:03:00.000 --> 00:03:02.000]  我在這個時候和大家來中讀一下
[00:03:02.000 --> 00:03:07.000]  由我們今日在救主降生的慶祝的主日裏面
[00:03:07.000 --> 00:03:11.000]  我們重新來找到耶穌成為我們生命的主位
[00:03:11.000 --> 00:03:14.000]  耳塞耳書的六十章一到十一節
[00:03:14.000 --> 00:03:23.000]  耳塞耳書是這位曾經經過政治危機的一個先知耳塞亞
[00:03:23.000 --> 00:03:26.000]  在他幼年當中得著異象之後
[00:03:26.000 --> 00:03:30.000]  他跨越了五十三年的伏事
[00:03:30.000 --> 00:03:32.000]  其中在伏事的過程裏面
[00:03:32.000 --> 00:03:33.000]  神將因言
[00:03:33.000 --> 00:03:37.000]  神將這個預言放在他的心裏面
[00:03:37.000 --> 00:03:39.000]  成為他的擔子
[00:03:39.000 --> 00:03:41.000]  這個就是耳塞耳書
[00:03:41.000 --> 00:03:42.000]  因為耳塞耳書前面的部份
[00:03:42.000 --> 00:03:44.000]  特別是講到神的威儀
[00:03:44.000 --> 00:03:46.000]  是因為人的反叛
[00:03:46.000 --> 00:03:49.000]  所以當中神不單止審判列邦
[00:03:49.000 --> 00:03:51.000]  他亦都在當中審判以色列的百姓
[00:03:51.000 --> 00:03:53.000]  所以在他預言
[00:03:53.000 --> 00:03:57.000]  他親自看到北角滅亡之後
[00:03:57.000 --> 00:04:01.000]  他亦都在當中清楚看見神預言
[00:04:01.000 --> 00:04:05.000]  南角亦都是在同一個災難線裏面
[00:04:05.000 --> 00:04:08.000]  如果南角的以色列百姓不悔改
[00:04:08.000 --> 00:04:12.000]  離開這個偶像和這個政治結盟的時候
[00:04:12.000 --> 00:04:15.000]  他們都一樣會遭遇到北角當中的命運
[00:04:15.000 --> 00:04:17.000]  果然在他預言之後
[00:04:17.000 --> 00:04:19.000]  大概一百多年之後
[00:04:19.000 --> 00:04:21.000]  這個真是應驗了
[00:04:21.000 --> 00:04:23.000]  耶路撒冷城被毀
[00:04:23.000 --> 00:04:25.000]  在耳塞耳書的下一段
[00:04:25.000 --> 00:04:27.000]  第四十章開始
[00:04:27.000 --> 00:04:29.000]  到後面的六十六章
[00:04:29.000 --> 00:04:32.000]  是再次提到神在審判當中的安慰
[00:04:32.000 --> 00:04:35.000]  在安慰背後當中給我們的盼望
[00:04:35.000 --> 00:04:37.000]  所以耳塞耳書第六十章裏面
[00:04:37.000 --> 00:04:40.000]  是特別在這個背景當中
[00:04:40.000 --> 00:04:42.000]  耳塞耳書將神自己的話語
[00:04:42.000 --> 00:04:43.000]  安慰的言語
[00:04:43.000 --> 00:04:45.000]  能力和保守的言語
[00:04:45.000 --> 00:04:49.000]  再次告訴以色列的百姓聽
[00:04:49.000 --> 00:04:51.000]  所以請恭聽耳塞耳書的六十章裏面
[00:04:51.000 --> 00:04:54.000]  在當中我們重新找到一個
[00:04:54.000 --> 00:04:56.000]  在憂傷
[00:04:56.000 --> 00:04:59.000]  在一個被遷移到外邦
[00:04:59.000 --> 00:05:01.000]  再沒有盼望之地
[00:05:01.000 --> 00:05:03.000]  神的話語怎樣臨到他們當中
[00:05:03.000 --> 00:05:05.000]  第六十章的第一節
[00:05:05.000 --> 00:05:08.000]  興起發光因為你的光已經來到
[00:05:08.000 --> 00:05:11.000]  耶和華的榮耀發現照耀你
[00:05:11.000 --> 00:05:13.000]  看下黑暗遮蓋大地
[00:05:13.000 --> 00:05:14.000]  幽暗遮蓋萬民
[00:05:14.000 --> 00:05:17.000]  耶和華卻要顯現照耀你
[00:05:17.000 --> 00:05:20.000]  祂的榮耀要現在你的身上
[00:05:20.000 --> 00:05:22.000]  萬國要來就你的光
[00:05:22.000 --> 00:05:26.000]  君王要來就你發現的光輝
[00:05:26.000 --> 00:05:28.000]  你舉目向四方觀看
[00:05:28.000 --> 00:05:31.000]  眾人都聚集來到你這裡
[00:05:31.000 --> 00:05:34.000]  你的眾子從遠方而來
[00:05:34.000 --> 00:05:37.000]  你的眾女也被懷抱而來
[00:05:37.000 --> 00:05:38.000]  懷抱的意思就是
[00:05:38.000 --> 00:05:41.000]  坐在膝蓋來到神的面前的意思
[00:05:41.000 --> 00:05:43.000]  那時你看見就有光榮
[00:05:43.000 --> 00:05:46.000]  你心又跳動又歡暢
[00:05:46.000 --> 00:05:48.000]  因為大海豐盛的貨物
[00:05:48.000 --> 00:05:50.000]  來必轉來歸你
[00:05:50.000 --> 00:05:53.000]  列國的財寶也必來歸你
[00:05:53.000 --> 00:05:55.000]  盛群的樂陀並米電
[00:05:55.000 --> 00:05:59.000]  和以法的毒蜂陀
[00:05:59.000 --> 00:06:01.000]  必蓋滿你
[00:06:01.000 --> 00:06:04.000]  慈巴的眾人都必來到
[00:06:04.000 --> 00:06:06.000]  要奉上黃金禹香
[00:06:06.000 --> 00:06:10.000]  又要傳說耶和華的讚美
[00:06:10.000 --> 00:06:13.000]  幾達的羊群都必聚集在你那裡
[00:06:13.000 --> 00:06:17.000]  彌拜約的公牛要供你使用
[00:06:17.000 --> 00:06:19.000]  在我壇上必蒙眷吶
[00:06:19.000 --> 00:06:22.000]  我必榮耀我榮耀的殿
[00:06:22.000 --> 00:06:23.000]  那些飛來如雪
[00:06:23.000 --> 00:06:26.000]  又如甲指向窗外飛回的是誰呢
[00:06:26.000 --> 00:06:28.000]  眾海祖必等候你
[00:06:28.000 --> 00:06:31.000]  首先自他師的船隻
[00:06:31.000 --> 00:06:34.000]  將他的眾子連他們的金銀
[00:06:34.000 --> 00:06:36.000]  從遠方一同帶來
[00:06:36.000 --> 00:06:39.000]  都為耶和華你上帝的名
[00:06:39.000 --> 00:06:41.000]  又為以色列的聖者
[00:06:41.000 --> 00:06:45.000]  因為他已榮耀了你
[00:06:45.000 --> 00:06:47.000]  外邦必建築你的城牆
[00:06:47.000 --> 00:06:49.000]  他們的王必服侍你
[00:06:49.000 --> 00:06:51.000]  我曾發怒擊打你
[00:06:51.000 --> 00:06:54.000]  現今卻施恩憐恤你
[00:06:54.000 --> 00:06:56.000]  你的城門必時常開放
[00:06:56.000 --> 00:06:57.000]  晝夜不關
[00:06:57.000 --> 00:07:00.000]  使人把列國的財物帶來歸你
[00:07:00.000 --> 00:07:04.000]  並將他們的君王牽引而來
[00:07:27.000 --> 00:07:29.000]  第四章十八到十九節
[00:07:29.000 --> 00:07:31.000]  主的靈在我身上
[00:07:31.000 --> 00:07:33.000]  因為他用高高我
[00:07:33.000 --> 00:07:36.000]  叫我全方己貧窮的人
[00:07:36.000 --> 00:07:38.000]  猜險我報告
[00:07:38.000 --> 00:07:40.000]  被擄的得釋放
[00:07:40.000 --> 00:07:41.000]  黑眼的得看見
[00:07:41.000 --> 00:07:44.000]  那被受壓制的得自由
[00:07:44.000 --> 00:07:47.000]  報告神月立的欺憐
[00:07:47.000 --> 00:07:49.000]  其實這兩個經文裏面
[00:07:49.000 --> 00:07:51.000]  有一個很相似的地方
[00:07:51.000 --> 00:07:53.000]  就是將我們生命當中
[00:07:53.000 --> 00:07:56.000]  那個應該有的依歸點
[00:07:56.000 --> 00:07:58.000]  重新放了在神
[00:07:58.000 --> 00:08:00.000]  神的預言
[00:08:00.000 --> 00:08:01.000]  神的應驗
[00:08:01.000 --> 00:08:04.000]  和神的遺旨的裏面
[00:08:04.000 --> 00:08:07.000]  我們大家都不需要去重提
[00:08:07.000 --> 00:08:10.000]  這個節日是甚麼節日
[00:08:10.000 --> 00:08:12.000]  有些人說叫聖誕節
[00:08:12.000 --> 00:08:14.000]  中國國內裏面
[00:08:14.000 --> 00:08:16.000]  就講這句叫聖誕節
[00:08:16.000 --> 00:08:17.000]  沒有放假期
[00:08:17.000 --> 00:08:19.000]  所以他們不是很開心
[00:08:19.000 --> 00:08:22.000]  我就比較希望
[00:08:22.000 --> 00:08:24.000]  我們提到這個節日的時候
[00:08:24.000 --> 00:08:28.000]  不要用聖誕節
[00:08:28.000 --> 00:08:30.000]  我覺得應該是講到
[00:08:30.000 --> 00:08:33.000]  這個節日是救主降生的日子
[00:08:33.000 --> 00:08:34.000]  不知道為甚麼
[00:08:34.000 --> 00:08:36.000]  在華文的世界裏面
[00:08:36.000 --> 00:08:39.000]  聖誕節這個名字好像很被宣傳
[00:08:39.000 --> 00:08:43.000]  就不會提到原來是救主降生的日子
[00:08:43.000 --> 00:08:45.000]  其實在這個救主降生日子裏面
[00:08:45.000 --> 00:08:47.000]  你不開心都會開心
[00:08:47.000 --> 00:08:48.000]  是不是
[00:08:48.000 --> 00:08:50.000]  我舉十個原因好嗎
[00:08:50.000 --> 00:08:51.000]  我相信這十個原因
[00:08:51.000 --> 00:08:52.000]  你都有我都有
[00:08:52.000 --> 00:08:54.000]  意思就是說
[00:08:54.000 --> 00:08:56.000]  到了這個節日裏面
[00:08:56.000 --> 00:08:59.000]  其實你是不需要其他人去催促你
[00:08:59.000 --> 00:09:01.000]  你自然都會覺得是一個喜樂的時候
[00:09:01.000 --> 00:09:04.000]  舉些例子好嗎
[00:09:04.000 --> 00:09:06.000]  救主降生之前
[00:09:06.000 --> 00:09:10.000]  有一個日子叫Black Friday
[00:09:10.000 --> 00:09:12.000]  開心嗎
[00:09:12.000 --> 00:09:14.000]  買到便宜的東西開心嗎
[00:09:14.000 --> 00:09:19.000]  通常到十二月的時候
[00:09:19.000 --> 00:09:23.000]  郵價又便宜很多
[00:09:23.000 --> 00:09:26.000]  跟夏天不一樣
